"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_UK_72hpi_child_Infected-Ciliated_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000174748",2.2465528532002e-248,3.35274844548369e-68,5,1,-0.834152683867866,1,1
"ENSG00000131748",2.53102625587098e-14,1,5,0,-0.832917172058732,1,0.5
"ENSG00000137692",8.87593297705938e-76,1,7,0,0.831932568116559,1,1
"ENSG00000129235",1.20425173260168e-69,3.28534839367275e-54,3,1,-0.827790269492301,1,1
"ENSG00000150456",1.26454883241634e-21,1,5,0,0.826817629039873,1,0.666666666666667
"ENSG00000205609",2.69397523073783e-10,1.32396055727678e-06,3,2,-0.826552826253973,1,1
"ENSG00000187741",7.69283217477542e-07,1,4,0,0.824899422150833,1,0.666666666666667
"ENSG00000077254",1.23732147643024e-07,1,4,0,0.823532664725989,1,0.666666666666667
"ENSG00000124074",8.7344846315797e-17,0.00137983089380634,3,1,-0.822287327480824,1,1
"ENSG00000137494",2.80539224681317e-09,0.0349752600235325,3,1,-0.82201568767112,1,1
"ENSG00000166508",1.13042659729649e-26,1,5,0,0.821209401101253,1,1
"ENSG00000106829",0.00799168848735884,1,4,0,-0.818804838982907,0.833333333333333,0.666666666666667
"ENSG00000258955",0.000110364145098321,0.00452411307364404,3,1,-0.817433543054633,1,0.833333333333333
"ENSG00000128595",1.2361381627295e-20,1,5,0,-0.816201174307803,1,1
"ENSG00000231566",1.19114026188166e-17,0.624938865958736,4,0,-0.815994123759127,1,1
"ENSG00000214113",3.89818362811096e-16,0.957269553726858,4,0,0.810303294289074,1,0.833333333333333
