"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_UK_72hpi_child_Infected-Ciliated_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000196754",2.2465528532002e-248,3.71611775693188e-269,4,1,0.809331084921975,1,1
"ENSG00000165905",1.4207885445953e-09,1,6,0,0.809105981911391,1,0.833333333333333
"ENSG00000143977",2.85815098539019e-173,1.2334544437983e-135,3,1,0.807924867147863,1,1
"ENSG00000104660",2.47316488242358e-17,4.14832237836674e-05,3,1,0.80758000071112,1,1
"ENSG00000181381",6.95076455329457e-20,1,5,0,-0.798726025967431,1,0.833333333333333
"ENSG00000100271",6.44557347120854e-08,1,3,0,-0.797761385810943,1,0.833333333333333
"ENSG00000011028",6.66873302285295e-07,1,3,0,0.79724251455401,1,0.666666666666667
"ENSG00000158985",2.29273239960184e-06,0.536552445590681,5,0,0.794181080362809,1,0.666666666666667
"ENSG00000068796",1.37248900358076e-21,6.50662897571992e-16,6,1,-0.794014734455302,1,0.666666666666667
"ENSG00000235899",0.000150213248657366,6.43931504596888e-05,3,1,0.793269011315168,1,0.833333333333333
"ENSG00000169490",1.03609298565024e-18,1,8,0,0.791107643049491,1,0.833333333333333
"ENSG00000151665",2.83984832326288e-76,3.44389603171167e-06,5,1,0.790442391124558,1,1
"ENSG00000151065",9.30323662526991e-08,1,4,0,0.790434909702691,1,0.833333333333333
"ENSG00000163714",3.1859051213734e-24,1,5,0,-0.785854035455705,1,1
"ENSG00000074410",0.00103829058365284,0.0171137488187645,3,1,0.783434042676365,1,0.666666666666667
"ENSG00000180257",1.38659580552497e-08,1,3,0,0.780947431226342,1,0.833333333333333
"ENSG00000149809",1.05653846489434e-70,1,6,0,0.779801820608596,1,0.833333333333333
"ENSG00000164808",1.25200385220545e-09,1,4,0,-0.779508930350735,1,0.833333333333333
"ENSG00000167323",4.28747044043371e-07,1,3,0,-0.777203077359249,1,1
"ENSG00000145022",0.00168863326443408,0.829093480523132,3,0,-0.776449702370326,1,0.833333333333333
"ENSG00000082068",2.70156949821332e-09,0.429814295059829,3,0,-0.77615230977732,1,1
"ENSG00000173041",3.19319072622916e-11,0.305824039488488,3,0,-0.769277694015015,1,1
"ENSG00000235106",1.52434207513321e-06,1,3,0,0.769251358413752,1,0.833333333333333
"ENSG00000175581",1.0213085452935e-09,0.332346466175079,7,0,-0.766486750813494,1,0.833333333333333
"ENSG00000168904",0.00124003946049329,0.00258211215526683,3,1,0.764615294406939,1,0.666666666666667
"ENSG00000152558",1.44236352278475e-38,1,3,0,0.763591496904017,1,1
"ENSG00000198157",7.42991519901725e-05,0.395489760458734,3,0,-0.762263633863017,1,0.833333333333333
"ENSG00000115760",1.38370499816348e-08,1,6,0,-0.75523795103785,1,0.833333333333333
"ENSG00000127334",1.25000156664171e-05,1,3,0,-0.752369671389951,1,0.666666666666667
"ENSG00000141562",1.92172154944403e-17,7.14279989174805e-07,9,1,-0.751340621643894,1,0.833333333333333
"ENSG00000186591",4.21281766790082e-19,6.35419647869133e-17,3,1,0.751060766057411,1,1
"ENSG00000131375",1.8398291932072e-34,1,6,0,-0.750220255450372,1,1
"ENSG00000157637",5.05335751749241e-16,0.112284667452913,6,0,0.74999979808619,1,0.833333333333333
"ENSG00000136152",7.61325944207237e-07,1,4,0,0.748961907662443,1,0.666666666666667
"ENSG00000213614",1.30878703662763e-39,1,6,0,-0.748304887543373,1,1
"ENSG00000166938",0.00108122263153455,0.000541370494626867,3,1,-0.747605014890974,1,0.833333333333333
"ENSG00000103067",2.62717799201088e-06,0.00623213065828944,4,1,-0.747081783141401,1,0.833333333333333
"ENSG00000107404",3.16951132215798e-06,1,3,0,-0.746629434141462,1,0.833333333333333
"ENSG00000138286",7.4842010752759e-08,0.957191862033231,5,0,-0.746124497741379,1,0.833333333333333
"ENSG00000186665",0.000394215129099023,0.000304804688464312,4,1,0.745752379184158,1,0.833333333333333
"ENSG00000126106",2.54967579211603e-06,1,6,0,0.745361555484243,1,0.833333333333333
"ENSG00000169375",4.89043344385203e-08,0.370185074968857,4,0,-0.743359043815988,1,1
"ENSG00000105568",4.95699684281789e-44,1,4,0,0.742970058947673,1,1
"ENSG00000163701",0.0045709475738576,0.00112459674827525,5,1,-0.742744091123926,1,0.666666666666667
"ENSG00000204387",4.59687941963102e-112,9.31440972733469e-82,3,1,0.742563199853541,1,1
"ENSG00000120256",3.88961497369965e-42,5.37896476370063e-35,3,1,-0.739590357272887,1,1
"ENSG00000114270",6.65916453881047e-18,1,4,0,0.739341825692488,1,1
"ENSG00000169359",4.42971603230942e-05,1,3,0,0.738091315036369,1,0.833333333333333
"ENSG00000047249",3.7170116228257e-26,1,7,0,0.728912478853786,1,0.833333333333333
"ENSG00000140526",1.5115170046736e-11,0.020054788913007,3,1,0.727489338530071,1,1
"ENSG00000184887",2.69377243119608e-18,3.32178708977649e-11,5,1,-0.727243497319034,1,0.666666666666667
"ENSG00000142082",2.13878674344551e-08,1,5,0,0.726656979824127,1,0.666666666666667
"ENSG00000108590",5.310664374524e-06,0.000656618202748388,3,1,0.725513679959992,1,0.833333333333333
"ENSG00000160113",1.03431359709351e-87,2.08713213659434e-09,4,1,0.722557863966082,1,1
"ENSG00000138744",1.14751076853975e-21,5.64522596869761e-18,5,1,0.72151230717335,1,1
"ENSG00000112592",0.00321896149564198,0,2,2,0.721372496539368,1,0.833333333333333
"ENSG00000084090",1.65903537207043e-16,1.39500782906735e-08,3,1,-0.721179217721272,1,1
"ENSG00000125520",3.60119585987273e-16,1,4,0,-0.720153304740168,1,1
"ENSG00000121057",0.000653286311926566,0.0647206542761453,3,0,-0.720122429274793,1,1
"ENSG00000143353",3.91712809695206e-50,3.33810569146597e-15,6,1,0.719935629541934,1,1
"ENSG00000088836",7.72862114739723e-21,1,6,0,0.7142856824545,1,1
"ENSG00000175287",1.19140167082568e-37,1,9,0,-0.713808739946768,1,0.666666666666667
"ENSG00000161896",0.000455902907639985,0.00984596180373866,3,1,0.713278391864097,1,0.666666666666667
"ENSG00000166803",8.24442278491913e-25,1.11592426230966e-15,5,1,-0.711297826595229,1,1
"ENSG00000128923",5.17828884794903e-09,7.49482449708245e-06,3,1,-0.709923100342088,1,1
"ENSG00000177963",1.53596695392304e-22,3.25285699345205e-05,6,1,-0.709682610564251,1,1
"ENSG00000128739",3.57712783206663e-61,0.000242585640435374,3,1,0.709071467179317,1,1
"ENSG00000076554",2.20460549640121e-79,1,6,0,0.706783696018396,1,1
"ENSG00000203952",1.58294265782733e-07,0.338788547417202,4,0,-0.705930317573296,1,0.666666666666667
"ENSG00000102048",0.0349712868091781,0.998720165816962,4,0,0.704580414425107,1,0.666666666666667
"ENSG00000183421",2.31145160770306e-17,1,4,0,0.704221705896139,1,1
"ENSG00000131844",8.20287789081504e-09,0.00383781556273928,4,1,0.703320544181968,1,1
"ENSG00000179403",1.01325378363849e-29,1,5,0,-0.700917515589814,1,0.666666666666667
"ENSG00000173848",1.07591608713423e-26,6.49702465321569e-17,3,1,0.70084873734147,1,1
"ENSG00000067167",7.57354789547526e-59,1,5,0,-0.70069388022547,1,1
"ENSG00000170222",3.80218226044974e-08,0.433897827873453,3,0,-0.700013996853126,1,0.833333333333333
"ENSG00000114331",1.65907168999197e-13,1,7,0,-0.699521255107282,1,1
"ENSG00000165219",4.1537825224349e-05,0.00135597704283929,3,1,0.698029050103535,1,1
"ENSG00000016402",1.81789219987675e-06,1,3,0,0.697240838278103,1,0.833333333333333
"ENSG00000180979",3.09066183660921e-05,0.47955919884859,3,0,0.696963384574499,1,0.833333333333333
"ENSG00000137274",1.04268462083354e-15,4.07101021147989e-05,7,1,0.695539783626119,1,0.833333333333333
"ENSG00000006715",1.25862264619669e-06,1,4,0,-0.695469560626952,1,0.833333333333333
"ENSG00000179051",1.16368541312705e-05,0.443972641272879,3,0,0.694614196164599,1,0.833333333333333
"ENSG00000173039",2.17267137697416e-13,2.65107541972949e-11,3,1,0.694061004034837,1,1
"ENSG00000075420",9.22978810035123e-06,1,4,0,-0.692980893487239,1,0.666666666666667
"ENSG00000183172",5.85972784486676e-14,7.7716005663129e-12,5,1,-0.692782578996648,1,1
"ENSG00000187054",0.000228373225300862,2.92251168322344e-05,3,2,-0.690793199613372,1,0.833333333333333
"ENSG00000104133",1.03310439615369e-09,0.49279814608896,3,0,-0.690440715851234,1,1
"ENSG00000172493",4.18963906226392e-05,1,5,0,0.689694620657703,1,0.833333333333333
"ENSG00000152439",0.000101983610775946,0.000109708465441618,3,1,0.689103286413624,1,0.833333333333333
"ENSG00000104687",2.20800811581778e-18,1.29055260399738e-16,4,1,0.688670479160415,1,1
"ENSG00000157150",0.00261913190495515,1,4,0,-0.688271298735571,0.833333333333333,0.5
"ENSG00000126070",6.20545558854951e-06,0.00372042576762691,3,1,-0.68765964624611,1,1
"ENSG00000152904",1.36389153585279e-36,1,7,0,0.687356911446987,1,1
"ENSG00000105486",1.0138443891957e-05,1,6,0,0.68599464616123,1,0.833333333333333
"ENSG00000092820",5.81572750491103e-15,1.09666683512734e-07,3,2,0.685635553492364,1,1
"ENSG00000096063",0.00098636701412413,0.0183754391034035,3,1,-0.685539814418729,1,1
"ENSG00000136770",9.08562524355771e-17,0.000581287026859246,4,1,0.685155717775495,1,0.833333333333333
"ENSG00000048405",3.94588475139959e-10,1,5,0,0.684907213066115,1,0.666666666666667
"ENSG00000122884",2.43462216878789e-05,0.155059842554268,6,0,0.68466155837835,1,0.833333333333333
"ENSG00000067082",4.48797624534958e-15,1.73276425118866e-12,4,1,-0.684272482125407,1,1
"ENSG00000132670",6.05369744575122e-06,0.242823435612149,4,0,0.683878612790367,1,1
"ENSG00000049449",5.71714505054821e-14,7.57839121787722e-05,3,2,-0.682678106743882,1,1
"ENSG00000065911",0.00293829515727709,1,3,0,0.68175164765789,1,0.5
"ENSG00000087903",2.65586082192723e-08,5.2762796681817e-09,6,1,0.681659275907652,1,0.833333333333333
"ENSG00000178104",3.13705858222351e-05,0.000683154619300571,3,1,-0.681094229369329,1,0.833333333333333
"ENSG00000168077",2.14683309969684e-07,0,2,2,-0.679946634286812,1,1
"ENSG00000173818",4.14891105252354e-11,1,4,0,0.679881590395958,1,1
"ENSG00000115170",5.85106268035538e-06,1,5,0,0.679489031174282,1,0.833333333333333
"ENSG00000119636",3.85427775135246e-12,1,6,0,0.679430708962478,1,0.833333333333333
"ENSG00000112651",9.20065795122406e-14,0.132577034481359,5,0,0.679293260889498,1,1
"ENSG00000114770",3.78552725332238e-12,0.00568625426473446,6,1,0.679203986861508,1,1
"ENSG00000175664",0.00570297215479081,0.000807568122448582,6,1,0.679062415090919,1,0.666666666666667
"ENSG00000171552",0.015310831416145,0.38841613368241,5,0,-0.678892618509895,0.833333333333333,0.833333333333333
"ENSG00000170017",1.13470741663244e-15,0.00479257026140527,5,2,0.67857422882485,1,1
"ENSG00000041357",6.66787878812202e-47,3.02143459936541e-26,5,1,-0.677703987730182,1,1
"ENSG00000073578",2.3605514158854e-94,1,6,0,0.677275902412792,1,1
"ENSG00000006016",0.000445221626844226,1,3,0,0.676498976025941,1,0.833333333333333
"ENSG00000113916",4.28133802618323e-18,0.00251674947150873,5,1,0.676284473593281,1,1
"ENSG00000173598",4.35314283281457e-75,1,5,0,-0.675540959767047,1,1
"ENSG00000141646",1.75340566239096e-05,0.2187153953182,3,0,0.674626021725513,1,0.833333333333333
"ENSG00000135773",2.21950383188168e-05,0.64050209974388,5,0,-0.672589601358293,1,1
"ENSG00000138434",4.77847888282942e-05,1,4,0,0.67220119522102,1,1
"ENSG00000143379",6.68898391043472e-06,1,6,0,0.669601768598301,1,1
"ENSG00000170275",2.04583504458307e-12,6.69822732405884e-12,3,1,-0.669599657770515,1,1
"ENSG00000213398",0.000264032916850365,1,3,0,-0.669558653853967,1,0.833333333333333
"ENSG00000163527",5.85019297488717e-09,3.92118109278689e-05,4,1,0.668319086775953,1,1
"ENSG00000128510",8.10069587192923e-19,1,4,0,0.667326071376533,1,1
"ENSG00000179832",0.0117075560327743,0,2,2,0.666982870694369,1,0.666666666666667
"ENSG00000107643",0.0283918481713126,1,3,0,-0.666666666666669,1,0.5
"ENSG00000186474",0.0449886121525326,1,6,0,-0.666666666666667,0.833333333333333,0.5
"ENSG00000065457",2.66385354650467e-09,0.000636249024998707,3,2,0.666666396135884,1,1
"ENSG00000160190",9.98451323018741e-06,0.608592633609246,4,0,-0.665727838366132,0.833333333333333,0.666666666666667
"ENSG00000196872",2.87021302488547e-08,0.178231299649668,7,0,0.664116069968754,1,0.666666666666667
"ENSG00000075089",0.000233870677414673,0.00576961100870311,4,1,-0.664081707647983,1,1
"ENSG00000165410",4.96240747843939e-12,0.0162251416841581,7,1,-0.663239017826454,1,0.666666666666667
"ENSG00000142627",1.84197186740375e-68,1,6,0,-0.66243015428464,1,1
"ENSG00000243989",1.1299012716615e-13,9.45956078433891e-08,3,1,0.662134772159917,1,1
"ENSG00000183696",1.21881748602429e-07,0.00010802603457557,3,1,0.661293953552307,1,1
"ENSG00000101782",4.25574729609043e-31,5.60490731266933e-06,6,1,0.661284288217519,1,1
"ENSG00000196405",4.23343975329384e-06,0.00282804042456107,4,1,0.660635902125702,1,0.833333333333333
"ENSG00000183955",6.52830752838532e-10,1,5,0,-0.659149940378044,1,1
"ENSG00000108848",4.69552644137152e-40,1.55157133910228e-38,3,1,-0.65882304972953,1,1
"ENSG00000140905",5.93042907831194e-76,1.97388076671363e-05,4,1,0.658685322767604,1,1
"ENSG00000197536",2.73329736329596e-14,0.295400198196261,3,0,0.656418815476528,1,1
"ENSG00000129667",5.28441048419096e-12,0.0633323419274781,6,0,0.656174968110197,1,0.666666666666667
"ENSG00000166200",1.2086436590052e-22,0.848262653427949,3,0,-0.655802095011976,1,1
"ENSG00000059122",3.9802488013795e-08,1,4,0,0.655687373577801,1,1
"ENSG00000145495",6.36317528206267e-15,1,6,0,0.655195627327236,1,0.833333333333333
"ENSG00000263002",0.000616571605975323,0.156892452710494,3,0,0.65512929883669,1,1
"ENSG00000101608",1.16939863686872e-138,1.28360752311576e-31,6,3,-0.653236752281964,1,1
"ENSG00000041988",7.58495174264731e-10,6.04862800030032e-05,4,1,0.652400856445912,1,1
"ENSG00000104695",1.31223847632051e-53,0.000701291972267403,3,1,-0.651622005392345,1,1
"ENSG00000088930",1.36843318523004e-19,0.0576101033287479,3,0,0.650110997232975,1,1
"ENSG00000147457",6.94261576261554e-07,1,4,0,-0.650019325584808,1,0.666666666666667
"ENSG00000140105",3.70680718152312e-13,7.50199047001576e-05,6,1,-0.649898400708307,1,1
"ENSG00000197647",0.00307545545278002,0.181209606843467,4,0,0.649793432898471,1,0.666666666666667
"ENSG00000120709",0.00457376157834427,0.0575456955478542,3,0,0.648774813201895,0.833333333333333,0.833333333333333
"ENSG00000168259",2.20947477490545e-28,0,2,2,0.64808378836679,1,1
"ENSG00000242808",0.00140729628357819,0.013904393931591,4,1,-0.645326815750696,1,0.833333333333333
"ENSG00000177427",5.60114929746173e-11,1,4,0,0.644671783282945,1,1
"ENSG00000180900",1.42030355683134e-15,0.00213105419130125,6,1,-0.644151044251918,1,0.833333333333333
"ENSG00000174021",2.2465528532002e-248,0,2,2,-0.643676553705141,1,1
"ENSG00000156413",5.49678740584237e-13,1,6,0,0.643502020498352,1,0.5
"ENSG00000036054",1.99096492510205e-25,0.00297905535715359,8,1,0.642424937244604,1,0.666666666666667
"ENSG00000136830",6.60326113899629e-24,1.02835873223579e-05,5,3,0.64182947161489,1,1
"ENSG00000146072",1.90649104847337e-17,1.62284735636649e-06,3,2,0.64064370110031,1,1
"ENSG00000121579",7.71581329182134e-13,0.000692275622277117,3,2,-0.63620778732939,1,1
"ENSG00000179387",6.74646615317023e-05,0.291182384220507,4,0,-0.635616376954674,1,1
"ENSG00000132424",1.0009722710493e-82,3.39717607464822e-10,10,1,0.635313907204753,1,0.833333333333333
"ENSG00000102054",1.08142786378432e-105,8.57824618498603e-19,6,1,0.634983918094088,1,1
"ENSG00000100425",1.65269146930767e-08,1,3,0,-0.634335728407234,1,1
"ENSG00000203950",1.01614827210605e-23,6.89450011619239e-10,3,2,0.633705375363586,1,1
"ENSG00000121067",3.7832830083695e-31,0.000426042880693391,7,1,0.633577891251671,1,1
"ENSG00000163634",1.27617872362611e-30,1.40250550654113e-09,5,1,-0.629254586585063,1,1
"ENSG00000119537",3.42720625244365e-14,1,5,0,0.629163160843878,1,1
"ENSG00000115816",6.92062992661653e-14,0.0555736514479813,4,0,0.628160586049421,1,1
"ENSG00000166507",0.000193555567610504,1,3,0,0.627262248010489,1,0.833333333333333
"ENSG00000136051",0.00267691928744975,1,4,0,0.626343108202593,1,0.833333333333333
"ENSG00000157500",0.000148852309336036,0.162026158530104,4,0,0.625541901416762,1,0.5
"ENSG00000141279",1.15439843501744e-06,0.618817784603841,6,0,0.624742891727042,1,0.666666666666667
"ENSG00000131203",1.66235825848551e-35,0,2,2,-0.623234464955226,1,1
"ENSG00000163374",0.0111012107006061,0.00985127728530947,3,1,0.622480779099284,1,0.666666666666667
"ENSG00000019582",1.70019847361906e-09,1.32478393912845e-08,4,1,0.622046762471116,1,1
"ENSG00000196312",9.70852180246519e-21,0.350127287513026,8,0,0.62068876760484,1,1
"ENSG00000168003",1.2202244677249e-177,7.40325591306986e-121,4,1,0.618884357627606,1,1
"ENSG00000167962",0.00658283588699766,0.0199857278732116,3,1,-0.616711816947983,1,0.666666666666667
"ENSG00000155438",4.15505297643265e-23,8.76038831145737e-17,4,1,-0.614385911774134,1,1
"ENSG00000169567",5.61128055357638e-39,2.24129035655955e-22,5,1,-0.613887931628292,1,1
"ENSG00000121897",2.03264979247256e-05,0.81588948633412,4,0,-0.613842751536477,1,0.666666666666667
"ENSG00000185650",6.59048055916216e-43,5.02987624288482e-19,4,1,0.610264091630159,1,1
"ENSG00000187118",3.14784509833294e-53,0.105914700515948,6,0,-0.610123952986001,1,1
"ENSG00000175470",5.07522444731031e-08,1,5,0,-0.610033172659018,1,0.5
"ENSG00000066697",0.000612065349699798,0.615235806109086,5,0,0.609764750332268,1,0.666666666666667
"ENSG00000120533",2.20901249368661e-105,1,7,0,-0.607361031517107,1,1
"ENSG00000197748",4.86093229182031e-05,1,3,0,0.606626585879962,1,0.833333333333333
"ENSG00000167900",2.04506879344339e-08,3.34721011020787e-07,4,1,0.605973125746971,1,1
"ENSG00000164062",1.81148258931402e-15,1,4,0,0.605605157923182,1,1
"ENSG00000134371",7.41380107690875e-07,0.83107259833479,3,0,0.604767380618281,1,1
"ENSG00000189077",0.00460361080994941,0.00345119649532166,4,2,-0.602982425845692,0.833333333333333,0.833333333333333
"ENSG00000198040",2.09170936503173e-05,0.000506068407110773,5,1,0.601960997295395,1,1
"ENSG00000155158",0.00812123286377414,0.00156261123688485,3,1,-0.601744503037193,1,1
"ENSG00000172831",2.48140536038768e-14,1.00971725176514e-08,3,1,-0.601011502281402,1,1
"ENSG00000048649",2.04131333633426e-17,0.613891127595946,6,0,-0.600846315853405,1,0.666666666666667
"ENSG00000160767",3.90595552647145e-09,1.62792106152217e-05,6,1,0.600152962187431,1,0.833333333333333
"ENSG00000160298",0.00504913690522728,1,4,0,0.60000002385104,1,0.666666666666667
"ENSG00000186001",0.015640433111846,0.79124517597648,4,0,0.599955863486728,1,0.833333333333333
"ENSG00000260916",2.64609483225649e-21,6.36747945174802e-21,3,2,0.599589814034405,1,1
"ENSG00000122970",0.00412326985450398,0.0147301829946313,3,1,-0.598548577170128,1,1
"ENSG00000232079",0.000105846087455837,0.0302605010757884,4,1,0.597995411817993,1,0.833333333333333
"ENSG00000068305",1.39752473866012e-05,3.60558100256993e-05,5,1,0.597979480856591,1,1
"ENSG00000100815",1.15751737088445e-10,1,4,0,-0.596092861043423,1,1
"ENSG00000266412",3.3425045221208e-72,1,9,0,-0.596016425502295,1,1
"ENSG00000136021",5.82489474228679e-07,0.000151907433966689,4,1,0.595910062240768,1,1
"ENSG00000173226",3.65921307530055e-19,1,4,0,0.595777049832435,1,1
"ENSG00000148925",1.218207211927e-15,0.798920878824519,3,0,0.59527458333958,1,1
"ENSG00000154380",1.17276973385641e-10,9.06534883332012e-11,5,2,0.594958699553559,1,1
"ENSG00000148341",1.68906991732655e-16,0.00316525429395614,6,1,-0.594724626905602,1,1
"ENSG00000164733",8.48169448488348e-75,1.94074893894374e-25,5,2,-0.594465106995535,1,1
"ENSG00000130669",0.00117773335901067,0.99357816467076,4,0,-0.59417504931682,1,0.833333333333333
"ENSG00000168038",0.00603477677710678,1,4,0,0.593070306478549,1,0.833333333333333
"ENSG00000167165",3.39970609068246e-06,0.000235668476200146,3,1,0.591657470455472,1,1
"ENSG00000151552",2.1085958037939e-09,1.01084182682412e-07,5,1,-0.591340945058014,1,1
"ENSG00000023228",2.97486334488893e-30,1,9,0,0.591055090283428,1,0.666666666666667
"ENSG00000006744",5.72886630358615e-08,1,5,0,0.590815760906767,1,1
"ENSG00000184432",1.49058401976374e-22,9.02578618061329e-05,4,1,-0.590681033845983,1,1
"ENSG00000115540",4.92054178644483e-09,0.0464971285645163,3,1,0.590401737290645,1,1
"ENSG00000231607",0.00264970553350601,0.0152621819752778,4,1,0.589649963033311,1,0.833333333333333
"ENSG00000271109",7.77999944348266e-07,0.000262439231035489,6,1,0.589555888391005,1,1
"ENSG00000257727",3.72581476220306e-169,1,5,0,-0.588761257306773,1,1
"ENSG00000136197",3.59307847251985e-05,2.24943132817932e-05,3,1,0.587865288896143,1,1
"ENSG00000203667",9.72713522403528e-10,4.52023235948671e-07,5,1,-0.587270937806391,1,1
"ENSG00000159216",1.70113164665902e-11,1,6,0,0.5859731223055,1,1
"ENSG00000079462",1.09773270767344e-57,1.45835831957995e-28,5,1,-0.585860121002431,1,1
"ENSG00000149231",0.0169651470257812,0.52718463457602,3,0,0.585626617887995,1,0.833333333333333
"ENSG00000039068",3.13564256378496e-15,4.39861899814992e-07,4,1,0.584440871184443,1,1
"ENSG00000168490",0.000582980561963352,0.971870051193364,3,0,0.584433951472683,0.833333333333333,0.833333333333333
"ENSG00000169228",7.64974589853746e-30,4.11780918916082e-17,6,1,0.583707857307861,1,1
"ENSG00000148399",5.23156166418528e-18,1,10,0,-0.583332596278118,1,0.833333333333333
"ENSG00000114735",0.00463076276617822,0.00280593074997252,3,1,-0.582618990215968,1,0.833333333333333
"ENSG00000136240",5.01129380366169e-24,2.86638847492264e-05,4,1,-0.582203676075721,1,1
"ENSG00000157778",1.05641440096596e-59,1,6,0,-0.580912049603292,1,1
"ENSG00000175115",1.12332219070337e-13,1,3,0,0.579867711293719,1,1
"ENSG00000124795",1.95410417679138e-16,8.15177945069229e-10,4,1,-0.576993043113571,1,1
"ENSG00000105204",0.000222286474731467,0.0867133838192594,3,0,-0.576821584105714,1,1
"ENSG00000273749",1.76718017446841e-12,0.58842519433079,5,0,-0.575799427404415,1,1
"ENSG00000134363",6.7240024118906e-13,0.00762935954285787,5,1,-0.575754976909184,1,0.833333333333333
"ENSG00000115267",1.41105924619006e-47,1,7,0,0.575525228709655,1,1
"ENSG00000133597",2.3242285232652e-14,0.518399366898325,4,0,-0.575450802406617,1,1
"ENSG00000153250",3.33548919407517e-10,1,6,0,0.574693066402202,1,0.833333333333333
"ENSG00000075292",2.30195860340901e-08,1,6,0,-0.572482492460419,1,1
"ENSG00000161526",2.20768068578519e-08,0.0213107159131392,8,1,0.572437014470366,1,0.833333333333333
"ENSG00000137500",1.26629311093446e-29,0.000136946766964706,8,1,0.571528976980628,1,1
"ENSG00000159461",0.00334248770964631,0.00423498261350472,3,1,-0.571503174195912,1,1
"ENSG00000108468",1.76738142129116e-08,0,2,2,0.571197070286142,1,1
"ENSG00000171161",8.75146774386283e-05,1,3,0,0.571131008738354,1,0.833333333333333
"ENSG00000164056",6.04818194043058e-06,1,6,0,-0.570381835788942,1,0.833333333333333
"ENSG00000120438",5.03657845233213e-42,5.65730892478181e-20,3,1,0.569859512203418,1,1
"ENSG00000135048",8.6584820381731e-07,1,3,0,0.56888520805588,1,1
"ENSG00000081307",7.43569139953032e-07,1,5,0,0.567911559254829,1,1
"ENSG00000240682",7.3249768033771e-13,1,6,0,-0.565754153635842,1,0.5
"ENSG00000117335",8.75928098616817e-17,0.152199783329123,6,0,-0.5645881064399,1,1
"ENSG00000106615",4.25553794562212e-10,0.000450286533974641,3,1,-0.563734275857499,1,1
"ENSG00000110446",7.95823293684291e-09,0.0121083824826498,5,1,-0.563498979426387,1,1
"ENSG00000185009",2.40103010566452e-05,0.289220801432258,3,0,0.563179558166688,1,1
"ENSG00000169733",8.24637482114435e-05,0.551191145678467,4,0,-0.562406514892045,1,1
"ENSG00000150779",1.19140839116517e-26,5.65262085404934e-28,4,2,-0.562357794504711,1,1
"ENSG00000144645",1.43300527845396e-06,0.0369448832222315,4,1,0.56209213517913,1,1
"ENSG00000180198",6.80039388243667e-05,0.000418185439908255,5,1,0.561850719937643,1,1
"ENSG00000106025",0.000863493057019982,1,3,0,0.561191292120677,1,0.833333333333333
"ENSG00000105357",2.160339353277e-19,1,5,0,-0.560873003379138,1,1
"ENSG00000108641",1.86198802893814e-06,0.000223564397011053,6,1,-0.559128865601486,1,1
"ENSG00000140416",1.55270332479642e-37,2.33071557536741e-06,5,1,0.55770030075831,1,1
"ENSG00000141480",1.11650032338474e-08,1,6,0,0.557281133446505,1,1
"ENSG00000060237",3.47621065382622e-17,0.0772708287701386,7,0,-0.556760207640931,1,1
"ENSG00000147548",1.82453121587471e-08,0.00285194047439556,6,1,-0.556747556775288,1,0.833333333333333
"ENSG00000128699",5.17822522910297e-26,3.14165657854519e-05,7,1,0.556489586717728,1,1
"ENSG00000119922",3.86703991963661e-28,0,2,2,-0.556072532121988,1,1
"ENSG00000139266",0.0125228605627012,0.258303168837037,4,0,-0.555854093391347,1,1
"ENSG00000156171",2.97853333638515e-13,0.000384748414267077,6,1,-0.555553925087314,1,1
"ENSG00000173801",3.08636417586148e-40,1,8,0,0.554573523011809,1,1
"ENSG00000139531",0.00246243845485752,0.455099422198463,4,0,0.554286474963527,1,1
"ENSG00000168916",0.0396855929401374,1,3,0,-0.553153380617115,0.833333333333333,0.666666666666667
"ENSG00000110880",0.000941283928988725,1,4,0,-0.552588071955478,1,0.833333333333333
"ENSG00000150753",5.1297388473094e-62,2.91059186618262e-34,3,1,0.552552140166724,1,1
"ENSG00000152642",1.26730830394308e-05,4.52268308686918e-05,3,1,0.552259543801318,1,1
"ENSG00000140451",3.02047106117553e-05,0,2,2,-0.551771019398876,1,1
"ENSG00000101928",1.38844825873045e-05,1,3,0,0.550594791418896,1,1
"ENSG00000182809",2.43231827247079e-05,0.0677474680247915,4,0,0.549997920156546,1,0.833333333333333
"ENSG00000177030",2.55991909823321e-17,8.56187660028932e-06,7,1,-0.549861057825121,1,1
"ENSG00000106105",4.60091566256039e-16,1,6,0,-0.548386966231871,1,1
"ENSG00000183889",2.78709310676143e-13,0.0034446984024257,7,1,-0.547902164024972,1,1
"ENSG00000129116",3.02146747020436e-08,0.0226319686569936,4,1,0.547303036165068,1,1
"ENSG00000103342",2.82111462528423e-18,1,3,0,0.54711660791051,1,1
"ENSG00000001630",1.79525253142337e-10,0.000323830579339877,3,1,-0.546624680007541,1,1
"ENSG00000143549",1.35090436064559e-90,1,8,0,-0.546319083669526,1,1
"ENSG00000008283",3.32201075359467e-05,1,6,0,0.545450620900379,1,0.666666666666667
"ENSG00000070785",2.09746459995463e-15,0.000114701217496545,5,1,-0.544628536762273,1,1
"ENSG00000151883",2.2095434617505e-11,0.975351856701326,8,0,-0.543848024444054,1,0.666666666666667
"ENSG00000135968",7.57259584279413e-28,1.71100236243367e-15,7,2,-0.542881760173897,1,1
