"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_UK_72hpi_child_Infected-Ciliated_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000039068"	"ENSG00000039068"	3.13564256378496e-15	4.39861899814992e-07	4	1	0.584440871184443	1	1
"ENSG00000203667"	"ENSG00000203667"	9.72713522403528e-10	4.52023235948671e-07	5	1	-0.587270937806391	1	1
"ENSG00000047457"	"ENSG00000047457"	1.25273432848507e-18	4.88973360064071e-07	7	1	-0.488974830539975	1	1
"ENSG00000174547"	"ENSG00000174547"	1.39419282242235e-06	6.09162006443585e-07	3	1	-0.196764721508202	1	1
"ENSG00000112096"	"ENSG00000112096"	1.79987092313529e-22	6.35389703307165e-07	6	1	0.338110903180002	1	1
"ENSG00000070010"	"ENSG00000070010"	2.6096525991774e-06	6.7304424990351e-07	3	2	-0.248014991515375	1	1
"ENSG00000141562"	"ENSG00000141562"	1.92172154944403e-17	7.14279989174805e-07	9	1	-0.751340621643894	1	0.833333333333333
"ENSG00000213145"	"ENSG00000213145"	1.8074226052823e-05	8.70788123166562e-07	4	2	0.269248683056732	1	1
"ENSG00000179094"	"ENSG00000179094"	1.55341290206371e-39	1.08853376484061e-06	9	2	0.272559005721896	1	1
"ENSG00000138069"	"ENSG00000138069"	8.40804581871017e-06	1.1845598745286e-06	4	2	-0.21875661666066	1	1
"ENSG00000101940"	"ENSG00000101940"	9.60408817821014e-16	1.18851411839988e-06	6	1	-0.340539824621913	1	1
"ENSG00000139218"	"ENSG00000139218"	4.37741116858045e-14	1.22564149665799e-06	8	1	0.284338237389884	1	1
"ENSG00000171604"	"ENSG00000171604"	1.39627813162474e-43	1.30165094791851e-06	7	1	-0.184026373806674	1	1
"ENSG00000205609"	"ENSG00000205609"	2.69397523073783e-10	1.32396055727678e-06	3	2	-0.826552826253973	1	1
"ENSG00000184983"	"ENSG00000184983"	1.25564845018839e-05	1.34859050950579e-06	3	2	-0.210169863858935	1	1
"ENSG00000017797"	"ENSG00000017797"	2.95456029123065e-39	1.52658260518111e-06	4	1	-0.975478996324409	1	0.833333333333333
"ENSG00000146072"	"ENSG00000146072"	1.90649104847337e-17	1.62284735636649e-06	3	2	0.64064370110031	1	1
"ENSG00000164120"	"ENSG00000164120"	1.51817146902108e-12	1.77446860742955e-06	6	1	-0.214873456751501	1	1
"ENSG00000213563"	"ENSG00000213563"	1.03185789409949e-11	1.85654798344662e-06	3	1	0.369457038291404	1	1
"ENSG00000006118"	"ENSG00000006118"	1.08558606515936e-10	2.01218587218026e-06	3	1	-0.331734888385032	1	1
"ENSG00000176261"	"ENSG00000176261"	7.58868487347615e-27	2.08557494799475e-06	13	2	0.280788452229149	1	1
"ENSG00000088682"	"ENSG00000088682"	1.59640260971468e-05	2.17421276204995e-06	4	1	0.16981020968233	1	1
"ENSG00000117676"	"ENSG00000117676"	9.79892854138875e-07	2.19631440746966e-06	5	1	0.525303470332594	1	1
"ENSG00000162889"	"ENSG00000162889"	2.03143878561638e-08	2.30801328867218e-06	3	1	-0.886268843623173	1	0.666666666666667
"ENSG00000140416"	"ENSG00000140416"	1.55270332479642e-37	2.33071557536741e-06	5	1	0.55770030075831	1	1
"ENSG00000151665"	"ENSG00000151665"	2.83984832326288e-76	3.44389603171167e-06	5	1	0.790442391124558	1	1
"ENSG00000213246"	"ENSG00000213246"	5.51428838375399e-12	3.93818082564247e-06	4	1	0.226063248903025	1	1
"ENSG00000167397"	"ENSG00000167397"	5.7783926854014e-05	3.96162860394346e-06	5	2	-0.288734784283229	1	1
"ENSG00000143633"	"ENSG00000143633"	3.65261555381617e-10	4.01262172694594e-06	3	1	-0.41721943523136	1	1
"ENSG00000147889"	"ENSG00000147889"	4.08406562776312e-27	4.51526026897118e-06	7	2	0.219719709432734	1	1
"ENSG00000146731"	"ENSG00000146731"	1.90615602069612e-23	4.96390486422962e-06	3	2	-0.446058250607588	1	1
"ENSG00000057935"	"ENSG00000057935"	4.06305517249818e-09	5.09975938951552e-06	3	1	-0.522921073664695	1	1
"ENSG00000101782"	"ENSG00000101782"	4.25574729609043e-31	5.60490731266933e-06	6	1	0.661284288217519	1	1
"ENSG00000167986"	"ENSG00000167986"	1.81647117151387e-12	5.65166279466185e-06	4	1	-0.312704725394393	1	1
"ENSG00000100083"	"ENSG00000100083"	3.10437359410424e-22	6.3182525163404e-06	5	1	-0.406341469361769	1	1
"ENSG00000144908"	"ENSG00000144908"	0.000108735994459957	6.49230991616559e-06	6	2	0.35189056750772	1	1
"ENSG00000126581"	"ENSG00000126581"	3.72488624992849e-29	6.64791980234881e-06	8	2	-0.349390295617805	1	1
"ENSG00000128923"	"ENSG00000128923"	5.17828884794903e-09	7.49482449708245e-06	3	1	-0.709923100342088	1	1
"ENSG00000105835"	"ENSG00000105835"	3.96856828019003e-05	8.31473693876946e-06	3	2	-0.190515606079937	1	1
"ENSG00000177030"	"ENSG00000177030"	2.55991909823321e-17	8.56187660028932e-06	7	1	-0.549861057825121	1	1
"ENSG00000155287"	"ENSG00000155287"	1.74435583038167e-11	8.83958335993752e-06	5	1	0.375305540381987	1	1
"ENSG00000134825"	"ENSG00000134825"	6.91721063209324e-11	9.45437944210214e-06	3	2	-0.965171056021634	1	1
"ENSG00000183742"	"ENSG00000183742"	5.22408548704116e-18	1.00020656905612e-05	9	1	-0.466279301701892	1	0.833333333333333
"ENSG00000136830"	"ENSG00000136830"	6.60326113899629e-24	1.02835873223579e-05	5	3	0.64182947161489	1	1
"ENSG00000127952"	"ENSG00000127952"	5.55208888472698e-16	1.04889163038003e-05	6	2	0.483986150489694	1	1
"ENSG00000166797"	"ENSG00000166797"	3.27371696935284e-09	1.07517497217919e-05	4	1	-0.377379761362002	1	1
"ENSG00000104765"	"ENSG00000104765"	1.88304036177024e-08	1.38803952190482e-05	3	1	-0.36118286662593	1	1
"ENSG00000160767"	"ENSG00000160767"	3.90595552647145e-09	1.62792106152217e-05	6	1	0.600152962187431	1	0.833333333333333
"ENSG00000008952"	"ENSG00000008952"	5.36032997925205e-11	1.80903539868535e-05	3	1	-0.247048546560136	1	1
"ENSG00000118515"	"ENSG00000118515"	1.01581753627876e-10	1.81542761338267e-05	5	1	-0.251667553921708	1	1
"ENSG00000173085"	"ENSG00000173085"	1.94501582129064e-07	1.87200897831876e-05	3	1	0.306042294486157	1	1
"ENSG00000140905"	"ENSG00000140905"	5.93042907831194e-76	1.97388076671363e-05	4	1	0.658685322767604	1	1
"ENSG00000159202"	"ENSG00000159202"	7.24132453016888e-11	2.0500624657204e-05	4	1	0.512104015998093	1	1
"ENSG00000106399"	"ENSG00000106399"	5.98524548920107e-10	2.11197072932721e-05	3	1	-0.986270733939769	1	0.5
"ENSG00000111276"	"ENSG00000111276"	1.02830657518007e-07	2.13469092294862e-05	3	2	-0.317330329130676	1	1
"ENSG00000136197"	"ENSG00000136197"	3.59307847251985e-05	2.24943132817932e-05	3	1	0.587865288896143	1	1
"ENSG00000099956"	"ENSG00000099956"	6.93112040478516e-06	2.41253364617374e-05	3	1	-0.498687026079371	1	1
"ENSG00000073803"	"ENSG00000073803"	2.44651278579687e-05	2.46681665952171e-05	3	2	0.297783327881775	1	1
"ENSG00000136240"	"ENSG00000136240"	5.01129380366169e-24	2.86638847492264e-05	4	1	-0.582203676075721	1	1
"ENSG00000166145"	"ENSG00000166145"	7.65725711978757e-27	2.91626115986842e-05	9	1	-0.326497954797984	1	1
"ENSG00000187054"	"ENSG00000187054"	0.000228373225300862	2.92251168322344e-05	3	2	-0.690793199613372	1	0.833333333333333
"ENSG00000140403"	"ENSG00000140403"	1.22395770156976e-06	2.9658730529518e-05	5	2	0.353387054560148	1	1
"ENSG00000128699"	"ENSG00000128699"	5.17822522910297e-26	3.14165657854519e-05	7	1	0.556489586717728	1	1
"ENSG00000136682"	"ENSG00000136682"	2.17895818658802e-27	3.20165985272751e-05	10	1	-0.341147119214784	1	1
"ENSG00000177963"	"ENSG00000177963"	1.53596695392304e-22	3.25285699345205e-05	6	1	-0.709682610564251	1	1
"ENSG00000103194"	"ENSG00000103194"	4.21288346043821e-09	3.54939665021829e-05	4	1	0.474899447719551	1	1
"ENSG00000068305"	"ENSG00000068305"	1.39752473866012e-05	3.60558100256993e-05	5	1	0.597979480856591	1	1
"ENSG00000136436"	"ENSG00000136436"	3.45198213679736e-09	3.83470477268278e-05	5	1	-0.276094172070267	1	1
"ENSG00000163527"	"ENSG00000163527"	5.85019297488717e-09	3.92118109278689e-05	4	1	0.668319086775953	1	1
"ENSG00000137274"	"ENSG00000137274"	1.04268462083354e-15	4.07101021147989e-05	7	1	0.695539783626119	1	0.833333333333333
"ENSG00000165698"	"ENSG00000165698"	1.80753920149657e-06	4.07358070026542e-05	4	1	0.390927273677236	1	1
"ENSG00000104660"	"ENSG00000104660"	2.47316488242358e-17	4.14832237836674e-05	3	1	0.80758000071112	1	1
"ENSG00000086598"	"ENSG00000086598"	2.02797552571149e-08	4.31925783609428e-05	3	2	0.950656456487117	1	0.666666666666667
"ENSG00000114353"	"ENSG00000114353"	3.54579097090933e-06	4.48856212682558e-05	4	1	0.220759227254286	1	1
"ENSG00000152642"	"ENSG00000152642"	1.26730830394308e-05	4.52268308686918e-05	3	1	0.552259543801318	1	1
"ENSG00000154001"	"ENSG00000154001"	3.56035741998339e-17	4.52766176171289e-05	6	1	-0.975800154805873	1	0.5
"ENSG00000126602"	"ENSG00000126602"	0.000177955555225465	4.82526234682297e-05	3	2	-0.227720739396372	1	1
"ENSG00000041988"	"ENSG00000041988"	7.58495174264731e-10	6.04862800030032e-05	4	1	0.652400856445912	1	1
"ENSG00000160789"	"ENSG00000160789"	1.7191264871866e-24	6.41147429101855e-05	4	1	0.226890256398629	1	1
"ENSG00000120694"	"ENSG00000120694"	9.60055063253706e-34	6.41666845531148e-05	8	1	-0.426432612450677	1	1
"ENSG00000235899"	"ENSG00000235899"	0.000150213248657366	6.43931504596888e-05	3	1	0.793269011315168	1	0.833333333333333
"ENSG00000070526"	"ENSG00000070526"	2.56608806581518e-29	6.93465739545882e-05	6	2	-0.261459982718651	1	1
"ENSG00000213593"	"ENSG00000213593"	1.13140480777037e-06	7.24090552259625e-05	4	1	0.264399086860745	1	1
"ENSG00000160917"	"ENSG00000160917"	0.000569800778819176	7.44000943005492e-05	3	1	-0.53491963834513	1	1
"ENSG00000140105"	"ENSG00000140105"	3.70680718152312e-13	7.50199047001576e-05	6	1	-0.649898400708307	1	1
"ENSG00000049449"	"ENSG00000049449"	5.71714505054821e-14	7.57839121787722e-05	3	2	-0.682678106743882	1	1
"ENSG00000150093"	"ENSG00000150093"	1.39894304779148e-38	7.63434708496364e-05	5	1	0.526968854302106	1	1
"ENSG00000247556"	"ENSG00000247556"	1.09662582952779e-08	7.8569695537111e-05	4	1	0.519280048210968	1	1
"ENSG00000204520"	"ENSG00000204520"	0.000533252602582895	8.16569505992697e-05	3	1	0.420740117979702	1	1
"ENSG00000102024"	"ENSG00000102024"	2.51759602835704e-09	8.38838948029275e-05	3	1	0.445287131931767	1	1
"ENSG00000184432"	"ENSG00000184432"	1.49058401976374e-22	9.02578618061329e-05	4	1	-0.590681033845983	1	1
"ENSG00000270647"	"ENSG00000270647"	4.29234540611284e-23	9.06547098425443e-05	6	1	-0.399956906737314	1	1
"ENSG00000103942"	"ENSG00000103942"	6.74366228569322e-07	9.0929349926722e-05	4	1	0.195328506300253	1	1
"ENSG00000125877"	"ENSG00000125877"	1.10478628108229e-10	9.18787152728366e-05	6	1	-0.28108394281139	1	1
"ENSG00000196591"	"ENSG00000196591"	1.83943591776828e-20	9.653471972452e-05	6	1	0.247203671748956	1	1
"ENSG00000173786"	"ENSG00000173786"	1.7410131886148e-14	0.000103259415379645	5	2	0.378787535615851	1	1
"ENSG00000183696"	"ENSG00000183696"	1.21881748602429e-07	0.00010802603457557	3	1	0.661293953552307	1	1
"ENSG00000152439"	"ENSG00000152439"	0.000101983610775946	0.000109708465441618	3	1	0.689103286413624	1	0.833333333333333
"ENSG00000152291"	"ENSG00000152291"	2.23627838659041e-05	0.00011357122711182	4	2	-0.480951066190572	1	1
"ENSG00000070785"	"ENSG00000070785"	2.09746459995463e-15	0.000114701217496545	5	1	-0.544628536762273	1	1
"ENSG00000070476"	"ENSG00000070476"	2.81812077415724e-05	0.000119004453347842	3	1	0.496798317710596	1	1
"ENSG00000264230"	"ENSG00000264230"	3.52015131090507e-10	0.000122250003533575	4	1	-0.369115732719551	1	1
"ENSG00000169550"	"ENSG00000169550"	0.000677891330405719	0.00012383398093717	4	1	0.346920221141714	1	1
"ENSG00000137500"	"ENSG00000137500"	1.26629311093446e-29	0.000136946766964706	8	1	0.571528976980628	1	1
"ENSG00000129071"	"ENSG00000129071"	6.35251731822555e-34	0.000139366940436963	10	1	0.460865608933087	1	1
"ENSG00000123992"	"ENSG00000123992"	0.00207092766886675	0.000146409470374621	7	1	-0.30778693305916	1	1
"ENSG00000068745"	"ENSG00000068745"	1.21919344073541e-14	0.000146710398888187	5	1	-0.202705505268276	1	1
"ENSG00000136021"	"ENSG00000136021"	5.82489474228679e-07	0.000151907433966689	4	1	0.595910062240768	1	1
"ENSG00000107581"	"ENSG00000107581"	6.22677242799867e-11	0.00015827741637823	6	1	0.37314774437994	1	1
"ENSG00000196562"	"ENSG00000196562"	2.85734030807202e-18	0.000158920686985776	6	2	0.428248743654769	1	1
"ENSG00000128951"	"ENSG00000128951"	1.67854176690968e-08	0.000162494219509129	5	1	0.247266007448656	1	1
"ENSG00000129226"	"ENSG00000129226"	1.17121688236942e-07	0.000166041518413804	3	1	0.377643658396096	1	1
"ENSG00000130741"	"ENSG00000130741"	1.1858899533209e-08	0.000167788912869546	3	1	0.963379711287854	1	0.833333333333333
"ENSG00000102030"	"ENSG00000102030"	2.96524127632572e-09	0.000168931177332644	3	2	-0.836830490663554	1	1
"ENSG00000107968"	"ENSG00000107968"	2.96313962859773e-10	0.000184918285622645	7	1	-0.330210952399695	1	1
"ENSG00000176623"	"ENSG00000176623"	3.29229881491383e-06	0.000185943130432132	6	1	-0.350859537554336	1	1
"ENSG00000072110"	"ENSG00000072110"	2.53770391775253e-27	0.000192366683615613	4	1	-0.452432395438265	1	1
"ENSG00000119185"	"ENSG00000119185"	9.4906726851179e-27	0.000194082227523872	8	1	0.36283185840708	1	1
"ENSG00000050405"	"ENSG00000050405"	1.77415609115942e-25	0.000213192642527114	7	1	-0.503376921004461	1	1
"ENSG00000050820"	"ENSG00000050820"	1.00862835613955e-05	0.000215801388379224	5	1	-0.395841277433249	1	1
"ENSG00000108641"	"ENSG00000108641"	1.86198802893814e-06	0.000223564397011053	6	1	-0.559128865601486	1	1
"ENSG00000198015"	"ENSG00000198015"	4.83991681208023e-06	0.000229164968970826	3	1	-0.260171528410415	1	1
"ENSG00000167165"	"ENSG00000167165"	3.39970609068246e-06	0.000235668476200146	3	1	0.591657470455472	1	1
"ENSG00000128739"	"ENSG00000128739"	3.57712783206663e-61	0.000242585640435374	3	1	0.709071467179317	1	1
"ENSG00000146963"	"ENSG00000146963"	7.63193630121708e-09	0.000255917890603127	5	2	-0.28069893681278	1	1
"ENSG00000271109"	"ENSG00000271109"	7.77999944348266e-07	0.000262439231035489	6	1	0.589555888391005	1	1
"ENSG00000111912"	"ENSG00000111912"	1.55914334652841e-13	0.000264213531583442	4	1	-0.185195392207721	1	1
"ENSG00000205981"	"ENSG00000205981"	6.26573278239009e-07	0.00026591456229201	4	1	-0.288855056474972	1	1
"ENSG00000166471"	"ENSG00000166471"	0.0012290684650329	0.000281376363979754	3	2	-0.428500468931284	1	1
"ENSG00000170632"	"ENSG00000170632"	6.87463051871836e-08	0.000285226491884542	6	1	0.323260996358503	1	1
"ENSG00000079974"	"ENSG00000079974"	4.06839598966777e-15	0.0002926566359439	7	1	-0.500294178106579	1	1
"ENSG00000110921"	"ENSG00000110921"	0.0012151356922872	0.000295590204020932	6	1	0.290065727202753	1	1
"ENSG00000186665"	"ENSG00000186665"	0.000394215129099023	0.000304804688464312	4	1	0.745752379184158	1	0.833333333333333
"ENSG00000155868"	"ENSG00000155868"	9.43426752887738e-08	0.00031569501914643	3	1	0.347957042310803	1	1
"ENSG00000001630"	"ENSG00000001630"	1.79525253142337e-10	0.000323830579339877	3	1	-0.546624680007541	1	1
"ENSG00000198176"	"ENSG00000198176"	5.67906090971522e-09	0.000329250092473272	5	1	0.369140324906782	1	1
"ENSG00000109332"	"ENSG00000109332"	6.19787064602718e-22	0.000339518532871545	8	1	-0.221831164331102	1	1
"ENSG00000204852"	"ENSG00000204852"	2.46026274898203e-15	0.000349016223348286	6	2	-0.479251127963132	1	1
"ENSG00000146282"	"ENSG00000146282"	5.4869493724439e-08	0.000369995592612804	5	1	0.3536045099528	1	1
"ENSG00000100983"	"ENSG00000100983"	0.00245560104634457	0.000379098249738812	3	2	-0.255086001090605	1	1
"ENSG00000156171"	"ENSG00000156171"	2.97853333638515e-13	0.000384748414267077	6	1	-0.555553925087314	1	1
"ENSG00000180198"	"ENSG00000180198"	6.80039388243667e-05	0.000418185439908255	5	1	0.561850719937643	1	1
"ENSG00000121067"	"ENSG00000121067"	3.7832830083695e-31	0.000426042880693391	7	1	0.633577891251671	1	1
"ENSG00000136271"	"ENSG00000136271"	9.17133980517666e-08	0.000427125160474752	4	1	0.498766889278849	1	1
"ENSG00000157873"	"ENSG00000157873"	2.52487529856515e-09	0.000445952180076774	7	1	0.324315487394464	1	1
"ENSG00000106615"	"ENSG00000106615"	4.25553794562212e-10	0.000450286533974641	3	1	-0.563734275857499	1	1
"ENSG00000133710"	"ENSG00000133710"	9.2394040686808e-22	0.000453639380182462	6	2	0.517657284264302	1	1
"ENSG00000169756"	"ENSG00000169756"	3.77668256910607e-05	0.000455964892842578	5	1	0.287800094689459	1	1
"ENSG00000198040"	"ENSG00000198040"	2.09170936503173e-05	0.000506068407110773	5	1	0.601960997295395	1	1
"ENSG00000137473"	"ENSG00000137473"	2.70166614316755e-10	0.000537755734821475	5	1	-0.422077766890098	1	1
"ENSG00000166938"	"ENSG00000166938"	0.00108122263153455	0.000541370494626867	3	1	-0.747605014890974	1	0.833333333333333
"ENSG00000136770"	"ENSG00000136770"	9.08562524355771e-17	0.000581287026859246	4	1	0.685155717775495	1	0.833333333333333
"ENSG00000068912"	"ENSG00000068912"	3.52641277020468e-05	0.000583046356277672	4	1	0.512882185323908	1	1
"ENSG00000135951"	"ENSG00000135951"	0.000205226390359238	0.000599338918723611	6	1	0.406249949417937	1	1
"ENSG00000182180"	"ENSG00000182180"	0.00335213916124532	0.000607001505006099	4	2	0.215195588790136	1	1
"ENSG00000065457"	"ENSG00000065457"	2.66385354650467e-09	0.000636249024998707	3	2	0.666666396135884	1	1
"ENSG00000066322"	"ENSG00000066322"	0.000990654681515064	0.00064031840279722	3	1	0.25799987745318	1	1
"ENSG00000170906"	"ENSG00000170906"	1.45224858920894e-05	0.000644997054514403	4	1	-0.15255705358855	1	1
"ENSG00000108590"	"ENSG00000108590"	5.310664374524e-06	0.000656618202748388	3	1	0.725513679959992	1	0.833333333333333
"ENSG00000178104"	"ENSG00000178104"	3.13705858222351e-05	0.000683154619300571	3	1	-0.681094229369329	1	0.833333333333333
"ENSG00000103876"	"ENSG00000103876"	2.44299239558228e-08	0.000687502177541087	3	1	0.459080871703689	1	1
"ENSG00000121579"	"ENSG00000121579"	7.71581329182134e-13	0.000692275622277117	3	2	-0.63620778732939	1	1
"ENSG00000104695"	"ENSG00000104695"	1.31223847632051e-53	0.000701291972267403	3	1	-0.651622005392345	1	1
"ENSG00000137492"	"ENSG00000137492"	0.000194866049816603	0.000755500293263066	5	2	0.405438674448285	1	1
"ENSG00000130396"	"ENSG00000130396"	0.00047093689363349	0.000772983993668728	3	1	-0.428361355969368	1	1
"ENSG00000189376"	"ENSG00000189376"	0.00343383095206769	0.000788719691334769	3	2	0.208183851440829	1	1
"ENSG00000116212"	"ENSG00000116212"	1.17121688236942e-07	0.000790622238181067	7	1	0.307369432976789	1	1
"ENSG00000175664"	"ENSG00000175664"	0.00570297215479081	0.000807568122448582	6	1	0.679062415090919	1	0.666666666666667
"ENSG00000126653"	"ENSG00000126653"	1.11804140648876e-07	0.000825991165579375	10	1	0.236159897584589	1	1
"ENSG00000026025"	"ENSG00000026025"	2.89832448761846e-07	0.000836384407670384	3	1	0.315094055627414	1	1
"ENSG00000139318"	"ENSG00000139318"	7.06902723150408e-06	0.000898591197028803	3	1	0.961939372417834	1	0.666666666666667
"ENSG00000171867"	"ENSG00000171867"	1.2820826900656e-12	0.000916644735687548	3	2	-0.456103090985175	1	1
"ENSG00000100796"	"ENSG00000100796"	2.29162765586692e-15	0.000989745955431313	10	1	0.286031861312264	1	1
"ENSG00000127054"	"ENSG00000127054"	0.00103829058365284	0.00109568224393069	4	1	0.2533870780314	1	1
"ENSG00000156256"	"ENSG00000156256"	3.75637355864577e-15	0.00110965459396747	7	1	0.356514321547685	1	1
"ENSG00000163701"	"ENSG00000163701"	0.0045709475738576	0.00112459674827525	5	1	-0.742744091123926	1	0.666666666666667
"ENSG00000063180"	"ENSG00000063180"	0.000159742318686872	0.00112721270057936	3	1	0.444444641442638	1	1
"ENSG00000156875"	"ENSG00000156875"	0.000112258097987052	0.00122028915622652	3	1	0.394506359069423	1	1
"ENSG00000013374"	"ENSG00000013374"	3.24198643388379e-13	0.0012758375964668	4	1	0.508736012736585	1	1
"ENSG00000119844"	"ENSG00000119844"	0.00154916360493375	0.0013025732436477	4	2	-0.452434291680185	1	1
"ENSG00000135387"	"ENSG00000135387"	0.00452447890334167	0.00130929394008368	3	1	-0.370484431935295	1	1
"ENSG00000165219"	"ENSG00000165219"	4.1537825224349e-05	0.00135597704283929	3	1	0.698029050103535	1	1
"ENSG00000124074"	"ENSG00000124074"	8.7344846315797e-17	0.00137983089380634	3	1	-0.822287327480824	1	1
"ENSG00000112110"	"ENSG00000112110"	2.13840928848932e-16	0.00140651661782616	4	1	-0.231537974702422	1	1
"ENSG00000132780"	"ENSG00000132780"	0.000105885858735051	0.00143212556347461	6	1	-0.243851007150332	1	1
"ENSG00000179085"	"ENSG00000179085"	0.00677141085326642	0.00152943554368206	3	1	-0.16141551848267	1	1
"ENSG00000146674"	"ENSG00000146674"	0.0129503460611293	0.00155861740809572	4	1	0.245510973838606	1	1
"ENSG00000155158"	"ENSG00000155158"	0.00812123286377414	0.00156261123688485	3	1	-0.601744503037193	1	1
"ENSG00000163597"	"ENSG00000163597"	9.27372588254789e-10	0.00157860014780645	5	1	-0.168607857157956	1	1
"ENSG00000267855"	"ENSG00000267855"	0.00142964934573094	0.00166228332817942	3	1	0.413221864354622	1	1
"ENSG00000070081"	"ENSG00000070081"	1.12399352845591e-10	0.00166502723452019	9	1	-0.209796130737888	1	1
"ENSG00000095383"	"ENSG00000095383"	4.37272213944911e-05	0.00174108704838767	4	2	-0.405738206956188	1	1
"ENSG00000075239"	"ENSG00000075239"	0.00432268038552172	0.00176990843120769	3	1	0.248844784571425	1	1
"ENSG00000184007"	"ENSG00000184007"	2.76825998299168e-25	0.00195603969712005	5	1	-0.478632363016181	1	1
"ENSG00000150756"	"ENSG00000150756"	0.00185092689707016	0.00204906874953353	3	1	0.471691493983625	1	1
"ENSG00000072401"	"ENSG00000072401"	0.00379120557248726	0.00207281691677638	4	1	0.343311781018999	1	1
"ENSG00000173575"	"ENSG00000173575"	5.83704254453957e-18	0.00211034765594716	6	1	0.328338574340431	1	1
"ENSG00000180900"	"ENSG00000180900"	1.42030355683134e-15	0.00213105419130125	6	1	-0.644151044251918	1	0.833333333333333
"ENSG00000157954"	"ENSG00000157954"	2.83926320963697e-45	0.00213801577001723	14	1	0.257969895448907	1	1
"ENSG00000237441"	"ENSG00000237441"	0.0115473511372238	0.00224906923681029	3	2	-0.398302856611914	1	1
"ENSG00000115685"	"ENSG00000115685"	1.7409662875838e-22	0.00226286431924058	7	1	0.387565355081596	1	1
"ENSG00000236287"	"ENSG00000236287"	0.0121248183328779	0.0024020635971704	3	1	-0.306249455283495	1	1
"ENSG00000134882"	"ENSG00000134882"	2.27320031102776e-05	0.00248817369855733	5	1	-0.18146301338814	1	1
"ENSG00000182670"	"ENSG00000182670"	2.34795823726187e-20	0.00250519263967169	9	1	0.190092781982863	1	1
"ENSG00000113916"	"ENSG00000113916"	4.28133802618323e-18	0.00251674947150873	5	1	0.676284473593281	1	1
"ENSG00000168904"	"ENSG00000168904"	0.00124003946049329	0.00258211215526683	3	1	0.764615294406939	1	0.666666666666667
"ENSG00000114735"	"ENSG00000114735"	0.00463076276617822	0.00280593074997252	3	1	-0.582618990215968	1	0.833333333333333
"ENSG00000100243"	"ENSG00000100243"	1.6691052520781e-09	0.00281769152851664	3	1	-0.361221340452083	1	1
"ENSG00000196405"	"ENSG00000196405"	4.23343975329384e-06	0.00282804042456107	4	1	0.660635902125702	1	0.833333333333333
"ENSG00000147548"	"ENSG00000147548"	1.82453121587471e-08	0.00285194047439556	6	1	-0.556747556775288	1	0.833333333333333
"ENSG00000114209"	"ENSG00000114209"	0.0035433409698562	0.00287867306379072	4	2	0.211815642347067	1	1
"ENSG00000165506"	"ENSG00000165506"	0.00281958409551987	0.00292642610243106	4	2	-0.329771149564692	1	1
"ENSG00000036054"	"ENSG00000036054"	1.99096492510205e-25	0.00297905535715359	8	1	0.642424937244604	1	0.666666666666667
"ENSG00000177082"	"ENSG00000177082"	7.16326306802606e-14	0.00304153749973331	6	1	0.521738473483629	1	1
"ENSG00000156515"	"ENSG00000156515"	2.54330334857433e-05	0.00305240263355834	3	1	-0.261464106801854	1	1
"ENSG00000148341"	"ENSG00000148341"	1.68906991732655e-16	0.00316525429395614	6	1	-0.594724626905602	1	1
"ENSG00000243716"	"ENSG00000243716"	1.84341170385077e-06	0.00326168313686827	5	1	-0.236137988435108	1	1
"ENSG00000005486"	"ENSG00000005486"	4.33831335058562e-09	0.00327834137963308	8	1	-0.258416280413992	1	1
"ENSG00000183889"	"ENSG00000183889"	2.78709310676143e-13	0.0034446984024257	7	1	-0.547902164024972	1	1
"ENSG00000189077"	"ENSG00000189077"	0.00460361080994941	0.00345119649532166	4	2	-0.602982425845692	0.833333333333333	0.833333333333333
"ENSG00000131100"	"ENSG00000131100"	6.84294348898624e-06	0.00358449896820534	3	1	0.185285737164591	1	1
"ENSG00000126070"	"ENSG00000126070"	6.20545558854951e-06	0.00372042576762691	3	1	-0.68765964624611	1	1
"ENSG00000168066"	"ENSG00000168066"	9.83155218248204e-09	0.00375196280165685	4	1	0.170710744927985	1	1
"ENSG00000170881"	"ENSG00000170881"	1.66955447731443e-18	0.00377688437886364	4	1	-0.870446752651716	1	1
"ENSG00000131844"	"ENSG00000131844"	8.20287789081504e-09	0.00383781556273928	4	1	0.703320544181968	1	1
"ENSG00000170425"	"ENSG00000170425"	0.00561398710400921	0.00389159837069511	3	2	0.326004689908258	1	1
"ENSG00000120925"	"ENSG00000120925"	3.18380504767465e-06	0.0039147425365404	4	1	-0.381378459169806	1	1
"ENSG00000146457"	"ENSG00000146457"	1.16368541312705e-05	0.00402898900037649	8	1	-0.19663061467632	1	1
"ENSG00000117523"	"ENSG00000117523"	0.0182833152062532	0.0041201134697586	3	2	-0.34146689253656	1	1
"ENSG00000159461"	"ENSG00000159461"	0.00334248770964631	0.00423498261350472	3	1	-0.571503174195912	1	1
"ENSG00000134574"	"ENSG00000134574"	9.34420263601611e-22	0.00432082376124514	10	1	-0.398451101906249	1	1
"ENSG00000078061"	"ENSG00000078061"	0.0177465447255847	0.00432487127106977	3	1	-0.293268573373897	1	1
