"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Ciliated_UK_72hpi_child_Infected-Ciliated_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000135698"	"ENSG00000135698"	0.0398673605325026	0	2	2	0.0765746728750265	1	1
"ENSG00000167862"	"ENSG00000167862"	0.0307112409316835	0	2	2	0.0679570273329079	1	1
"ENSG00000077549"	"ENSG00000077549"	0.0362450712685916	0	2	2	0.0647259271600968	1	1
"ENSG00000118418"	"ENSG00000118418"	0.0280313765830485	0	2	2	0.0637798823081124	1	1
"ENSG00000204592"	"ENSG00000204592"	0.00848040161952152	0	2	2	0.0587269801104505	1	1
"ENSG00000120129"	"ENSG00000120129"	9.06179438997499e-17	0	2	2	0.0570607220249378	1	1
"ENSG00000186081"	"ENSG00000186081"	0.00812123286377414	0	2	2	0.0548469025001117	1	1
"ENSG00000205323"	"ENSG00000205323"	0.0419856031183919	0	2	2	-0.054361302833836	1	1
"ENSG00000118181"	"ENSG00000118181"	1.36505582491638e-07	0	2	2	-0.0542101061202278	1	1
"ENSG00000204264"	"ENSG00000204264"	0.000772624928520324	0	2	2	-0.0536784758659335	1	1
"ENSG00000241685"	"ENSG00000241685"	6.38898206733881e-05	0	2	2	-0.0526620681774207	1	1
"ENSG00000159199"	"ENSG00000159199"	0.0190543984294444	0	2	2	-0.0501440939355129	1	1
"ENSG00000067829"	"ENSG00000067829"	0.0199069338679539	0	2	2	0.0458443756839201	1	1
"ENSG00000092841"	"ENSG00000092841"	0.0235975062115118	0	2	2	-0.0431112872535862	1	1
"ENSG00000165272"	"ENSG00000165272"	5.43884509206723e-11	0	2	2	-0.0361262479359449	1	1
"ENSG00000089157"	"ENSG00000089157"	4.97835283902291e-07	0	2	2	-0.034846486667495	1	1
"ENSG00000184009"	"ENSG00000184009"	1.45648804775471e-12	0	2	2	-0.034755211549875	1	1
"ENSG00000116251"	"ENSG00000116251"	0.00741269850692795	0	2	2	-0.0334609054285834	1	1
"ENSG00000265681"	"ENSG00000265681"	4.48809444177358e-07	0	2	2	-0.031029400127437	1	1
"ENSG00000111640"	"ENSG00000111640"	0.000357124524999996	0	2	2	0.0305219150091703	1	1
"ENSG00000131981"	"ENSG00000131981"	0.000105885858735051	0	2	2	0.0274460187343093	1	1
"ENSG00000171345"	"ENSG00000171345"	1.05865533830463e-50	0	2	2	-0.0241374365460133	1	1
"ENSG00000188846"	"ENSG00000188846"	0.000211275832583141	0	2	2	-0.0212790407350169	1	1
"ENSG00000241343"	"ENSG00000241343"	0.0304973074969918	0	2	2	0.0200868461063207	1	1
"ENSG00000142676"	"ENSG00000142676"	0.00196384225836063	0	2	2	0.0165071058242996	1	1
"ENSG00000108298"	"ENSG00000108298"	1.90870425087391e-06	0	2	2	-0.0146356976090716	1	1
"ENSG00000196754"	"ENSG00000196754"	2.2465528532002e-248	3.71611775693188e-269	4	1	0.809331084921975	1	1
"ENSG00000122026"	"ENSG00000122026"	2.2465528532002e-248	1.85805887846594e-268	3	1	0.369166466124476	1	1
"ENSG00000089356"	"ENSG00000089356"	5.84026859002936e-225	1.75077246292287e-212	3	2	-0.498488648955834	1	1
"ENSG00000167996"	"ENSG00000167996"	4.30236890140246e-189	4.42845561160863e-193	4	2	0.392319860251671	1	1
"ENSG00000143977"	"ENSG00000143977"	2.85815098539019e-173	1.2334544437983e-135	3	1	0.807924867147863	1	1
"ENSG00000241468"	"ENSG00000241468"	1.49135155450731e-203	3.74486254104228e-131	3	1	0.530887604515761	1	1
"ENSG00000168003"	"ENSG00000168003"	1.2202244677249e-177	7.40325591306986e-121	4	1	0.618884357627606	1	1
"ENSG00000114942"	"ENSG00000114942"	5.93694270291799e-185	4.07424607646154e-101	3	1	-0.196881223388059	1	1
"ENSG00000130429"	"ENSG00000130429"	5.53657323314976e-132	1.10395985132086e-100	4	1	0.411150170753319	1	1
"ENSG00000204387"	"ENSG00000204387"	4.59687941963102e-112	9.31440972733469e-82	3	1	0.742563199853541	1	1
"ENSG00000173812"	"ENSG00000173812"	5.59518640073993e-105	1.302651823416e-78	4	1	-0.272568395166872	1	1
"ENSG00000185567"	"ENSG00000185567"	2.05241931581842e-77	2.03929872348686e-76	4	1	0.91706113640946	1	1
"ENSG00000149273"	"ENSG00000149273"	2.2465528532002e-248	2.8250225140415e-72	6	1	-0.987420849375294	1	1
"ENSG00000157601"	"ENSG00000157601"	4.30003916100946e-188	3.85381074258936e-71	7	1	0.444955174838175	1	1
"ENSG00000174748"	"ENSG00000174748"	2.2465528532002e-248	3.35274844548369e-68	5	1	-0.834152683867866	1	1
"ENSG00000129235"	"ENSG00000129235"	1.20425173260168e-69	3.28534839367275e-54	3	1	-0.827790269492301	1	1
"ENSG00000189403"	"ENSG00000189403"	2.05934011543352e-247	1.01389400941888e-52	6	1	0.455547881305099	1	1
"ENSG00000158373"	"ENSG00000158373"	6.78961966084544e-115	1.02729223084778e-46	4	1	0.971538169032635	1	1
"ENSG00000197728"	"ENSG00000197728"	2.6635811739007e-45	1.13000542840361e-46	3	3	-0.849864702938132	1	1
"ENSG00000067225"	"ENSG00000067225"	5.99366446588201e-152	2.2657760707993e-46	4	1	0.3288167540769	1	1
"ENSG00000108848"	"ENSG00000108848"	4.69552644137152e-40	1.55157133910228e-38	3	1	-0.65882304972953	1	1
"ENSG00000138071"	"ENSG00000138071"	8.63486226631532e-73	2.34700391228423e-36	4	2	-0.905529208824044	1	1
"ENSG00000089127"	"ENSG00000089127"	1.70282302144655e-47	4.24171990736627e-35	6	2	0.467078024970254	1	1
"ENSG00000120256"	"ENSG00000120256"	3.88961497369965e-42	5.37896476370063e-35	3	1	-0.739590357272887	1	1
"ENSG00000122644"	"ENSG00000122644"	1.05343582540897e-34	2.2063547799709e-34	5	2	-0.492699887168659	1	1
"ENSG00000150753"	"ENSG00000150753"	5.1297388473094e-62	2.91059186618262e-34	3	1	0.552552140166724	1	1
"ENSG00000163931"	"ENSG00000163931"	2.26998062339725e-46	4.02381678951968e-34	3	2	-0.312932004505493	1	1
"ENSG00000108244"	"ENSG00000108244"	1.69260901061616e-45	1.11037022446574e-32	4	2	-0.236595404778271	1	1
"ENSG00000165949"	"ENSG00000165949"	6.44294961171784e-31	7.7029386975976e-32	3	1	-0.216796955405894	1	1
"ENSG00000101608"	"ENSG00000101608"	1.16939863686872e-138	1.28360752311576e-31	6	3	-0.653236752281964	1	1
"ENSG00000160180"	"ENSG00000160180"	6.25495615648477e-66	5.67476170127867e-31	3	1	0.450945382464473	1	1
"ENSG00000143198"	"ENSG00000143198"	3.27854352354351e-81	1.54029051843011e-30	4	1	-0.432226831095052	1	1
"ENSG00000079462"	"ENSG00000079462"	1.09773270767344e-57	1.45835831957995e-28	5	1	-0.585860121002431	1	1
"ENSG00000150779"	"ENSG00000150779"	1.19140839116517e-26	5.65262085404934e-28	4	2	-0.562357794504711	1	1
"ENSG00000070756"	"ENSG00000070756"	3.53252346683778e-134	2.24049723070087e-26	4	1	-0.531204082403255	1	1
"ENSG00000041357"	"ENSG00000041357"	6.66787878812202e-47	3.02143459936541e-26	5	1	-0.677703987730182	1	1
"ENSG00000144381"	"ENSG00000144381"	7.31733473320108e-44	9.04787927787653e-26	4	1	-0.412891940708829	1	1
"ENSG00000164733"	"ENSG00000164733"	8.48169448488348e-75	1.94074893894374e-25	5	2	-0.594465106995535	1	1
"ENSG00000167136"	"ENSG00000167136"	5.77328677490094e-28	1.0941231229963e-23	3	2	0.483714456823182	1	1
"ENSG00000159377"	"ENSG00000159377"	2.12184293248755e-61	1.23255677530209e-23	3	1	0.517425758179128	1	1
"ENSG00000109861"	"ENSG00000109861"	4.82381106965823e-47	1.25493541014636e-23	3	1	0.239813843336615	1	1
"ENSG00000185825"	"ENSG00000185825"	1.00440193981366e-38	7.01467006819054e-23	3	1	-0.408851271121231	1	1
"ENSG00000089693"	"ENSG00000089693"	7.09180115782135e-27	1.91264612521597e-22	4	1	-0.902316670437334	1	1
"ENSG00000169567"	"ENSG00000169567"	5.61128055357638e-39	2.24129035655955e-22	5	1	-0.613887931628292	1	1
"ENSG00000093010"	"ENSG00000093010"	1.74842508228038e-59	3.7752212347283e-21	5	2	0.850357330698413	1	1
"ENSG00000260916"	"ENSG00000260916"	2.64609483225649e-21	6.36747945174802e-21	3	2	0.599589814034405	1	1
"ENSG00000110958"	"ENSG00000110958"	4.2647982556665e-46	1.21840299630191e-20	4	1	-0.392479709198579	1	1
"ENSG00000120438"	"ENSG00000120438"	5.03657845233213e-42	5.65730892478181e-20	3	1	0.569859512203418	1	1
"ENSG00000100129"	"ENSG00000100129"	1.16824748624344e-31	3.41118059973582e-19	6	2	-0.374470432825471	1	1
"ENSG00000185650"	"ENSG00000185650"	6.59048055916216e-43	5.02987624288482e-19	4	1	0.610264091630159	1	1
"ENSG00000102054"	"ENSG00000102054"	1.08142786378432e-105	8.57824618498603e-19	6	1	0.634983918094088	1	1
"ENSG00000138744"	"ENSG00000138744"	1.14751076853975e-21	5.64522596869761e-18	5	1	0.72151230717335	1	1
"ENSG00000169228"	"ENSG00000169228"	7.64974589853746e-30	4.11780918916082e-17	6	1	0.583707857307861	1	1
"ENSG00000186591"	"ENSG00000186591"	4.21281766790082e-19	6.35419647869133e-17	3	1	0.751060766057411	1	1
"ENSG00000173848"	"ENSG00000173848"	1.07591608713423e-26	6.49702465321569e-17	3	1	0.70084873734147	1	1
"ENSG00000155438"	"ENSG00000155438"	4.15505297643265e-23	8.76038831145737e-17	4	1	-0.614385911774134	1	1
"ENSG00000104687"	"ENSG00000104687"	2.20800811581778e-18	1.29055260399738e-16	4	1	0.688670479160415	1	1
"ENSG00000067064"	"ENSG00000067064"	2.81229543925656e-23	2.4857163406929e-16	5	1	-0.502016791093604	1	1
"ENSG00000197446"	"ENSG00000197446"	9.05480155273581e-36	5.6379759912061e-16	10	1	-0.216975196135812	1	1
"ENSG00000068796"	"ENSG00000068796"	1.37248900358076e-21	6.50662897571992e-16	6	1	-0.794014734455302	1	0.666666666666667
"ENSG00000198830"	"ENSG00000198830"	6.30336290875456e-63	8.32106688030028e-16	5	3	-0.844351352164881	1	1
"ENSG00000166803"	"ENSG00000166803"	8.24442278491913e-25	1.11592426230966e-15	5	1	-0.711297826595229	1	1
"ENSG00000135968"	"ENSG00000135968"	7.57259584279413e-28	1.71100236243367e-15	7	2	-0.542881760173897	1	1
"ENSG00000227036"	"ENSG00000227036"	8.33073727357026e-14	2.14866256665686e-15	7	1	0.312063448509707	1	1
"ENSG00000143353"	"ENSG00000143353"	3.91712809695206e-50	3.33810569146597e-15	6	1	0.719935629541934	1	1
"ENSG00000127022"	"ENSG00000127022"	5.82889903838074e-40	4.52038582376597e-15	5	1	-0.458223322715514	1	1
"ENSG00000170876"	"ENSG00000170876"	7.34396545045009e-17	7.53862442799821e-15	3	1	-0.843030156453502	1	0.833333333333333
"ENSG00000113648"	"ENSG00000113648"	8.59813394536833e-14	7.62905959030535e-15	5	2	0.220024041757875	1	1
"ENSG00000109180"	"ENSG00000109180"	6.01822333016607e-15	8.40674562525883e-15	3	1	-0.214517903858188	1	1
"ENSG00000042753"	"ENSG00000042753"	2.25992908275173e-13	1.57935501265499e-14	3	1	-0.19309977544923	1	1
"ENSG00000167757"	"ENSG00000167757"	6.54805663103951e-17	6.62266503410791e-14	5	1	0.255325451947071	1	1
"ENSG00000175354"	"ENSG00000175354"	2.78219106805969e-24	6.72786202025542e-14	7	1	0.479083564224351	1	1
"ENSG00000074696"	"ENSG00000074696"	3.5233990506823e-15	8.11307153439698e-14	3	1	-0.464186605300396	1	1
"ENSG00000113712"	"ENSG00000113712"	2.47842613071146e-128	1.17636671192409e-13	10	1	0.374107624343542	1	1
"ENSG00000115963"	"ENSG00000115963"	1.84899096046362e-15	1.87158775619303e-13	6	2	-0.269263946561497	1	1
"ENSG00000154080"	"ENSG00000154080"	2.98192370456767e-12	1.9987992761423e-13	3	3	-0.50069348958496	1	1
"ENSG00000196141"	"ENSG00000196141"	1.94443141503733e-40	2.10142086003096e-13	10	1	0.427603467019145	1	1
"ENSG00000148908"	"ENSG00000148908"	2.83966245981759e-19	3.3957563880096e-13	4	1	-0.514778194252211	1	1
"ENSG00000067082"	"ENSG00000067082"	4.48797624534958e-15	1.73276425118866e-12	4	1	-0.684272482125407	1	1
"ENSG00000173272"	"ENSG00000173272"	9.98843499206792e-32	1.86824929445761e-12	3	1	-0.277605748833622	1	1
"ENSG00000101361"	"ENSG00000101361"	6.35415106767845e-11	3.18534042394605e-12	3	3	0.390236373522906	1	1
"ENSG00000168310"	"ENSG00000168310"	1.96676027764193e-12	5.31457384361294e-12	4	2	-0.401268493107176	1	1
"ENSG00000258289"	"ENSG00000258289"	4.290123244333e-12	6.02528758892303e-12	3	2	-0.497462158478178	1	1
"ENSG00000170275"	"ENSG00000170275"	2.04583504458307e-12	6.69822732405884e-12	3	1	-0.669599657770515	1	1
"ENSG00000183172"	"ENSG00000183172"	5.85972784486676e-14	7.7716005663129e-12	5	1	-0.692782578996648	1	1
"ENSG00000134851"	"ENSG00000134851"	7.99122735704862e-13	2.20862182735301e-11	4	1	0.190364714132057	1	1
"ENSG00000173039"	"ENSG00000173039"	2.17267137697416e-13	2.65107541972949e-11	3	1	0.694061004034837	1	1
"ENSG00000146540"	"ENSG00000146540"	5.59987287329027e-20	2.90808917975081e-11	4	1	0.362014474385595	1	1
"ENSG00000184887"	"ENSG00000184887"	2.69377243119608e-18	3.32178708977649e-11	5	1	-0.727243497319034	1	0.666666666666667
"ENSG00000120992"	"ENSG00000120992"	2.3972779371397e-55	3.95999420216359e-11	6	1	-0.492366015823843	1	1
"ENSG00000243955"	"ENSG00000243955"	5.73053731804226e-41	4.4841401319035e-11	3	1	-0.327905714070373	1	1
"ENSG00000186395"	"ENSG00000186395"	1.62004395329907e-17	5.84046891501341e-11	4	1	0.349123551355634	1	1
"ENSG00000130826"	"ENSG00000130826"	2.06929095350812e-17	8.78762922250106e-11	3	1	0.466700823714447	1	1
"ENSG00000154380"	"ENSG00000154380"	1.17276973385641e-10	9.06534883332012e-11	5	2	0.594958699553559	1	1
"ENSG00000115457"	"ENSG00000115457"	1.36946668294289e-54	1.06416518732862e-10	8	2	0.266986055925351	1	1
"ENSG00000141741"	"ENSG00000141741"	4.40172626253102e-10	3.0543844840492e-10	3	1	0.201210284335173	1	1
"ENSG00000132424"	"ENSG00000132424"	1.0009722710493e-82	3.39717607464822e-10	10	1	0.635313907204753	1	0.833333333333333
"ENSG00000133328"	"ENSG00000133328"	2.17355758289976e-12	3.50450426273552e-10	3	1	0.215538369695304	1	1
"ENSG00000107372"	"ENSG00000107372"	5.94510271658869e-23	5.29576753198808e-10	5	1	0.431691564436309	1	1
"ENSG00000203950"	"ENSG00000203950"	1.01614827210605e-23	6.89450011619239e-10	3	2	0.633705375363586	1	1
"ENSG00000124795"	"ENSG00000124795"	1.95410417679138e-16	8.15177945069229e-10	4	1	-0.576993043113571	1	1
"ENSG00000244038"	"ENSG00000244038"	1.87083188688316e-08	1.11450010895619e-09	3	2	0.228935261359909	1	1
"ENSG00000124570"	"ENSG00000124570"	4.57510514658147e-08	1.27122193779986e-09	5	1	0.274789918199012	1	1
"ENSG00000163634"	"ENSG00000163634"	1.27617872362611e-30	1.40250550654113e-09	5	1	-0.629254586585063	1	1
"ENSG00000055044"	"ENSG00000055044"	4.79554542240863e-17	1.66023491709485e-09	4	1	0.479566133767125	1	1
"ENSG00000160113"	"ENSG00000160113"	1.03431359709351e-87	2.08713213659434e-09	4	1	0.722557863966082	1	1
"ENSG00000179262"	"ENSG00000179262"	1.71147207919924e-12	2.72582128912118e-09	3	1	0.201825806667697	1	1
"ENSG00000067836"	"ENSG00000067836"	1.43955501842877e-28	3.13553232606103e-09	7	1	0.48829077116141	1	1
"ENSG00000149084"	"ENSG00000149084"	1.63980430674946e-27	3.4138428038372e-09	4	1	0.492037889834204	1	1
"ENSG00000105281"	"ENSG00000105281"	5.12728699514607e-16	4.55162781546112e-09	5	1	-0.382533942503681	1	1
"ENSG00000133142"	"ENSG00000133142"	3.23381401377927e-21	4.60976177308363e-09	4	1	-0.252976318545668	1	1
"ENSG00000111328"	"ENSG00000111328"	1.1066647036604e-32	4.67863435950789e-09	7	1	-0.414528478527184	1	1
"ENSG00000087903"	"ENSG00000087903"	2.65586082192723e-08	5.2762796681817e-09	6	1	0.681659275907652	1	0.833333333333333
"ENSG00000171206"	"ENSG00000171206"	2.48846449302186e-12	9.33614198194411e-09	3	1	-0.858308644986777	1	1
"ENSG00000174628"	"ENSG00000174628"	2.3829306414499e-19	9.36386978981501e-09	9	2	0.449358471058798	1	0.833333333333333
"ENSG00000063854"	"ENSG00000063854"	3.15616034511446e-53	9.47814184554258e-09	4	1	-0.499999550790949	1	1
"ENSG00000172831"	"ENSG00000172831"	2.48140536038768e-14	1.00971725176514e-08	3	1	-0.601011502281402	1	1
"ENSG00000159346"	"ENSG00000159346"	5.28759282692822e-11	1.01228103077545e-08	3	1	-0.342219776314202	1	1
"ENSG00000019582"	"ENSG00000019582"	1.70019847361906e-09	1.32478393912845e-08	4	1	0.622046762471116	1	1
"ENSG00000084090"	"ENSG00000084090"	1.65903537207043e-16	1.39500782906735e-08	3	1	-0.721179217721272	1	1
"ENSG00000171490"	"ENSG00000171490"	1.60472188129066e-18	1.55311393342185e-08	3	2	0.843305260691978	1	0.833333333333333
"ENSG00000136261"	"ENSG00000136261"	2.6828072870622e-26	2.33982794165748e-08	4	1	0.426425036029657	1	1
"ENSG00000119979"	"ENSG00000119979"	4.29763793381033e-09	2.42392877942708e-08	3	2	0.516237354392545	1	1
"ENSG00000182541"	"ENSG00000182541"	3.2434769932609e-08	2.90279877351937e-08	6	1	0.482142890184544	1	1
"ENSG00000173171"	"ENSG00000173171"	2.05733227370546e-09	4.20477845820908e-08	4	2	0.503851920316707	1	1
"ENSG00000198736"	"ENSG00000198736"	8.19562689960401e-09	4.20830096782843e-08	5	1	0.434121011930626	1	1
"ENSG00000175756"	"ENSG00000175756"	1.80440924887777e-14	4.41792975724515e-08	5	1	-0.165861102191302	1	1
"ENSG00000139722"	"ENSG00000139722"	4.54141740469196e-13	9.19280529857965e-08	4	1	-0.219754159520242	1	1
"ENSG00000214078"	"ENSG00000214078"	3.98874635301888e-27	9.36072357676019e-08	8	1	-0.311203209433268	1	1
"ENSG00000243989"	"ENSG00000243989"	1.1299012716615e-13	9.45956078433891e-08	3	1	0.662134772159917	1	1
"ENSG00000068079"	"ENSG00000068079"	8.36561465857902e-08	9.50069903372254e-08	3	2	0.239524405756934	1	1
"ENSG00000151552"	"ENSG00000151552"	2.1085958037939e-09	1.01084182682412e-07	5	1	-0.591340945058014	1	1
"ENSG00000064601"	"ENSG00000064601"	1.06159997139078e-06	1.02310811610179e-07	4	2	-0.414577892891853	1	1
"ENSG00000092820"	"ENSG00000092820"	5.81572750491103e-15	1.09666683512734e-07	3	2	0.685635553492364	1	1
"ENSG00000102854"	"ENSG00000102854"	1.61992911831917e-22	1.16289067469331e-07	7	1	0.227968170782271	1	1
"ENSG00000132507"	"ENSG00000132507"	9.13288714088483e-19	1.30710743872419e-07	4	1	0.206102118658217	1	1
"ENSG00000182165"	"ENSG00000182165"	7.12747908898486e-21	1.37918689804593e-07	5	1	0.182458507651904	1	1
"ENSG00000177989"	"ENSG00000177989"	1.0716112929756e-07	1.70491992276583e-07	6	2	0.279140318139207	1	1
"ENSG00000109339"	"ENSG00000109339"	1.75298460034785e-08	1.70508992780794e-07	5	2	0.326867977901565	1	1
"ENSG00000102317"	"ENSG00000102317"	2.84648039457129e-09	3.21581578808885e-07	4	1	0.258332971727547	1	1
"ENSG00000172785"	"ENSG00000172785"	1.7191264871866e-24	3.29929655874708e-07	7	1	0.381578184485367	1	1
"ENSG00000167900"	"ENSG00000167900"	2.04506879344339e-08	3.34721011020787e-07	4	1	0.605973125746971	1	1
"ENSG00000132470"	"ENSG00000132470"	6.05351171946088e-42	3.53464376444894e-07	7	1	-0.346466746339213	1	1
"ENSG00000163235"	"ENSG00000163235"	2.05577056888615e-10	3.6352706047815e-07	3	1	-0.9017126779193	1	0.833333333333333
