"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_VIC01_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000138326",1.21522775044772e-32,1,4,0,0.0835235645723958,1,1
"ENSG00000173207",1.28248236406463e-06,1,4,0,0.0834983171823037,1,1
"ENSG00000130066",4.41521160224375e-77,1,5,0,0.0834971057063698,1,1
"ENSG00000139163",0.0132569248584545,1,6,0,0.0833180869665104,1,1
"ENSG00000157020",0.0316772075397779,1,3,0,-0.083071736507094,1,1
"ENSG00000161547",1.9879367021598e-12,1,6,0,0.0829877325988448,1,1
"ENSG00000168894",0.00230003799321077,1,4,0,-0.0827766258306535,1,1
"ENSG00000169714",1.08728872397112e-08,1,5,0,-0.0826751758975358,1,1
"ENSG00000187778",0.00252905977558292,1,5,0,0.0819345624144293,1,1
"ENSG00000242125",0.0426182491839245,1,3,0,-0.0816604293477622,1,1
"ENSG00000136238",9.79393397790988e-12,1,3,0,0.0816055329854744,1,1
"ENSG00000162585",0.0149973328348846,1,4,0,-0.0815985086689576,1,1
"ENSG00000164105",2.33443355821268e-07,1,3,0,-0.0813773331444253,1,1
"ENSG00000278615",0.000343980328934027,1,3,0,-0.0811389726350882,1,1
"ENSG00000100902",1.27675045070841e-09,1,3,0,-0.0806112986866022,1,1
"ENSG00000099282",1.11508468305856e-09,1,6,0,-0.0804239055039442,1,1
"ENSG00000100519",1.30791304253696e-05,1,3,0,0.0802218108337736,1,1
"ENSG00000060138",1.92482864125874e-36,1,6,0,-0.0795746467885734,1,1
"ENSG00000134308",0.000967508920127411,1,3,0,-0.0794823442676277,1,1
"ENSG00000179262",2.21258133250212e-14,1,4,0,0.079114229074765,1,1
"ENSG00000078140",2.32992268993054e-05,1,4,0,0.0781708508151282,1,1
"ENSG00000095059",0.00490818008152356,1,3,0,0.0775481659451225,1,1
"ENSG00000149043",5.93740100882964e-06,1,6,0,0.0770419602033136,1,1
"ENSG00000179958",7.46092614005616e-06,1,5,0,0.0768898721913611,1,1
"ENSG00000152669",5.09637962685189e-12,1,4,0,-0.0767889038494288,1,1
"ENSG00000166946",0.000936568059563965,1,4,0,0.0760980306715969,1,1
"ENSG00000007520",0.0111917624280475,0,2,2,-0.0756712891040931,1,1
"ENSG00000125835",0.0302824233051075,0,2,2,-0.0736281218987161,1,1
"ENSG00000114520",0.011066281349022,1,3,0,-0.0728996724268455,1,1
"ENSG00000131966",0.0455751310654012,0,2,2,0.0728506716420073,1,1
"ENSG00000102144",0.0286140702199938,1,3,0,-0.0720389597315784,1,1
