"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_UK_72hpi_child_Infected-Secretory_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000133226",1.57316970134125e-38,0.0855246467519424,7,0,-0.294573041940344,1,1
"ENSG00000132664",0.00731586017743764,0.690613929115696,4,0,-0.294118522880163,1,1
"ENSG00000028203",4.56959662604365e-11,0.329901163194207,10,0,0.294115922455419,1,1
"ENSG00000134258",0.0226421981034633,0,2,2,-0.294088028143874,1,1
"ENSG00000129625",2.6031812212049e-25,0.000168851381053914,3,1,-0.293792435095062,1,1
"ENSG00000165506",0.0369977191906454,0.009229390454393,4,1,0.293635336246737,1,1
"ENSG00000169660",5.7442261627103e-06,1,9,0,-0.293298276259119,1,1
"ENSG00000124383",0.00173933583068053,1,3,0,-0.292102388292123,1,1
"ENSG00000105700",9.5054572051591e-05,0.0010043742983721,3,1,-0.291951523220385,1,1
"ENSG00000029363",1.36045737181454e-18,1,11,0,-0.291346466999192,1,1
"ENSG00000184731",2.02509369179101e-07,1,3,0,-0.290787508189981,1,1
"ENSG00000068120",0.000642197723179966,0.0225091826507099,4,1,0.289200561845388,1,1
"ENSG00000138668",3.20716201804948e-29,1,9,0,0.288290100483684,1,1
"ENSG00000158623",0.0278185851071661,0,2,2,0.288271288892488,1,1
"ENSG00000159322",0.0269111316890667,1,5,0,0.288269097233365,1,1
"ENSG00000015479",2.21710445101952e-13,1,10,0,-0.288135010820395,1,1
"ENSG00000161533",0.0379753987200352,1,4,0,-0.287509067661339,1,1
"ENSG00000114480",0.000212704546103472,1,4,0,-0.287425329949047,1,1
"ENSG00000099204",3.62694495327513e-06,1,6,0,-0.287221335858603,1,1
"ENSG00000144161",0.00360525005645976,0.418895832634774,3,0,-0.286826026404585,1,1
"ENSG00000164040",0.0418378461909247,0.25824670089348,3,0,0.286692133579505,1,1
"ENSG00000163166",0.00149528483013819,0.0477636274031092,3,1,0.286605685595453,1,1
"ENSG00000087903",0.014652640843743,1,4,0,0.286205465219633,1,1
"ENSG00000164163",0.00293245550369604,0,2,2,0.286003921215303,1,1
"ENSG00000126858",0.0188694560357441,1,6,0,-0.285256245892266,1,1
"ENSG00000170540",2.94782971561048e-05,0,2,2,-0.284729369940543,1,1
"ENSG00000144908",0.00750873675251074,0.0300784082659745,7,1,0.284608084994952,1,1
"ENSG00000166145",7.12787957944067e-16,0.0177587711469776,8,1,-0.28409317684357,1,1
"ENSG00000143502",0.00011249917940846,0.295518038916839,6,0,-0.283766292872579,1,1
"ENSG00000042753",8.6458469032759e-15,4.09565545907947e-16,4,2,-0.282626562502529,1,1
"ENSG00000007174",1.65908737041938e-06,0.335538014405157,7,0,-0.282577183292431,1,1
"ENSG00000185009",0.0395677339461913,1,3,0,-0.281723599131373,1,1
"ENSG00000155287",5.21787794360966e-06,0.0829354140580625,5,0,0.28164186182181,1,1
"ENSG00000141524",0.0271361907644482,0.453245011715558,6,0,0.281582046599417,1,0.833333333333333
"ENSG00000163382",1.12150371910403e-19,1,3,0,-0.281112778961394,1,1
"ENSG00000012061",0.0252809300482338,0.00470158654410758,7,1,-0.280292237823077,1,1
"ENSG00000274265",2.41118623115342e-11,0.926461571288246,7,0,0.28024033125391,1,1
"ENSG00000160606",0.0256010319245779,0.0651816369410961,4,0,0.2799655956666,1,1
"ENSG00000161618",1.24018421296506e-06,0.254743061049878,7,0,-0.279936929039312,1,1
"ENSG00000122545",8.70750347633817e-44,1,5,0,0.279428838498088,1,1
"ENSG00000130813",1.15353898433611e-05,0.040885905016777,5,1,-0.279166260457714,1,1
"ENSG00000106355",0.000355645513880227,1,5,0,-0.278882300273994,1,1
"ENSG00000100429",0.00769530575007245,0.393450629416023,6,0,0.277776281194426,0.833333333333333,0.833333333333333
"ENSG00000143303",0.00483074873153323,1,7,0,0.277750065953227,1,1
"ENSG00000213246",3.74920433469094e-07,2.38191743266122e-05,5,1,0.277066088721245,1,1
"ENSG00000072210",1.09014155060766e-41,1,8,0,-0.276905108050058,1,1
"ENSG00000134884",1.20637757250778e-05,0.205621382294535,3,0,-0.276871385130095,1,1
"ENSG00000100926",8.66059538039643e-05,0.00246860333336235,8,1,0.276718053183754,1,1
"ENSG00000135506",8.52531884606222e-06,0.488408143948599,5,0,0.276595726848142,1,1
"ENSG00000003756",6.01265550921311e-10,1,5,0,0.276476613754301,1,1
"ENSG00000104765",1.17449561240805e-05,0.011102583073219,4,1,0.275597444242109,1,1
"ENSG00000080503",1.01810130332378e-07,1,10,0,-0.275583778816125,1,0.833333333333333
"ENSG00000125877",2.60121485559531e-11,0.0158467140079119,6,1,-0.275457010255807,1,1
"ENSG00000126602",0.0014263573159007,0.000267969327762224,3,2,-0.275446595600833,1,1
"ENSG00000155329",0.000899693587138191,0.124473848473663,7,0,0.275350116896426,1,0.833333333333333
"ENSG00000230937",1.1016844335404e-43,1,7,0,-0.274985023147883,1,1
"ENSG00000138069",0.00058353094705043,0.000225513378742294,4,2,-0.274941395039447,1,1
"ENSG00000073803",0.00242108932936312,0.000333404212066042,3,2,0.274733207867488,1,1
"ENSG00000125505",0.0269039829302476,1,4,0,-0.274565516932912,1,1
"ENSG00000135317",5.17801693213227e-06,0.6633878052566,9,0,-0.274535025200705,1,1
"ENSG00000198729",5.90689834761224e-15,1,5,0,-0.274095347907412,1,1
"ENSG00000005206",6.37202578361088e-05,0.0657518288256274,7,0,0.273823465008157,1,1
"ENSG00000163093",0.00318047820965115,0.544764863584223,4,0,-0.273445435158508,1,1
"ENSG00000147400",5.8452561614825e-07,8.25378985365344e-06,3,1,-0.272926862917939,1,1
"ENSG00000077150",1.94001921396527e-06,0.154481564091309,7,0,0.272850628653705,1,1
"ENSG00000149929",0.00055350448053704,1,7,0,-0.27272714062375,1,1
"ENSG00000096746",6.96055010892377e-32,1,11,0,-0.272358047290015,1,1
"ENSG00000079805",0.00182980634444722,1,7,0,-0.271902123291288,1,1
"ENSG00000117616",3.23205331433048e-08,1,7,0,0.2718444893216,1,1
"ENSG00000124596",1.04909204411319e-08,1,9,0,0.270550478496402,1,1
"ENSG00000175482",3.35348091128268e-10,1,8,0,0.270415259399406,1,1
"ENSG00000142867",0.0112804812604809,0.00414173742523264,3,1,-0.27010323115432,1,1
"ENSG00000079999",1.02449385649906e-05,0.0455172455610374,4,1,0.269642848509988,1,1
"ENSG00000181284",1.47939859646327e-05,1,6,0,-0.269230834524173,1,1
"ENSG00000100897",0.0001672097283164,0.738642550877839,9,0,-0.269230586211675,1,0.833333333333333
"ENSG00000148334",4.57195964698377e-14,1,4,0,0.269059871539869,1,1
"ENSG00000257621",1.16406578792619e-13,1,9,0,0.268656730373842,1,1
"ENSG00000214022",3.56696140125955e-08,1,10,0,-0.268292565773706,1,1
"ENSG00000165698",9.61852684382145e-07,0.0507887185406639,4,0,-0.268211335864488,1,1
"ENSG00000111912",2.99986689159131e-21,2.30269750244371e-12,4,1,0.267919817466823,1,1
"ENSG00000122390",0.0435523071940597,1,7,0,0.267906186287909,1,0.833333333333333
"ENSG00000132155",3.15389325293785e-06,0.360119397054556,4,0,-0.267878430245781,1,1
"ENSG00000070081",0.000339368311638885,0.392566439339938,9,0,0.267691694254241,1,1
"ENSG00000144048",3.82925844584734e-07,0.00453249775515184,3,1,-0.267423551996679,1,1
"ENSG00000011295",0.0188694560357441,0.0185164151263682,4,1,-0.26666686718025,1,1
"ENSG00000119977",0.00591805608260728,1,5,0,0.265810548524539,1,1
"ENSG00000158747",0.00950873278389449,0.0310311207340892,5,1,0.265355503158231,1,1
