"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Suprabasal_uninfected_child_Uninfected-Suprabasal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000260916",7.74861315982389e-08,1,5,0,-0.739730494981482,1,0.666666666666667
"ENSG00000034677",0.0230816868664743,1,4,0,0.738844556393912,0.833333333333333,0.5
"ENSG00000067167",1.13118222923658e-09,3.72358964085111e-06,4,1,-0.737810329941498,1,0.666666666666667
"ENSG00000167699",7.76829317539108e-05,1,4,0,-0.734477060625359,1,0.666666666666667
"ENSG00000257103",1.01252786849067e-12,1,4,0,0.733765110113421,1,0.833333333333333
"ENSG00000102054",1.28268645381513e-10,0.279120423544801,6,0,-0.727835660384562,1,1
"ENSG00000080824",6.65187288902669e-25,1.04018128487231e-05,3,1,0.723995124475425,1,1
"ENSG00000156413",1.6250076496661e-05,1,5,0,0.721515914318403,1,0.5
"ENSG00000099875",6.2685213762922e-05,0.0319706304668237,4,1,-0.71892953482509,1,1
"ENSG00000214530",0.0315180851472713,0.0147828487502582,4,1,-0.716480860153191,1,0.666666666666667
"ENSG00000164904",1.64462589380979e-07,0.309909107849347,7,0,-0.7142857042952,1,0.666666666666667
"ENSG00000056972",0.0361930014802994,1,3,0,-0.712047608833612,0.833333333333333,0.5
"ENSG00000104960",0.0227006814794,1,4,0,-0.703949081795247,1,0.666666666666667
"ENSG00000166275",3.16480191916297e-10,1,4,0,-0.703755757366595,1,0.833333333333333
"ENSG00000107959",0.00130844656990738,1,4,0,0.702834561544049,1,0.5
"ENSG00000141480",0.0133090474559299,0,2,2,-0.701562122320752,1,0.666666666666667
"ENSG00000099810",0.0232262274080092,0.0447326171982175,3,1,-0.701232065241918,1,1
"ENSG00000115806",7.37415816093952e-05,0.00133088074732592,3,1,0.70031004587728,1,0.833333333333333
"ENSG00000130560",2.52308614617265e-09,1,4,0,-0.69808850437276,1,1
"ENSG00000070831",8.51781761075295e-30,4.31553104374858e-26,3,1,0.697562307453635,1,1
"ENSG00000144802",0.0367037206225781,0.118390509905608,3,0,-0.695318195664903,1,0.833333333333333
"ENSG00000173598",1.90870070853296e-22,1,5,0,0.694333749101607,1,1
"ENSG00000174428",0.0321870417654869,0.104778538956456,3,0,-0.691321572476326,0.833333333333333,0.833333333333333
"ENSG00000155066",0.0231776522946816,0.801441825773202,5,0,-0.689654670597628,1,0.833333333333333
"ENSG00000113387",2.41909110578395e-17,2.01624180219468e-10,5,1,0.689076076804664,1,1
"ENSG00000119760",0.0215964147762592,0,2,2,-0.686329614786715,1,0.833333333333333
"ENSG00000186665",0.00347127005103148,1,5,0,0.679820356610713,1,0.5
"ENSG00000164733",9.72264707941551e-24,0.757042030111241,7,0,0.675386177521565,1,0.666666666666667
"ENSG00000090263",2.14202997945925e-17,0.743327455368397,5,0,-0.67174396185016,1,0.833333333333333
"ENSG00000226067",0.000413795643279588,1,5,0,0.670042693141007,1,0.666666666666667
"ENSG00000204220",1.78380038734745e-05,0.00197194869266606,4,1,-0.668722669374325,1,1
"ENSG00000166869",1.71906655826146e-10,1,4,0,0.668140317772445,1,0.833333333333333
"ENSG00000114544",0.036578417312107,1,4,0,0.666666666666667,0.833333333333333,0.666666666666667
"ENSG00000106733",0.00286455355447046,1,5,0,0.666664172788669,1,0.833333333333333
"ENSG00000100979",6.66417949569464e-06,0.160150947146778,4,0,0.665519046327456,1,0.833333333333333
"ENSG00000253710",0.00199537025586046,1,4,0,0.665214749601089,1,0.833333333333333
"ENSG00000120256",4.91680374408686e-11,1,3,0,-0.664308899905105,1,1
"ENSG00000166971",0.000132231667441369,1,4,0,-0.663586825321838,1,0.666666666666667
"ENSG00000214046",6.21026854467081e-08,1,6,0,0.66289774530477,1,0.833333333333333
"ENSG00000263001",4.26711002674745e-07,2.60926117305178e-06,4,1,-0.662395135759926,1,0.833333333333333
"ENSG00000183426",1.32096538311723e-05,0.0187294341593406,5,1,0.661816636477813,1,0.666666666666667
"ENSG00000140307",5.46672345273685e-21,3.1898028795117e-19,3,1,-0.659684614681003,1,1
"ENSG00000130826",1.37651226845248e-07,1,3,0,0.65877621215231,1,0.833333333333333
"ENSG00000266412",1.46633396006562e-12,0.00271631018433319,8,2,0.651333323401406,1,0.833333333333333
"ENSG00000120533",4.54721868296737e-18,1,5,0,0.649765848563187,1,1
"ENSG00000149313",0.0263566033183483,0,2,2,-0.649044720807963,1,1
"ENSG00000163399",1.24616044123751e-16,6.81161512198383e-13,5,1,-0.647509135224306,1,1
"ENSG00000159166",6.92364690460948e-10,0.0704924414222145,3,0,0.64659616531937,1,1
"ENSG00000174021",1.99062194606392e-64,0,2,2,-0.644643315105451,1,1
"ENSG00000100722",0.000836435413689566,1,4,0,0.641847931961142,0.833333333333333,0.666666666666667
"ENSG00000166164",6.77533993204602e-06,1,5,0,-0.64149253387293,1,0.666666666666667
"ENSG00000198668",4.3089343832931e-34,1.83227597105823e-12,4,2,0.637396806383741,1,1
"ENSG00000112651",0.0221033977449418,0.0459191400340732,3,1,0.637357824685495,1,0.833333333333333
"ENSG00000164930",0.000102527023160894,1,5,0,0.637101905392073,1,0.666666666666667
"ENSG00000130702",0.000137086115220944,1,8,0,0.636363641108063,0.833333333333333,0.5
"ENSG00000230124",5.84371888257396e-09,1,5,0,-0.6349176257848,1,1
"ENSG00000095383",0.015056569061974,0.00698448997009995,4,1,-0.63470907036477,1,0.833333333333333
"ENSG00000021355",2.88898815812566e-15,1.81890820598119e-09,6,1,-0.6309391238761,1,0.833333333333333
"ENSG00000197622",0.0323067114325337,0,2,2,-0.630602821162663,1,1
"ENSG00000185808",0.0259322374888199,0.0513645585809872,3,0,-0.628932854022034,1,0.666666666666667
"ENSG00000155660",0.00164169475915159,0.0858562212377349,3,0,-0.626893490882624,1,1
"ENSG00000172831",0.000161769684858537,0.259604013620469,3,0,-0.625752017045777,0.833333333333333,0.833333333333333
"ENSG00000132470",1.41590153167524e-11,1,5,0,-0.619227707217033,1,0.666666666666667
"ENSG00000185262",8.41758057080436e-05,0,2,2,-0.617653846919309,1,1
"ENSG00000109920",0.0303729825599218,1,4,0,0.616715852419673,1,0.833333333333333
"ENSG00000149273",4.2804585156422e-284,0,2,2,-0.614070567538443,1,1
"ENSG00000147889",2.93119909761493e-48,1,10,0,0.614034920144852,1,0.833333333333333
"ENSG00000175575",0.0020158174951078,1,4,0,0.613592377860417,1,0.833333333333333
"ENSG00000100650",7.98455405886302e-30,8.0713626351887e-24,4,1,-0.612763014864309,1,1
"ENSG00000143337",0.00877645675227168,0.290359278136468,3,0,0.6048107838803,1,0.666666666666667
"ENSG00000213145",5.95742789005821e-45,1,7,0,0.604574499091083,1,1
"ENSG00000065154",4.2345607997478e-08,4.32002904734916e-09,3,2,-0.603723989161938,1,0.833333333333333
"ENSG00000170788",0.0101266226673968,1,6,0,0.601503802679403,1,0.5
"ENSG00000185650",1.40412875601839e-13,0.0503625185202736,4,0,0.599588965149717,1,1
"ENSG00000146072",0.0193480566975006,0,2,2,0.597246764733674,0.833333333333333,0.833333333333333
"ENSG00000114126",0.00226859159847095,0.00398779723027917,6,1,0.596607483867151,1,0.666666666666667
"ENSG00000065883",0.0112201759800309,0.0172301012799263,4,1,-0.59523761221092,1,1
"ENSG00000164751",0.000184663153871332,0.149709247418807,4,0,0.595084816587259,1,0.833333333333333
"ENSG00000143398",0.0105301300821347,1,3,0,0.592967693592379,0.833333333333333,0.666666666666667
"ENSG00000135205",0.00229040561481049,1,5,0,0.592360482595311,1,0.5
"ENSG00000111328",8.58816126036334e-07,1,4,0,-0.586793147563318,0.833333333333333,0.833333333333333
"ENSG00000106263",0.0330992037724385,0.0234373227875891,4,1,0.585847367700796,0.833333333333333,0.833333333333333
"ENSG00000203875",1.35180651899186e-08,1.97551691562366e-10,5,2,0.584174543680244,1,1
"ENSG00000050820",0.0124241505287352,1,5,0,-0.583943386563789,1,0.666666666666667
"ENSG00000196510",0.00306247387172729,1,4,0,-0.581429299879842,1,0.666666666666667
"ENSG00000177830",3.14363515538074e-05,0.000538737208291661,3,1,0.57985966279945,1,1
"ENSG00000146223",6.62942236724746e-05,1,6,0,0.579283977764017,1,0.666666666666667
"ENSG00000133316",0.000103876489165281,0.0191558516466362,3,1,0.578439843777428,1,1
"ENSG00000180398",0.00748710202910377,1,8,0,0.571425812539509,1,0.666666666666667
"ENSG00000079739",0.00167308198379092,0.00094851464912528,3,1,0.570817335705294,1,1
"ENSG00000148341",3.50001038692622e-10,1,9,0,-0.569888496676154,1,0.5
"ENSG00000120992",9.57616473857596e-08,2.61624445797172e-05,5,1,0.563677573258591,1,1
"ENSG00000144560",0.0466120844095374,0.0341920680774973,6,1,0.562500097394426,1,0.666666666666667
"ENSG00000129071",0.00435488393936535,1,3,0,0.561664985778851,1,0.833333333333333
"ENSG00000168575",0.00261221139829606,1,6,0,0.559363267166108,1,0.833333333333333
"ENSG00000107164",0.0042901733654357,1,3,0,0.558174787154265,0.833333333333333,0.833333333333333
"ENSG00000132153",0.0128040697451793,0.70770846608485,3,0,0.558118194518653,1,0.833333333333333
"ENSG00000138614",0.0413230726424083,1,4,0,0.555635741660455,1,0.833333333333333
"ENSG00000172785",1.12809184284922e-05,1,7,0,0.555552614711847,1,0.833333333333333
"ENSG00000169228",0.000137853799082387,0.474118045547243,6,0,-0.55444918919107,1,1
"ENSG00000161013",0.000327517137841631,0.000222073925810974,4,2,0.554168378873965,1,1
"ENSG00000175279",0.00892179758519889,1,7,0,0.554029000791145,1,0.833333333333333
"ENSG00000135363",0.000519368827124861,0.0610154586578704,4,0,0.552379918012328,1,1
"ENSG00000175756",8.52963922507223e-09,6.99579715106559e-11,4,2,-0.552124552529151,1,1
"ENSG00000065809",0.0146143639759297,0.0105848183245036,7,1,-0.551713464536625,1,1
"ENSG00000162521",0.000759412250018215,1,5,0,0.547215062435774,1,1
"ENSG00000065054",1.34522618155062e-06,0.000427896895386274,6,1,0.543490842602233,1,1
"ENSG00000187522",0.0168051845154631,0.0566092822410616,3,0,0.542804660954555,1,0.833333333333333
"ENSG00000178951",6.15075656267044e-10,1,6,0,-0.542371843126253,1,1
"ENSG00000154380",0.0017479599727308,0.011076980782664,6,1,-0.539469801048978,1,0.833333333333333
"ENSG00000149547",3.31643123740046e-06,0.313486668986643,7,0,0.539070191038444,1,1
"ENSG00000092148",1.51103114232323e-05,1,6,0,0.538251921792217,0.833333333333333,0.666666666666667
"ENSG00000163714",5.83634786553384e-07,1,6,0,0.536894042808796,1,0.5
"ENSG00000155438",2.8694042288341e-07,1,5,0,0.529599642852815,1,0.833333333333333
"ENSG00000081721",0.000148692029381913,1,3,0,0.529511591681752,1,1
"ENSG00000108604",0.0184637736857634,0.0780912501820129,3,0,-0.527157998702452,0.833333333333333,0.666666666666667
"ENSG00000122482",0.000748035698474445,0.00546301382315748,6,1,-0.526306504968233,1,0.833333333333333
"ENSG00000108946",0.0123538442105475,0.0106905759334265,6,1,0.524704086662916,1,0.666666666666667
"ENSG00000006704",0.0288861563261196,0.599814727114265,4,0,0.523170986187807,0.833333333333333,0.5
"ENSG00000173486",4.69836250194779e-20,5.40608279675097e-09,5,1,0.523129430361336,1,1
"ENSG00000185033",4.6280695887686e-06,1,5,0,0.522620350598342,1,0.666666666666667
"ENSG00000077312",0.0021506015971298,1,4,0,-0.522254640416069,1,1
"ENSG00000116285",0.00515063854525284,0.00183794826562526,4,1,0.51877303776568,1,1
"ENSG00000138772",1.13233057021751e-19,1,4,0,-0.518290519907146,1,1
"ENSG00000143977",1.10289805456719e-16,3.45831141048349e-12,3,1,0.513739574366317,1,1
"ENSG00000136830",0.0346911398815594,0.0434698298626252,4,1,0.511972782473516,1,0.833333333333333
"ENSG00000170365",0.00552839268957649,0.0533956086119829,4,0,0.511793875779528,1,0.833333333333333
"ENSG00000120438",4.02156441996311e-11,0.000714261453488407,5,1,0.508036806627035,1,1
"ENSG00000026508",0.000473289522424534,0.192312245660889,5,0,-0.507920978599978,1,0.666666666666667
"ENSG00000070756",1.56537305824941e-47,6.12135619579373e-12,5,1,-0.507728795561832,1,1
"ENSG00000109929",0.000226255985006352,0.190716820523391,5,0,0.505443527981209,1,0.5
"ENSG00000110328",0.00194588764950054,0.629396286396287,3,0,0.504728965548849,1,0.833333333333333
"ENSG00000164105",0.0114115246222575,0.485829777062744,3,0,-0.504128699050714,1,0.833333333333333
"ENSG00000185187",3.64426353514229e-05,0.00480531172753754,5,1,-0.50313861181634,1,1
"ENSG00000280071",0.000556855951965421,1,5,0,-0.502845615807372,1,0.833333333333333
"ENSG00000184432",2.86360136285964e-08,0.00959464981407939,4,1,-0.502284247911991,1,0.833333333333333
"ENSG00000173511",0.0431513973628525,0.217660140403426,4,0,-0.500384597229275,0.833333333333333,0.833333333333333
"ENSG00000174243",0.0152700217608795,1,4,0,0.500007332475656,1,0.833333333333333
"ENSG00000182944",0.00117839327391439,1,8,0,0.500000002997247,1,0.666666666666667
"ENSG00000151881",0.00773279302614529,1,4,0,0.5,1,0.833333333333333
"ENSG00000105176",7.62052213850975e-06,1,7,0,-0.499998695925557,1,0.5
"ENSG00000113312",0.000163631737293018,0.0082112091390837,4,1,0.499920156630798,1,1
"ENSG00000108641",0.0236194130428092,1,4,0,-0.498119104020473,0.833333333333333,0.833333333333333
"ENSG00000165506",0.0398021964958004,1,5,0,-0.496751029792297,1,0.666666666666667
"ENSG00000086475",0.0114115246222575,1,3,0,0.495875302089298,0.833333333333333,0.833333333333333
"ENSG00000107949",3.13303775180257e-05,0.153539620746856,4,0,0.495349814614764,1,1
"ENSG00000136240",5.18444610363084e-05,7.58789218784386e-06,3,2,0.493958593385162,1,1
"ENSG00000107968",0.00049678209877347,1,6,0,-0.488504804772511,1,1
"ENSG00000116350",0.000129836619299985,0.00224866059126428,3,1,-0.487988215090115,1,1
"ENSG00000104529",1.25199729048599e-19,9.5107807364411e-19,3,2,-0.485349038814383,1,1
"ENSG00000182670",3.22192298094874e-14,1,8,0,-0.483604100324247,1,0.666666666666667
"ENSG00000204385",1.93985469232538e-08,0.00536464848848185,5,1,0.481342972392014,1,1
"ENSG00000181163",0.00528935917912087,0.0326919877671902,3,1,-0.480621964661802,1,1
"ENSG00000115310",3.49095180721881e-13,5.1291221962802e-09,5,1,0.478923486726315,1,1
"ENSG00000130600",0.0354449298161003,1,5,0,0.476853885755901,1,0.666666666666667
"ENSG00000154845",6.88450294746738e-06,1,5,0,0.476491688278101,1,0.666666666666667
"ENSG00000166710",1.96095114125437e-36,1,7,0,-0.476188689133765,1,1
"ENSG00000137500",0.0187695768563721,1,8,0,-0.473684210668563,1,0.666666666666667
"ENSG00000138668",0.000188396395781587,1,7,0,0.473597277575839,1,0.666666666666667
"ENSG00000042317",0.0234937414182435,1,4,0,-0.473576244295945,1,0.833333333333333
"ENSG00000150779",6.84301352367159e-06,0.399212478821227,5,0,-0.472339805037577,1,0.833333333333333
"ENSG00000186395",7.01004138398023e-09,0.473795355842775,5,0,0.47203679102582,1,0.833333333333333
"ENSG00000116661",0.000307743707238563,1,3,0,0.471233913291505,1,1
"ENSG00000115561",1.73332739057211e-20,1,5,0,-0.47079527045958,1,1
"ENSG00000187954",0.000269226859986795,1,6,0,-0.470667153947086,1,1
"ENSG00000100243",0.00152870698692802,0.00114156562831058,3,1,0.468947845213352,1,1
"ENSG00000111142",0.000798729166212572,1,3,0,0.467117899238467,1,1
"ENSG00000189171",0.000290107390143419,1,4,0,-0.463157448301388,1,1
"ENSG00000165175",3.85028116030056e-05,0.218571559696749,4,0,0.461367377126941,1,1
"ENSG00000150093",7.22439698938891e-06,0.00619254678730096,4,1,0.460296629084681,1,1
"ENSG00000171813",0.00206275814520798,1,7,0,-0.459900406807559,1,0.5
"ENSG00000185055",2.19685490196811e-09,0.000925066238279799,8,1,-0.458709079350503,1,0.833333333333333
"ENSG00000172590",0.0377598007413285,1,6,0,-0.458446618816623,1,0.666666666666667
"ENSG00000161642",0.022289831355259,0.114122427975474,4,0,-0.457077782936692,0.833333333333333,0.833333333333333
"ENSG00000076554",8.68816754831354e-10,1,6,0,0.45680954739173,1,0.833333333333333
"ENSG00000105619",0.0160729646023961,1,4,0,-0.456449416751792,1,1
"ENSG00000107372",1.16526608434502e-05,1,6,0,-0.455655458878199,1,1
"ENSG00000163702",0.0475756029697602,0.845696685341957,5,0,0.45548462236443,1,0.833333333333333
"ENSG00000133597",0.0234937414182435,1,4,0,-0.454613819763972,1,0.833333333333333
"ENSG00000176155",0.0140466779591628,0.117187904575972,4,0,0.454583380967757,1,0.833333333333333
"ENSG00000122417",0.0008272417854043,0.0161149606938427,8,1,0.453572279304754,1,1
"ENSG00000114125",1.24783354836074e-05,0.000394852355066111,5,1,-0.4521498728514,1,1
"ENSG00000119950",0.000490863396187587,1,7,0,-0.450175119966029,1,0.5
"ENSG00000109390",0.00104411902322122,0.000181077321041752,3,2,0.449830357434034,1,0.833333333333333
"ENSG00000067066",4.51472703629392e-08,1,8,0,0.449507009517439,1,0.833333333333333
"ENSG00000029363",0.00259741860864729,1,5,0,0.448006045208127,1,1
"ENSG00000057608",2.9414491422761e-07,1,4,0,0.444972888512134,1,1
"ENSG00000197748",0.00141190025009254,1,6,0,0.444882616223934,1,0.5
"ENSG00000125651",0.0251470344126438,0,2,2,0.443134253219527,1,1
"ENSG00000176720",0.00999590785676026,1,4,0,-0.442402618365813,1,0.666666666666667
"ENSG00000183255",0.00955754019035346,0.0117349187783028,3,1,-0.442358804738043,1,1
"ENSG00000104067",0.000154328850947149,1,3,0,0.442223077340347,1,1
"ENSG00000221978",0.000520659164181135,1,5,0,0.442101969598056,0.833333333333333,0.833333333333333
"ENSG00000258752",1.41227359137743e-05,0.00116498631071503,3,1,0.441513166599063,1,1
"ENSG00000134779",0.000201867186638596,0.558459093397494,7,0,-0.437499358035838,1,0.833333333333333
"ENSG00000003402",9.30103737108609e-11,1,8,0,0.434964299348762,1,1
"ENSG00000141504",5.80451624873793e-07,0.0545488784089452,4,0,0.43306027886556,1,1
"ENSG00000124074",0.0265097098551967,0.108614749906801,3,0,-0.429355898786351,1,1
"ENSG00000007174",0.002608874086926,0.0453582947531144,4,1,-0.42924962982953,1,1
"ENSG00000102897",0.0323067114325337,1,7,0,0.428571427766642,1,0.833333333333333
"ENSG00000138002",0.000249419011485479,1,5,0,0.42618271054056,1,1
"ENSG00000156256",0.0151245334644766,1,5,0,0.424623975322185,0.833333333333333,0.666666666666667
"ENSG00000151327",0.000549382543263093,1,4,0,0.421052656949079,1,1
"ENSG00000154582",5.3429516730502e-13,1,9,0,-0.42058151865259,1,1
"ENSG00000136261",2.2553258873092e-06,0.468859515321301,7,0,-0.420472780194958,1,1
"ENSG00000187492",3.17684262109453e-05,1,5,0,0.419292487219969,1,1
"ENSG00000178741",2.63355551904819e-28,1.07500369186083e-13,3,1,-0.419182561924107,1,1
"ENSG00000185825",3.56846367442885e-11,3.01095008844892e-08,3,1,-0.419149972184905,1,1
"ENSG00000108669",0.00776733330993742,1,6,0,-0.418043819710301,0.833333333333333,0.666666666666667
"ENSG00000111907",2.05787918402486e-09,2.09894231597528e-05,7,1,0.417028865123363,1,1
"ENSG00000149196",6.40949163341166e-08,1,4,0,-0.415120266252766,1,0.833333333333333
"ENSG00000113811",0.0440837673868306,0.0176009138291623,3,1,0.413679624768682,1,1
"ENSG00000183844",0.00297147387030194,0.00164154236256171,4,1,0.413073834977881,1,1
"ENSG00000150773",0.00736815546607354,0.0019414164472614,5,1,0.413021368098459,1,1
"ENSG00000011198",4.97225373343761e-05,1,6,0,0.412359715572508,1,1
"ENSG00000111011",0.0031686049992279,0.394839731939428,7,0,0.412291944608864,1,1
"ENSG00000137098",0.00597052660340586,1,7,0,0.411764690276242,1,1
"ENSG00000072110",2.00516962254598e-05,1,5,0,0.409116192116727,1,1
"ENSG00000206199",0.000931540023069994,1,4,0,0.408786589127195,1,1
"ENSG00000162613",0.0466120844095374,1,4,0,0.407151892979982,1,1
"ENSG00000111371",0.0398021964958004,0.196365714492312,5,0,0.406996333752054,1,0.833333333333333
"ENSG00000103876",0.0225537956113085,1,4,0,-0.404760924487599,0.833333333333333,0.833333333333333
"ENSG00000125505",0.00211654629490568,0.299215792209118,5,0,-0.403656323431471,1,0.833333333333333
"ENSG00000221914",0.000873402165987113,1,5,0,0.401025847973517,1,0.833333333333333
"ENSG00000108963",0.00178194877236785,0.517123251670179,5,0,0.4,1,1
"ENSG00000172845",0.0245344016964358,0.790644903598093,4,0,0.399999999999998,1,0.666666666666667
"ENSG00000168961",0.00274172719956762,1,5,0,0.399657041756624,1,1
"ENSG00000141002",0.0152796418085535,0.0167677376411075,5,2,-0.398240374846805,1,0.833333333333333
"ENSG00000125944",1.11007729089181e-19,1,8,0,0.394794022341108,1,1
"ENSG00000188313",5.67091549843354e-05,1,5,0,-0.392833319729385,1,1
"ENSG00000117395",4.33659286338238e-12,1,6,0,-0.391775130103613,1,1
"ENSG00000137767",7.20755676236139e-05,1,4,0,0.391457921282475,1,1
"ENSG00000148908",0.00670476855925902,0.0119584778081536,3,1,-0.389923981403994,1,0.833333333333333
"ENSG00000119431",5.2174807588593e-05,1,4,0,0.389459135807552,1,1
"ENSG00000073584",0.000160674714775924,1,10,0,0.388347748735714,1,0.833333333333333
"ENSG00000178057",1.67419495177562e-05,0.000538596398840334,5,1,-0.387648623039431,1,1
"ENSG00000138119",2.12687498084582e-07,1,5,0,-0.385132088746818,1,1
"ENSG00000117226",0.00131333381990917,1,5,0,-0.384888230293267,1,1
"ENSG00000251022",0.0244947240144236,0.897392475211464,6,0,-0.384613215038642,1,0.833333333333333
"ENSG00000140416",0.000155636111044709,1,3,0,-0.383304003142522,1,1
"ENSG00000213246",0.0220875290793011,0.0274380564738149,4,1,-0.381801957358202,1,1
"ENSG00000149182",0.0049034689136784,1,6,0,-0.379563820503662,1,0.666666666666667
"ENSG00000120860",0.0184637736857634,0.0661355398580127,3,0,-0.37950219219415,1,1
"ENSG00000182087",0.0172059404746175,1,6,0,0.379124479638407,1,1
"ENSG00000164054",0.0117743765809919,1,5,0,-0.378955515544258,1,1
"ENSG00000160752",3.99263052319416e-13,0.0114680567878626,9,1,0.377519590101994,1,1
