"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Suprabasal_UK_72hpi_child_Infected-Suprabasal_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000214078",6.68835488696657e-13,1,10,0,-0.215384601751606,1,1
"ENSG00000167523",0.0106467511932045,1,7,0,-0.21528236300014,1,1
"ENSG00000092199",1.04434344899317e-32,1,12,0,0.215224613332592,1,1
"ENSG00000170892",2.35501494405689e-12,1,5,0,0.214289461270911,1,1
"ENSG00000159588",1.88447302297855e-07,0.0445546854271659,13,1,0.213888647657132,1,1
"ENSG00000100106",0.000304400666134264,0.0480639236158883,4,1,0.213615574558662,1,1
"ENSG00000111276",0.00179026079399393,0.0230448522329415,3,1,-0.212470757084989,1,1
"ENSG00000184924",2.5869285423443e-06,0,2,2,-0.212379290577362,1,1
"ENSG00000147654",0.000136552490674235,0.906227425775665,4,0,-0.212275047011417,1,1
"ENSG00000143870",5.86515920186061e-19,1,3,0,0.211864757118673,1,1
"ENSG00000109332",2.28168233080897e-19,1,8,0,-0.21135688035034,1,1
"ENSG00000173113",2.11964973435865e-11,0,2,2,-0.211237379635942,1,1
"ENSG00000160055",0.00395804165276273,1,8,0,-0.21052628557649,1,1
"ENSG00000167741",0.000108130206945559,1,8,0,0.210233285408272,1,1
"ENSG00000005486",0.00111798353746947,0.448462116403282,7,0,0.209874541890334,1,1
"ENSG00000257621",1.56356950752011e-11,1,10,0,0.209848592229075,1,1
"ENSG00000116212",1.80130031976768e-11,0.00616083217055419,9,1,0.209728899613351,1,1
"ENSG00000082438",0.0117808270231719,1,8,0,0.209494934993189,1,1
"ENSG00000106263",1.52197560989346e-14,1,7,0,-0.209297172199443,1,1
"ENSG00000136270",1.37443945804619e-08,1,8,0,0.2089552554867,1,1
"ENSG00000196839",0.0337117564012366,1,3,0,-0.208856842371545,1,1
"ENSG00000117362",5.23604713072662e-05,0.000189155941464718,4,1,-0.208570273252606,1,1
"ENSG00000182944",4.47293904191451e-11,1,11,0,0.208482737863594,1,1
"ENSG00000253710",5.21509635240699e-05,1,5,0,0.208334551583465,1,1
"ENSG00000182180",0.0100906368126031,0.721105785411995,6,0,0.208211448156407,1,1
"ENSG00000068120",8.85232894466826e-05,0.170854746102585,4,0,0.207479778872555,1,1
"ENSG00000173272",1.17642694356545e-20,1,3,0,-0.207212847461674,1,1
"ENSG00000086504",0.0270708597158199,0,2,2,-0.206443025591026,1,1
"ENSG00000177479",0.000324918238394526,1,9,0,0.205882235351163,1,1
"ENSG00000133142",4.21668815643679e-18,0.018619637505689,6,1,0.205571073317901,1,1
"ENSG00000107968",0.00301284764317504,1,11,0,0.205346323388693,1,1
"ENSG00000002586",3.39970163839006e-06,0.0100743703550957,4,1,-0.205157155496461,1,1
"ENSG00000135926",0.01755369373997,0.210721831669519,3,0,-0.204405452552914,1,1
"ENSG00000146729",0.0176500283994069,0.0652173577300673,5,0,0.204394385692904,1,1
"ENSG00000174720",1.52479831803533e-14,1,9,0,0.204330270187425,1,1
"ENSG00000068079",0.00332274208864044,0.00617724178107488,4,1,0.204261933393425,1,1
"ENSG00000280071",0.0225789847614477,0.143638976650293,3,0,0.204074933006901,1,1
"ENSG00000237945",0.00188369287912221,1,3,0,-0.203320781869117,1,1
"ENSG00000114107",0.00460932750174302,1,9,0,-0.203256926104466,1,1
"ENSG00000117139",0.00255544090293319,0.109153163364695,5,0,-0.202794093072147,1,1
"ENSG00000197446",5.61236338075987e-22,1.16381135014067e-10,10,1,-0.202591956491303,1,1
"ENSG00000155868",0.0116117632766729,0.0734547992037466,3,0,-0.202041849063581,1,1
"ENSG00000114942",2.40301914156659e-125,2.51887943167425e-58,3,1,-0.201983159013332,1,1
"ENSG00000250722",2.52832498428121e-15,1,4,0,0.201368490933772,1,1
"ENSG00000159714",0.000909440291635117,1,8,0,-0.201301058940787,1,1
"ENSG00000153310",9.04881826741765e-09,1,10,0,-0.201228452736495,1,1
"ENSG00000174950",0.0374154948741395,0.315592925489126,3,0,0.201158714523792,1,1
"ENSG00000100360",4.65432080392521e-12,1,4,0,-0.201106580234707,1,1
"ENSG00000148985",5.32157884560987e-07,1,19,0,0.200487500966784,1,0.833333333333333
"ENSG00000101246",0.0061519770508107,1,7,0,-0.200447702659801,1,1
"ENSG00000186710",2.98052954007913e-08,1,5,0,0.200051120770021,1,1
