"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_child_Infected-Basal_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000165905",2.46539933525e-07,1,5,0,0.800138636041064,1,0.666666666666667
"ENSG00000119537",4.89301024482036e-08,1,4,0,-0.798798891049841,1,0.833333333333333
"ENSG00000151665",5.78713876960462e-52,0.00671036129565767,5,1,0.798383694518306,1,1
"ENSG00000137494",1.30860661789977e-05,0.0405597688675685,3,1,-0.793479483153198,1,0.833333333333333
"ENSG00000166200",3.64376194861389e-18,0.226704118471582,3,0,0.78996346308138,1,1
"ENSG00000112130",2.6133695096944e-07,1,4,0,0.788835204824429,1,0.666666666666667
"ENSG00000100815",1.0497733814696e-08,1,4,0,-0.788489483685342,1,1
"ENSG00000169490",4.66558350486423e-08,0.155195249862419,6,0,0.787558769191813,1,1
"ENSG00000126070",9.60421181092134e-05,0.00850785703820585,3,1,-0.787241121600639,1,0.833333333333333
"ENSG00000183172",6.82725872429522e-12,6.04094203112279e-05,4,2,-0.787206760551367,1,1
"ENSG00000113108",0.0186319964825178,1,5,0,-0.786635608428333,0.833333333333333,0.5
"ENSG00000132256",0.000382764681519935,1,4,0,-0.783914086645041,0.833333333333333,0.5
"ENSG00000151065",0.000120461709016341,1,5,0,0.78307108492189,1,0.666666666666667
"ENSG00000142327",2.3914326541213e-05,0,2,2,-0.783049703246725,1,0.833333333333333
"ENSG00000167165",4.98608802477243e-08,2.64465758594375e-08,3,1,-0.782875438915585,1,1
"ENSG00000165410",2.23729831768325e-12,1,8,0,-0.782608668945173,1,0.666666666666667
"ENSG00000124074",1.87509828431101e-11,0.198821846573015,3,0,-0.782052024704049,1,1
"ENSG00000113916",1.38486159643699e-10,0.014180349095673,4,1,0.775910821173624,1,1
"ENSG00000149809",1.8920008806988e-55,1,7,0,0.771440194114564,1,0.666666666666667
"ENSG00000051009",1.8528074857709e-07,0.0192081707166538,5,1,-0.769225902786649,1,0.666666666666667
"ENSG00000006715",3.10517341337912e-05,1,4,0,-0.769099162561209,1,0.833333333333333
"ENSG00000139323",2.08605548271135e-07,1,4,0,-0.766046447946838,1,1
"ENSG00000128595",4.90707235702554e-11,1,5,0,-0.764705472686455,1,0.833333333333333
"ENSG00000085491",3.10051208130352e-08,0.957498897431702,4,0,0.763113996953372,1,0.5
"ENSG00000120256",1.29213594577586e-41,9.97652760163267e-38,3,1,-0.762413469970149,1,1
"ENSG00000169016",0.000703271705773279,1,4,0,-0.761075628975298,1,0.5
"ENSG00000127554",4.02932059257188e-07,2.67540651952169e-07,3,1,-0.759997439347152,1,1
"ENSG00000160113",9.67941627607809e-68,7.00329436670707e-06,4,1,0.759957145308674,1,0.833333333333333
"ENSG00000173039",1.45200047914856e-12,9.72775166058035e-11,3,1,0.755797218883356,1,1
"ENSG00000116521",0.00108251229540943,0.000941945868556868,4,1,-0.755696603367574,1,1
"ENSG00000197748",1.24825900964754e-06,0.233108078606181,3,0,0.752402032521266,1,0.833333333333333
"ENSG00000185033",1.57610562072148e-17,1,5,0,0.750729553494659,1,1
"ENSG00000166012",3.60826197310009e-09,1,7,0,-0.749998597061991,1,1
"ENSG00000180900",6.42238245930834e-10,1,6,0,-0.749997692939447,1,0.833333333333333
"ENSG00000161243",0.000252629834910106,0.000146932414782631,3,2,0.74952567714897,1,0.833333333333333
"ENSG00000183955",6.14249074775468e-06,1,5,0,-0.747170984438445,1,0.5
"ENSG00000059122",5.02730540721427e-05,0.512283936813628,3,0,-0.745878931577264,1,0.833333333333333
"ENSG00000167323",0.00308590360361515,1,3,0,0.745790786384961,1,0.666666666666667
"ENSG00000164808",3.38234995509916e-08,1,4,0,-0.744886626358869,1,1
"ENSG00000102030",0.000145380008914669,0.00222196517062697,4,1,-0.739154363917236,0.833333333333333,0.833333333333333
"ENSG00000137274",1.40848066186091e-12,3.03855894520962e-09,5,1,-0.737591801540829,1,0.833333333333333
"ENSG00000186141",0.00052372389041704,0.229325102828447,3,0,0.737437124614952,1,0.666666666666667
"ENSG00000177570",1.08598169090159e-09,1,3,0,-0.73540820229188,1,1
"ENSG00000163714",2.34345496160644e-10,1,5,0,-0.734391088291857,1,1
"ENSG00000049449",1.49453051894691e-14,5.17952074477371e-05,3,2,-0.73364317753287,1,1
"ENSG00000156650",0.00364282816318178,1,3,0,0.733284735363248,1,0.666666666666667
"ENSG00000115816",2.25984021375659e-11,0.00119466422461906,4,1,0.731591195962613,1,1
"ENSG00000114270",2.10708911750342e-15,0.376714279935363,4,0,0.731389431414409,1,1
"ENSG00000114850",5.82463547768688e-07,0.00140752892568083,5,2,0.731343279580284,1,1
"ENSG00000104687",6.25245171945503e-11,9.74410275957033e-10,4,1,0.730266355075338,1,1
"ENSG00000131238",1.41673772819857e-08,5.44455730724609e-07,5,1,0.730156882370803,1,0.666666666666667
"ENSG00000173226",1.04955089130656e-11,1,4,0,-0.729039065290516,1,0.833333333333333
"ENSG00000196872",4.73150800466647e-06,0.38408014168169,5,0,0.728762426722543,1,0.666666666666667
"ENSG00000137221",0.00430642841114405,1,4,0,-0.723038191215329,1,0.666666666666667
"ENSG00000183421",1.74204104764396e-14,1,4,0,0.720236622868759,1,1
"ENSG00000068796",5.90984139394111e-13,3.11610245456484e-09,6,1,-0.71963256907051,1,0.833333333333333
"ENSG00000006744",5.64640942515268e-09,1,4,0,0.719500713968933,1,1
"ENSG00000125520",1.54673593732821e-15,1,4,0,-0.717578082325505,1,1
"ENSG00000081307",2.07966803105027e-08,0.169094282290138,5,0,0.716348497908286,1,1
"ENSG00000197536",8.78506011937326e-08,0.00692725184792217,4,1,0.713368221487113,1,0.833333333333333
"ENSG00000082068",2.86130670667332e-05,1,3,0,-0.71082248916803,1,0.833333333333333
"ENSG00000170222",4.7389784401596e-07,1,3,0,-0.707796013528466,1,0.833333333333333
"ENSG00000152558",2.06158245838043e-28,1,3,0,0.707444446312673,1,1
"ENSG00000076554",1.47346928012588e-95,1,7,0,0.707180760691462,1,1
"ENSG00000121057",0.00036995529262672,0.000211472448483757,3,1,0.706316638018831,1,1
"ENSG00000172493",0.000351492876150981,1,4,0,0.705353289512176,1,0.666666666666667
"ENSG00000131844",4.86634648687429e-10,2.13763715672576e-05,5,1,0.704655097126473,1,1
"ENSG00000152904",3.70403940869818e-21,1,6,0,-0.703166610890593,1,0.833333333333333
"ENSG00000204387",3.42149623982441e-84,5.34314571295688e-59,4,1,0.702382600455844,1,1
"ENSG00000185860",1.09869154619739e-06,0.0945441291811385,4,0,-0.702075285357474,1,0.666666666666667
"ENSG00000077254",6.49407874630142e-09,0.739397237410809,4,0,-0.697756358608545,1,0.833333333333333
"ENSG00000138744",1.34009718343297e-10,2.18206378117541e-06,4,1,-0.696516365237819,1,0.833333333333333
"ENSG00000186591",2.79404166609486e-11,2.5204649645921e-09,3,1,0.695836148434173,1,1
"ENSG00000128739",3.08338904608437e-50,1,3,0,0.695784535361884,1,1
"ENSG00000047249",1.30707118436604e-24,1,7,0,0.692077271562822,1,1
"ENSG00000067167",7.91771769541811e-42,1,5,0,-0.688296221468057,1,1
"ENSG00000196405",0.00126653656174281,1,4,0,0.686532007530644,1,0.666666666666667
"ENSG00000185650",1.62804316145521e-31,9.44295472462451e-18,4,1,0.685391083456091,1,1
"ENSG00000016402",0.000411590988835969,1,3,0,0.684800904985782,0.833333333333333,0.666666666666667
"ENSG00000092820",1.03984463392105e-15,2.7971433895947e-05,4,2,0.684580729674622,1,1
"ENSG00000243989",4.63325368859495e-08,8.00887248131956e-08,3,1,-0.683952577538612,1,1
"ENSG00000186001",0.0189188581259954,0.024236866265058,4,1,-0.68288602061169,0.833333333333333,0.666666666666667
"ENSG00000126778",1.55385056052779e-13,1,3,0,0.682638083836672,1,1
"ENSG00000136827",1.04505150436551e-10,3.18988700461592e-11,4,1,0.682077474933549,1,1
"ENSG00000130024",0.00014952161070735,0,2,2,0.681634475660183,1,1
"ENSG00000168876",0.0233900857818126,0,2,2,-0.680749077524129,1,0.666666666666667
"ENSG00000203952",3.92500756840797e-05,1,5,0,-0.67699030502376,1,0.666666666666667
"ENSG00000100296",2.25087208583163e-09,1,5,0,0.67678945505175,1,0.666666666666667
"ENSG00000169359",0.000180451047666222,1,3,0,-0.676626464156553,1,0.833333333333333
"ENSG00000039068",4.84378867868492e-10,1.33243840274489e-05,4,1,0.676093383878311,1,1
"ENSG00000041988",5.19050713805169e-06,0.00271012373284087,4,1,0.674086023972938,1,0.833333333333333
"ENSG00000166803",2.07959426252647e-19,9.77818948665892e-16,5,1,0.670443479720384,1,1
"ENSG00000103067",0.00288054621602125,0.449593929816517,3,0,-0.669377039446928,1,0.833333333333333
"ENSG00000173848",1.04892733386008e-23,1.05961858033219e-13,3,1,0.668684118666001,1,1
