"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_child_Infected-Basal_UK_72hpi_adult_Infected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000135766",6.1092103842965e-11,4.92016681144276e-10,4,1,-0.830692151185303,1,0.666666666666667
"ENSG00000170881",7.81790236939101e-18,0.949404176013166,4,0,-0.827518305269844,1,1
"ENSG00000141562",1.20267202217393e-17,0.467820257814616,8,0,-0.825209989234659,1,0.833333333333333
"ENSG00000142166",3.98869124653696e-10,0.691523391103199,3,0,0.823781348351183,1,1
"ENSG00000145431",0.00124526293717872,1,3,0,-0.823172614177125,0.833333333333333,0.5
"ENSG00000093010",6.84840218053391e-47,1.22261805874971e-22,5,1,0.819587290854494,1,1
"ENSG00000120915",3.15130007184682e-19,1,4,0,-0.819518562468992,1,1
"ENSG00000276234",9.8845467406302e-05,0.00531801176221758,3,1,-0.819182327649981,1,0.833333333333333
"ENSG00000174748",3.42090899414917e-294,4.17758869427811e-50,5,1,-0.818343184454808,1,1
"ENSG00000129235",2.24523529012446e-55,1.57882802161821e-34,4,1,-0.813880487468567,1,1
"ENSG00000171161",1.47506914294784e-07,0.0772068100385036,3,0,0.812189148252931,1,1
"ENSG00000181381",5.5432670386719e-11,1,5,0,-0.809025369037806,1,0.5
"ENSG00000105568",3.75638804369748e-48,1,4,0,0.808693575730374,1,1
"ENSG00000198089",0.0141913580486355,0.970906175777821,3,0,-0.808053615484036,0.833333333333333,0.5
"ENSG00000154001",1.46498633108594e-09,1,8,0,-0.807472146788145,1,1
"ENSG00000198830",1.51772207827159e-57,1.08333398979706e-09,6,4,-0.806788130399692,1,1
"ENSG00000131375",4.83433428319803e-22,1,6,0,-0.806575930031131,1,1
"ENSG00000186073",0.000240223851748557,1,4,0,-0.804929358065657,1,0.666666666666667
"ENSG00000196754",3.42090899414917e-294,4.15226843842022e-220,4,1,0.801848202304497,1,1
"ENSG00000152642",1.83619751145105e-09,1.55639804020862e-08,3,1,0.800797398747604,1,1
