"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Basal_UK_72hpi_child_Infected-Basal_UK_72hpi_adult_Infected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000086598"	"ENSG00000086598"	1.33881875043509e-05	2.2264308542013e-05	3	1	0.879642317114024	1	0.833333333333333
"ENSG00000113712"	"ENSG00000113712"	2.11250811916393e-83	2.51615942069461e-05	12	1	0.388163527490265	1	1
"ENSG00000163166"	"ENSG00000163166"	8.63364349942516e-05	2.56072447644792e-05	3	1	-0.287033308968331	1	1
"ENSG00000100219"	"ENSG00000100219"	1.1843066393174e-16	2.64642819648363e-05	4	1	-0.186501729984575	1	1
"ENSG00000139726"	"ENSG00000139726"	2.66299634236715e-06	2.67546473983777e-05	4	1	0.425661122903097	1	1
"ENSG00000170017"	"ENSG00000170017"	1.09384766900992e-10	2.74505558058034e-05	5	1	0.640012678524743	1	1
"ENSG00000092820"	"ENSG00000092820"	1.03984463392105e-15	2.7971433895947e-05	4	2	0.684580729674622	1	1
"ENSG00000068079"	"ENSG00000068079"	0.000238931197162114	2.81581029885641e-05	3	2	-0.222082116454454	1	1
"ENSG00000121067"	"ENSG00000121067"	4.23976863485478e-31	2.9223736684074e-05	11	1	0.585279199543678	1	1
"ENSG00000001630"	"ENSG00000001630"	2.96970238776753e-10	2.97718629535727e-05	4	1	-0.665006494349818	1	0.833333333333333
"ENSG00000155329"	"ENSG00000155329"	2.02397143437937e-06	3.04236562048738e-05	6	1	0.47054526963182	1	1
"ENSG00000068137"	"ENSG00000068137"	2.14320685671016e-06	3.16206658939842e-05	10	1	-0.528305401927772	1	1
"ENSG00000109339"	"ENSG00000109339"	3.3936297057045e-07	3.28257838730062e-05	6	1	0.341060716801864	1	1
"ENSG00000070731"	"ENSG00000070731"	1.89095973474755e-18	3.65421877006129e-05	6	1	-0.433086762451933	1	1
"ENSG00000063854"	"ENSG00000063854"	7.2472608049942e-23	3.95299228344069e-05	4	1	-0.483377113418288	1	1
"ENSG00000074696"	"ENSG00000074696"	1.00841998425315e-06	4.02300681937752e-05	3	1	0.382072979711491	1	1
"ENSG00000125877"	"ENSG00000125877"	4.60809853517524e-17	4.22099841172548e-05	4	1	-0.388843497684317	1	1
"ENSG00000162889"	"ENSG00000162889"	1.85291265971524e-06	4.42484338813471e-05	3	1	-0.854150826784103	1	0.666666666666667
"ENSG00000049449"	"ENSG00000049449"	1.49453051894691e-14	5.17952074477371e-05	3	2	-0.73364317753287	1	1
"ENSG00000227036"	"ENSG00000227036"	7.23573458567161e-05	5.65479773986818e-05	9	1	0.213698333147437	1	1
"ENSG00000183172"	"ENSG00000183172"	6.82725872429522e-12	6.04094203112279e-05	4	2	-0.787206760551367	1	1
"ENSG00000182541"	"ENSG00000182541"	5.18403983174771e-06	6.33235976820885e-05	6	1	0.493380865864507	1	1
"ENSG00000104765"	"ENSG00000104765"	2.5162288471967e-08	7.0160163198397e-05	4	1	-0.434277176232707	1	1
"ENSG00000102024"	"ENSG00000102024"	1.42381231670164e-07	7.44748092099943e-05	3	1	0.437902466904129	1	1
"ENSG00000149084"	"ENSG00000149084"	1.12392866365538e-22	8.35307091658565e-05	4	1	0.449070414358894	1	1
"ENSG00000184432"	"ENSG00000184432"	1.2464398854576e-16	9.57885058503336e-05	5	1	-0.580624005543467	1	1
"ENSG00000176454"	"ENSG00000176454"	4.93176842335427e-09	9.74517735583184e-05	4	1	0.548989153394229	1	1
"ENSG00000155287"	"ENSG00000155287"	5.21589404298253e-12	9.74925563428666e-05	6	1	0.295172922740251	1	1
"ENSG00000180104"	"ENSG00000180104"	2.35782376524683e-09	0.000111434219703717	4	1	-0.852382878170021	1	0.666666666666667
"ENSG00000162772"	"ENSG00000162772"	0.000514538882291367	0.000134589238510637	3	2	0.25969856183222	1	1
"ENSG00000117394"	"ENSG00000117394"	2.50830904396238e-12	0.000138101249256785	3	2	0.632974798408459	1	1
"ENSG00000161243"	"ENSG00000161243"	0.000252629834910106	0.000146932414782631	3	2	0.74952567714897	1	0.833333333333333
"ENSG00000203666"	"ENSG00000203666"	0.000596154887970927	0.000151503023982048	7	1	0.497862920644753	1	1
"ENSG00000136261"	"ENSG00000136261"	6.26390967220756e-19	0.000154171146751846	7	1	0.376472765158	1	1
"ENSG00000203667"	"ENSG00000203667"	1.39244322601284e-07	0.000174895052185403	4	1	-0.562834848692319	1	1
"ENSG00000188243"	"ENSG00000188243"	4.95431276816229e-07	0.000184228723719357	5	1	-0.51709714512266	1	1
"ENSG00000121057"	"ENSG00000121057"	0.00036995529262672	0.000211472448483757	3	1	0.706316638018831	1	1
"ENSG00000198015"	"ENSG00000198015"	0.000118896355298084	0.000221785367126194	3	1	-0.254972003077035	1	1
"ENSG00000127952"	"ENSG00000127952"	7.74953062447518e-11	0.000222734972527245	6	1	-0.483895775061598	1	0.833333333333333
"ENSG00000151239"	"ENSG00000151239"	1.12467415348286e-12	0.000232561638193536	6	1	-0.347319352321996	1	1
"ENSG00000115457"	"ENSG00000115457"	7.22980302512792e-36	0.000234452059281475	8	1	0.212796791055228	1	1
"ENSG00000168310"	"ENSG00000168310"	0.000272951819534112	0.000247793645239834	3	2	-0.33993515888619	1	1
"ENSG00000198355"	"ENSG00000198355"	6.02904005986688e-12	0.000261874487324441	5	1	0.172759054171307	1	1
"ENSG00000111328"	"ENSG00000111328"	6.97845549203813e-23	0.0002865903949845	7	1	-0.341270202925285	1	1
"ENSG00000125844"	"ENSG00000125844"	8.63213184890332e-14	0.000296813514217952	6	1	-0.411029941347272	1	1
"ENSG00000205609"	"ENSG00000205609"	2.91484042421811e-09	0.000316466612776499	3	2	-0.879208413547369	1	1
"ENSG00000159346"	"ENSG00000159346"	9.43431560084105e-09	0.000317103928839242	3	1	0.301692501533274	1	1
"ENSG00000134779"	"ENSG00000134779"	2.47478561999055e-10	0.000333796961036419	9	1	-0.220393458350379	1	1
"ENSG00000196576"	"ENSG00000196576"	8.51390950283032e-17	0.000391596766612201	6	1	-0.569599679721172	1	0.666666666666667
"ENSG00000152763"	"ENSG00000152763"	5.73479000902167e-07	0.000400415089774034	6	1	0.403869931819931	1	1
"ENSG00000115806"	"ENSG00000115806"	2.00330814665796e-07	0.000420917324700039	4	1	-0.532712952160398	1	1
"ENSG00000172239"	"ENSG00000172239"	1.12824268129931e-09	0.000434596660161255	5	1	0.235668010401181	1	1
"ENSG00000180098"	"ENSG00000180098"	1.45194629572525e-05	0.000452300465636361	5	2	-0.314909831160801	1	1
"ENSG00000103145"	"ENSG00000103145"	1.10846255227195e-12	0.000454598260967123	7	1	0.247985033820787	1	1
"ENSG00000150093"	"ENSG00000150093"	4.70972040540583e-22	0.00046334500485332	4	1	0.479846900203258	1	1
"ENSG00000163882"	"ENSG00000163882"	5.81729325489044e-09	0.000496929376142521	6	1	0.34560286014332	1	1
"ENSG00000120925"	"ENSG00000120925"	0.000114881806713686	0.000500431931244556	4	2	0.553797768764238	1	1
"ENSG00000072110"	"ENSG00000072110"	5.34460623241269e-16	0.00051477979279094	4	1	-0.426414910059498	1	1
"ENSG00000147889"	"ENSG00000147889"	8.01863958109285e-14	0.000591513175291275	8	1	-0.174775460100493	1	1
"ENSG00000135951"	"ENSG00000135951"	2.96002332488835e-06	0.000613242310140918	5	1	0.465224981501713	1	1
"ENSG00000101782"	"ENSG00000101782"	6.94941611427832e-28	0.00063880907025493	5	1	0.578645947647693	1	1
"ENSG00000154380"	"ENSG00000154380"	0.0026258620655295	0.000728840893184922	4	1	0.444300439665097	1	1
"ENSG00000107968"	"ENSG00000107968"	2.21313450208699e-12	0.000746864566737688	10	1	0.421440598408569	1	1
"ENSG00000173786"	"ENSG00000173786"	3.46418543450969e-06	0.000766535066689951	5	1	-0.382357896854239	1	1
"ENSG00000173614"	"ENSG00000173614"	0.000833565300735616	0.000770740500183315	3	1	0.4577796289178	1	1
"ENSG00000165102"	"ENSG00000165102"	0.000448013842496185	0.000804250358465338	4	1	0.512422058972188	1	1
"ENSG00000172687"	"ENSG00000172687"	0.00429776364952925	0.00080473556509148	3	2	0.587386578263897	1	1
"ENSG00000121579"	"ENSG00000121579"	1.70327838481085e-08	0.000836003540326854	3	1	-0.615864251140342	1	1
"ENSG00000103197"	"ENSG00000103197"	0.00174460650099846	0.00085421770943834	3	1	0.616499404798713	1	1
"ENSG00000164163"	"ENSG00000164163"	0.00513870596636607	0.000868629199586051	3	2	-0.29852661791208	1	1
"ENSG00000143771"	"ENSG00000143771"	0.00367668486581825	0.000885386904966901	4	1	-0.177541325403241	1	1
"ENSG00000017797"	"ENSG00000017797"	4.82523880779615e-24	0.000912341434416242	4	1	-0.932104314976358	1	0.833333333333333
"ENSG00000068745"	"ENSG00000068745"	1.65522252026797e-12	0.000925226857187088	6	1	-0.203298426294482	1	1
"ENSG00000116521"	"ENSG00000116521"	0.00108251229540943	0.000941945868556868	4	1	-0.755696603367574	1	1
"ENSG00000129071"	"ENSG00000129071"	5.0318014028166e-19	0.000946036801143132	6	1	0.548385158947931	1	0.833333333333333
"ENSG00000167397"	"ENSG00000167397"	0.00829573093156524	0.000948884154738488	5	1	-0.24004348966541	1	1
"ENSG00000120709"	"ENSG00000120709"	0.000973749168194713	0.000965497139573137	3	1	-0.623623978567315	1	0.833333333333333
"ENSG00000073803"	"ENSG00000073803"	0.00359378639550621	0.000969392826992013	3	2	-0.327184747802182	1	1
"ENSG00000160993"	"ENSG00000160993"	9.49921789088917e-06	0.000979441811631436	4	1	0.573515849392847	1	1
"ENSG00000067113"	"ENSG00000067113"	0.00102255770231209	0.000983337106170717	4	1	-0.579627505761636	1	1
"ENSG00000171428"	"ENSG00000171428"	0.000487497520175893	0.00111321054250376	5	1	0.534615198045701	1	0.833333333333333
"ENSG00000106052"	"ENSG00000106052"	7.84289882818848e-23	0.0011234830114931	7	1	0.336130225931934	1	1
"ENSG00000111276"	"ENSG00000111276"	0.000122534546342357	0.00118055247911344	3	1	-0.301917048044157	1	1
"ENSG00000130813"	"ENSG00000130813"	2.98264676471408e-07	0.00118391656749496	5	1	-0.335917514053606	1	1
"ENSG00000115816"	"ENSG00000115816"	2.25984021375659e-11	0.00119466422461906	4	1	0.731591195962613	1	1
"ENSG00000184887"	"ENSG00000184887"	7.85569285132786e-07	0.00132178294024509	4	1	0.838660437172629	1	0.666666666666667
"ENSG00000165671"	"ENSG00000165671"	4.63452319047298e-05	0.0013391456826457	9	1	0.487961054962616	1	1
"ENSG00000167986"	"ENSG00000167986"	1.74367696702768e-09	0.00133989809051102	5	1	-0.308494735949456	1	1
"ENSG00000114850"	"ENSG00000114850"	5.82463547768688e-07	0.00140752892568083	5	2	0.731343279580284	1	1
"ENSG00000244038"	"ENSG00000244038"	0.00761950891432715	0.0014183500646121	3	2	0.196952061323271	1	1
"ENSG00000128951"	"ENSG00000128951"	5.73479000902167e-07	0.00143322232627285	5	1	0.267306300383116	1	1
"ENSG00000213563"	"ENSG00000213563"	9.63014725546028e-06	0.00148361130861486	3	1	0.299999785512637	1	1
"ENSG00000133142"	"ENSG00000133142"	2.75053869003833e-11	0.00150738974094133	5	1	-0.199382437014868	1	1
"ENSG00000161249"	"ENSG00000161249"	0.000218494014011056	0.00150917324812391	7	1	-0.262214247005147	1	1
"ENSG00000166145"	"ENSG00000166145"	2.93627485989879e-20	0.00153131359661836	9	1	-0.276716216980596	1	1
"ENSG00000101294"	"ENSG00000101294"	0.000194426606491338	0.0015323861081082	4	1	-0.179664007903507	1	1
"ENSG00000174628"	"ENSG00000174628"	1.01470421853701e-10	0.00153613691794795	9	1	0.3358584399357	1	1
"ENSG00000102317"	"ENSG00000102317"	0.0027682160093339	0.00156722483339142	4	1	0.238527902700464	1	1
"ENSG00000010244"	"ENSG00000010244"	4.49200621565673e-14	0.0015910048253046	7	1	0.362543489643694	1	1
"ENSG00000100413"	"ENSG00000100413"	7.35145111769864e-05	0.00159969688900832	4	1	0.571234878023994	1	1
"ENSG00000177685"	"ENSG00000177685"	0.0113373384390228	0.00161699772584408	11	1	0.295321641967995	1	1
"ENSG00000167699"	"ENSG00000167699"	0.00585908687048295	0.00163071076579105	3	1	0.297280651364567	1	1
"ENSG00000189376"	"ENSG00000189376"	6.05997057094605e-05	0.0016423615257677	4	1	-0.196975658121438	1	1
"ENSG00000104695"	"ENSG00000104695"	7.8376205510443e-36	0.0016548200393148	4	1	-0.526258048927286	1	1
"ENSG00000119844"	"ENSG00000119844"	0.00124011569888256	0.00168067591204635	5	2	0.480820809244864	1	0.833333333333333
"ENSG00000180398"	"ENSG00000180398"	0.00235209946060879	0.00172484111831716	10	1	-0.312961262491718	1	1
"ENSG00000117335"	"ENSG00000117335"	1.65488492933849e-14	0.00176915937218105	5	1	-0.50414773370642	1	1
"ENSG00000053770"	"ENSG00000053770"	4.71419452950646e-05	0.00179964710004178	4	1	-0.420198539177902	1	1
"ENSG00000132470"	"ENSG00000132470"	1.44001083640085e-27	0.00180705514549256	8	1	0.363401688040793	1	1
"ENSG00000166441"	"ENSG00000166441"	0.00469128255768745	0.00191658068116333	4	2	-0.295184422080695	1	1
"ENSG00000158315"	"ENSG00000158315"	1.3161538460382e-15	0.00191960112099834	4	1	0.413462103736177	1	1
"ENSG00000197641"	"ENSG00000197641"	0.00012549929434103	0.00205603085937951	7	1	-0.334613879601935	1	1
"ENSG00000185551"	"ENSG00000185551"	1.46402327592735e-12	0.00205996233046597	8	1	-0.335887460831692	1	0.833333333333333
"ENSG00000160226"	"ENSG00000160226"	0.00943478478812206	0.00206407552889785	3	2	-0.341926033062542	1	1
"ENSG00000139644"	"ENSG00000139644"	0.00907395991469877	0.0021469138545641	3	2	-0.259747320976118	1	1
"ENSG00000189001"	"ENSG00000189001"	0.0115328003454244	0.00218181071886267	3	2	0.3767291309499	1	0.833333333333333
"ENSG00000120694"	"ENSG00000120694"	5.40334665445589e-19	0.00220556190631219	9	1	-0.412230522534173	1	1
"ENSG00000168522"	"ENSG00000168522"	1.44509335142782e-08	0.00220891617437437	4	1	-0.169560160625809	1	1
"ENSG00000145191"	"ENSG00000145191"	1.00244557347566e-07	0.0022127471930819	8	1	-0.356018683953088	1	1
"ENSG00000102030"	"ENSG00000102030"	0.000145380008914669	0.00222196517062697	4	1	-0.739154363917236	0.833333333333333	0.833333333333333
"ENSG00000100083"	"ENSG00000100083"	2.04246586393717e-11	0.00226663463260173	5	1	-0.380357480428554	1	1
"ENSG00000166479"	"ENSG00000166479"	0.000263564158985803	0.00227466180397155	4	1	0.382978188704966	1	1
"ENSG00000143553"	"ENSG00000143553"	3.85378726585044e-05	0.00228667204523522	4	1	0.227083314629345	1	1
"ENSG00000187609"	"ENSG00000187609"	0.0112675905693856	0.00231794107802706	3	1	0.399019408571739	1	1
"ENSG00000006118"	"ENSG00000006118"	1.52080676228178e-07	0.00232063735570821	4	1	-0.333937199851793	1	1
"ENSG00000198466"	"ENSG00000198466"	0.006057204316787	0.00249913621154824	3	2	0.587811806986001	1	1
"ENSG00000103429"	"ENSG00000103429"	8.67362251884313e-06	0.00251786799406159	5	1	-0.364952740506661	1	1
"ENSG00000146282"	"ENSG00000146282"	2.33281829972727e-08	0.00251931982902754	6	1	0.397254416821237	1	1
"ENSG00000198563"	"ENSG00000198563"	1.55069249030701e-16	0.00255267107319276	5	1	-0.207656636683435	1	1
"ENSG00000100106"	"ENSG00000100106"	0.00358642760741208	0.00266815989220509	3	1	-0.212256965489493	1	1
"ENSG00000196961"	"ENSG00000196961"	0.000142351435254583	0.00267263640510245	3	1	0.331360854142202	1	1
"ENSG00000041988"	"ENSG00000041988"	5.19050713805169e-06	0.00271012373284087	4	1	0.674086023972938	1	0.833333333333333
"ENSG00000064601"	"ENSG00000064601"	0.0146796795224955	0.00287019194537638	4	2	-0.255558289585428	1	1
"ENSG00000206140"	"ENSG00000206140"	2.93323906963623e-06	0.00290097026137835	5	1	0.392125215194206	1	1
"ENSG00000154582"	"ENSG00000154582"	6.98846601191874e-07	0.00294509146325194	7	1	-0.203725645022186	1	1
"ENSG00000137500"	"ENSG00000137500"	7.06734644664158e-21	0.00313926293754456	8	1	0.59809618641211	1	1
"ENSG00000100162"	"ENSG00000100162"	3.45550631669119e-06	0.0033512796704257	3	1	-0.304116583516771	1	1
"ENSG00000132286"	"ENSG00000132286"	0.0251066241244845	0.00338395945082439	4	2	-0.313686434002017	1	1
"ENSG00000123240"	"ENSG00000123240"	1.15498502169703e-76	0.00348910915592961	8	1	-0.63516802001572	1	1
"ENSG00000140403"	"ENSG00000140403"	0.00536110346081244	0.00351464652332186	4	1	0.394247003720043	1	1
"ENSG00000105856"	"ENSG00000105856"	1.53625587228142e-10	0.00354892295498961	4	1	0.284614657776392	1	1
"ENSG00000168256"	"ENSG00000168256"	0.00361678183964171	0.00354912708628016	5	1	-0.619894339254568	1	0.833333333333333
"ENSG00000198176"	"ENSG00000198176"	3.28569981353672e-06	0.00360091024826561	5	1	0.464342880059542	1	1
"ENSG00000196141"	"ENSG00000196141"	1.25020588409103e-22	0.00361752571379145	10	1	0.264705796925399	1	1
"ENSG00000073350"	"ENSG00000073350"	4.21909350528878e-05	0.00368926019219497	6	1	-0.394235006604222	1	1
"ENSG00000141002"	"ENSG00000141002"	0.023540882500648	0.00384798085794484	6	1	-0.177229648564527	1	1
"ENSG00000011295"	"ENSG00000011295"	0.0191983819992949	0.00395721703612659	3	2	0.325463850011161	1	1
"ENSG00000126698"	"ENSG00000126698"	0.00539771907558438	0.0041563179256244	4	2	0.207645646439306	1	1
"ENSG00000161036"	"ENSG00000161036"	0.00384261271692183	0.00417934896338102	4	1	0.286026674953934	1	1
"ENSG00000140274"	"ENSG00000140274"	0.0201244879308576	0.0045055634903569	3	2	0.26632653319317	1	1
"ENSG00000154518"	"ENSG00000154518"	0.0321936334694648	0.00458384203268364	4	1	-0.219710434211541	1	1
"ENSG00000156171"	"ENSG00000156171"	7.623729115867e-12	0.00478888271322322	5	1	-0.618162816555042	1	1
"ENSG00000100918"	"ENSG00000100918"	0.0013947856231701	0.00487879911402111	5	1	0.275746872816771	1	1
"ENSG00000124164"	"ENSG00000124164"	0.00105374647598142	0.00502704260447105	5	1	-0.429849363587026	1	1
"ENSG00000168961"	"ENSG00000168961"	6.29303196568491e-11	0.00513326346653063	4	1	0.280898570725861	1	1
"ENSG00000179387"	"ENSG00000179387"	0.00211297729754789	0.00514856920366642	3	1	-0.58492284029079	1	1
"ENSG00000169727"	"ENSG00000169727"	0.0378263969231438	0.00515584658471263	5	1	0.444442550080549	1	1
"ENSG00000052126"	"ENSG00000052126"	0.0017231355551613	0.00526381416683787	3	1	-0.52279814658052	1	1
"ENSG00000276234"	"ENSG00000276234"	9.8845467406302e-05	0.00531801176221758	3	1	-0.819182327649981	1	0.833333333333333
"ENSG00000129151"	"ENSG00000129151"	0.01956051693874	0.00539748162898693	4	1	0.575208290208275	1	1
"ENSG00000100225"	"ENSG00000100225"	0.00487580138221702	0.00549032282394682	7	1	0.238514173727932	1	1
"ENSG00000170632"	"ENSG00000170632"	1.32225024347018e-14	0.00552933669696564	7	1	-0.372971393085291	1	1
"ENSG00000075975"	"ENSG00000075975"	5.57967248711632e-05	0.00553934339383451	3	1	0.347156652441053	1	1
"ENSG00000134574"	"ENSG00000134574"	4.78397540691706e-21	0.00559222840997358	8	1	-0.584415451623671	1	1
"ENSG00000128626"	"ENSG00000128626"	4.06276221949601e-07	0.00565270246759345	4	1	0.542374026789318	1	1
"ENSG00000071994"	"ENSG00000071994"	4.11092060399077e-09	0.00571121624573653	9	1	0.429064854128992	1	1
"ENSG00000101940"	"ENSG00000101940"	3.82262309511937e-10	0.00584239133958716	7	2	-0.297779243306444	1	1
"ENSG00000155660"	"ENSG00000155660"	5.94208621104428e-09	0.00584826078416848	5	1	0.646876259697183	1	1
"ENSG00000236287"	"ENSG00000236287"	0.0274432685289176	0.00633050299380527	3	1	-0.360540842071603	1	1
"ENSG00000160058"	"ENSG00000160058"	0.000264721958493289	0.00652228895245046	5	1	-0.483464744949046	1	0.833333333333333
"ENSG00000151665"	"ENSG00000151665"	5.78713876960462e-52	0.00671036129565767	5	1	0.798383694518306	1	1
"ENSG00000134326"	"ENSG00000134326"	0.000132695932090606	0.00688432926342918	4	1	0.283412429573677	1	1
"ENSG00000197536"	"ENSG00000197536"	8.78506011937326e-08	0.00692725184792217	4	1	0.713368221487113	1	0.833333333333333
"ENSG00000106615"	"ENSG00000106615"	6.1009416548362e-08	0.00731515500678364	3	1	-0.571356569881999	1	1
"ENSG00000204852"	"ENSG00000204852"	1.64107105152137e-12	0.0075262339197456	8	1	-0.45255541141971	1	1
"ENSG00000170606"	"ENSG00000170606"	0.00060623310054566	0.00752671018284769	4	1	-0.16857063607836	1	1
"ENSG00000174243"	"ENSG00000174243"	1.81534034622687e-13	0.00758823925545349	6	1	0.42503604964886	1	1
"ENSG00000240344"	"ENSG00000240344"	0.000986106352389636	0.00778371173089749	9	1	0.394572681184105	1	1
"ENSG00000183742"	"ENSG00000183742"	2.19236073022639e-06	0.00779128306117776	7	1	-0.49114210141378	1	0.833333333333333
"ENSG00000151023"	"ENSG00000151023"	0.0110719984725578	0.00781827847018468	4	1	0.212517929307429	1	1
"ENSG00000164105"	"ENSG00000164105"	0.0025600202530761	0.00795485805850033	3	1	0.368247326044097	1	1
"ENSG00000136518"	"ENSG00000136518"	2.76985598028494e-05	0.00796430508971331	3	1	0.251971870145605	1	1
"ENSG00000204514"	"ENSG00000204514"	0.0127324266430026	0.00799374657094803	5	1	-0.376290931122875	1	1
"ENSG00000119431"	"ENSG00000119431"	1.96015246295707e-17	0.00822051789573814	4	1	0.580814508541268	1	1
"ENSG00000160838"	"ENSG00000160838"	0.0137318977644614	0.00822882969488616	4	1	0.25475928079334	1	1
"ENSG00000177628"	"ENSG00000177628"	0.0127324266430026	0.00848804816789142	3	1	0.641003394245701	1	1
"ENSG00000126070"	"ENSG00000126070"	9.60421181092134e-05	0.00850785703820585	3	1	-0.787241121600639	1	0.833333333333333
"ENSG00000136021"	"ENSG00000136021"	6.92455250045648e-07	0.00857758192451385	4	1	0.483149754123863	1	0.833333333333333
"ENSG00000204711"	"ENSG00000204711"	0.00343408103687803	0.00886459921051088	7	1	0.218676325360078	1	1
"ENSG00000106399"	"ENSG00000106399"	3.80362354841907e-07	0.00906397770259026	3	1	-0.961394571591968	0.833333333333333	0.666666666666667
"ENSG00000138119"	"ENSG00000138119"	6.21151656298759e-28	0.00921897153907161	5	1	0.400810051337381	1	1
"ENSG00000163527"	"ENSG00000163527"	1.01545547727441e-05	0.00936800973983779	4	1	0.578727892047424	1	1
"ENSG00000136830"	"ENSG00000136830"	2.85437298847489e-08	0.00953016925630824	7	1	0.514418288011069	1	1
"ENSG00000173575"	"ENSG00000173575"	3.65523479774039e-10	0.0096025171133613	7	2	-0.33044262641856	1	1
"ENSG00000213024"	"ENSG00000213024"	5.11571213370481e-06	0.00974334891056679	7	1	-0.502991703996904	1	0.833333333333333
"ENSG00000117362"	"ENSG00000117362"	7.44110528716278e-07	0.00986745032313394	5	1	0.161034240760972	1	1
"ENSG00000092621"	"ENSG00000092621"	0.038843659502288	0.00995927674786623	3	2	0.25579004329514	1	1
"ENSG00000165175"	"ENSG00000165175"	0.0351362592747944	0.00997176864968559	3	1	0.268524962531653	1	1
"ENSG00000166669"	"ENSG00000166669"	0.0125735049934426	0.0100446494210427	3	1	0.331387359481717	1	1
"ENSG00000122970"	"ENSG00000122970"	0.00359967181196949	0.0102423913190124	3	1	-0.543271341911098	1	1
"ENSG00000130560"	"ENSG00000130560"	5.46448123440452e-22	0.0102907428307322	4	1	-0.442952715293127	1	1
"ENSG00000188659"	"ENSG00000188659"	0.00369715292501021	0.0107486461650995	3	1	-0.916220308253004	0.833333333333333	0.666666666666667
"ENSG00000187492"	"ENSG00000187492"	9.46016686827649e-05	0.0108990552349613	3	1	0.271840669222028	1	1
"ENSG00000109466"	"ENSG00000109466"	0.0218465414236362	0.0109576270355919	3	1	-0.348948325613227	1	1
"ENSG00000116747"	"ENSG00000116747"	8.15924301958865e-06	0.0110776851517065	8	1	-0.343434258009144	1	1
"ENSG00000100124"	"ENSG00000100124"	0.000583283400931559	0.0118434268519293	3	1	0.365234886623391	1	1
"ENSG00000157954"	"ENSG00000157954"	1.71018756796328e-39	0.0118708491679473	10	1	0.339361951623616	1	1
"ENSG00000143398"	"ENSG00000143398"	4.8249994524849e-14	0.0119226272755464	5	1	0.575648352327991	1	1
"ENSG00000186522"	"ENSG00000186522"	0.000682801596529998	0.0122506141837438	6	1	0.318979383028305	1	1
"ENSG00000135218"	"ENSG00000135218"	0.0454264748099547	0.0125298177698182	3	1	-0.592681999017094	1	1
"ENSG00000177731"	"ENSG00000177731"	0.0370834142484205	0.0131193041693931	4	1	-0.297340556245539	1	1
"ENSG00000095383"	"ENSG00000095383"	0.00186901746758124	0.0132671497589714	4	1	-0.363358871051345	1	1
"ENSG00000112655"	"ENSG00000112655"	0.0142903369835905	0.0134304232986941	4	2	0.480035958902188	1	1
"ENSG00000158435"	"ENSG00000158435"	0.000513607835960372	0.0135351521199469	3	1	-0.430592337309403	1	1
"ENSG00000162231"	"ENSG00000162231"	0.00255105771703731	0.0137409348837067	3	1	0.327586205819505	1	1
"ENSG00000165698"	"ENSG00000165698"	3.30677239129567e-05	0.0139067885261622	4	1	0.275110924235619	1	1
"ENSG00000144048"	"ENSG00000144048"	2.11040848570736e-06	0.0140410248331883	3	1	-0.290586326673887	1	1
"ENSG00000113916"	"ENSG00000113916"	1.38486159643699e-10	0.014180349095673	4	1	0.775910821173624	1	1
"ENSG00000170619"	"ENSG00000170619"	0.00348648910315955	0.0144405081708892	3	1	-0.277542045089164	1	1
"ENSG00000133115"	"ENSG00000133115"	0.000648209327793866	0.0148174677233381	3	1	-0.451611704084563	1	1
"ENSG00000026025"	"ENSG00000026025"	3.16996212812693e-05	0.0148515120179866	3	1	-0.294079789093807	1	1
"ENSG00000164889"	"ENSG00000164889"	1.25107015018881e-06	0.0156794048188202	6	1	0.423077211591316	1	1
"ENSG00000008130"	"ENSG00000008130"	1.26963155611665e-07	0.0160871125427694	7	1	0.500000031771193	1	1
"ENSG00000180822"	"ENSG00000180822"	3.11749284526413e-05	0.0174813658254817	4	1	0.266121609337731	1	1
"ENSG00000151327"	"ENSG00000151327"	0.0200260202568959	0.017703273207733	4	1	0.249185103179684	1	1
"ENSG00000124207"	"ENSG00000124207"	0.00384192501918065	0.0177332296528804	3	1	-0.54545454323828	1	1
"ENSG00000187118"	"ENSG00000187118"	4.5817205960958e-39	0.0189990663023225	5	1	-0.632827253109595	1	1
"ENSG00000136682"	"ENSG00000136682"	1.93572595082576e-14	0.0190412493550869	7	1	-0.298169162131111	1	1
"ENSG00000051009"	"ENSG00000051009"	1.8528074857709e-07	0.0192081707166538	5	1	-0.769225902786649	1	0.666666666666667
"ENSG00000177082"	"ENSG00000177082"	1.09845331123094e-13	0.0197151366189441	4	1	0.665977501918712	1	1
"ENSG00000159445"	"ENSG00000159445"	0.00982503984629825	0.0199034561360397	5	1	-0.537806121441934	1	1
"ENSG00000096063"	"ENSG00000096063"	0.00412430296495281	0.0204006427372098	3	1	-0.623071223584043	0.833333333333333	0.833333333333333
"ENSG00000013374"	"ENSG00000013374"	1.53903665897682e-10	0.0204570803861883	4	1	0.585446254963003	1	1
"ENSG00000142046"	"ENSG00000142046"	5.59956333499739e-05	0.0210500314998641	12	1	0.405842612184228	1	0.833333333333333
"ENSG00000196562"	"ENSG00000196562"	1.49258761736372e-10	0.0214250139968154	7	1	-0.343083629505862	1	0.833333333333333
