"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_UK_72hpi_adult_Infected-Ciliated_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000283886",0.00323618039427286,0.00219589748820724,3,2,-0.384862054185097,1,1
"ENSG00000178234",3.40084357454496e-09,0.197462440471053,3,0,-0.384845939585743,1,1
"ENSG00000164105",1.4298240173553e-07,1,6,0,0.384615309767233,1,1
"ENSG00000096093",5.79311553076972e-34,1,9,0,-0.384057958426813,1,1
"ENSG00000090372",8.6446578256526e-05,0.0756700747888322,3,0,0.383835859596522,1,1
"ENSG00000136261",2.66899201265888e-24,1.56531913069888e-06,4,1,-0.383572061742258,1,1
"ENSG00000168490",0.000734227106551193,1,3,0,0.383332783544112,1,1
"ENSG00000118600",0.00359808434271234,1,5,0,0.38314989298091,1,1
"ENSG00000140416",1.87468258987798e-34,1,4,0,-0.381533060015361,1,1
"ENSG00000172590",8.1822261880243e-19,1,8,0,-0.380442134951821,1,1
"ENSG00000131187",1.99062329456176e-06,0.0174462808043347,5,1,0.380029813166933,1,0.833333333333333
"ENSG00000131051",3.46977204924878e-24,0.000704272469432783,9,1,0.380002315990355,1,1
"ENSG00000168994",1.05359908557328e-08,8.69012846905165e-05,3,1,-0.379662469120515,1,1
"ENSG00000130429",1.7755480787993e-157,1.74850141096372e-96,4,1,-0.37916255529242,1,1
"ENSG00000205572",3.65446043394841e-05,0.000503632444431589,3,1,0.378272894149012,1,1
"ENSG00000242516",2.00063419253467e-05,0.0829109782627956,4,0,0.378205912021947,1,1
"ENSG00000270647",3.43221587157005e-26,1.1476402343144e-05,6,1,0.378072081188336,1,1
"ENSG00000151491",0.000200245981864414,0,2,2,-0.377521721687206,1,1
"ENSG00000178741",1.15487818028297e-72,0,2,2,-0.377383781233261,1,1
"ENSG00000126778",6.53609822351283e-07,0.00128231670639891,3,1,0.376703890068624,1,1
"ENSG00000060339",3.09132088142892e-13,1,7,0,-0.375000419257353,1,0.833333333333333
"ENSG00000115239",0.00429590057063957,0.046324522105937,3,1,0.374335599527851,1,1
"ENSG00000142606",0.00887302616568383,0.151398164495605,5,0,-0.374326398985277,1,0.833333333333333
"ENSG00000181284",3.30457537808888e-11,1,5,0,-0.373694114316996,1,1
"ENSG00000115129",6.14241288713113e-24,3.92257213991153e-09,8,1,-0.373421381708502,1,1
"ENSG00000126581",9.64282001151954e-18,0.000512727030817992,6,1,-0.373203883198855,1,1
"ENSG00000235098",2.40666509279182e-25,1,11,0,-0.372807458812173,1,0.666666666666667
"ENSG00000163701",0.0107337287450702,0.00354519498119071,5,1,0.372226953451337,1,1
"ENSG00000254986",1.9242885650159e-06,1.58051820159916e-05,3,1,-0.371816601673314,1,1
"ENSG00000132424",5.81626672843009e-62,0.0763526184053034,12,0,0.371211590791841,1,1
"ENSG00000103067",0.000313352785064846,0.151015343059517,5,0,-0.370375725512915,1,1
"ENSG00000122482",1.99304957132265e-13,1,9,0,-0.369863013373075,1,1
"ENSG00000151746",0.0155474711267355,1,3,0,-0.36970045489996,1,1
"ENSG00000276170",2.23646307399405e-23,1,7,0,-0.368791961071307,1,1
"ENSG00000105676",9.53740386728518e-06,1,5,0,-0.368510471992245,1,1
"ENSG00000122008",0.000177365063144143,1,4,0,-0.368422214409712,1,1
"ENSG00000139437",4.66072508077757e-15,1,8,0,0.368420604738109,1,1
"ENSG00000137648",1.798468542352e-20,1,6,0,-0.368259916517943,1,1
"ENSG00000114648",0.0175367408967005,1,3,0,-0.367394170574353,1,1
"ENSG00000261052",8.09169123424366e-09,0.895362704926779,6,0,-0.367203423228762,1,1
"ENSG00000167740",0.0150556429853488,1,3,0,-0.3672024132319,1,1
"ENSG00000129084",5.33786332235014e-26,1,8,0,0.366932593558597,1,1
"ENSG00000117477",0.00943677147436562,0.255192847200973,4,0,0.366581905546164,1,1
"ENSG00000146963",9.15134640155229e-22,3.34093580502821e-06,4,2,-0.3663464370209,1,1
"ENSG00000149269",1.09873958848972e-11,1,8,0,-0.365385277365477,1,1
"ENSG00000173264",1.21255202182303e-19,1,13,0,-0.365188117587863,1,1
"ENSG00000136830",3.79152805459514e-11,0.000786564643858836,4,1,-0.364935112309698,1,1
"ENSG00000137500",1.35986757251272e-27,1,9,0,-0.364406526511322,1,1
"ENSG00000186960",1.31031060020727e-05,0.690221865973524,5,0,-0.364156884488487,1,1
"ENSG00000261105",0.0109602951338775,0.0650885330853802,5,0,-0.363645722444959,1,1
"ENSG00000197798",1.13303748941327e-05,1,5,0,-0.36363661373189,1,1
"ENSG00000174718",1.9156090075231e-13,1,11,0,-0.363636362970527,1,0.833333333333333
"ENSG00000259153",0.00052775563767472,1,5,0,-0.363574946014591,1,0.833333333333333
"ENSG00000154813",0.00343872862126968,0.145603778845501,4,0,-0.363191480094148,1,1
"ENSG00000226067",4.36248901524847e-20,9.87207926871931e-05,9,1,-0.362874289112736,1,1
"ENSG00000005206",3.69325006508025e-09,0.000156136288698824,8,1,0.362134319739042,1,1
"ENSG00000169251",2.19802323795935e-06,0.0310047275535508,5,1,-0.361899492093115,1,1
"ENSG00000058799",0.0223761919452356,0.0155818509470603,4,2,-0.361882165108179,1,1
"ENSG00000124570",7.12275753194597e-20,0.000191844586959353,5,1,0.361711151563461,1,1
"ENSG00000185650",1.69560664699649e-30,3.80388240209799e-09,5,1,-0.360975609285443,1,1
"ENSG00000003509",0.0474852457410083,0,2,2,0.360828119835339,1,1
"ENSG00000153827",1.12719899387051e-09,1,8,0,-0.360655895853076,1,1
"ENSG00000171302",0.000558813568598241,0.0104054072751393,5,1,-0.360482389192128,1,0.833333333333333
"ENSG00000105698",4.82521008995022e-11,0.0009380489542065,5,1,-0.360257491034088,1,1
"ENSG00000006744",0.00113229058786109,0.128029949190949,4,0,0.360036139411446,1,1
"ENSG00000067082",2.4867486054495e-06,2.34390494692171e-07,3,2,0.359945170445264,1,1
"ENSG00000172927",4.36281285792889e-06,0.564604780974239,5,0,0.359633002457964,1,1
"ENSG00000136840",9.15646118088593e-08,0.0489194125566154,6,1,-0.359431731612368,1,1
"ENSG00000117395",2.43736390550013e-73,1,5,0,0.359291814846731,1,1
"ENSG00000114770",3.41171455847307e-09,1,6,0,-0.358907359518356,1,1
"ENSG00000197226",8.59088405760956e-21,1,8,0,0.358208955223382,1,1
"ENSG00000204344",2.18980674872636e-09,0.000276347667319269,3,1,0.357627139767008,1,1
"ENSG00000108784",0.004013265608734,0.0207198957833405,4,1,0.357583750766139,1,1
"ENSG00000171469",0.00385846132980072,0.752911503795667,6,0,0.357291090035925,1,1
"ENSG00000124380",5.68256344358691e-05,1,4,0,0.357031414459956,1,1
"ENSG00000176623",1.55325270132289e-34,4.43270636708264e-07,9,1,0.355969155340357,1,1
"ENSG00000004866",0.0450281296810404,1,4,0,0.355308688558915,1,1
"ENSG00000138606",0.0441925214913003,0.307209642789861,3,0,0.354050224233321,1,0.833333333333333
"ENSG00000169193",0.016339677147335,1,6,0,0.352831995917591,1,1
"ENSG00000099326",0.00409526721206438,0.000386664857711363,4,1,0.35269656780234,1,1
"ENSG00000173846",0.0164669603868347,0.00365910500156061,3,2,0.352301115835986,1,1
"ENSG00000088448",1.12166063761736e-06,1,6,0,0.352250616765666,1,1
"ENSG00000177409",7.22623145979775e-11,1,10,0,-0.35218648293466,1,0.666666666666667
"ENSG00000051009",5.48112603140811e-07,0.0190949889263253,6,1,-0.352133256498833,1,1
"ENSG00000053254",1.2679756476824e-09,1,6,0,0.352122614441774,1,1
"ENSG00000168575",7.78812235719001e-22,1,7,0,-0.352018185888944,1,1
"ENSG00000117676",1.07056833702521e-15,1,5,0,-0.351308196846852,1,1
"ENSG00000015479",1.38949673406845e-25,1,10,0,-0.350879817204703,1,1
"ENSG00000106355",0.000719468834542985,0.578123918571126,5,0,0.350637365178505,1,1
"ENSG00000112655",0.00595692004572064,1,6,0,0.350515162353445,1,1
"ENSG00000107175",6.09582814077799e-12,4.73038637730196e-09,4,1,0.350260520309772,1,1
"ENSG00000253982",3.67782191575266e-05,0.163781231645919,5,0,0.350000388789872,1,0.833333333333333
"ENSG00000106052",9.09052466694888e-25,1,4,0,0.349943987771714,1,1
"ENSG00000072310",1.66270109812429e-06,7.30846755748563e-05,5,1,0.34886274121179,1,1
"ENSG00000166145",4.12328718336149e-56,1.3755527462705e-06,7,1,0.348717455412588,1,1
"ENSG00000204859",1.46961344905965e-22,1,11,0,0.348484475972005,1,1
"ENSG00000101940",3.32873928675349e-25,9.0761877240818e-09,5,1,0.347969235125441,1,1
"ENSG00000096746",1.08919121740726e-53,1,8,0,-0.347623659640991,1,1
"ENSG00000154845",2.01169920276554e-14,1,7,0,-0.347327780302825,1,1
"ENSG00000183765",0.0208438642121991,0.0872759584135038,5,0,0.346666094331028,1,1
"ENSG00000110492",1.5357056012213e-104,5.98785799114474e-50,5,1,-0.346579344737101,1,1
"ENSG00000155026",0.00012257604686564,0.0293277842052882,5,1,0.345352163074687,1,1
"ENSG00000037474",0.000209893935847856,0.0076565780004557,3,1,0.344683619594589,1,1
"ENSG00000183844",4.09156622425568e-17,1.99820388435851e-12,3,1,0.344637264278201,1,1
"ENSG00000122545",2.31825464538177e-96,1.10670969677527e-12,5,1,-0.344569899496989,1,1
"ENSG00000147592",7.79168633140086e-05,0,2,2,0.344503698327287,1,1
"ENSG00000156313",2.9376961482334e-21,0.00279092927643446,8,1,-0.343749972933562,1,1
"ENSG00000108384",3.15022049381704e-25,0.184334050236908,8,0,-0.343126846419153,1,1
"ENSG00000095321",0.000400539359148691,0.170290333837288,5,0,0.343024165289957,1,1
"ENSG00000065457",1.81349465326516e-06,0.460768819869177,5,0,-0.34285717357044,1,1
"ENSG00000135838",9.02425909215043e-13,1,9,0,-0.34285712073478,1,1
"ENSG00000149929",2.16024386807236e-10,0.146727751442072,7,0,-0.342104317241173,1,1
"ENSG00000112539",7.80523583416251e-07,1,7,0,-0.342035610996961,1,1
"ENSG00000134779",5.6889879430914e-46,4.0869315608141e-05,11,1,-0.342032897659429,1,0.833333333333333
"ENSG00000135925",1.90084858545168e-26,0.0277067231081692,7,1,-0.341816888850352,1,1
"ENSG00000072682",8.70476421039137e-33,1,13,0,0.341169202337456,1,1
"ENSG00000157216",0.000153469451597964,0.00092567382037293,5,2,-0.34067128476475,1,1
"ENSG00000174943",0.000794912484924446,1,4,0,-0.340659562190494,1,1
"ENSG00000114209",4.36328844015244e-25,0.00512453347939841,6,1,0.340561299995777,1,1
"ENSG00000138434",7.04932443864121e-10,0.0839301622130701,8,0,0.340353174953395,1,1
"ENSG00000151923",2.7053170140977e-09,1,6,0,0.339285773697236,1,1
"ENSG00000124596",2.11244389208812e-32,1,13,0,-0.339036156771822,1,1
"ENSG00000048140",7.23016101626957e-10,1,8,0,0.338983141374721,1,1
"ENSG00000100983",4.13404316675106e-19,0.000107701087328883,5,1,0.338657900759975,1,1
"ENSG00000138757",0.000650430289859094,0.00364739667625707,3,1,0.337746026210241,1,1
"ENSG00000161642",1.90796933789649e-14,1,7,0,-0.337662334912728,1,1
"ENSG00000173801",6.05046776574408e-24,2.19868242279084e-06,7,1,-0.336222636496635,1,1
"ENSG00000143418",0.0484514854016025,0,2,2,0.336092057966677,1,1
"ENSG00000203950",1.24194745915374e-06,1.70913420847668e-07,3,2,0.335918306978732,1,1
"ENSG00000141738",0.0172104844193889,0.210309888200458,4,0,0.335713199227172,1,1
"ENSG00000107829",0.0318274353552631,0.0118868790233201,3,1,-0.333721161075541,1,1
"ENSG00000157110",6.79117118312505e-15,1,5,0,-0.333333629610242,1,1
"ENSG00000163162",0.00670441106765809,1,6,0,0.333333461514791,1,1
"ENSG00000110328",1.57393009570758e-07,0.00121686480058057,3,1,0.333333295805256,1,1
"ENSG00000261824",0.00959704445741766,1,6,0,0.333332625845589,1,0.833333333333333
"ENSG00000196873",9.06376029812458e-14,1,9,0,0.333332290579723,1,1
"ENSG00000214719",0.0398988180962543,1,5,0,0.3333322780288,1,1
"ENSG00000128951",4.06351301556106e-15,1.84231461355218e-08,4,2,-0.333032027907274,1,1
"ENSG00000141013",6.45659337536889e-07,0.00588064366593986,4,1,-0.333026271420647,1,1
"ENSG00000166949",0.00275316927860634,1,7,0,0.332839123589702,1,1
"ENSG00000171813",3.14565065029534e-10,1,6,0,0.332684889738008,1,1
"ENSG00000130640",9.76420733900803e-32,1,9,0,-0.332309606462979,1,1
"ENSG00000172062",2.19802323795935e-06,0.00635161971720707,4,1,-0.331898717984103,1,1
"ENSG00000165175",4.04476640755266e-06,4.34469482790411e-07,3,2,-0.331696520984119,1,1
"ENSG00000132275",0.0438625537814005,0.0300963216737878,3,1,0.331583906636654,1,1
"ENSG00000026025",1.82627986140723e-06,0.000821339375369426,3,1,-0.330924617051314,1,1
"ENSG00000105568",8.76309935546587e-14,1.86665450713203e-11,3,1,-0.330445961010024,1,1
"ENSG00000115310",1.59280055765923e-126,4.40200098327149e-19,6,1,-0.329992676007816,1,1
"ENSG00000107968",4.39337117168142e-12,0.00168736252937395,6,1,-0.329934785542977,1,1
"ENSG00000119801",1.03524278534868e-28,1,7,0,0.329787701303504,1,1
"ENSG00000137193",6.00665430621199e-06,3.01651631478026e-05,4,1,0.329400042976663,1,1
"ENSG00000177951",0.0423712329100811,1,4,0,0.328643968222864,1,0.833333333333333
"ENSG00000123080",0.00369885611856512,0.419545696088254,3,0,-0.327773927835218,1,1
"ENSG00000164855",4.43256228467267e-06,1,7,0,0.326476876737525,1,1
"ENSG00000129226",0.000100716347996083,0.112301761836883,3,0,0.326011954458287,1,1
"ENSG00000054611",7.63460496194343e-06,1,5,0,0.325896647037395,1,1
"ENSG00000107164",8.22881351316063e-11,0.0236852169267815,4,1,0.32521014019502,1,1
"ENSG00000114480",9.01571680714352e-09,1,3,0,-0.325099250297883,1,1
"ENSG00000180398",4.29685203465583e-33,5.32824950187275e-05,13,1,-0.324999645110064,1,1
"ENSG00000198522",0.00269186644216208,0.000461197440011153,3,2,-0.324421119567945,1,1
"ENSG00000203706",1.41068105170104e-08,1,6,0,-0.32440688460057,1,1
"ENSG00000068796",7.8677937227532e-07,0.133178675422514,3,0,-0.324377161708478,1,1
"ENSG00000221914",1.15926371861248e-11,7.39426753285931e-05,4,1,0.323942701368828,1,1
"ENSG00000164031",1.326126491452e-06,0.00103309103740198,3,1,-0.323816675438196,1,1
"ENSG00000078061",0.00382588470568478,0.000630300076726693,3,2,0.32371090336908,1,1
"ENSG00000141644",7.86752718681287e-07,0.447950709767277,10,0,-0.323529034135692,1,0.666666666666667
"ENSG00000204256",1.40879649420486e-11,0.000865521684237731,6,1,-0.323404155684683,1,1
"ENSG00000186106",0.00779959583027907,1,3,0,-0.323135027407051,1,1
"ENSG00000100949",3.30960993343626e-07,0.0256363867513021,5,1,0.322862594052828,1,1
"ENSG00000149262",0.00255839234098354,0.187840156425029,4,0,-0.322143691357365,1,1
"ENSG00000087470",0.0153498948641612,0.634986333383723,4,0,-0.321687653151799,1,1
"ENSG00000073584",3.49626232623468e-26,1,7,0,0.321051450327676,1,1
"ENSG00000082701",1.48761942394061e-11,1,3,0,0.320761969165094,1,1
"ENSG00000068438",1.97569419383715e-11,0.0233060913610655,4,1,0.32011535319613,1,1
"ENSG00000175324",1.04140127494904e-46,1,6,0,0.31999999883546,1,1
"ENSG00000105835",2.19713075915663e-11,2.77672074061532e-12,3,2,-0.319803955577405,1,1
"ENSG00000139726",1.14114026796811e-09,1,4,0,0.319600418258007,1,1
"ENSG00000172663",1.79089557276008e-06,1,7,0,-0.319332441148829,1,1
"ENSG00000130844",0.0435905318619434,0.517391424639138,3,0,0.319297168377757,1,1
"ENSG00000162086",0.000518743358890959,0.698103766300054,5,0,0.318181972742628,1,1
"ENSG00000153113",4.02626945670311e-30,0.00265639022151985,11,1,0.317391304723362,1,1
"ENSG00000153292",1.74274687407321e-17,0.157644450135989,7,0,0.317360621229595,1,1
"ENSG00000104886",2.7932852310416e-14,0.0762455672844391,7,0,-0.317086949615847,1,1
"ENSG00000132581",1.1814118035806e-21,1,5,0,0.316803205827433,1,1
"ENSG00000140299",3.98456566183941e-08,1,5,0,0.316500888786765,1,1
"ENSG00000182979",9.31794574902442e-09,1,9,0,0.31573894423151,1,1
"ENSG00000119335",4.49763338447116e-11,9.09691165584277e-06,3,1,0.31518772398332,1,1
"ENSG00000110911",0.0124882249550277,1,6,0,-0.314974583063456,1,1
"ENSG00000159079",0.0252761634934949,0.0340314708836501,3,1,0.314443269488294,1,0.833333333333333
"ENSG00000104695",4.96598905140392e-05,1.06424263406352e-05,3,2,-0.314160652288294,1,1
"ENSG00000160633",0.000131408209311781,0.000126397617208231,3,2,-0.314089368725384,1,1
"ENSG00000128731",1.30384332442683e-06,1,5,0,0.314007424519332,1,1
"ENSG00000232677",5.11885979649576e-11,1,10,0,0.313994872285026,1,1
"ENSG00000100320",6.0706017429072e-07,1,7,0,-0.313053753538188,1,1
"ENSG00000197249",0.0151902071775433,1,5,0,0.312498587847346,1,1
"ENSG00000133961",0.0391574475000209,1,6,0,-0.312379833976434,1,1
"ENSG00000162613",3.69721946917762e-07,0.0075012500941206,7,1,-0.312171189319819,1,1
"ENSG00000100142",0.00780706587243981,0.125060470165274,5,0,0.311687230791151,1,1
"ENSG00000178950",1.72753841671121e-07,0.0549495086461123,7,0,-0.311605664214298,1,1
"ENSG00000112679",3.76680888438799e-11,1,6,0,-0.31111133314974,1,1
"ENSG00000148334",1.85769336988976e-18,1,5,0,-0.31097649898628,1,1
"ENSG00000101347",1.14263344416525e-17,1.1320317507442e-06,9,1,0.310179409048412,1,1
"ENSG00000171811",7.9334837216903e-07,1,4,0,0.310066695095067,1,1
"ENSG00000196275",1.67757917860896e-10,0.0237297645579226,4,1,-0.310033169855744,1,1
"ENSG00000167136",7.16490353182959e-21,0.00146364717145539,3,1,0.309562200352272,1,1
"ENSG00000125378",0.0279108835101652,0.0647870348007418,4,0,0.309306576474818,1,1
"ENSG00000132780",2.79510581572935e-13,2.94706196438048e-06,6,1,0.308689686818299,1,1
"ENSG00000070190",9.46227604091471e-05,0.00733196843434581,3,1,-0.308623572722353,1,1
"ENSG00000123219",0.0370578867874823,0.188887921878236,5,0,0.30862101751993,1,1
"ENSG00000152457",0.00318237660396117,0.563288494074682,5,0,-0.308539217232142,1,1
"ENSG00000169660",3.20107750159001e-06,1,9,0,0.308475057182836,1,1
"ENSG00000143321",6.91320366958203e-09,0.000802998272996299,6,1,0.308424375199021,1,1
"ENSG00000103876",9.65344838205194e-05,0.0633056870938465,3,0,-0.308347925021257,1,1
"ENSG00000149480",0.0027597174133211,0.105356653065465,5,0,0.308271865035154,1,1
"ENSG00000117868",0.00934289984871777,0.0809797870624732,3,0,0.308129530078102,1,1
"ENSG00000105619",4.62874333222296e-06,0.0656046906249545,3,0,-0.308114722815124,1,1
"ENSG00000003402",2.64478857152659e-18,0.000347933394667359,6,1,0.307524145069194,1,1
"ENSG00000168010",0.00539104099496893,0,2,2,-0.307427443307958,1,1
"ENSG00000172936",0.0301709711378785,0.359585090987715,4,0,0.307116683610915,1,1
"ENSG00000144182",0.030006491612566,0.138542963726586,3,0,-0.306723729895368,1,1
"ENSG00000107581",0.000247239694141589,0.00264611067074357,4,1,-0.30664102543127,1,1
"ENSG00000130826",7.86541955844485e-13,0.0106493273539515,3,1,0.306244617880844,1,1
"ENSG00000204977",0.022457303092583,0.155612281865738,4,0,0.305750137760469,1,1
"ENSG00000166822",0.0240815083968385,0.405791040866518,3,0,0.305693983530276,1,1
"ENSG00000146282",6.88555938148292e-14,1.02971779388161e-05,6,1,-0.305455711124836,1,1
"ENSG00000215256",0.00116971565571118,0.0258560566448242,3,1,0.305371005255394,1,1
"ENSG00000139350",0.00140901730342512,1,4,0,-0.305303082323673,1,1
"ENSG00000197170",0.0150343438242161,0,2,2,0.304587476650991,1,1
"ENSG00000013375",0.00010917163259435,1,7,0,-0.304346572913988,1,1
"ENSG00000138398",0.00352632630091173,0.0765371834012462,3,0,-0.304330016584561,1,1
"ENSG00000164172",5.08364749387801e-25,1,4,0,-0.303571601927061,1,1
"ENSG00000109321",6.94725605168057e-08,0,2,2,-0.303025757803622,1,1
"ENSG00000109920",2.04937362361689e-05,0.0739151247498622,5,0,0.302563986576158,1,1
"ENSG00000170545",4.20116408158005e-27,1,4,0,-0.302520003546072,1,1
"ENSG00000159714",1.81231861601687e-11,0.0462330511257896,8,1,0.302485936488557,1,1
"ENSG00000285437",4.67570030854216e-50,1,14,0,0.302158274779286,1,1
"ENSG00000123159",2.50489816684166e-81,1,8,0,-0.302103678209393,1,1
"ENSG00000133706",3.59332083553395e-11,0.0292202545797298,7,1,0.301964774073391,1,1
"ENSG00000102984",0.000279005003864717,0.937924028535609,8,0,-0.300814610967575,1,1
"ENSG00000177854",1.3849679044592e-05,0.487758706485574,3,0,0.300230200113489,1,1
"ENSG00000224383",1.20122786403162e-05,1,5,0,-0.300202078959085,1,1
"ENSG00000148399",4.15728809384059e-07,0.0180963746072391,7,1,0.300002374533096,1,1
"ENSG00000166965",0.0180094664481766,1,3,0,-0.299694366434997,1,1
"ENSG00000115271",0.0110106865963841,0.155394460577063,5,0,-0.299641427070753,1,1
"ENSG00000183196",0.00138667673782257,0.0980542735691929,5,0,0.298994003592028,1,1
"ENSG00000188343",0.00580444908964525,1,5,0,-0.298762542646814,1,0.833333333333333
"ENSG00000110274",8.60727898535698e-18,1,6,0,-0.298741405782758,1,1
"ENSG00000144645",0.00104098097874766,0.103262608055971,4,0,-0.297468323622037,1,1
"ENSG00000124370",2.481442094154e-06,0.44077914807468,5,0,0.297455643827263,1,1
"ENSG00000159346",4.25837748405834e-21,7.52600108401058e-10,4,1,0.297414041936826,1,1
"ENSG00000013441",0.00138877635930337,0.0316168114885519,5,1,-0.297059880469419,1,1
"ENSG00000242247",6.35099983620646e-06,0.000103512952121421,3,1,0.296689940126762,1,1
"ENSG00000010361",1.16834238635322e-15,0.0212278210768604,6,1,0.29661012525879,1,1
"ENSG00000172465",0.0235044442551869,0.151420730696579,4,0,0.296259684341489,1,1
"ENSG00000247828",0.00010085476745221,0.0606490403817027,9,0,-0.296129206369764,1,1
"ENSG00000114857",5.19949208678774e-08,1,8,0,0.295917802054417,1,1
"ENSG00000100664",5.38108242688469e-11,1,5,0,0.295772155931969,1,1
"ENSG00000158850",5.55849065153982e-07,1,4,0,-0.295455347505639,1,1
"ENSG00000204520",0.028678010170133,0.0209512187793299,3,1,0.295069135358373,1,1
"ENSG00000033170",0.000228575121627438,1,3,0,0.294560061066864,1,1
"ENSG00000165060",0.00571141715471063,0.15125297585079,3,0,0.293877044833096,1,1
"ENSG00000144118",2.31799129553379e-05,0.00291653152726812,3,1,0.29377871000142,1,1
"ENSG00000100461",0.0418560136183118,1,7,0,-0.293663549939265,1,0.833333333333333
"ENSG00000174738",0.0414578310213574,0.0309180877635618,3,1,-0.293110599208496,1,1
"ENSG00000118518",0.0071248223344818,1,7,0,-0.292379390107349,1,0.833333333333333
"ENSG00000104164",2.27091386196883e-33,0,2,2,0.29223781841225,1,1
"ENSG00000173575",1.89373090697983e-17,0.0494559642128328,5,1,0.292026037012581,1,1
"ENSG00000169064",1.99362264500162e-07,1,10,0,0.291953045689671,1,1
"ENSG00000065361",0.000527448349760352,0.00165791095118168,3,1,0.290985453839579,1,1
"ENSG00000245532",8.24501044056038e-65,9.79154785985791e-28,4,2,0.290924127309506,1,1
"ENSG00000138796",1.14667158535072e-11,1,4,0,-0.290757866755371,1,1
"ENSG00000189377",0.000422323366713361,0.00146968915914179,3,1,0.290713993428287,1,1
"ENSG00000034152",9.67475572872864e-07,5.71314882068344e-07,3,2,0.290646397823868,1,1
"ENSG00000173950",0.00282075957144596,0.0638966715024389,3,0,0.290528946855532,1,1
"ENSG00000115806",1.72486134808444e-08,0.0596161224805949,4,0,0.290404426378535,1,1
"ENSG00000153015",3.02246830559433e-05,0.00574107126793755,4,1,0.290318486908616,1,1
"ENSG00000183751",0.00521871831474985,0.00520340658973907,3,1,-0.290167465241101,1,1
"ENSG00000011295",7.54098106175569e-06,0.0799511383294204,4,0,0.290024816126805,1,1
"ENSG00000119185",1.97031839909775e-07,0.169742200267393,7,0,-0.289715563012626,1,1
"ENSG00000136243",0.000494808871515903,0.0408655901831613,5,1,0.289634534553065,1,1
"ENSG00000198492",2.69254061861971e-63,1,7,0,-0.289339160855532,1,1
"ENSG00000017483",4.66961852053356e-07,0.0274882996675314,7,1,0.28880749743321,1,1
"ENSG00000166183",0.000286809378302614,1,9,0,0.28878614962569,1,1
"ENSG00000214022",1.15290581175116e-10,1,10,0,-0.28875939668635,1,1
"ENSG00000090060",8.32347535267288e-17,2.41558541484429e-07,6,1,-0.288709066193543,1,1
"ENSG00000087087",8.71560022186998e-11,0.106729659925631,8,0,-0.288461488711546,1,1
"ENSG00000249859",0.000135665657821466,0.00794112976460949,6,2,-0.288094534251694,1,1
"ENSG00000117143",0.00241824787856877,0.000423473293660005,5,2,-0.287637653982542,1,1
"ENSG00000142867",0.00166639480338486,0.00024563519961743,3,2,-0.28760492854676,1,1
"ENSG00000133460",0.0171058691205415,1,4,0,-0.287364856533464,1,1
"ENSG00000175354",5.16828502515521e-47,1,8,0,-0.287356045909431,1,1
"ENSG00000185009",7.00710477757056e-05,1,3,0,0.286377993302604,1,1
"ENSG00000177963",5.75654045691444e-09,0.00582537778480628,6,1,-0.286149606804421,1,1
"ENSG00000150403",2.20248548138834e-13,1,7,0,0.285714280570944,1,1
"ENSG00000132716",0.040563758460961,1,5,0,-0.285714258376644,1,1
"ENSG00000131503",1.81467984785699e-09,1,9,0,0.28571396709842,1,1
"ENSG00000109814",0.00316451097984634,0.489905262928883,4,0,0.285455881021626,1,0.833333333333333
"ENSG00000198429",0.0193902372187833,0.342537976919102,4,0,-0.285385828741227,1,1
"ENSG00000167766",2.15986898403165e-06,1,10,0,-0.284965241595647,1,1
"ENSG00000244879",4.00978875227228e-12,1,8,0,-0.284640167199931,1,1
"ENSG00000115339",2.17898082185801e-08,0.820487276203587,6,0,0.283726426205798,1,1
"ENSG00000100092",9.91015631594896e-16,1,7,0,-0.283539123399325,1,1
"ENSG00000117616",2.23189053377237e-15,0.00927462053481378,6,1,-0.283185840707965,1,1
"ENSG00000183048",0.000234767809811635,1,4,0,0.282588472897838,1,1
"ENSG00000144827",0.00691877148317201,0.120639145492919,3,0,0.28243754539251,1,1
"ENSG00000158315",1.1928381823921e-16,1,4,0,0.282221124621475,1,1
"ENSG00000103429",0.0184124183505323,0.00177696901164459,4,1,-0.281976424224876,1,1
"ENSG00000137492",0.000819806611660536,0.875569777073668,6,0,-0.281481068380751,1,1
"ENSG00000114331",3.78183969089693e-08,0.00281075645768124,5,1,0.281328010589857,1,1
"ENSG00000204580",3.20982480538622e-53,1,10,0,0.281069056047789,1,1
"ENSG00000125877",5.87844348496035e-15,7.92719796592986e-05,6,1,0.28083190432576,1,1
"ENSG00000174243",1.28263266642948e-14,1,5,0,-0.280741796073515,1,1
"ENSG00000167325",1.25273937578415e-05,2.41169122316424e-05,3,1,-0.280715176262537,1,1
"ENSG00000129480",0.00865311485330601,1,4,0,0.280609060608738,1,1
"ENSG00000227036",9.89897534762431e-14,1.25028497678554e-15,8,1,-0.280451064601099,1,1
"ENSG00000103544",0.035793746414457,0.487295562374326,3,0,0.280076335518381,1,1
"ENSG00000163121",0.0396198094527384,0.0997201554767621,3,0,0.280045511082834,1,1
"ENSG00000155275",0.00214374686857376,1,5,0,-0.280002051912217,1,0.833333333333333
"ENSG00000198056",0.0373485096263914,1,5,0,-0.279999937433903,1,1
"ENSG00000125779",2.45461747306852e-05,0.0186739931978781,6,2,0.279725211943102,1,1
