"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000128016"	"ENSG00000128016"	1.71425032457213e-25	7.71451191335691e-26	3	1	0.28016261612596	1	1
"ENSG00000178741"	"ENSG00000178741"	4.00270973565326e-53	2.5529608777189e-24	3	1	0.408204678684342	1	1
"ENSG00000132274"	"ENSG00000132274"	1.06388510122314e-31	7.42165606744334e-24	5	1	0.832599760418221	1	0.833333333333333
"ENSG00000067064"	"ENSG00000067064"	1.72805828593716e-35	1.12422561108306e-23	5	1	-0.514051230166604	1	1
"ENSG00000173848"	"ENSG00000173848"	2.87777002517556e-29	4.23341681827575e-20	3	1	0.673518582652866	1	1
"ENSG00000079462"	"ENSG00000079462"	1.17115263757712e-33	8.40264538752009e-20	4	1	-0.577960336921156	1	1
"ENSG00000167642"	"ENSG00000167642"	2.56329350492331e-18	1.01330323330295e-19	3	1	0.247801596773552	1	1
"ENSG00000067225"	"ENSG00000067225"	6.5566334963825e-53	1.41465422592178e-19	4	1	-0.37101859516354	1	1
"ENSG00000245910"	"ENSG00000245910"	4.31278188615104e-28	4.41590497364215e-19	4	1	-0.939678748339575	1	0.666666666666667
"ENSG00000241468"	"ENSG00000241468"	5.9808757671949e-74	5.24783145439485e-19	3	1	-0.444756127730209	1	1
"ENSG00000137818"	"ENSG00000137818"	7.30514127642554e-17	8.31018225502206e-19	3	2	0.208093760743794	1	1
"ENSG00000163399"	"ENSG00000163399"	2.83537226747873e-31	2.3372207850631e-18	5	1	-0.617982938105626	1	1
"ENSG00000160113"	"ENSG00000160113"	2.35951903668201e-17	2.92619230028221e-18	3	2	0.493380337649302	1	1
"ENSG00000110492"	"ENSG00000110492"	2.23948661386396e-41	5.30253297612628e-18	5	1	-0.305030913693024	1	1
"ENSG00000101608"	"ENSG00000101608"	4.79446649509409e-68	3.35503689305091e-17	5	3	-0.838233209065011	1	1
"ENSG00000257698"	"ENSG00000257698"	5.32852124525883e-40	1.75446023178226e-16	6	1	0.539962492187412	1	0.666666666666667
"ENSG00000182196"	"ENSG00000182196"	1.05681237176335e-31	2.44761556917474e-16	4	2	0.462164494402832	1	1
"ENSG00000161013"	"ENSG00000161013"	1.47411042397882e-14	1.91156300444205e-15	4	2	0.588613591992118	1	1
"ENSG00000111912"	"ENSG00000111912"	1.36698570660697e-18	3.24111113378681e-15	5	1	0.293832643242923	1	1
"ENSG00000116285"	"ENSG00000116285"	9.25507727001559e-15	1.02329795607063e-14	3	1	0.705293718916105	1	1
"ENSG00000111907"	"ENSG00000111907"	8.19082687405596e-28	1.25138663138963e-14	6	2	-0.505921063048545	1	1
"ENSG00000163931"	"ENSG00000163931"	1.02251625230351e-13	1.67675254612058e-14	3	2	-0.190910932718893	1	1
"ENSG00000186395"	"ENSG00000186395"	2.24485105535602e-24	3.07076511934696e-14	5	1	0.5500981609314	1	1
"ENSG00000146540"	"ENSG00000146540"	6.83845136306685e-24	3.08607352917897e-13	4	1	-0.411764949372229	1	1
"ENSG00000163584"	"ENSG00000163584"	4.66727588821745e-28	3.24755609799344e-13	3	1	0.320052749439926	1	1
"ENSG00000070756"	"ENSG00000070756"	2.45145948197481e-101	3.52864986917086e-13	7	1	-0.3338020146464	1	1
"ENSG00000183172"	"ENSG00000183172"	3.10066841300912e-15	3.6738320392302e-12	3	1	-0.836695656653766	1	0.833333333333333
"ENSG00000172809"	"ENSG00000172809"	8.92110566788264e-12	4.44464299264697e-12	4	2	0.516650158406248	1	1
"ENSG00000148700"	"ENSG00000148700"	1.68375806709675e-11	5.80871897016949e-12	3	2	-0.742211407423825	1	1
"ENSG00000169567"	"ENSG00000169567"	1.56122003092841e-20	7.76634007901904e-12	6	2	-0.534806257890254	1	1
"ENSG00000109083"	"ENSG00000109083"	4.83283865342764e-11	1.17799052370329e-11	5	2	0.586020915721099	1	1
"ENSG00000151715"	"ENSG00000151715"	1.17695486752212e-10	1.29746988949027e-11	5	2	0.417118458314713	1	1
"ENSG00000163634"	"ENSG00000163634"	1.5086390104028e-20	3.90551778736473e-11	4	1	-0.684798972639971	1	1
"ENSG00000115963"	"ENSG00000115963"	2.44543275288822e-12	5.16003530813409e-11	5	2	0.342685675966805	1	1
"ENSG00000203950"	"ENSG00000203950"	1.72839103943339e-19	5.31958723777955e-11	3	1	0.566567589954314	1	1
"ENSG00000158747"	"ENSG00000158747"	9.38644509193053e-22	6.85799994769753e-11	5	1	0.746568421987571	1	0.833333333333333
"ENSG00000198830"	"ENSG00000198830"	2.38716637209782e-72	7.56699186252531e-11	5	1	-0.986993357572244	1	0.833333333333333
"ENSG00000042753"	"ENSG00000042753"	8.18072422932271e-09	9.64007530247904e-11	4	1	-0.262562930482477	1	1
"ENSG00000044115"	"ENSG00000044115"	5.12041076066657e-17	1.08996454005825e-10	6	1	0.560421191639689	1	1
"ENSG00000150787"	"ENSG00000150787"	4.68662577274279e-30	3.40559483867826e-10	3	1	0.909007124508441	1	1
"ENSG00000104964"	"ENSG00000104964"	5.00050550750767e-47	6.32655841667358e-10	7	1	-0.225912538924424	1	1
"ENSG00000184887"	"ENSG00000184887"	2.41269768876008e-10	7.03312840034388e-10	7	1	0.764028213788461	1	0.666666666666667
"ENSG00000068120"	"ENSG00000068120"	1.2977801385182e-16	8.08349995384073e-10	6	1	0.538583700526161	1	1
"ENSG00000105894"	"ENSG00000105894"	1.21895195162633e-09	1.05593230890448e-09	3	1	0.532224174495762	1	1
"ENSG00000108244"	"ENSG00000108244"	2.40093208301155e-33	1.27942556633762e-09	4	1	-0.252917082486019	1	1
"ENSG00000104695"	"ENSG00000104695"	1.7524946585343e-32	1.31543261132671e-09	5	1	0.507028317091091	1	1
"ENSG00000204711"	"ENSG00000204711"	8.18072422932271e-09	1.45301332548775e-09	5	2	0.422298411111482	1	1
"ENSG00000198355"	"ENSG00000198355"	2.59248147872589e-19	1.53287763468119e-09	4	1	0.242020123517849	1	1
"ENSG00000122644"	"ENSG00000122644"	3.96521139610121e-11	1.8441433281638e-09	5	2	-0.317097275743328	1	1
"ENSG00000231566"	"ENSG00000231566"	2.56797211941434e-09	2.53938582290582e-09	4	1	-0.801025851961578	1	0.833333333333333
"ENSG00000155957"	"ENSG00000155957"	8.69374170430012e-16	3.01167275145062e-09	5	3	0.850997744485733	0.833333333333333	0.666666666666667
"ENSG00000117394"	"ENSG00000117394"	3.64602114531564e-17	4.29015220261264e-09	5	1	0.657550040693532	1	1
"ENSG00000146701"	"ENSG00000146701"	2.20911110788434e-10	4.74117834256057e-09	3	1	0.224952021676959	1	1
"ENSG00000185104"	"ENSG00000185104"	3.12250765477732e-16	5.36673859419912e-09	5	1	-0.658410148968749	1	1
"ENSG00000100979"	"ENSG00000100979"	1.89850288200115e-18	7.01170468829575e-09	5	1	-0.707746425095609	1	1
"ENSG00000167986"	"ENSG00000167986"	1.51050989744633e-08	7.45223337392812e-09	4	2	-0.636402877464479	1	1
"ENSG00000006625"	"ENSG00000006625"	3.4834672070956e-09	1.0609586874843e-08	4	2	0.239912337066132	1	1
"ENSG00000067836"	"ENSG00000067836"	2.24272626483618e-15	1.36443136394273e-08	7	1	0.520194290576754	1	1
"ENSG00000132356"	"ENSG00000132356"	7.23183573649759e-08	2.42690913306095e-08	3	1	0.773529761634085	1	0.833333333333333
"ENSG00000001630"	"ENSG00000001630"	1.47774295214082e-16	2.81860943300298e-08	4	1	0.562483108827718	1	1
"ENSG00000159658"	"ENSG00000159658"	2.2859394205308e-08	2.96922111864706e-08	4	1	0.779074379170172	1	0.666666666666667
"ENSG00000197446"	"ENSG00000197446"	1.62435314301017e-10	3.43613985066926e-08	11	1	0.212979851228171	1	1
"ENSG00000100568"	"ENSG00000100568"	1.28751132469086e-75	5.44173203792357e-08	4	1	0.794182383993516	1	1
"ENSG00000100162"	"ENSG00000100162"	1.08561893109917e-10	6.51625024680649e-08	4	2	-0.533117084016158	1	1
"ENSG00000105176"	"ENSG00000105176"	1.76612932484957e-15	6.60070084865734e-08	8	2	0.421877323502658	1	0.833333333333333
"ENSG00000114125"	"ENSG00000114125"	2.53696664070457e-10	9.12726528753775e-08	5	1	0.35200885843592	1	1
"ENSG00000166598"	"ENSG00000166598"	7.65335508809555e-09	9.42599945692033e-08	4	1	-0.203505062847036	1	1
"ENSG00000113161"	"ENSG00000113161"	5.61064710859722e-11	1.01204535080583e-07	4	1	-0.714999606242698	1	1
"ENSG00000063854"	"ENSG00000063854"	6.56689910126926e-36	1.03816889483486e-07	4	1	-0.433557630455116	1	1
"ENSG00000183684"	"ENSG00000183684"	4.74316265249537e-11	1.33130990588456e-07	3	1	-0.621648435767988	1	1
"ENSG00000110321"	"ENSG00000110321"	2.75098096543202e-24	1.36506971286092e-07	8	2	0.232230321890144	1	1
"ENSG00000146072"	"ENSG00000146072"	9.3646820017925e-11	1.40883515751761e-07	3	1	0.628527817354766	1	0.833333333333333
"ENSG00000049656"	"ENSG00000049656"	1.95114628511345e-10	1.58066734312658e-07	4	1	-0.595083694309293	1	1
"ENSG00000141030"	"ENSG00000141030"	4.29254986537773e-21	1.61706595235587e-07	5	1	0.749695307035509	1	0.833333333333333
"ENSG00000245532"	"ENSG00000245532"	3.13073581041727e-06	1.79560890080263e-07	4	1	-0.140641978766201	1	1
"ENSG00000133265"	"ENSG00000133265"	9.81104765613057e-08	2.59704597698245e-07	5	1	0.509209399089144	1	1
"ENSG00000147676"	"ENSG00000147676"	4.54931917816438e-09	2.96398775123596e-07	3	2	-0.239357119775385	1	1
"ENSG00000067082"	"ENSG00000067082"	2.20445057013848e-12	2.99677461105138e-07	4	1	0.597764437973919	1	1
"ENSG00000142599"	"ENSG00000142599"	3.84067706459246e-09	3.24067247044162e-07	4	1	0.529849204940864	1	1
"ENSG00000170876"	"ENSG00000170876"	4.15477482829118e-08	5.47146912431118e-07	3	1	-0.723532173077211	1	1
"ENSG00000146963"	"ENSG00000146963"	5.73264861169607e-24	5.58222945303034e-07	9	2	-0.423727236416332	1	1
"ENSG00000100359"	"ENSG00000100359"	1.48357312909146e-27	6.81914248826323e-07	7	1	0.519205610045143	1	1
"ENSG00000099849"	"ENSG00000099849"	1.13148651712892e-06	7.07258215294453e-07	8	1	0.467355162685619	1	1
"ENSG00000120860"	"ENSG00000120860"	1.24596786319577e-09	7.11939694461903e-07	3	1	0.418026781626583	1	1
"ENSG00000177459"	"ENSG00000177459"	1.08588368227175e-11	7.14340144696652e-07	3	1	-0.560277596811453	1	1
"ENSG00000057663"	"ENSG00000057663"	4.92735488983934e-11	7.55560509034754e-07	8	1	-0.543035548084785	1	0.833333333333333
"ENSG00000067167"	"ENSG00000067167"	4.61246802917751e-14	7.66392370284455e-07	5	1	-0.64719474411354	1	1
"ENSG00000106853"	"ENSG00000106853"	1.43039237079138e-05	1.14260272298526e-06	5	1	-0.199527507649585	1	1
"ENSG00000173272"	"ENSG00000173272"	1.19450705379813e-18	1.22564378924892e-06	3	1	-0.318715894720598	1	1
"ENSG00000121579"	"ENSG00000121579"	9.28934079106834e-14	1.41807758700018e-06	4	2	-0.534882725138954	1	1
"ENSG00000115129"	"ENSG00000115129"	1.82393109588097e-15	1.47958942271695e-06	9	1	-0.440462023490271	1	0.833333333333333
"ENSG00000127328"	"ENSG00000127328"	7.14770360198108e-06	1.56143541095617e-06	5	1	-0.84973129373911	0.833333333333333	0.5
"ENSG00000167136"	"ENSG00000167136"	1.44876898365555e-14	2.28215481095164e-06	3	1	-0.27768636079807	1	1
"ENSG00000171604"	"ENSG00000171604"	1.68031088756561e-11	2.48666845754879e-06	5	1	-0.236769624728614	1	1
"ENSG00000139726"	"ENSG00000139726"	8.61833024674755e-07	2.62507389252805e-06	3	1	0.4117494634552	1	0.833333333333333
"ENSG00000177989"	"ENSG00000177989"	3.21860524238141e-15	2.62610712538651e-06	9	2	0.224880854185583	1	1
"ENSG00000176945"	"ENSG00000176945"	3.06051097952334e-11	2.64883916110626e-06	6	1	-0.364829978498935	1	1
"ENSG00000168310"	"ENSG00000168310"	2.0644812157356e-11	2.69859040178655e-06	5	1	0.370069496009976	1	1
"ENSG00000072110"	"ENSG00000072110"	1.60286994035157e-37	3.04328412661579e-06	6	1	-0.522815963980867	1	0.833333333333333
"ENSG00000135968"	"ENSG00000135968"	7.48669009795425e-13	3.35816223636815e-06	7	1	-0.554216015251791	1	0.833333333333333
"ENSG00000166037"	"ENSG00000166037"	4.66092905264669e-11	3.40460276605881e-06	5	1	-0.689655152055709	1	0.666666666666667
"ENSG00000176454"	"ENSG00000176454"	7.10279696504055e-09	3.48158538336857e-06	3	1	0.483947459739082	1	1
"ENSG00000136261"	"ENSG00000136261"	1.23417976103195e-13	4.54602863628718e-06	5	1	0.391041834944469	1	1
"ENSG00000165175"	"ENSG00000165175"	2.45951494583756e-14	4.90580932206201e-06	4	1	-0.443233717615954	1	1
"ENSG00000104687"	"ENSG00000104687"	3.51640109535812e-07	5.12348743140646e-06	3	1	-0.591959656789077	1	1
"ENSG00000171566"	"ENSG00000171566"	8.86641505828908e-10	5.73527240772814e-06	4	1	0.727183543364154	1	1
"ENSG00000143198"	"ENSG00000143198"	3.29038112080115e-07	5.77631222576228e-06	3	1	-0.165923620501739	1	1
"ENSG00000139083"	"ENSG00000139083"	1.24686791186721e-06	5.800507408905e-06	3	1	-0.828212635569309	1	0.666666666666667
"ENSG00000011009"	"ENSG00000011009"	1.11611029383493e-10	6.3473095825467e-06	4	1	-0.477306327095368	1	1
"ENSG00000116350"	"ENSG00000116350"	4.38220865293927e-13	6.43006689850985e-06	3	1	0.304096819101342	1	1
"ENSG00000134363"	"ENSG00000134363"	1.90091652527848e-05	6.45850362234264e-06	3	1	-0.618611097537695	1	0.833333333333333
"ENSG00000185049"	"ENSG00000185049"	1.70820267399945e-07	7.7266776639909e-06	4	1	0.700000649401618	1	1
"ENSG00000108587"	"ENSG00000108587"	1.55447847506919e-12	8.45203989622241e-06	5	1	-0.411942788099878	1	1
"ENSG00000115561"	"ENSG00000115561"	1.08627627519829e-35	1.09929933529238e-05	4	1	0.299975644145134	1	1
"ENSG00000186480"	"ENSG00000186480"	8.38734342987061e-05	1.36060268732145e-05	3	2	0.388272903707701	1	1
"ENSG00000167969"	"ENSG00000167969"	6.5806049256463e-14	1.57916843943707e-05	5	1	-0.281680257438211	1	1
"ENSG00000149084"	"ENSG00000149084"	1.0886054232391e-18	1.5971298281985e-05	4	1	0.580090425646023	1	1
"ENSG00000172590"	"ENSG00000172590"	1.86644089636432e-05	1.65578479291525e-05	7	1	-0.367953332246177	1	1
"ENSG00000102854"	"ENSG00000102854"	3.38263296356075e-22	2.07245776016198e-05	10	2	0.242693334517073	1	1
"ENSG00000245694"	"ENSG00000245694"	1.02672243748892e-35	2.18037168437922e-05	7	1	-0.397262647837775	1	1
"ENSG00000167460"	"ENSG00000167460"	1.33073035324955e-14	2.29368657490935e-05	6	1	-0.213519171135092	1	1
"ENSG00000145632"	"ENSG00000145632"	1.79610512242213e-12	2.42386213400327e-05	3	1	0.32472559295825	1	1
"ENSG00000169926"	"ENSG00000169926"	1.9404579502027e-07	2.47510917456408e-05	5	1	0.702569834915095	1	0.833333333333333
"ENSG00000124074"	"ENSG00000124074"	3.54566317942596e-06	2.68143457344913e-05	3	1	0.534280465340605	1	1
"ENSG00000104979"	"ENSG00000104979"	1.89231543787373e-10	2.68837122904753e-05	4	1	0.954100958174302	0.833333333333333	0.833333333333333
"ENSG00000070476"	"ENSG00000070476"	1.48748946096254e-05	2.75675769960605e-05	4	1	0.63839731719153	1	0.833333333333333
"ENSG00000122861"	"ENSG00000122861"	0.000218085636686213	3.07345239627485e-05	3	2	0.395893002339531	1	1
"ENSG00000171155"	"ENSG00000171155"	9.00705599810692e-19	3.23233639568146e-05	3	1	-0.716396800678791	1	1
"ENSG00000147274"	"ENSG00000147274"	1.73158086134952e-09	3.28484844932839e-05	5	1	0.420329185275824	1	1
"ENSG00000104064"	"ENSG00000104064"	0.000384385191606225	3.30532140303566e-05	5	1	0.735713392116275	1	0.666666666666667
"ENSG00000120805"	"ENSG00000120805"	4.2278480437993e-05	3.31097312414834e-05	3	1	0.346911566510869	1	1
"ENSG00000167757"	"ENSG00000167757"	8.17272032469374e-08	3.67118641090359e-05	5	1	0.218525520087966	1	1
"ENSG00000112110"	"ENSG00000112110"	6.66936639588186e-16	3.74965093626215e-05	3	1	-0.264439036034038	1	1
"ENSG00000021355"	"ENSG00000021355"	1.89562873032373e-08	3.82119308324236e-05	5	1	0.417805463890273	1	1
"ENSG00000163597"	"ENSG00000163597"	1.15423753163206e-41	4.00824882642893e-05	9	1	-0.233111490557791	1	1
"ENSG00000257103"	"ENSG00000257103"	7.3465358305023e-44	4.05170366823231e-05	9	1	-0.578491909821856	1	0.833333333333333
"ENSG00000166479"	"ENSG00000166479"	6.20132786154309e-08	4.38085791872576e-05	3	1	0.544792573239992	1	1
"ENSG00000023191"	"ENSG00000023191"	5.02183614926351e-05	4.52101866869924e-05	5	1	-0.164461267430046	1	1
"ENSG00000127314"	"ENSG00000127314"	2.28551113409096e-13	4.54410329359978e-05	4	1	-0.210189131161886	1	1
"ENSG00000132676"	"ENSG00000132676"	7.65692069949119e-06	4.94554804182407e-05	10	1	-0.371201446202653	1	1
"ENSG00000242372"	"ENSG00000242372"	0.000372498924230825	5.07345809447089e-05	3	1	0.217803340576762	1	1
"ENSG00000169118"	"ENSG00000169118"	8.85006371392516e-06	5.22042407712792e-05	3	1	0.779327135642838	1	0.666666666666667
"ENSG00000173801"	"ENSG00000173801"	6.94519206763935e-51	5.62391461164279e-05	8	2	0.521367655927765	1	1
"ENSG00000143633"	"ENSG00000143633"	4.6396985480371e-07	6.20398917956308e-05	3	1	-0.509170144556729	1	1
"ENSG00000138069"	"ENSG00000138069"	0.000808425263384112	6.30662054306853e-05	4	1	0.228361629356678	1	1
"ENSG00000153774"	"ENSG00000153774"	2.28493789129568e-51	6.4625788674799e-05	7	1	-0.251724965841775	1	1
"ENSG00000167900"	"ENSG00000167900"	5.20601234786438e-06	7.09679166793076e-05	4	1	0.523287163094872	1	0.833333333333333
"ENSG00000139644"	"ENSG00000139644"	2.69501236580556e-13	7.12888280919642e-05	3	1	-0.315111816148363	1	1
"ENSG00000078808"	"ENSG00000078808"	3.19119540365126e-09	7.44113120620578e-05	4	1	-0.246418068252788	1	1
"ENSG00000157778"	"ENSG00000157778"	4.21670076738824e-22	7.55313693143024e-05	7	1	0.550392626426476	1	1
"ENSG00000125944"	"ENSG00000125944"	1.77253907958823e-43	8.6914522271834e-05	9	1	-0.329140222825395	1	1
"ENSG00000145779"	"ENSG00000145779"	6.68450683136885e-12	9.14278809752476e-05	7	2	0.311693985299399	1	1
