"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Secretory_UK_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000160972"	"ENSG00000160972"	0.000567764397044947	0.000101811198894472	3	2	-0.538288076263586	1	0.833333333333333
"ENSG00000163001"	"ENSG00000163001"	8.43938430607119e-08	0.000104938718440128	4	1	0.580750718369691	1	1
"ENSG00000198176"	"ENSG00000198176"	1.46145948811394e-06	0.000110641516499987	5	1	0.501743536257611	1	1
"ENSG00000151929"	"ENSG00000151929"	8.23249346250662e-06	0.000110873746800854	5	1	-0.608257021744491	1	1
"ENSG00000185624"	"ENSG00000185624"	1.15190759538221e-09	0.000112302174166294	4	1	-0.185930089075795	1	1
"ENSG00000148248"	"ENSG00000148248"	4.72741635297906e-14	0.000127510600960553	7	1	0.272727014537791	1	1
"ENSG00000136770"	"ENSG00000136770"	3.68874872551711e-06	0.000130134849459321	3	1	0.678553703959637	1	0.833333333333333
"ENSG00000069011"	"ENSG00000069011"	4.05962765589943e-06	0.000131473253441512	4	1	-0.21454760627196	1	1
"ENSG00000168268"	"ENSG00000168268"	0.000858158498328836	0.000131857528161082	3	2	0.49150836122175	1	1
"ENSG00000154001"	"ENSG00000154001"	1.34463398135049e-22	0.000138418200811228	8	1	-0.842742587608582	1	0.833333333333333
"ENSG00000104388"	"ENSG00000104388"	1.37900695730513e-09	0.000144037084515195	3	1	-0.950944309093182	1	1
"ENSG00000113712"	"ENSG00000113712"	1.58753953684737e-65	0.000153389349360632	8	1	-0.435866040890242	1	1
"ENSG00000137996"	"ENSG00000137996"	1.07578503769017e-17	0.000157599346941465	6	1	-0.673875760675962	1	1
"ENSG00000169682"	"ENSG00000169682"	0.000459133121268827	0.000171954980650082	4	2	-0.657540827765728	1	0.666666666666667
"ENSG00000119333"	"ENSG00000119333"	7.1491874792086e-26	0.000173272463188774	6	1	-0.282358538767106	1	1
"ENSG00000231925"	"ENSG00000231925"	2.32697634157353e-19	0.000178541875040132	6	3	-0.884846487689082	1	0.833333333333333
"ENSG00000167397"	"ENSG00000167397"	0.00221573079224032	0.000188214731095653	4	2	-0.326524221976705	1	1
"ENSG00000151239"	"ENSG00000151239"	1.23095496882146e-17	0.000205463154713157	7	1	-0.412051297293399	1	1
"ENSG00000260916"	"ENSG00000260916"	5.12710824172036e-08	0.000216664436921164	4	1	-0.457281411297314	1	1
"ENSG00000181038"	"ENSG00000181038"	8.24275450252236e-13	0.000222639578989952	9	1	-0.31170215472378	1	1
"ENSG00000171206"	"ENSG00000171206"	2.68005213892188e-11	0.000240942506856755	3	2	-0.790420676847452	1	1
"ENSG00000072210"	"ENSG00000072210"	3.50050699414542e-26	0.000249401989602994	7	1	-0.277282368015858	1	1
"ENSG00000162073"	"ENSG00000162073"	0.000118556327622343	0.000251300682004528	3	1	-0.578760487115266	1	1
"ENSG00000155438"	"ENSG00000155438"	1.39438551850336e-08	0.000251419267091622	4	1	-0.253494090137455	1	1
"ENSG00000213024"	"ENSG00000213024"	0.000572468725927734	0.000268468000560291	4	1	-0.721352106459697	1	0.666666666666667
"ENSG00000111328"	"ENSG00000111328"	1.58025585238861e-19	0.000271478486978975	8	1	0.356546793843452	1	0.833333333333333
"ENSG00000170873"	"ENSG00000170873"	3.42082137963833e-05	0.000274892691340593	5	1	0.457975246238718	1	1
"ENSG00000015479"	"ENSG00000015479"	1.07440865523492e-10	0.000281743752359849	8	1	-0.40702925247735	1	1
"ENSG00000109339"	"ENSG00000109339"	6.19661609449833e-07	0.000313593078879597	8	1	0.394839209982361	1	0.833333333333333
"ENSG00000140416"	"ENSG00000140416"	2.70797890684209e-21	0.000340679961946271	5	1	0.532345541086163	1	1
"ENSG00000258289"	"ENSG00000258289"	0.00104488840063478	0.000346098201338993	4	1	-0.387833430791852	1	1
"ENSG00000124444"	"ENSG00000124444"	0.000287871089283058	0.000379072012328655	4	1	0.671898280151964	0.833333333333333	0.666666666666667
"ENSG00000178104"	"ENSG00000178104"	0.000396992426112237	0.000396229556371634	3	1	0.627812050777719	1	1
"ENSG00000169045"	"ENSG00000169045"	1.14794710282906e-08	0.000410873725001729	7	1	0.308872267815478	1	1
"ENSG00000108784"	"ENSG00000108784"	2.83254142460174e-05	0.000413505365119244	4	1	0.313334475456525	1	1
"ENSG00000126602"	"ENSG00000126602"	0.0028617591828168	0.000425027179752832	3	2	-0.304178854786967	1	1
"ENSG00000268350"	"ENSG00000268350"	0.000759129995729957	0.000442444606895021	4	1	0.771657171906303	1	0.833333333333333
"ENSG00000106682"	"ENSG00000106682"	1.14620270842785e-05	0.000442833123809627	3	1	0.344262937626897	1	1
"ENSG00000155660"	"ENSG00000155660"	5.02031313160974e-16	0.000450003182480041	5	1	0.621111026490449	1	1
"ENSG00000130349"	"ENSG00000130349"	1.59914116856565e-05	0.000471898866419572	3	1	0.702732950758931	1	1
"ENSG00000198736"	"ENSG00000198736"	3.5032302775198e-08	0.000485912854437124	3	1	-0.48970475869722	1	1
"ENSG00000134779"	"ENSG00000134779"	3.53461224375831e-22	0.000502014111637438	9	1	0.285714571852622	1	1
"ENSG00000184110"	"ENSG00000184110"	5.78914369677857e-15	0.000504403944681601	4	1	0.386462551603591	1	1
"ENSG00000184831"	"ENSG00000184831"	2.72189097487362e-12	0.000509711159039461	5	1	-0.475145506627377	1	0.833333333333333
"ENSG00000154080"	"ENSG00000154080"	0.00362530702236681	0.00053507934255983	3	1	-0.332012517654676	1	1
"ENSG00000272398"	"ENSG00000272398"	4.19217625554633e-14	0.000552090190330987	4	1	0.184004869641179	1	1
"ENSG00000106617"	"ENSG00000106617"	4.35519188041562e-07	0.00055593965274453	5	1	0.570821267884231	1	0.833333333333333
"ENSG00000160789"	"ENSG00000160789"	3.17605737836111e-14	0.000579554807014657	3	1	0.223130804517918	1	1
"ENSG00000064199"	"ENSG00000064199"	1.72025939813763e-07	0.000615737294930463	3	2	0.813668974974463	1	1
"ENSG00000189171"	"ENSG00000189171"	1.3582260826306e-05	0.00062641911398451	4	1	-0.321460631136826	1	1
"ENSG00000013374"	"ENSG00000013374"	6.36336121996547e-06	0.000643096893687253	3	1	0.48700008275175	1	1
"ENSG00000176153"	"ENSG00000176153"	0.00391460695659131	0.000677947867466227	3	1	-0.164538635920463	1	1
"ENSG00000242247"	"ENSG00000242247"	0.000287798257970148	0.000737336772644589	3	1	0.332493103967996	1	1
"ENSG00000122378"	"ENSG00000122378"	0.000104412667382531	0.000793086495569672	5	1	-0.246919953275932	1	1
"ENSG00000149179"	"ENSG00000149179"	7.67080372175798e-06	0.000808949276669284	6	1	0.359268518423702	1	0.833333333333333
"ENSG00000164904"	"ENSG00000164904"	4.92682887515327e-41	0.000843274592293915	7	1	0.696763122516	1	0.833333333333333
"ENSG00000130202"	"ENSG00000130202"	0.00159806489444898	0.000885717265662243	4	2	0.227866634971513	1	1
"ENSG00000065882"	"ENSG00000065882"	2.5975190617598e-05	0.000904520678852492	4	1	0.575897842633003	0.833333333333333	0.833333333333333
"ENSG00000185650"	"ENSG00000185650"	8.51349947750523e-06	0.0011270918617203	5	1	0.214406077741808	1	1
"ENSG00000156875"	"ENSG00000156875"	0.00090765963665575	0.00118307510763897	3	1	0.413980349759418	1	1
"ENSG00000231160"	"ENSG00000231160"	0.00252992595329899	0.00119096239355699	3	1	-0.58227847092647	0.666666666666667	0.666666666666667
"ENSG00000125743"	"ENSG00000125743"	6.28104946935814e-06	0.00119124373835198	3	1	-0.686972986759377	1	0.833333333333333
"ENSG00000164889"	"ENSG00000164889"	0.00022033956612625	0.00119769882458674	4	1	-0.60688720097988	1	1
"ENSG00000100926"	"ENSG00000100926"	8.09307708106569e-07	0.00122026833759071	4	1	-0.401197019986915	1	1
"ENSG00000237765"	"ENSG00000237765"	0.000521471104673564	0.00126865251492712	7	1	-0.23529337924537	1	0.833333333333333
"ENSG00000204954"	"ENSG00000204954"	1.21640186352142e-06	0.00127568764559741	4	1	-0.586834779025593	1	0.833333333333333
"ENSG00000004961"	"ENSG00000004961"	4.80490677240656e-23	0.00131533995944623	5	1	0.701723795993177	1	1
"ENSG00000175664"	"ENSG00000175664"	0.000581528583433485	0.00136882084320422	5	1	0.508631681292054	1	0.833333333333333
"ENSG00000136436"	"ENSG00000136436"	4.44343839959704e-06	0.00143920957632997	4	1	0.661159679363883	0.833333333333333	0.666666666666667
"ENSG00000236287"	"ENSG00000236287"	4.76117790527051e-05	0.00144706548962079	4	1	0.479296426349637	1	0.833333333333333
"ENSG00000039068"	"ENSG00000039068"	4.3704294049461e-08	0.00145649550433354	5	1	0.575699602068406	0.833333333333333	0.833333333333333
"ENSG00000123240"	"ENSG00000123240"	7.05167755561004e-54	0.00153921881633648	10	1	0.461538462420114	1	0.833333333333333
"ENSG00000175756"	"ENSG00000175756"	0.00998081903792845	0.00159307149804576	4	2	0.210127296580888	1	1
"ENSG00000105821"	"ENSG00000105821"	1.61643941201284e-05	0.00162243893717596	6	1	-0.399545037060598	1	1
"ENSG00000119328"	"ENSG00000119328"	0.000139491206110648	0.00164622873970987	3	1	0.478269167121674	1	1
"ENSG00000139154"	"ENSG00000139154"	8.28867364100219e-05	0.00170874846714944	3	1	0.469808895136756	1	1
"ENSG00000115641"	"ENSG00000115641"	9.89770678826878e-16	0.0017178276640121	7	1	-0.234063756449632	1	1
"ENSG00000159346"	"ENSG00000159346"	1.41180094070616e-06	0.00174264523897514	3	1	0.263888134730863	1	1
"ENSG00000187492"	"ENSG00000187492"	1.3099266319111e-05	0.00177316183896964	4	1	-0.25593007609592	1	1
"ENSG00000128510"	"ENSG00000128510"	9.09551497071798e-16	0.00178374702134409	5	1	0.681358678431857	1	0.833333333333333
"ENSG00000162949"	"ENSG00000162949"	4.2374984040985e-05	0.00183813853560676	5	1	-0.252272643137481	1	1
"ENSG00000151726"	"ENSG00000151726"	0.00657429503500626	0.00186998877146348	6	1	-0.672672509186911	1	1
"ENSG00000125844"	"ENSG00000125844"	2.67988468949149e-17	0.00189479004223565	7	2	0.281611330648907	1	1
"ENSG00000068438"	"ENSG00000068438"	0.00185074004875906	0.00198116203332968	4	1	0.368984325860957	1	1
"ENSG00000135679"	"ENSG00000135679"	0.00886160894733519	0.00219257660928546	6	1	-0.261155820943261	1	1
"ENSG00000132155"	"ENSG00000132155"	0.000425103101388121	0.00219384216557724	3	1	0.45913595229507	1	0.833333333333333
"ENSG00000197728"	"ENSG00000197728"	0.014454327488695	0.00221938721333667	3	1	-0.245787273184856	1	1
"ENSG00000074696"	"ENSG00000074696"	0.011680447311741	0.00222798070280517	3	2	-0.264466236348943	1	1
"ENSG00000115540"	"ENSG00000115540"	3.66098256491721e-05	0.0022350030894756	3	1	-0.572390769645432	1	1
"ENSG00000100644"	"ENSG00000100644"	1.71303966246773e-08	0.00236480769440899	7	1	-0.413690069293713	1	1
"ENSG00000261183"	"ENSG00000261183"	0.00725469323783963	0.00239206066119952	3	2	-0.288635955780207	1	1
"ENSG00000001084"	"ENSG00000001084"	5.90105316282161e-24	0.0024512284385435	6	1	-0.471562905307084	1	1
"ENSG00000107672"	"ENSG00000107672"	2.1230485746418e-05	0.00280181843313624	4	1	-0.233042591463918	1	1
"ENSG00000100083"	"ENSG00000100083"	2.6423463722191e-05	0.00282622629082389	4	1	-0.485964279121271	1	1
"ENSG00000238142"	"ENSG00000238142"	2.15001490405792e-07	0.00283421178702084	4	1	0.467530865384259	1	1
"ENSG00000100325"	"ENSG00000100325"	1.57310385821534e-05	0.0028489800141596	5	1	-0.645103360304916	1	1
"ENSG00000175575"	"ENSG00000175575"	1.96150192494212e-06	0.00297241924011015	5	2	-0.348891116534424	1	1
"ENSG00000133316"	"ENSG00000133316"	7.75388716838527e-07	0.00301336312534103	5	1	0.332407898446634	1	1
"ENSG00000169764"	"ENSG00000169764"	0.000132770536448611	0.00305375647978491	4	1	0.253763352595523	1	1
"ENSG00000104886"	"ENSG00000104886"	8.24057375316825e-15	0.00315576119660802	8	1	0.200657951461941	1	1
"ENSG00000214046"	"ENSG00000214046"	1.33444379179736e-13	0.00332762635915466	6	1	0.248119907352041	1	1
"ENSG00000197894"	"ENSG00000197894"	0.00720013855081188	0.00341704166185653	3	1	-0.207930102719662	1	1
"ENSG00000112651"	"ENSG00000112651"	5.70376358381341e-05	0.00348645778005216	5	1	0.379343131185528	1	1
"ENSG00000161036"	"ENSG00000161036"	0.00214204525312722	0.00361079817578994	4	1	0.281053881278854	1	1
"ENSG00000175110"	"ENSG00000175110"	0.0140451734080222	0.00375569488851106	4	1	-0.197335991213141	1	1
"ENSG00000102030"	"ENSG00000102030"	1.86101044651998e-07	0.00378210670254897	4	1	-0.771985329114736	1	0.666666666666667
"ENSG00000040341"	"ENSG00000040341"	8.42504881923667e-05	0.00385135785616465	3	1	-0.570205862868464	1	0.833333333333333
"ENSG00000198960"	"ENSG00000198960"	2.2262467616581e-10	0.0039619290519077	5	1	-0.696985934183977	1	1
"ENSG00000160211"	"ENSG00000160211"	0.00763789144928615	0.00398148287266348	3	1	0.337857477211142	1	1
"ENSG00000136830"	"ENSG00000136830"	3.0389179732944e-12	0.0040383395265441	6	2	0.556177081708219	1	1
"ENSG00000150779"	"ENSG00000150779"	1.00837620220566e-13	0.00408754032719537	6	1	-0.295956381475557	1	1
"ENSG00000160993"	"ENSG00000160993"	0.000847008713064807	0.00431696006048987	3	1	-0.486281460586943	0.833333333333333	0.833333333333333
"ENSG00000138668"	"ENSG00000138668"	0.000751788406474487	0.00432952162481276	5	1	0.197725806920006	1	1
"ENSG00000155026"	"ENSG00000155026"	0.0121721708226794	0.00440181229580654	4	1	0.611421233557254	1	0.833333333333333
"ENSG00000070495"	"ENSG00000070495"	0.0075187984640155	0.004508179460415	3	1	-0.442517606085738	1	1
"ENSG00000235098"	"ENSG00000235098"	2.78611277444666e-09	0.00457295267902398	9	1	-0.324521612390011	1	1
"ENSG00000132286"	"ENSG00000132286"	0.0145150078960588	0.00464821875437549	3	2	0.385807150987869	1	1
"ENSG00000155366"	"ENSG00000155366"	0.000308598697747201	0.00478865988611331	4	1	0.205294416500043	1	1
"ENSG00000143507"	"ENSG00000143507"	8.77499916949132e-07	0.00516577882147653	6	2	0.24509979167688	1	1
"ENSG00000160570"	"ENSG00000160570"	0.000438138465026171	0.00531003140007121	6	1	-0.375475010336288	1	1
"ENSG00000109814"	"ENSG00000109814"	0.0396644901415772	0.00534701070119763	4	1	-0.487501094376494	1	1
"ENSG00000213676"	"ENSG00000213676"	0.0204838980184661	0.00538745000937306	3	2	-0.582532352525049	0.833333333333333	0.666666666666667
"ENSG00000071243"	"ENSG00000071243"	0.0276039366137919	0.00552393028176401	4	1	-0.452595743993201	1	0.833333333333333
"ENSG00000111142"	"ENSG00000111142"	1.70714514565594e-19	0.00585106260947193	7	1	-0.316066301640939	1	1
"ENSG00000122877"	"ENSG00000122877"	0.00485735062680963	0.00604851764979817	4	1	-0.712348295147765	1	0.666666666666667
"ENSG00000167165"	"ENSG00000167165"	0.0220795725898765	0.0061635599046418	3	1	0.31740280362321	1	1
"ENSG00000141905"	"ENSG00000141905"	6.81428090471737e-05	0.00626215032449643	8	1	0.273427327402346	1	1
"ENSG00000056972"	"ENSG00000056972"	0.000409681170226848	0.00636741028648211	4	1	-0.653935920260703	1	0.666666666666667
"ENSG00000132305"	"ENSG00000132305"	0.0295908131141559	0.00649064615933051	3	1	0.313685581604669	1	1
"ENSG00000102024"	"ENSG00000102024"	1.34925190768606e-15	0.0066536254157307	4	1	-0.497391032199629	1	1
"ENSG00000105856"	"ENSG00000105856"	5.41097467774183e-10	0.00682023889018222	4	1	-0.379935450406712	1	1
"ENSG00000005436"	"ENSG00000005436"	0.0157254078265905	0.00686322891453421	4	1	0.684004621883437	1	0.833333333333333
"ENSG00000170477"	"ENSG00000170477"	5.91508777094548e-05	0.00691838174785625	3	1	-0.130656651370322	1	1
"ENSG00000178057"	"ENSG00000178057"	1.04924026570811e-14	0.00702790276819702	6	1	0.220114166600425	1	1
"ENSG00000103415"	"ENSG00000103415"	9.94739988025523e-15	0.00731227557765065	5	2	0.371272590962068	1	1
"ENSG00000163235"	"ENSG00000163235"	1.71538962069561e-05	0.00746674656849599	3	1	-0.907154021411977	1	0.833333333333333
"ENSG00000144645"	"ENSG00000144645"	1.53699801162152e-08	0.00771643471308718	4	1	0.58573842255263	1	1
"ENSG00000002586"	"ENSG00000002586"	1.63503373761087e-05	0.00789723715170279	3	1	-0.19667281889457	1	1
"ENSG00000108523"	"ENSG00000108523"	5.67431723297899e-05	0.00854782858876745	5	1	-0.24657011311065	1	1
"ENSG00000116213"	"ENSG00000116213"	0.00849559859833841	0.00869093391366489	3	1	-0.403050685480677	1	1
"ENSG00000113163"	"ENSG00000113163"	0.000764728338020889	0.0088753613905786	5	1	-0.288888494188948	1	1
"ENSG00000140400"	"ENSG00000140400"	0.0136282358045577	0.00911125629868762	5	1	-0.550759723673778	0.833333333333333	0.666666666666667
"ENSG00000127022"	"ENSG00000127022"	4.92917152759043e-14	0.00922113172593314	5	1	0.360011353021664	1	1
"ENSG00000137274"	"ENSG00000137274"	4.84177568386494e-16	0.00948864353886186	6	1	0.688307613976454	1	0.833333333333333
"ENSG00000186522"	"ENSG00000186522"	1.03450642459585e-11	0.00951156958488114	6	1	-0.684210414305568	1	0.833333333333333
"ENSG00000120802"	"ENSG00000120802"	4.8150387684831e-06	0.00952305530868241	4	1	0.414112521457766	1	0.833333333333333
"ENSG00000141551"	"ENSG00000141551"	0.0481664368775848	0.00953257713531671	4	1	0.191405091114349	1	1
"ENSG00000169813"	"ENSG00000169813"	0.000497589071393597	0.00960336008547771	7	1	0.155103129694679	1	1
"ENSG00000186952"	"ENSG00000186952"	8.93869642825594e-05	0.00989221797368279	7	1	0.569432277791035	1	0.5
"ENSG00000108946"	"ENSG00000108946"	4.35685422337133e-09	0.0100698558986689	6	1	0.365220740638881	1	0.833333333333333
"ENSG00000136827"	"ENSG00000136827"	0.0198914633099788	0.0101195565752884	3	1	0.228042717886867	1	1
"ENSG00000139990"	"ENSG00000139990"	0.028709528695955	0.0103926017019319	3	1	-0.638273961586188	1	0.833333333333333
"ENSG00000172113"	"ENSG00000172113"	9.32682457385126e-05	0.0104596934073	6	1	-0.44891342292758	1	1
"ENSG00000107581"	"ENSG00000107581"	1.31557055018679e-09	0.0105275063931241	4	1	-0.576195224855137	1	1
"ENSG00000176209"	"ENSG00000176209"	3.60947475502235e-05	0.0105790238073817	6	1	0.1719143833776	1	1
"ENSG00000176095"	"ENSG00000176095"	5.63926437175257e-08	0.0106778883968367	5	1	-0.464644515287442	1	0.833333333333333
"ENSG00000143294"	"ENSG00000143294"	0.0102190807475326	0.010691340713422	3	1	-0.33677863536203	1	1
"ENSG00000137185"	"ENSG00000137185"	0.0197358504627539	0.0107703559625868	3	2	0.61953764308423	0.833333333333333	0.666666666666667
"ENSG00000177830"	"ENSG00000177830"	5.15143411391966e-09	0.0109018209477633	4	1	-0.521061566148529	1	1
"ENSG00000105974"	"ENSG00000105974"	0.0450862043272353	0.0114931889723717	4	1	-0.16502416853696	1	1
"ENSG00000120992"	"ENSG00000120992"	4.25595910989252e-08	0.0116605078576144	4	1	0.285091151764561	1	1
"ENSG00000077150"	"ENSG00000077150"	7.43568520163608e-05	0.011707232189032	7	1	-0.334224282273668	1	0.666666666666667
"ENSG00000152464"	"ENSG00000152464"	0.00293906867298651	0.011708562338617	8	2	0.208276533962727	1	1
"ENSG00000166797"	"ENSG00000166797"	6.38919049861311e-05	0.0118523319240754	4	1	-0.307676510646774	1	1
"ENSG00000125166"	"ENSG00000125166"	0.000214541164841438	0.0119111101236555	4	1	0.264682485381043	1	1
"ENSG00000188938"	"ENSG00000188938"	3.24936454818177e-09	0.0121830661632718	6	1	-0.263311275543117	1	1
"ENSG00000114850"	"ENSG00000114850"	0.0492221644878839	0.0123538973990906	3	1	0.182799055474786	1	1
"ENSG00000141298"	"ENSG00000141298"	0.00025436231925764	0.0125707884866771	5	1	-0.319549029981588	1	1
"ENSG00000046647"	"ENSG00000046647"	0.00653771337957332	0.0128856067994593	3	1	-0.481334970012812	1	1
"ENSG00000155329"	"ENSG00000155329"	6.15060442633205e-07	0.0134556920835322	8	1	0.284347038925391	1	1
"ENSG00000154099"	"ENSG00000154099"	0.00707692098008843	0.0139065719901146	6	1	-0.378859439714714	1	1
"ENSG00000103942"	"ENSG00000103942"	0.000430133877175297	0.0140578621922407	5	1	0.196292256035703	1	1
"ENSG00000070731"	"ENSG00000070731"	8.39859402324521e-13	0.0143912919360877	7	1	0.42677111058071	1	1
"ENSG00000141504"	"ENSG00000141504"	1.56446541017069e-11	0.0144848313395292	5	1	-0.454121072367619	1	1
"ENSG00000204256"	"ENSG00000204256"	0.000411430629146234	0.0146448614548648	3	1	0.350347668960105	1	0.833333333333333
"ENSG00000155508"	"ENSG00000155508"	0.000188592933232756	0.0147314439515166	5	1	-0.522307398232505	1	0.5
"ENSG00000186787"	"ENSG00000186787"	0.00783674591893701	0.0147440247044041	4	1	-0.444437689054443	0.833333333333333	0.833333333333333
"ENSG00000173540"	"ENSG00000173540"	0.00409059095320973	0.0155807473197292	3	1	-0.240110066820466	1	1
"ENSG00000185236"	"ENSG00000185236"	0.0325893587086438	0.0159854268716659	3	1	0.222673591811717	1	1
"ENSG00000197785"	"ENSG00000197785"	0.0120418509320997	0.0160190341376414	4	1	-0.353208179895715	1	1
"ENSG00000064652"	"ENSG00000064652"	0.0121699219807646	0.0162838911942895	4	2	0.354591794737525	1	1
"ENSG00000171793"	"ENSG00000171793"	0.000872064227721456	0.0163523923277878	3	1	-0.512321051571452	1	0.833333333333333
"ENSG00000260136"	"ENSG00000260136"	0.0159158103860106	0.0166452247318266	3	1	-0.572880050750789	1	1
"ENSG00000113916"	"ENSG00000113916"	7.24858345372654e-10	0.0167820281547998	4	1	0.795293565691679	0.833333333333333	0.833333333333333
"ENSG00000243989"	"ENSG00000243989"	0.00791755309287052	0.0168853991787513	4	1	-0.319790592624721	1	1
"ENSG00000135932"	"ENSG00000135932"	0.0434321473698803	0.0171042853877059	3	1	-0.19942477486389	1	1
"ENSG00000142192"	"ENSG00000142192"	1.00658395853927e-29	0.0176091445813513	8	1	0.40112975075133	1	1
"ENSG00000137824"	"ENSG00000137824"	3.08062757300365e-08	0.0176765295777363	3	1	-0.453451304990998	1	0.833333333333333
"ENSG00000167842"	"ENSG00000167842"	0.0017003403334691	0.0185591716992588	5	1	-0.450286650062112	1	0.666666666666667
"ENSG00000174227"	"ENSG00000174227"	0.0229514369191642	0.0187304692352724	3	1	-0.683117792519339	0.833333333333333	0.5
"ENSG00000161202"	"ENSG00000161202"	6.36678221919922e-06	0.0190245171381229	3	1	-0.895608870964636	1	0.666666666666667
"ENSG00000147419"	"ENSG00000147419"	0.0442476267315287	0.0190824822603725	5	1	0.255164632199591	1	1
"ENSG00000135506"	"ENSG00000135506"	2.41222296769346e-08	0.0194016671392117	5	1	0.276595609583335	1	1
"ENSG00000149257"	"ENSG00000149257"	0.0331988002429622	0.019597321567846	3	1	-0.382609378205658	0.833333333333333	0.833333333333333
"ENSG00000123358"	"ENSG00000123358"	0.000341813785759286	0.0197980417475313	6	1	-0.384846254367758	1	1
"ENSG00000213563"	"ENSG00000213563"	9.68165456429793e-08	0.0199385331426202	3	1	-0.409275575227707	1	1
"ENSG00000085733"	"ENSG00000085733"	2.57441918840739e-12	0.0207927710800462	9	1	-0.406325442828103	1	0.833333333333333
"ENSG00000163517"	"ENSG00000163517"	7.11483465901463e-05	0.0208011782218235	5	1	0.556603413329669	1	0.833333333333333
"ENSG00000161921"	"ENSG00000161921"	1.95579518420127e-18	0.0209195318043213	5	1	0.234325423350566	1	1
"ENSG00000149196"	"ENSG00000149196"	2.03461771221632e-08	0.0213329142523886	4	1	-0.231066763401449	1	1
"ENSG00000136044"	"ENSG00000136044"	7.29009407827198e-05	0.021406656949856	4	1	0.370780253937613	1	1
"ENSG00000167523"	"ENSG00000167523"	9.76374110200793e-05	0.0214383952890755	7	1	0.374406012693528	1	0.833333333333333
"ENSG00000182934"	"ENSG00000182934"	4.39862992560262e-05	0.0219658620575203	4	1	0.273973488818729	1	1
"ENSG00000054277"	"ENSG00000054277"	0.00805873782640321	0.0220177003742343	5	1	-0.537190616345666	0.833333333333333	0.666666666666667
"ENSG00000107960"	"ENSG00000107960"	0.0339418725682608	0.0221049277288962	3	1	0.286484173231012	1	1
"ENSG00000088726"	"ENSG00000088726"	0.0154289390125196	0.0221196920467979	6	1	0.201188952072683	1	1
"ENSG00000172831"	"ENSG00000172831"	2.13402399524794e-06	0.0222640612752687	3	1	0.515734560769939	1	1
"ENSG00000152422"	"ENSG00000152422"	0.0429851411159025	0.023097421752402	3	1	0.54035597363169	1	0.833333333333333
"ENSG00000120837"	"ENSG00000120837"	0.0157403404836474	0.0245224791261067	3	1	-0.525862941410953	1	0.833333333333333
"ENSG00000093134"	"ENSG00000093134"	1.09441681389372e-07	0.0245648382766913	11	1	-0.311541773649509	1	0.833333333333333
"ENSG00000136682"	"ENSG00000136682"	4.275286298129e-16	0.0245895380924556	11	1	-0.266763820462218	1	1
"ENSG00000164022"	"ENSG00000164022"	0.00103843476921115	0.0247549220002188	4	1	-0.187870884974413	1	1
"ENSG00000157601"	"ENSG00000157601"	1.10811481934267e-17	0.025220235076974	5	1	-0.285073746234445	1	0.833333333333333
"ENSG00000117419"	"ENSG00000117419"	0.00238566844238119	0.02525645499084	4	1	0.209876588880642	1	1
"ENSG00000084764"	"ENSG00000084764"	2.73315607633245e-06	0.0254743248361385	7	1	0.374999896987121	1	0.833333333333333
"ENSG00000115514"	"ENSG00000115514"	5.42782885331949e-06	0.0257066755300224	3	1	-0.203988332886694	1	1
"ENSG00000224383"	"ENSG00000224383"	0.000661930654751503	0.0257991157825659	5	1	-0.509250282793342	1	0.666666666666667
"ENSG00000111802"	"ENSG00000111802"	3.1014653135026e-10	0.0259854209814781	3	1	0.567454423910862	1	1
"ENSG00000198055"	"ENSG00000198055"	0.000154930187050397	0.0261944183807455	6	1	-0.319149827592743	1	0.833333333333333
"ENSG00000160014"	"ENSG00000160014"	0.0365906322043237	0.0263497476520453	3	1	-0.348342243190217	1	1
"ENSG00000177963"	"ENSG00000177963"	1.70192801707917e-11	0.0278009361943631	5	1	-0.539752516111803	1	1
"ENSG00000108578"	"ENSG00000108578"	2.36848060759668e-07	0.0289245062367823	4	1	-0.300264480434651	1	1
"ENSG00000133115"	"ENSG00000133115"	0.00378188180804506	0.0295835440384513	3	1	-0.336023620932785	1	1
"ENSG00000143398"	"ENSG00000143398"	0.000510299147801165	0.0307506413274386	4	1	-0.29732760021776	1	1
"ENSG00000171124"	"ENSG00000171124"	0.000543042203348734	0.0308417828033795	6	1	-0.299017262914556	1	1
"ENSG00000157764"	"ENSG00000157764"	0.00144147970058359	0.0309280257371513	5	1	-0.495067248909345	0.833333333333333	0.666666666666667
"ENSG00000204618"	"ENSG00000204618"	0.0338207854270229	0.0312513385736208	3	1	0.228611206564285	1	1
"ENSG00000120742"	"ENSG00000120742"	2.25333727844218e-35	0.0321021146998347	6	1	0.432828388244303	1	1
"ENSG00000185246"	"ENSG00000185246"	0.00725469323783963	0.0325011604541162	4	1	-0.618791784369612	0.833333333333333	0.666666666666667
"ENSG00000163832"	"ENSG00000163832"	0.00153628351264044	0.0325204405877921	5	1	-0.266658449496081	1	1
"ENSG00000131037"	"ENSG00000131037"	0.000217754273229	0.0330312174714784	4	1	0.16817698700867	1	1
"ENSG00000064490"	"ENSG00000064490"	1.30357196722057e-23	0.0331391303236187	7	1	0.343482939120181	1	1
