"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_child_Infected-Basal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000135968",7.68473799294074e-08,1,8,0,-0.490704404191293,1,0.833333333333333
"ENSG00000105176",5.46701879639065e-07,1,7,0,-0.490083621477885,1,0.5
"ENSG00000260916",7.20836604576317e-07,0.00180605843226126,4,1,-0.48686996088447,1,1
"ENSG00000150093",2.86170872070261e-21,1,4,0,-0.486435897908605,1,1
"ENSG00000068120",2.63105503302762e-05,0.024072956963696,4,1,0.485828760326078,1,1
"ENSG00000013275",2.27012900043541e-10,0,2,2,-0.482629912313343,1,1
"ENSG00000123739",9.11563910128417e-05,0.428866667533187,3,0,-0.481060101914689,0.833333333333333,0.833333333333333
"ENSG00000163597",6.06058385278746e-17,0.195300977544364,7,0,-0.479013231738641,1,1
"ENSG00000183172",2.32760853406515e-07,0.0143066352145527,8,1,0.478550785918074,1,0.833333333333333
"ENSG00000166869",0.0338588634312852,0.0207114229468533,4,1,-0.477419553941502,1,1
"ENSG00000095787",0.000162177740245884,1,6,0,0.476131339051491,0.833333333333333,0.5
"ENSG00000103194",0.00276122280301039,0.105483173436717,3,0,-0.476017721285396,1,1
"ENSG00000108587",1.68154484621901e-07,0.0372199001860177,4,1,-0.475837322117322,1,1
"ENSG00000154080",0.00949862014277318,0.00170696541245966,3,1,-0.472310492350635,1,1
"ENSG00000149547",6.65121076309979e-05,0.0137590109477082,3,1,-0.471671739937373,1,1
"ENSG00000182670",7.8637828998098e-17,1,7,0,-0.470588217248959,1,0.666666666666667
"ENSG00000146540",2.08172417635044e-07,0.000174539293784979,3,1,0.470322840806935,1,1
"ENSG00000140416",0.00828191612927526,0.0152614548191239,4,1,-0.469275338695701,1,0.833333333333333
"ENSG00000001084",5.2921591414666e-10,0.703165696525518,5,0,-0.468608617903332,1,0.833333333333333
"ENSG00000177459",0.00201920565271689,0.00823903642760217,3,1,0.466165094508,1,1
"ENSG00000160752",2.23667461897376e-19,0.532453534751806,5,0,0.464332862114273,1,1
"ENSG00000182196",6.33852316115363e-15,2.95165515893787e-05,4,1,0.463568865725506,1,1
"ENSG00000239672",9.57851167853041e-08,9.77275081107465e-06,3,1,0.463271941760572,1,1
"ENSG00000103415",0.0249764768581794,0.0290045024255117,4,1,-0.462091060169178,1,1
"ENSG00000119636",0.000176523653608466,1,7,0,0.461538455538697,1,0.833333333333333
"ENSG00000086666",6.28238777644173e-05,0.00240772875330012,7,1,-0.46094829623598,1,1
"ENSG00000203485",0.0233878741440011,1,3,0,0.46049646961148,1,0.833333333333333
"ENSG00000217555",0.0137141552271547,0.00477736134470664,3,1,0.45891274112563,1,1
"ENSG00000092199",8.07957526650413e-12,1,7,0,-0.458332335687526,1,0.833333333333333
"ENSG00000151715",0.00479854819253615,0.000458304501672077,3,2,0.458124327380709,1,1
"ENSG00000117226",5.54097799776374e-05,1,6,0,0.455151144849485,1,0.833333333333333
"ENSG00000135363",5.55930817460913e-06,1,5,0,-0.454544326032663,1,0.833333333333333
"ENSG00000103495",1.02135625765812e-06,1,9,0,-0.454542426925968,1,0.666666666666667
"ENSG00000143947",6.44695136267311e-99,0,2,2,0.453596891430287,1,1
"ENSG00000188959",0.00752627431893851,1,4,0,-0.453323541998481,0.833333333333333,0.666666666666667
"ENSG00000146701",2.04365973822728e-07,1.27377814186823e-07,3,2,0.452170758773724,1,1
"ENSG00000125944",4.97571245338644e-17,0.0351739963601582,9,1,-0.452149492320358,1,0.833333333333333
"ENSG00000184709",0.000412462931184109,1,3,0,0.452018351752563,1,1
"ENSG00000129187",0.00145555876840018,1,5,0,-0.451480220033491,1,0.833333333333333
"ENSG00000070731",0.000681119119571369,1,5,0,0.450981777305876,1,0.833333333333333
"ENSG00000149084",5.19156118252809e-07,1,4,0,0.449082229231316,1,1
"ENSG00000223745",0.00838399011711286,1,5,0,0.448631218096313,1,1
"ENSG00000171793",0.0279118356666837,1,3,0,0.44600875195625,0.833333333333333,0.833333333333333
"ENSG00000174243",6.97046391666202e-05,1,4,0,0.444317999080164,1,0.833333333333333
"ENSG00000160113",9.13864982991332e-09,1.17959577349518e-08,3,2,0.438913652374971,1,1
