"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_child_Infected-Basal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000180398",0.000577963260144887,1,11,0,-0.4374998963517,1,0.833333333333333
"ENSG00000188603",0.00422728763174461,0.0052689743767191,4,1,-0.435883015495592,1,1
"ENSG00000135541",0.0148905086497798,1,4,0,0.435195248287873,1,0.833333333333333
"ENSG00000188938",0.00928477764294639,0.78982241888092,4,0,-0.434457689343442,1,1
"ENSG00000110619",0.00374865401588852,1,5,0,-0.433063195835699,1,1
"ENSG00000146457",0.00626993915269633,0.00244838128383627,6,1,-0.431939396337911,1,0.833333333333333
"ENSG00000241468",4.22634287616651e-29,3.80125975002261e-05,3,1,-0.430088174246253,1,1
"ENSG00000155287",0.00624240851106915,0.934904578100027,4,0,-0.429893405105108,0.833333333333333,0.666666666666667
"ENSG00000205155",0.0335820560492328,0.00734956001038223,3,2,-0.429758908554781,1,1
"ENSG00000127952",0.0185359737078244,1,6,0,-0.428571428571438,1,1
"ENSG00000140575",0.00531654118212364,1,5,0,-0.428058974780668,0.833333333333333,0.833333333333333
"ENSG00000115129",0.0219594185668384,0.265076441446255,8,0,-0.427713453751404,1,1
"ENSG00000105856",6.8463424049456e-05,0.045084841546454,3,1,-0.427627532992553,1,1
"ENSG00000108946",0.00581840128575152,0.00581122134942166,5,1,-0.427492803180578,1,1
"ENSG00000072110",1.2193902777174e-10,1,5,0,-0.422086900520106,1,0.833333333333333
"ENSG00000285437",2.05877944432661e-05,1,7,0,0.42158446755223,1,0.666666666666667
"ENSG00000168310",0.00022839162871409,0.830173199431922,4,0,-0.420391335648848,1,0.833333333333333
"ENSG00000175354",4.11385311333867e-05,0.0684548278853777,6,0,0.417855231994907,1,0.833333333333333
"ENSG00000145779",6.28178426720372e-05,0.878958065466681,6,0,0.414711760061134,1,0.833333333333333
"ENSG00000010244",4.1673547066787e-05,1,7,0,-0.413661178078085,1,0.666666666666667
"ENSG00000100504",0.047364259226536,0.0772366295080902,3,0,0.412403606757679,1,1
"ENSG00000105357",0.0060137855993692,1,5,0,-0.410059989084279,1,0.833333333333333
"ENSG00000204852",5.38882559777203e-05,0.89312994359722,7,0,-0.409892860023782,1,1
"ENSG00000156256",0.0150315435664555,0.813462669157774,6,0,-0.406391098271749,1,0.666666666666667
"ENSG00000147274",0.0206893666678706,0.023414493723721,3,1,-0.404826745837909,1,1
"ENSG00000160688",0.0256505103723856,1,4,0,-0.404226862736173,0.833333333333333,0.666666666666667
"ENSG00000184110",0.0085556641905174,0.0353679183922042,3,1,0.40404540798551,1,1
"ENSG00000123268",0.00982555110778111,1,4,0,0.40394879206552,1,0.833333333333333
"ENSG00000106635",0.00836619815295411,1,4,0,-0.402983487955915,1,0.833333333333333
"ENSG00000137309",0.00931036996280452,0.00986576867336679,6,1,-0.402267576608522,1,1
"ENSG00000164985",0.00325784913065131,0.795259306544804,4,0,-0.400000002270813,0.833333333333333,0.666666666666667
"ENSG00000164054",0.025727866843296,1,5,0,-0.400000000000037,1,0.833333333333333
"ENSG00000111907",2.08822746804049e-05,0.037212557496558,4,1,-0.399590658483209,1,1
"ENSG00000155761",0.00022964419599635,1,7,0,-0.399049053513003,0.833333333333333,0.666666666666667
"ENSG00000089737",0.000397317255591237,1,6,0,-0.398488944753495,1,1
"ENSG00000141198",0.0130855795568911,1,5,0,-0.397683361361074,0.833333333333333,0.833333333333333
"ENSG00000112096",4.51719264495983e-10,1,7,0,0.397075704484663,1,0.833333333333333
"ENSG00000197930",0.000786280018664408,0.00493762823150397,4,1,-0.396610212021543,1,1
"ENSG00000136261",9.14201998769601e-05,0.234691438505286,5,0,0.393263831113281,1,1
"ENSG00000132254",7.78448267737788e-06,0.124268927633298,6,0,-0.392741599915768,1,0.833333333333333
"ENSG00000172239",4.14830158204212e-15,0.35279082407214,6,0,0.390070922774393,1,1
"ENSG00000119333",2.84339468934048e-08,1,5,0,-0.38979918844231,1,1
"ENSG00000122026",6.16397378540655e-76,7.21036401574349e-39,3,1,0.387470807239294,1,1
"ENSG00000073578",2.35444151300927e-10,0.48744918832602,5,0,-0.386752415973563,1,1
"ENSG00000189376",0.00201778866395288,0.000232252629828511,5,1,-0.386050021819559,1,1
"ENSG00000160789",7.13847922290981e-06,2.11706151631493e-05,3,1,-0.385899584121246,1,1
"ENSG00000072364",0.0081136773176922,0.217122022333186,4,0,0.383028516371185,0.833333333333333,0.833333333333333
"ENSG00000145919",0.000935937439076365,0,2,2,0.38246930961695,1,1
"ENSG00000034152",0.0459136671438981,0.0177356214358556,6,1,-0.381480898658694,1,0.833333333333333
"ENSG00000167965",0.0327623694623355,1,7,0,-0.380951301047742,1,1
"ENSG00000142192",2.49307869649717e-09,0.00127236485516885,8,1,0.379247082140925,1,1
"ENSG00000182899",0.0053313380061518,0.00301668354386335,4,1,-0.377583782858966,1,1
"ENSG00000110321",1.30905074307643e-11,0.00149237885294679,7,2,0.375644471754344,1,1
"ENSG00000096093",0.0236215108749797,1,5,0,-0.375396276777168,1,0.833333333333333
"ENSG00000174628",0.00374711769765825,1,7,0,-0.374840647702298,1,0.666666666666667
"ENSG00000183273",0.041607096235275,0.827322579250321,4,0,-0.374275658598205,1,1
"ENSG00000163584",1.61169309314537e-06,2.45316516746349e-05,4,1,-0.37401321030799,1,1
"ENSG00000167397",0.0025332143038178,0.0012012954334806,4,1,-0.372976012153791,1,0.833333333333333
"ENSG00000080823",0.00410157822920734,1,6,0,-0.36981548662811,1,0.833333333333333
"ENSG00000198736",0.00145555876840018,0.468769477232899,3,0,-0.367576874838078,1,1
"ENSG00000113712",1.29028715300904e-26,0.434374775229368,8,0,0.367012581524448,1,1
"ENSG00000115561",4.10643776078897e-07,6.84241129689848e-05,3,1,-0.36559125700163,1,1
"ENSG00000167671",0.0379174130044219,0.0828037568823932,4,0,0.363430728884208,1,1
"ENSG00000034239",0.016629848700903,0.323990244437016,7,0,0.363403664173917,1,0.666666666666667
"ENSG00000166333",0.00111602707437047,1,5,0,-0.362756073401558,1,0.833333333333333
"ENSG00000184154",0.0139221967655279,1,4,0,0.360397709499355,1,1
"ENSG00000120742",8.51877017586932e-17,1,7,0,0.359094731649494,1,1
"ENSG00000129636",0.00635968722933129,1,6,0,-0.357617418619573,1,1
"ENSG00000183255",0.00958738773482201,1,4,0,-0.357432097227387,1,0.833333333333333
"ENSG00000169062",1.56606097187662e-09,0.0306511730342503,10,1,-0.355842492071086,1,0.833333333333333
"ENSG00000270647",2.74944890937724e-06,1,6,0,-0.35462633246745,1,1
"ENSG00000166710",3.0223904921984e-16,1,7,0,-0.353380622702209,1,1
"ENSG00000171314",2.49534660678907e-19,0.000546756539481124,3,1,-0.352593995310258,1,1
"ENSG00000127022",0.00270948978170725,0.105754297820754,5,0,0.352076446027033,1,1
"ENSG00000153113",5.40566710346049e-08,1,9,0,-0.351333034567387,1,0.833333333333333
"ENSG00000090316",0.00390665251808707,0.262273588685054,6,0,-0.351208616887256,1,1
"ENSG00000122643",0.015018565212906,0.00612146114707784,8,1,-0.348009850381344,1,0.833333333333333
"ENSG00000137818",8.74310072665667e-09,2.49378755823579e-10,3,2,0.347871674259108,1,1
"ENSG00000184831",0.000941247274165355,1,6,0,0.346696143414505,1,1
"ENSG00000138036",0.00150813336767966,1,5,0,-0.345162542680846,1,1
"ENSG00000111328",1.34077095578531e-08,0.106279458913655,6,0,0.342855366874135,1,0.833333333333333
"ENSG00000141127",0.00415289947672524,0.955525574259411,5,0,0.341949466986318,1,0.833333333333333
"ENSG00000105974",0.00429877985659419,0.00104320046685416,4,1,-0.340798787322545,1,1
"ENSG00000158864",1.136104027454e-05,1.17177462843647e-06,3,2,0.340350529060857,1,1
"ENSG00000274265",0.00051922249160617,1,6,0,-0.339610324395115,1,0.833333333333333
"ENSG00000100129",4.74586052007824e-13,0.50445997601229,6,0,0.338323363446183,1,1
"ENSG00000040633",0.0121724902012145,1,5,0,-0.337405989723097,1,0.833333333333333
"ENSG00000162772",0.00126982927739848,1,4,0,-0.337038621160408,1,0.833333333333333
"ENSG00000104695",3.337697832244e-15,1,5,0,0.335545131308251,1,1
"ENSG00000147654",1.89959973821351e-06,1,5,0,0.334965374044326,1,1
"ENSG00000182093",1.65515100311531e-05,1,7,0,-0.3346559649312,1,1
"ENSG00000198729",1.68271840818988e-06,0.649172012602519,5,0,-0.333949356045876,1,1
"ENSG00000135185",2.08216512713402e-05,1,5,0,0.333397546298592,1,0.833333333333333
"ENSG00000117620",2.17142887297591e-07,1,8,0,-0.332464159998848,1,0.833333333333333
"ENSG00000154582",6.53975458744992e-11,1,10,0,-0.331809596075736,1,0.833333333333333
"ENSG00000126581",1.3908026427498e-08,1,7,0,0.330579673943344,1,1
"ENSG00000110492",1.15153388114369e-11,0.0179301554371415,6,1,0.327732240513539,1,1
"ENSG00000104765",0.00812755969519801,1,4,0,0.326456993371023,1,1
"ENSG00000171124",0.0279342007655949,1,6,0,0.325797250254495,0.833333333333333,0.833333333333333
"ENSG00000175756",0.0355962107233936,0.013127767541829,4,1,0.325464830775945,1,1
"ENSG00000184584",0.00105149698581375,0.237602394671441,7,0,-0.325303310859177,1,1
"ENSG00000165698",0.0125791616207044,0.56777856657727,3,0,-0.324897078462465,1,1
"ENSG00000141504",2.92465316967451e-05,0.301747006232912,5,0,-0.324851488635472,1,1
"ENSG00000115641",2.80290940068816e-11,1,6,0,-0.323530118547561,1,1
"ENSG00000132780",8.96809188077658e-09,0.295955472502916,7,0,-0.318805278222147,1,1
"ENSG00000063854",1.68786633154931e-12,0.00372756314418878,5,1,-0.318688563292853,1,1
"ENSG00000064490",1.55324568895382e-05,1,7,0,0.317501122032136,1,1
"ENSG00000100926",0.00145555876840018,1,5,0,0.316434176771064,1,1
"ENSG00000125826",4.89124985085356e-06,1,5,0,-0.313291002641848,1,1
"ENSG00000120992",4.45473111615498e-06,1,4,0,0.313176853057421,1,1
"ENSG00000070756",5.95542464993071e-38,6.12312975862197e-06,6,1,0.312844770837009,1,1
"ENSG00000078808",0.0031456097667974,0.00541768486428898,3,1,0.312506237650426,1,1
"ENSG00000242372",0.000142086971773924,0.000154608550880095,3,2,0.31157008284558,1,1
"ENSG00000177989",1.15552480249725e-06,9.35167525759664e-05,12,1,0.30952037840423,1,1
"ENSG00000204385",1.1346034779194e-11,1,4,0,0.308789158779793,1,1
"ENSG00000185499",9.73888586922964e-09,1,7,0,0.308643222520906,1,1
"ENSG00000174891",0.0351842462620962,1,6,0,-0.308480056589605,1,0.833333333333333
"ENSG00000161921",4.54984620504258e-08,0.752462204729377,6,0,-0.307997040618342,1,1
"ENSG00000110011",0.000416412450296865,1,6,0,-0.307843763310912,1,0.833333333333333
"ENSG00000141905",1.9739017117132e-05,1,7,0,-0.307699244251042,1,1
"ENSG00000101940",8.62452870974049e-05,1,5,0,-0.305720640858188,1,1
"ENSG00000114209",0.00220212669134431,0.118638932477442,5,0,0.303690429711025,1,1
"ENSG00000196591",7.15145530334022e-05,0.356106333069533,4,0,-0.302049608997262,1,1
"ENSG00000130816",3.76014913910763e-06,1,7,0,-0.300258274619041,1,0.666666666666667
"ENSG00000104611",0.00201321733145105,1,7,0,0.29973430510219,1,0.833333333333333
"ENSG00000141002",3.73615397131042e-05,1,6,0,0.298367118200692,1,1
"ENSG00000173575",0.0457658471226327,0.62945336670146,5,0,-0.29835058091431,1,1
"ENSG00000131981",4.07544195406771e-142,1.0647206532635e-74,3,1,-0.297199394229994,1,1
"ENSG00000151327",0.000221086066491203,0.897428519249739,4,0,-0.296899017910983,1,1
"ENSG00000134779",3.18556070325021e-05,0.0161593748763905,9,1,-0.296455748252284,1,0.833333333333333
"ENSG00000071127",0.000341981821545706,1,4,0,-0.296296242997752,1,1
"ENSG00000072210",2.27912028139794e-07,0.0994797509780582,7,0,-0.296160840555828,1,1
"ENSG00000185262",0.0499777547467793,0,2,2,0.294642449512018,1,1
"ENSG00000198492",3.63612392658906e-07,0.959628727957926,4,0,-0.294467351976947,1,1
"ENSG00000133265",0.00110482191370128,0.0532152466800385,4,0,-0.293693335614113,1,1
"ENSG00000161036",0.042982753943152,0,2,2,0.293223435817817,1,1
"ENSG00000023191",0.000382096284869688,0.000116376336151674,5,2,-0.29280105097249,1,1
"ENSG00000125844",3.34187752336331e-08,1,7,0,-0.291666055388327,1,1
"ENSG00000175482",0.00650462063792687,0.148751545909418,8,0,0.290885753715098,0.833333333333333,0.833333333333333
"ENSG00000115484",1.32562283323154e-08,1,5,0,-0.29087625439596,1,1
"ENSG00000185222",0.000416047364553756,1,3,0,0.290460602096176,1,1
"ENSG00000176393",0.000772847814232196,1,5,0,-0.289012875293322,1,1
"ENSG00000121310",0.00429877985659419,0.0201243071561497,8,1,-0.288419490013326,1,1
"ENSG00000167136",9.18573577627487e-07,0.00469772527462385,3,1,-0.287866996123795,1,1
"ENSG00000128309",9.25785765181406e-11,1,5,0,-0.287856970165762,1,1
"ENSG00000169251",0.0318443362580324,1,4,0,-0.286268576307988,1,0.833333333333333
"ENSG00000173812",2.49188937614264e-17,4.43100101206191e-16,4,1,-0.285912436931147,1,1
"ENSG00000108523",0.00404618314737713,1,7,0,-0.285479204202006,1,1
"ENSG00000143977",0.00049867037859369,8.17990853942912e-05,3,2,0.283645459261479,1,1
"ENSG00000137752",0.0334458383392326,0.4577903021308,6,0,0.283428869338669,1,1
"ENSG00000102854",4.24948591361553e-09,1,9,0,0.28333326440778,1,0.833333333333333
"ENSG00000206053",0.0185359737078244,0.348884389346113,3,0,-0.282989949701012,1,1
"ENSG00000189403",3.17631571596566e-27,1,6,0,-0.281731958543584,1,1
"ENSG00000052802",0.000253000273279153,0.00454197854415794,4,1,0.281655027141066,1,1
"ENSG00000138668",0.000259588288540412,0.0393333577321709,5,1,0.281410218478106,1,1
"ENSG00000130640",1.65515100311531e-05,1,7,0,0.28125,0.833333333333333,0.833333333333333
"ENSG00000147676",0.0357158594260678,0.0336310035841968,3,1,-0.280612039954546,1,1
"ENSG00000114638",0.045929960341818,0.0586129285116048,3,0,-0.27964328527327,1,1
"ENSG00000153774",2.5618264038487e-16,0.0420408236406877,7,1,-0.279332109604872,1,1
"ENSG00000105289",0.0101061526459473,1,5,0,-0.277777542336246,1,1
"ENSG00000131236",1.97050116740159e-10,0.482012464115257,8,0,-0.27710707369749,1,1
"ENSG00000006007",0.0227996893707469,0,2,2,0.27545429920676,1,1
"ENSG00000011009",0.00974334773566986,1,4,0,-0.274178680611998,1,1
"ENSG00000187778",0.0452687583289625,0.475456343399711,3,0,0.273522021261923,0.833333333333333,0.666666666666667
"ENSG00000131503",0.0250735980143785,1,8,0,-0.272728723018905,0.833333333333333,0.833333333333333
"ENSG00000077380",0.00884566790426055,1,7,0,0.270228962875216,1,1
"ENSG00000164924",3.18556070325021e-05,1,8,0,-0.269230017286071,1,1
"ENSG00000158163",0.0246691153487935,1,3,0,-0.269182035211808,1,1
"ENSG00000155438",0.0090964003270735,0.0481764906183188,4,1,-0.269173437993962,1,1
"ENSG00000133606",8.77650569766652e-06,1,8,0,0.269002727363289,1,1
"ENSG00000174720",0.000672241700107016,1,8,0,-0.267610647723546,1,1
"ENSG00000122644",0.00043690856475861,0.00175073358107958,5,2,0.266938681401327,1,1
"ENSG00000173272",4.1699038487307e-11,0.00148685692371379,4,1,-0.266705844778487,1,1
"ENSG00000069764",1.63031567549492e-05,1,5,0,0.266666292130589,1,1
"ENSG00000159714",0.00167178763560406,1,7,0,-0.266665140882109,1,1
"ENSG00000007174",1.4464200658831e-05,1,7,0,0.264277947312005,0.833333333333333,0.833333333333333
"ENSG00000104964",7.27763125471023e-23,1,6,0,-0.263157393590326,1,1
"ENSG00000204580",0.000255316026544988,1,11,0,-0.262986940563161,0.833333333333333,0.833333333333333
"ENSG00000132424",0.000438379276884523,0.818883666109136,9,0,0.261769100070341,1,1
"ENSG00000128016",2.93137374619673e-13,2.04179860624387e-12,3,1,0.261707528288305,1,1
"ENSG00000197119",0.0320639444211341,1,7,0,-0.261682077511996,1,0.833333333333333
"ENSG00000179526",0.047295033378025,0.521467547157959,4,0,0.261609220574126,1,1
"ENSG00000106305",0.00118603111213928,1,3,0,-0.261463843896026,1,1
"ENSG00000160213",8.98116013120127e-05,0.000118326413922308,3,1,0.261446407445014,1,1
"ENSG00000151465",0.00157685947359328,0.000994434566747702,3,1,-0.261016658364746,1,1
"ENSG00000120509",0.00365169991347687,0.00145780134232788,3,2,0.260993305883207,1,1
"ENSG00000006625",0.000971965363691568,0.0321073991678262,4,1,0.260411883004839,1,0.833333333333333
"ENSG00000119950",0.000920943783029577,0.858269626786636,8,0,-0.260162491208511,1,1
"ENSG00000031698",0.000129450095044431,1,3,0,-0.259971927122273,1,1
"ENSG00000149196",0.0030138027540739,0.469988638807416,3,0,-0.257648597111933,1,0.833333333333333
"ENSG00000197956",2.46440632945217e-218,1,3,0,-0.256903214837364,1,1
"ENSG00000093144",1.24194116856427e-08,0.256496237614394,7,0,0.256328296294925,1,1
"ENSG00000104067",0.0301948661483482,1,4,0,-0.255901493071722,1,1
"ENSG00000169223",2.62788458497112e-13,1,3,0,-0.2543558951015,1,1
"ENSG00000152240",0.0189879318285941,1,3,0,-0.253369991744429,1,1
"ENSG00000151023",0.0254672012557181,0.262390155347354,3,0,0.252771955146595,1,1
"ENSG00000113811",0.0109975551404976,0,2,2,0.252566642464944,1,1
"ENSG00000176532",0.0138803760203904,1,3,0,-0.252500264523475,1,1
"ENSG00000144048",0.0161672694954259,1,3,0,-0.251163965263336,1,1
"ENSG00000184731",0.0147789173844947,0.480022152714596,3,0,-0.250518268779095,1,1
"ENSG00000223482",0.0367477473045209,1,10,0,-0.25000003505147,1,0.833333333333333
"ENSG00000136147",7.38156708262513e-05,1,7,0,-0.249912853269738,1,0.833333333333333
"ENSG00000123159",1.5824494870325e-19,1,8,0,-0.249714060431162,1,1
"ENSG00000163931",3.18968023599057e-06,1.65795030759139e-07,3,2,-0.248263176627104,1,1
"ENSG00000143870",6.69356632191671e-06,0.0394990421609036,3,1,0.245666841438181,1,1
"ENSG00000159588",8.92983923369551e-05,1,10,0,0.244897953123457,1,0.833333333333333
"ENSG00000163110",0.0469514398275556,0.130285131019389,5,0,0.24412752944874,1,1
"ENSG00000077721",0.0174281064143713,0.00317067874329791,3,1,-0.243656941080325,1,1
"ENSG00000099849",0.00459023054041745,0.959142948754734,6,0,0.241718390444055,1,1
"ENSG00000112110",6.41693387953271e-07,0.852926688042554,3,0,-0.241234012286326,1,1
"ENSG00000147140",0.000297687789649685,0.773168475494443,5,0,-0.241208693368398,1,1
"ENSG00000178057",0.000225809616867078,1,7,0,0.240698708924145,1,1
"ENSG00000187244",2.22895203422025e-09,1,4,0,-0.238849612424375,1,1
"ENSG00000170632",0.0207960757329954,1,5,0,-0.238684532171946,1,1
"ENSG00000102898",0.0270997205095867,0.00558756200629688,3,1,0.238308202216386,1,1
"ENSG00000189067",0.00434768512503136,0.48601980715415,6,0,-0.238094827691834,1,1
"ENSG00000121578",0.00160072520897704,1,5,0,0.237077669551589,1,1
"ENSG00000084234",0.000129450095044431,1,7,0,-0.236855742898531,1,1
"ENSG00000173598",2.76902322452618e-07,1,4,0,-0.236357746040026,1,1
"ENSG00000143224",0.00577765546848422,1,7,0,0.23523749443016,1,1
"ENSG00000186395",0.00280154419417721,1,5,0,-0.23464421903781,1,1
"ENSG00000114942",1.36432929692244e-66,1.7689293118711e-30,3,1,-0.233248414767579,1,1
"ENSG00000183283",0.0330492599970789,1,6,0,0.232323191893142,1,1
"ENSG00000102738",1.28413160240177e-06,0.0869689664619806,3,0,-0.232052367106149,1,1
"ENSG00000167460",0.00016256111556536,0.024393869704603,6,1,-0.229749059531593,1,1
"ENSG00000175193",0.00346649181988492,0.60910391715111,4,0,0.229410811666551,1,1
"ENSG00000104886",2.39448062707565e-12,1,8,0,-0.228571115534872,1,1
"ENSG00000100138",3.5083692788096e-07,1,6,0,-0.228312371829458,1,1
"ENSG00000042753",0.00204547362525453,0.000486361339686821,3,2,-0.227932555586988,1,1
"ENSG00000135535",3.41052253259313e-09,0.158388424167442,7,0,0.226515111135377,1,1
"ENSG00000130066",8.85142237019318e-24,4.61234003112083e-09,5,1,-0.226045481478338,1,1
"ENSG00000095066",0.00850325242321997,1,4,0,0.224528383340678,1,0.833333333333333
"ENSG00000157601",1.59991930848252e-08,1,5,0,-0.222769180463196,1,1
"ENSG00000160799",0.00055513212679737,1,7,0,0.221413992508702,1,1
"ENSG00000168610",0.00317302237039129,0.802592069473822,5,0,0.221249274429602,1,1
"ENSG00000115310",7.81587882811411e-15,1,4,0,-0.220831855296415,1,1
"ENSG00000108244",1.8973120289761e-07,0.128713597557364,4,0,0.220707183284335,1,1
"ENSG00000139644",2.35479229558456e-05,0.343548017439214,3,0,-0.21848980056686,1,1
"ENSG00000143198",0.00622661653437983,0.00736077697886117,3,1,-0.216142813932388,1,1
"ENSG00000129295",0.0338588634312852,1,6,0,-0.213878592741895,1,0.833333333333333
"ENSG00000134308",0.0109975551404976,0.0450688067564976,3,1,0.213460551899453,1,1
"ENSG00000148334",0.0106876142646272,1,5,0,0.213455884056036,1,1
"ENSG00000163832",0.000727903066447588,1,8,0,-0.213098462498797,1,1
"ENSG00000168439",0.000173641436287085,1,4,0,-0.208959451012534,1,1
"ENSG00000100906",0.00775252651215218,0,2,2,-0.208866645645111,1,1
"ENSG00000115514",0.00415289947672524,0.494239799969844,3,0,-0.205456466900566,1,1
"ENSG00000139218",0.0319113507046517,0.11141623475316,6,0,0.202380834232156,1,1
"ENSG00000173467",8.49856945273661e-07,0.192385373240331,4,0,-0.200641817583209,1,1
"ENSG00000104852",0.000150634423355233,1,6,0,-0.200172282118884,1,1
"ENSG00000035115",0.0177658252238353,0.816887405176748,6,0,-0.200023305310955,1,1
"ENSG00000170445",2.5862800743115e-05,1,6,0,-0.200000053105182,1,1
"ENSG00000162076",0.00080156779292667,0.39120794217826,4,0,0.1998924110169,1,1
"ENSG00000114956",0.000137005200918484,1,6,0,0.199147935038528,1,1
"ENSG00000197446",0.00104937134615492,0.00261334118872614,7,1,0.198979673855244,1,1
"ENSG00000167757",9.18438881051455e-06,0.0802269368268564,7,0,0.198138773793272,1,1
"ENSG00000117525",2.01168996603029e-18,3.62332209023963e-05,4,1,0.197855559522541,1,1
"ENSG00000122359",4.09691311543221e-09,1,5,0,0.194926043758239,1,1
"ENSG00000154640",7.68473799294074e-08,1,5,0,0.194552096864098,1,1
"ENSG00000115884",0.00527739189968591,1,5,0,0.193937254267261,1,1
"ENSG00000159348",0.0142821494693321,0.615454906759313,3,0,0.19371457306748,1,1
"ENSG00000008282",1.22414251313022e-08,1,5,0,-0.193138935302406,1,1
"ENSG00000128274",0.00110832378182222,1,8,0,-0.192548171549995,1,1
"ENSG00000156642",0.0438238058904234,0.544409631150889,4,0,-0.190877840731743,1,1
"ENSG00000090013",0.000401399254914601,1,3,0,0.18969881589875,1,1
"ENSG00000139722",0.0348820946740634,1,4,0,-0.188920508389793,1,1
"ENSG00000081870",6.54723084014105e-08,1,5,0,0.188258044779456,1,1
"ENSG00000163565",0.00145555876840018,1,11,0,-0.185934717105196,1,0.833333333333333
"ENSG00000140284",7.1706035204465e-05,1,3,0,-0.182563261160876,1,1
"ENSG00000080824",0.0374865289949384,0,2,2,-0.180730118893022,1,1
"ENSG00000165119",4.26012715203955e-09,0.236322332629292,7,0,-0.180259184802485,1,1
"ENSG00000129055",0.0499777547467793,1,3,0,-0.179149991425635,1,1
"ENSG00000138085",0.00784913821632701,0.173565745815661,5,0,-0.178850172591932,1,1
"ENSG00000102316",0.000105109206327288,0.346632655349888,6,0,-0.178573880197801,1,1
"ENSG00000135373",0.00182440178760508,1,4,0,-0.178471375446573,1,1
"ENSG00000106853",1.94962029135818e-07,0.210577036833653,9,0,0.178454061040459,1,1
"ENSG00000120885",5.7850765475207e-06,1,4,0,0.176470588151377,1,1
"ENSG00000115963",3.21077974408237e-05,0.808931450501835,6,0,0.17625094619872,1,1
"ENSG00000160188",7.84776834912983e-11,0.000295951836034657,4,1,-0.175597170392103,1,1
"ENSG00000100938",0.0435545431924333,1,6,0,-0.175564467794875,1,1
"ENSG00000123179",0.0320639444211341,0.0121836552104037,3,1,-0.174771479834347,1,1
"ENSG00000175183",0.00111529634503562,0.525634896408081,4,0,-0.173606366506463,1,1
"ENSG00000143420",7.19582461995536e-06,1,3,0,-0.172479575493046,1,1
"ENSG00000198355",1.21777820305814e-05,1,3,0,-0.171514878626534,1,1
"ENSG00000137575",0.0120247581683199,1,5,0,0.171448876501695,1,1
"ENSG00000171604",4.30116666194346e-06,0.170770550328342,7,0,0.171057291824729,1,1
"ENSG00000111843",0.0387885489778437,0,2,2,0.170539837063792,1,1
"ENSG00000100823",0.0109936950938212,1,6,0,0.169717856430543,1,1
"ENSG00000099282",0.0333976390169082,0.711452725731937,3,0,0.169449872829526,1,1
"ENSG00000143222",1.4565440216472e-21,1,4,0,-0.168515893947957,1,1
"ENSG00000100360",0.000324491193772543,1,5,0,0.167724372176724,1,1
"ENSG00000105854",8.39283443010013e-05,1,5,0,0.167528139372946,1,1
"ENSG00000144848",0.00477099227329603,0.426766768230436,3,0,-0.166893710573766,1,1
"ENSG00000069849",8.52831721084167e-06,1,3,0,-0.166805373867878,1,1
"ENSG00000186298",0.0109023025185222,0.0750712286303248,6,0,0.166433351301573,1,1
"ENSG00000198242",1.85268053438164e-13,1,4,0,0.166081817482298,1,1
"ENSG00000230937",0.0496743088401196,1,7,0,0.165210709427885,0.833333333333333,0.833333333333333
"ENSG00000161203",4.51333030868554e-18,1,5,0,-0.164835317865272,1,1
"ENSG00000272398",1.11296497015291e-09,1,4,0,0.16257377871336,1,1
"ENSG00000124214",0.000125369514298845,1,11,0,-0.162437781566942,1,1
"ENSG00000152795",0.00325661571568254,0.0578838364176959,5,0,0.162144957153674,1,1
"ENSG00000116350",0.000127960029804677,0.257060052078373,3,0,-0.161754542495708,1,1
"ENSG00000170035",0.0318393783808068,1,4,0,0.161489758799343,1,1
"ENSG00000070526",0.000219546337361418,1,7,0,0.16131308225763,1,1
"ENSG00000168066",0.00270948978170725,1,4,0,-0.159589857549651,1,1
"ENSG00000137767",0.0142821494693321,1,4,0,-0.159426862944725,1,1
"ENSG00000131495",0.00209337436191891,1,3,0,0.157171097517522,1,1
"ENSG00000123395",0.00101388455153694,1,3,0,-0.156408153754288,1,1
"ENSG00000164733",0.00270948978170725,1,5,0,-0.153846153846351,1,1
"ENSG00000100219",2.18593573105531e-07,1,5,0,0.152823696093047,1,1
"ENSG00000128739",0.0404141091103594,0.858099145331903,3,0,0.15041112778764,1,1
"ENSG00000163660",2.10249888024105e-05,1,9,0,-0.150181949413427,1,1
"ENSG00000147123",0.0021171927106398,1,5,0,0.149812979501025,1,1
"ENSG00000159713",0.000169758007265786,1,3,0,-0.149328821105366,1,1
"ENSG00000163875",0.00527739189968591,0.686283006041964,3,0,-0.149241708983497,1,1
"ENSG00000169314",0.000610903566851646,1,8,0,-0.148785460951417,1,1
"ENSG00000108953",0.000450739254452146,1,3,0,0.148501434397906,1,1
"ENSG00000168522",0.00317302237039129,1,4,0,-0.148162226892569,0.833333333333333,0.833333333333333
"ENSG00000116171",0.00204173114323546,1,5,0,0.146994094489021,1,1
"ENSG00000004838",0.00337633904955677,1,4,0,0.14628274593175,1,1
"ENSG00000128581",0.00286257507345973,1,7,0,0.145116883474487,1,1
"ENSG00000147155",0.0142821494693321,1,4,0,0.143548713234586,1,1
"ENSG00000108465",0.0145600460755869,1,5,0,0.141242168865759,1,1
"ENSG00000118680",1.29320820375185e-08,0,2,2,-0.140549550951511,1,1
