"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Suprabasal_UK_72hpi_adult_Infected-Suprabasal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000231925",2.63166991647432e-10,1,8,0,-0.541609610759951,1,1
"ENSG00000188529",1.74791425392015e-22,1.03276433749911e-09,9,2,0.541269435816697,1,1
"ENSG00000101310",0.00378512207275646,0.123814081448986,5,0,-0.536947781838824,1,0.666666666666667
"ENSG00000163138",0.00811000739158664,0.0929575674485621,6,0,0.535948767668474,1,0.666666666666667
"ENSG00000173264",2.70047174135774e-12,1,11,0,-0.535714286008311,1,0.5
"ENSG00000185808",0.00550933466881767,0.109557013878358,3,0,0.534836248913829,1,1
"ENSG00000105357",5.57105776267825e-13,1,7,0,0.534308626326815,1,1
"ENSG00000037474",0.0013509268254178,0.00121420747019229,3,1,-0.534293170992056,1,1
"ENSG00000165698",2.15943367355453e-20,0.844306949895223,6,0,0.532457513374874,1,1
"ENSG00000204618",1.10783957897893e-12,2.59003943951518e-05,4,1,0.529922195386506,1,1
"ENSG00000197461",1.66105545657862e-05,0.0208166645728137,4,1,-0.529794084018007,1,0.833333333333333
"ENSG00000151092",0.00076172133535951,0.280105210476381,7,0,0.529541918457104,1,0.833333333333333
"ENSG00000129226",0.00454656212797796,0.184734889031477,3,0,0.527998414758928,1,1
"ENSG00000135090",0.0192368425183144,0.062799973086182,5,0,-0.527778936451166,1,1
"ENSG00000108604",4.57478725294439e-08,0.0156751804652009,4,1,-0.527271953414172,1,1
"ENSG00000119844",0.000369355837725295,0.006585206435041,4,1,0.527194481029418,1,1
"ENSG00000093000",2.41194898883708e-05,1,5,0,-0.525929444648061,1,0.833333333333333
"ENSG00000104881",1.44075383145711e-07,0.00155691496204005,5,1,0.525640240273475,1,1
"ENSG00000205336",1.11285496398387e-12,0.0756564501635771,8,0,-0.523259665251416,1,0.833333333333333
"ENSG00000215256",0.00232757535106775,0.0165279912064171,3,1,0.523142042004652,1,1
"ENSG00000077312",2.78819433250967e-09,0.869520669846159,4,0,-0.523066406920517,1,1
"ENSG00000087008",0.0350970111671053,0.219266624039115,4,0,0.522745528435116,0.833333333333333,0.666666666666667
"ENSG00000148719",7.0120248077994e-10,0.708107826692776,9,0,0.519999956441246,1,1
"ENSG00000153015",0.0168068527518917,0.00486180997472886,3,2,0.519159926010179,1,1
"ENSG00000138772",7.54388883917062e-29,1,3,0,-0.518407338586197,1,1
"ENSG00000115694",1.34344005914197e-13,0.0306023558555798,8,1,-0.517857124407284,1,1
"ENSG00000065548",9.93288804115959e-21,1,3,0,-0.517856741354034,1,1
"ENSG00000188603",1.47462375048699e-13,1,7,0,0.517626294944308,1,1
"ENSG00000184012",0.0315706908305563,1,5,0,0.517448714288971,1,0.833333333333333
"ENSG00000285437",1.62973901510889e-10,1,9,0,0.516408929496042,1,0.5
"ENSG00000126778",0.00065517712080775,0.0267561791859775,3,1,0.515657895193727,0.833333333333333,0.666666666666667
"ENSG00000115806",7.73767479138385e-06,0.000786626783786202,3,1,0.513171575162142,1,1
"ENSG00000231064",0.00208855010287761,0.145505235667788,5,0,0.512813078759232,1,0.833333333333333
"ENSG00000122550",0.0262665812984395,0.132062829831925,4,0,0.511473511529591,1,0.666666666666667
"ENSG00000137996",9.28015493626279e-12,0.000434570533484699,5,1,-0.51110983880485,1,1
"ENSG00000108590",0.0198625838938486,0.278836212984131,3,0,-0.510518905277394,1,0.833333333333333
"ENSG00000203778",0.00705540099346958,0,2,2,0.510330153390941,1,1
"ENSG00000079246",3.44734612926652e-22,0.835189111024735,3,0,0.510213665285666,1,1
"ENSG00000088930",3.66289084999587e-11,0.0303955241588126,4,1,-0.509781032656582,1,0.666666666666667
"ENSG00000087903",0.000955256946460884,0.0438736494987541,5,1,0.509583462149816,1,0.666666666666667
"ENSG00000121067",7.71341721395224e-09,1,12,0,-0.508122874307627,1,0.666666666666667
"ENSG00000164733",2.31082537716053e-55,0.000180290120562473,7,1,-0.507662464520904,1,1
"ENSG00000134186",0.0230882981693389,1,6,0,0.504653380644049,1,0.666666666666667
"ENSG00000100083",2.35443565593117e-06,0.238208395130514,4,0,-0.503370324317956,1,1
"ENSG00000108468",0.000809011212340565,0,2,2,-0.503248043252332,1,1
"ENSG00000197912",2.12169812763347e-07,0.00244584457593658,7,1,0.503031077036733,0.833333333333333,0.833333333333333
"ENSG00000164105",0.0162455566217374,1,5,0,-0.502949090732488,1,0.833333333333333
"ENSG00000142327",0.0307848141032572,0,2,2,0.502310592395618,1,0.833333333333333
"ENSG00000117335",4.31038630687325e-08,0.259191263504423,7,0,0.501894919801239,1,1
"ENSG00000054277",0.0231695208802323,1,5,0,-0.5,0.833333333333333,0.666666666666667
"ENSG00000122008",0.0143585051421565,1,4,0,-0.5,1,0.833333333333333
"ENSG00000127955",0.0484496277816589,1,3,0,-0.5,0.833333333333333,0.833333333333333
"ENSG00000160058",0.00104482483281601,1,4,0,-0.5,1,1
"ENSG00000162231",0.00256875528356115,1,4,0,-0.5,1,0.666666666666667
"ENSG00000187838",0.0221880890584717,1,4,0,0.5,0.833333333333333,0.666666666666667
"ENSG00000234171",0.0371267278950084,1,3,0,-0.5,1,0.666666666666667
"ENSG00000088836",3.70438431821944e-11,1,9,0,0.499997243354212,1,1
"ENSG00000165506",1.65164843481827e-09,0.731333906433052,6,0,-0.499652588658585,1,1
"ENSG00000243989",3.06329140458095e-05,0.0514777984830762,4,0,-0.49813276146436,1,1
"ENSG00000159322",0.00897218675117169,1,5,0,-0.497527254492665,1,1
"ENSG00000067182",9.66296692353316e-13,1.16319678031997e-05,3,1,0.497150593197675,1,1
"ENSG00000128951",4.51406497494946e-06,2.68134265462703e-06,4,2,-0.496969390143666,1,1
"ENSG00000117676",4.54658919185676e-05,1,4,0,0.496782314580068,1,1
"ENSG00000114544",8.15436320617776e-08,0.00104150556726026,4,1,0.496456161967409,1,1
"ENSG00000138744",2.50303865385544e-05,0.00232416426374897,6,1,-0.496438371619093,1,1
"ENSG00000181666",0.00743517601630533,1,5,0,-0.495427991587677,1,0.666666666666667
"ENSG00000184162",0.00394181088838473,0.992483274079872,4,0,-0.495427460919264,1,0.833333333333333
"ENSG00000114439",1.09272023465706e-05,1,7,0,0.494959232105247,0.833333333333333,0.666666666666667
"ENSG00000117751",0.000309912456380484,1,5,0,-0.494840724455958,1,1
"ENSG00000006747",3.58633608594817e-08,1,6,0,-0.494103289122343,1,0.666666666666667
"ENSG00000174628",1.88273757918721e-06,0.103088790227899,9,0,-0.493190457115371,1,0.833333333333333
"ENSG00000276850",0.0231584941312438,0.716234801487769,3,0,-0.492419427772329,1,1
"ENSG00000146904",0.00532314110263631,1,3,0,0.490944467027214,1,0.666666666666667
"ENSG00000115816",4.13427208656147e-06,1,4,0,0.489907617705414,1,0.833333333333333
"ENSG00000162613",6.02188283772235e-06,0.00192947258765023,5,1,0.489847705092655,1,1
"ENSG00000175029",1.81508888298329e-10,1,10,0,0.489498453028435,1,1
"ENSG00000100092",0.00244138938252027,1,3,0,-0.489103319274265,1,0.833333333333333
"ENSG00000143198",8.02787240820036e-70,1.55848927811138e-47,3,1,-0.488862387773845,1,1
"ENSG00000114480",0.00626050938234232,0.834355335553555,3,0,-0.488417996791957,1,0.833333333333333
"ENSG00000125944",2.98673349714377e-35,1,7,0,0.487956506164845,1,1
"ENSG00000130299",0.00300035159411451,1,6,0,0.487054946905281,1,1
"ENSG00000213145",1.44926830038917e-97,1,8,0,-0.486976392636731,1,1
"ENSG00000122678",0.0219394358638775,1,5,0,0.486710185894365,1,0.666666666666667
"ENSG00000143398",4.10068644702744e-05,0.519794165794685,4,0,0.483764662905902,1,1
"ENSG00000160180",6.27311466776503e-42,5.12838944165768e-15,3,1,-0.481564706450398,1,1
"ENSG00000170266",5.12177743350199e-05,1,4,0,0.48138501170883,1,1
"ENSG00000133226",1.82452528168877e-19,0.118601899198941,6,0,-0.479613850561548,1,1
"ENSG00000122952",2.91874424917795e-07,1,7,0,0.479027661151992,1,0.833333333333333
"ENSG00000254166",0.000754862116237611,1,7,0,0.477684447592488,1,0.833333333333333
"ENSG00000134398",0.0046000169738801,0.00146786976432634,4,1,0.476938101936197,1,1
"ENSG00000080822",0.0169082241341884,0.00335248125942881,9,1,0.47545847990067,1,1
"ENSG00000042317",0.000277482812206637,1,5,0,-0.474869146582966,1,1
"ENSG00000154380",0.000219655657176263,0.0057302640251218,5,2,-0.473017755364991,1,1
"ENSG00000143321",3.04846614306537e-05,7.79846382447698e-05,5,1,0.472686386572233,1,1
"ENSG00000143153",2.10294917973082e-29,1,4,0,0.472296161221769,1,1
"ENSG00000128699",7.97937549873857e-09,0.227039682130315,5,0,-0.469696911959915,1,1
"ENSG00000172785",3.21259826091699e-22,1.19179960634861e-06,9,1,-0.467412947630695,1,1
"ENSG00000172663",0.000150950221339362,0.147381020120342,4,0,0.467327935560673,1,0.833333333333333
"ENSG00000118046",0.00516734441461772,0.414430462256079,5,0,-0.466665431302234,1,0.833333333333333
"ENSG00000105619",9.63021584301977e-06,0.00705231641282976,3,1,-0.465847973781201,1,1
"ENSG00000108946",2.59439284357729e-08,1,8,0,0.46565188596647,1,0.833333333333333
"ENSG00000106733",1.78815082229222e-10,0.00592671546024909,7,1,0.46506648186375,1,1
"ENSG00000203985",1.76880821825911e-06,0.0634736855526691,7,0,0.464285827442175,1,1
"ENSG00000159346",9.80950668903647e-10,0.00216679385465074,3,1,-0.464231288967328,1,1
"ENSG00000105204",1.09518238117192e-06,1,6,0,0.463125030265727,1,0.5
"ENSG00000125107",9.10009803730663e-08,1,7,0,0.462686316834627,1,1
"ENSG00000166710",2.26750887944262e-45,1,7,0,-0.4621706055838,1,1
"ENSG00000135363",6.91566179966941e-20,0.000907212038861335,5,2,0.461538534791183,1,1
"ENSG00000137500",8.06466353141054e-14,0.0113175345701871,9,1,-0.461536781672968,1,1
"ENSG00000139323",7.1402422454039e-06,1,5,0,-0.461148440092986,1,0.833333333333333
"ENSG00000164040",0.0187981657137402,0.0433524032991686,3,1,-0.461048277442371,1,0.833333333333333
"ENSG00000166012",1.8645553034518e-07,0.0177691726017637,5,1,0.46085403206123,1,0.833333333333333
"ENSG00000163703",2.49840213820556e-05,0.33208490512667,6,0,-0.460500250293977,1,0.666666666666667
"ENSG00000174428",0.0339752364364002,0.010760459179219,3,2,-0.458280731240781,1,1
"ENSG00000144381",4.45164144156219e-19,9.78624708841563e-17,3,1,-0.457626839599938,1,1
"ENSG00000197586",0.0135316448375507,0.109028844153528,5,0,-0.457489208685577,1,0.666666666666667
"ENSG00000108641",1.6887619822235e-12,0.440516457001958,7,0,0.456922782516584,1,1
"ENSG00000140299",0.0266184544753981,1,3,0,0.45686202628742,1,1
"ENSG00000177854",0.00204109318707471,0.989348250147094,3,0,0.456280965029606,1,1
"ENSG00000134058",1.90993783647965e-05,1,5,0,-0.455812774458924,1,0.833333333333333
"ENSG00000171813",0.000323906189274929,1,6,0,-0.454954120618448,1,0.666666666666667
"ENSG00000135535",6.4996324417434e-29,1,7,0,0.454450490809036,1,1
"ENSG00000106105",6.17227466769727e-09,1,5,0,-0.453904717436636,1,1
"ENSG00000089356",2.10781800914978e-101,1.80306829485753e-98,3,2,0.453519627167995,1,1
"ENSG00000158234",1.63464076121422e-24,1,7,0,-0.453487217302567,1,1
"ENSG00000092820",7.93646357888758e-06,0.00429479581496361,5,1,-0.452488940913261,1,1
"ENSG00000177150",9.51670959297383e-05,0.0717619357970983,6,0,0.451130995225303,1,1
"ENSG00000182093",6.85840599021892e-10,1,5,0,-0.450572694699683,1,1
"ENSG00000015479",5.56072975276528e-06,0.0553400524245239,6,0,-0.449270383661771,1,1
"ENSG00000181284",0.024674827337063,0.054030690019162,3,0,-0.448125275952703,1,1
"ENSG00000022840",0.00124544860622665,1,4,0,-0.447709301739797,1,1
"ENSG00000017483",0.00235556276816158,1,6,0,0.445610900226922,1,0.833333333333333
"ENSG00000226067",5.40249530161386e-09,1,7,0,-0.444444424736157,1,1
"ENSG00000182196",7.77763799469905e-48,7.05684420100089e-12,5,1,-0.444443848252597,1,1
"ENSG00000183955",0.00209291503869413,1,5,0,0.444443242136564,1,0.833333333333333
"ENSG00000203875",6.09680364396545e-16,1.30126576660032e-18,5,2,0.444046578660971,1,1
"ENSG00000171867",4.70151507607126e-09,5.46463197911401e-06,3,1,-0.443276474340624,1,1
"ENSG00000184979",0.00417423578421383,1,5,0,-0.443114607845266,1,0.833333333333333
"ENSG00000166526",0.00354730352050815,0.568163432519974,6,0,0.442593365130948,1,0.666666666666667
"ENSG00000105835",0.000278819076485404,3.32766771248418e-05,5,2,0.440886081238701,1,1
"ENSG00000164162",3.91405124602902e-09,1,10,0,0.440824749179641,1,1
"ENSG00000172590",1.98290059941367e-08,1,8,0,-0.439817195631846,1,0.833333333333333
"ENSG00000178741",4.12112750211613e-40,0,2,2,-0.43868904172953,1,1
"ENSG00000149480",0.023842572832267,0.032357581363275,3,1,0.438162660532201,1,0.833333333333333
"ENSG00000197746",8.95993125170537e-05,0.000298532699732041,3,1,0.437238931807466,1,1
"ENSG00000140464",0.00788632972656341,1,4,0,-0.437205317526575,1,1
"ENSG00000102144",1.11344868925558e-09,7.25794120186539e-11,3,2,-0.436628257027465,1,1
"ENSG00000169599",4.02601119756054e-11,1,6,0,0.435842149892382,1,1
"ENSG00000011143",0.00461739836376211,0.231304057491602,4,0,0.435667516684507,1,1
"ENSG00000119950",0.0384986457401745,0.61964282506459,4,0,0.435429695869213,1,0.666666666666667
"ENSG00000129654",8.56247341023808e-10,0.000638776559293472,3,1,0.435287732008378,1,1
"ENSG00000149201",0.00457971424501793,0.284952000321877,4,0,-0.435173746694598,1,1
"ENSG00000127022",7.98962057167748e-20,3.40175937919626e-08,5,1,0.434994857923172,1,1
"ENSG00000204574",0.00515033783780593,1,4,0,0.434779467467369,1,0.833333333333333
"ENSG00000115129",1.79128811848474e-09,0.000647692900536132,8,1,-0.434745935496363,1,1
"ENSG00000111642",1.69859092826542e-11,1,10,0,0.433790247279052,1,0.666666666666667
"ENSG00000181852",3.83685895531649e-07,1,6,0,-0.43367889602257,1,0.5
"ENSG00000136261",2.38072978149309e-15,8.78831290746648e-06,6,1,-0.433473993384925,1,1
"ENSG00000013374",0.0214828844638721,0.130497034004338,4,0,0.433332719817636,1,0.833333333333333
"ENSG00000156110",1.10117684069212e-07,1,7,0,0.43166732594784,1,0.666666666666667
"ENSG00000138443",0.00385972093035641,0.828011003631705,4,0,0.431527208637549,0.833333333333333,0.833333333333333
"ENSG00000100296",0.0232285784956204,1,5,0,-0.430958637037143,1,0.833333333333333
"ENSG00000180881",0.0324049235519286,0.114230523771202,3,0,0.430927374016591,1,0.833333333333333
"ENSG00000072110",8.94649877433394e-36,1,6,0,0.430491934691458,1,1
"ENSG00000221914",6.55192266218475e-06,0.00361970997150328,5,1,0.430104032516823,1,1
"ENSG00000167996",8.95641602210363e-160,1.04708178715039e-133,4,1,-0.429711625117668,1,1
"ENSG00000057935",5.26922472471234e-06,0.0146336340821198,4,1,0.428215080064152,1,1
"ENSG00000154845",1.63658693462684e-06,1,7,0,-0.428152787426123,1,0.833333333333333
"ENSG00000011009",3.26115225835474e-08,1.99479408981446e-06,5,1,0.427005444797701,1,1
"ENSG00000186153",0.00706761102095949,1,5,0,-0.427001037779536,1,1
"ENSG00000011295",0.00319001413569288,0.00901210697675587,3,1,0.424862478511147,1,1
"ENSG00000134779",1.57460950275462e-19,0.113402649178412,10,0,-0.424242415432133,1,1
"ENSG00000110958",1.26514197077595e-26,2.55429402047506e-22,3,1,-0.422292045833272,1,1
"ENSG00000100949",0.00208332396243228,0.0267925429627073,4,1,0.422221080712826,1,1
"ENSG00000176261",0.000222392559045318,0.0238850462327603,8,1,-0.420970323021265,1,1
"ENSG00000128791",0.00783661023162462,0.19167314279677,3,0,-0.420270398114508,0.833333333333333,0.833333333333333
"ENSG00000119431",9.43306821286253e-13,1,4,0,0.420035382874321,1,1
"ENSG00000114770",1.76666263444883e-06,0.655163279397302,6,0,0.419354101376566,1,0.833333333333333
"ENSG00000131187",0.00946283260073104,0.15682840560105,5,0,0.418305610672261,1,0.833333333333333
"ENSG00000115310",1.29771200060484e-55,4.52643419892681e-15,6,1,0.418207702665734,1,1
"ENSG00000119559",0.0255770316441966,0.00573661954539365,3,2,-0.417188256444837,1,1
"ENSG00000137824",1.2546440985466e-11,0.771289521292907,4,0,0.416939789830295,1,1
"ENSG00000186787",0.00278622852389837,1,7,0,0.416666920822191,1,0.833333333333333
"ENSG00000080503",0.000396101496411787,1,7,0,-0.41666598853941,1,0.833333333333333
"ENSG00000025708",1.12319239959081e-13,0.000540011295543836,5,1,0.413783785617099,1,1
"ENSG00000182979",5.30187551540275e-05,1,7,0,-0.413619560712249,1,0.666666666666667
"ENSG00000110274",5.04413932141679e-07,1,7,0,-0.412344752128605,1,1
"ENSG00000124596",1.14769833131738e-11,1,10,0,-0.411763697333692,1,1
"ENSG00000077380",1.26017271619231e-08,1,9,0,0.410347075135152,1,1
"ENSG00000160838",0.0228419013659955,0.0108961144244919,4,1,0.410017294733791,1,1
"ENSG00000213246",0.000111585615328384,2.62091949350261e-05,4,1,-0.408644302420834,1,1
"ENSG00000254986",0.00014611196036492,0.000488613005359701,4,1,0.407962692738571,1,1
"ENSG00000270647",1.87360712973716e-10,9.54608606121004e-05,6,1,0.407882357254766,1,1
"ENSG00000113811",4.04963661157188e-06,1.09766486206805e-06,3,2,0.406889141558216,1,1
"ENSG00000134108",0.0429705424411734,0.751428312138639,3,0,0.406249936088455,1,1
"ENSG00000103876",0.00736389221462784,0.218180182774772,3,0,-0.405579959956527,1,1
"ENSG00000151726",0.000363927843548685,1,6,0,0.405446900299861,1,0.833333333333333
"ENSG00000155438",0.00072233120747559,0.00187948539630747,4,1,0.404700733895059,1,1
"ENSG00000105519",2.47860526097752e-27,1.01429312377742e-14,7,3,-0.404041897916392,1,1
"ENSG00000145191",0.00207160342913956,0.0104144908558068,5,1,0.403661672394716,1,1
"ENSG00000124164",0.0311361823641707,1,4,0,-0.402961242339895,1,1
"ENSG00000144118",0.0124035158111829,0.0783126537587263,3,0,0.402196114942446,1,1
"ENSG00000169814",0.00769243188356644,1,5,0,0.400462975310032,1,0.666666666666667
"ENSG00000167695",0.0198241529809037,1,4,0,-0.400219086761346,0.666666666666667,0.666666666666667
"ENSG00000134283",0.000407241089896128,0.0215523377659726,7,1,-0.399657143625194,1,0.833333333333333
"ENSG00000028203",1.79776211951387e-09,1,9,0,0.399636620013457,1,0.833333333333333
"ENSG00000164855",0.00338630632194553,1,7,0,-0.399532986568962,1,0.666666666666667
"ENSG00000143549",3.87968219753918e-21,9.48497381268838e-09,8,1,0.39927262961161,1,1
"ENSG00000129084",7.55238696871876e-06,1,8,0,-0.398521303134673,1,0.666666666666667
"ENSG00000111679",0.0415255144803321,0.00978862387511055,5,1,-0.398232404512569,1,1
"ENSG00000113456",0.0288784083624737,0.949445890050365,3,0,-0.397299155361835,1,1
"ENSG00000076242",0.00746983844288731,0.536272553225098,4,0,0.396906696793188,1,0.833333333333333
"ENSG00000113282",3.30552181447219e-05,0.00192471521765957,7,1,0.396188534398099,1,1
"ENSG00000114383",0.00422684594325075,0.321877635284828,3,0,0.396100013997494,1,0.833333333333333
"ENSG00000177479",0.000711915460440839,0.115111377135732,9,0,-0.394444536824664,1,1
"ENSG00000137764",0.0194442949905296,0.665705554218332,3,0,-0.39432552181463,1,1
"ENSG00000149269",3.84388395486926e-05,1,9,0,0.394056579839698,1,0.833333333333333
"ENSG00000066651",0.0263025691770433,1,4,0,-0.392994021104058,0.833333333333333,0.666666666666667
"ENSG00000166181",0.000141486775371549,0.658799056602334,5,0,-0.391576431997081,1,0.833333333333333
"ENSG00000117395",6.32160588737254e-26,1,6,0,-0.391011665482983,1,1
"ENSG00000122417",1.04389838836768e-13,0.0565650463528072,9,0,-0.390985187656813,1,1
"ENSG00000146731",1.52662339609135e-09,0.00895193990245949,3,1,0.390458323479915,1,1
"ENSG00000166411",0.0165089035838886,1,3,0,-0.389041008690331,1,1
"ENSG00000270765",0.031801445074943,1,3,0,-0.388529940039533,0.833333333333333,0.833333333333333
"ENSG00000139437",5.02217518610166e-05,1,6,0,0.388226105998609,1,1
"ENSG00000155026",0.0343436617053121,0.666846555279091,4,0,0.387977512992269,1,0.833333333333333
"ENSG00000109180",3.64277547342901e-14,1.02594710783735e-14,4,1,0.38771479300435,1,1
"ENSG00000129514",0.00700891515620396,0.572817266230995,4,0,-0.38769325992607,1,0.833333333333333
"ENSG00000196776",6.35322035293149e-08,1.21091533067516e-06,4,1,0.387565850470966,1,1
"ENSG00000232677",8.78020348934988e-05,1,10,0,0.387302410551197,1,0.833333333333333
"ENSG00000144560",1.11382416789202e-13,1,7,0,0.386567113315148,1,1
"ENSG00000204859",1.6395523304813e-06,1,9,0,-0.385945980297325,1,0.5
"ENSG00000035681",0.00178278866678017,1,7,0,0.385927034429655,0.833333333333333,0.5
"ENSG00000157578",0.0339752364364002,0.139995282902486,3,0,-0.385865170896815,1,1
"ENSG00000117226",0.000670163151889285,1,5,0,-0.385358642684281,1,0.833333333333333
"ENSG00000119801",9.83344142461152e-07,1,6,0,0.384616161375948,1,1
"ENSG00000169220",0.000705797692484884,1,7,0,0.384150553592134,1,0.833333333333333
"ENSG00000138398",0.0237981223952715,0.0469836933701101,3,1,0.383893408076972,1,1
"ENSG00000156256",3.85803814383538e-05,0.140038247542533,5,0,-0.383478572326583,1,1
"ENSG00000136802",0.00965580739734267,0.0174898708164897,4,1,0.383445494072146,1,1
"ENSG00000133265",1.49294682440142e-05,0.00847646833440241,4,1,-0.383046189465417,1,1
"ENSG00000100918",0.00192856866321666,0.833178519297041,5,0,0.382993066103189,1,1
"ENSG00000183844",3.32573769376489e-06,7.80095481529109e-05,4,1,0.382947059067734,1,1
"ENSG00000067836",2.63316287434005e-06,3.38984854270337e-07,4,1,-0.382843251773069,1,1
"ENSG00000138119",2.43860126894711e-14,0.949102442232221,5,0,-0.382581041930379,1,1
"ENSG00000140416",3.93889640168702e-11,0.00521995886206769,4,1,-0.382505782019998,1,1
"ENSG00000130429",2.92301404496052e-66,6.14512774469984e-41,4,1,-0.382279134142932,1,1
"ENSG00000107164",2.36266392708788e-07,0.163142546870539,4,0,0.382214742109335,1,1
"ENSG00000049283",0.00689209164921876,0.0598809203040968,5,0,-0.38188856855816,0.833333333333333,0.666666666666667
"ENSG00000147439",0.0257667020302825,0.0138142293546478,4,1,-0.381739237942554,1,1
"ENSG00000184831",0.000674810056979518,0.000429320821203153,4,1,-0.381694947045029,1,1
"ENSG00000197226",0.000116484157584044,1,7,0,-0.381400627004596,1,0.833333333333333
"ENSG00000170477",1.73118740706177e-36,5.86370472422958e-26,4,1,-0.381192459063382,1,1
"ENSG00000100796",3.33844607357525e-06,1,9,0,-0.380952360365955,1,0.833333333333333
"ENSG00000158373",0.000203540890122302,0.0308809856619986,3,1,0.380916378589099,1,1
"ENSG00000147642",0.00045669019144909,1,7,0,0.38043028145476,1,0.833333333333333
"ENSG00000067225",5.65193165693709e-147,1,4,0,-0.380181164352581,1,1
"ENSG00000140526",0.00144042732617394,1,3,0,-0.379617025989263,1,1
"ENSG00000188313",2.82164430891387e-13,1,6,0,-0.379310227136455,1,1
"ENSG00000157978",0.00622453640843498,1,3,0,0.379226142085539,1,1
"ENSG00000111371",1.13254229819594e-07,1,6,0,0.37699888526751,1,0.833333333333333
"ENSG00000100462",0.00448082917159023,1,5,0,-0.376405903750804,1,1
"ENSG00000129534",1.97986275667631e-05,0.65866329010735,8,0,-0.376326371087444,1,0.833333333333333
"ENSG00000006118",2.52734517645271e-07,0.0391946344896519,6,1,0.372632457173662,1,1
"ENSG00000136830",0.00403825464188183,1,5,0,-0.370998391715671,1,1
"ENSG00000255135",0.0260757300387722,0.970242568881897,3,0,-0.370791613555127,0.833333333333333,0.833333333333333
"ENSG00000198015",1.33545673355378e-05,0.0146414607510842,3,1,-0.369641721624985,1,1
"ENSG00000068120",2.17905763397956e-08,1,6,0,0.368141431959697,1,1
"ENSG00000122026",1.65253390846908e-267,6.28861267479206e-176,4,1,-0.367297503576211,1,1
"ENSG00000115274",0.00252049622981599,0.680000496079905,3,0,-0.367064194665642,1,0.833333333333333
"ENSG00000042980",0.0214828844638721,1,4,0,-0.365961947204914,1,0.833333333333333
"ENSG00000175324",1.49154585237203e-15,1,5,0,-0.365946780678301,1,1
"ENSG00000245532",5.35971940559533e-28,3.05253727736632e-13,4,3,0.365354683363485,1,1
"ENSG00000136240",7.84190891284274e-09,1,4,0,0.36480654568043,1,1
"ENSG00000116661",7.35610092706228e-08,1,3,0,0.363924172948746,1,1
"ENSG00000185187",0.000172153681502839,0.000878681226913557,5,1,-0.363693090677761,1,1
"ENSG00000012822",1.44321828713599e-05,0.323967838253046,6,0,0.363636363627006,1,0.833333333333333
"ENSG00000168575",2.4741303417628e-12,0.108079563686117,9,0,0.36290165181378,1,0.833333333333333
"ENSG00000166145",8.05929188999339e-18,0.000214343480255995,7,1,0.362678143722838,1,1
"ENSG00000120910",0.0220351577052894,0.797154321530499,3,0,-0.361715764584088,1,1
"ENSG00000100360",4.48127395643312e-14,0.0618402250035547,5,0,-0.360924401833624,1,1
"ENSG00000177666",0.0119214052880926,0.042125217829748,6,1,-0.360569944885291,1,1
"ENSG00000173442",0.037603712548022,1,5,0,0.359906862783383,1,1
"ENSG00000118705",9.53171779954398e-10,1.29924381463081e-07,3,1,-0.358595524479187,1,1
"ENSG00000204344",0.00072917773024293,0.0664407478290151,6,0,-0.358478340729064,1,1
"ENSG00000198265",0.000642708227258201,1,7,0,-0.358450534770066,1,1
"ENSG00000100320",0.00182922959952369,1,6,0,-0.357141997062572,1,1
"ENSG00000143919",0.00449164231062043,1,4,0,0.357140285361747,1,1
"ENSG00000132424",9.5478284322031e-15,1,10,0,-0.35674241287921,1,1
"ENSG00000148334",1.74037004951055e-13,1,6,0,0.356586885529332,1,1
"ENSG00000112679",0.00492305041294111,1,5,0,0.356050883554282,1,0.833333333333333
"ENSG00000119335",0.000173253592560268,0.03151760933699,3,1,0.354668762175483,1,1
"ENSG00000104529",3.12716260739076e-27,7.9130704272369e-23,4,2,-0.3537437016791,1,1
"ENSG00000166183",0.00024566844862927,1,11,0,-0.352940577678414,1,0.666666666666667
"ENSG00000114857",0.00860535380590421,0.190211661508103,6,0,0.352887587868147,1,1
"ENSG00000204580",5.74076436075235e-17,1,8,0,-0.352620906806829,1,1
"ENSG00000178927",0.040652209415464,0.043063962096145,4,1,-0.352182831780927,1,1
"ENSG00000122545",4.72540826968289e-38,7.48886256911893e-09,5,1,-0.352046594503164,1,1
"ENSG00000176102",0.000442436673295107,1,5,0,0.351036132967614,1,1
"ENSG00000110492",2.94496889790937e-42,6.35895308616861e-20,4,1,-0.350459592484968,1,1
"ENSG00000119487",0.000197521705064053,1,7,0,0.349944572809301,1,1
"ENSG00000100294",0.0270298904704265,0.0964415222959394,5,0,0.349707053644143,1,1
"ENSG00000167315",0.0142431086953425,1,5,0,-0.348584857896778,1,0.833333333333333
"ENSG00000104765",1.17441437769387e-06,1,4,0,0.348466107759613,1,1
"ENSG00000046647",0.0420764095372988,1,4,0,-0.347638646957379,1,1
"ENSG00000146963",4.82715481751349e-09,0.124943806131843,5,0,0.346883913700227,1,1
"ENSG00000130640",3.18017105145201e-11,1,8,0,0.346657417357023,1,0.833333333333333
"ENSG00000083720",0.00746983844288731,1,3,0,-0.346595334213118,1,1
"ENSG00000144061",0.00803932476085917,0.00937272492907251,4,1,-0.345945816453964,1,1
