"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_uninfected_child_Uninfected-Secretory_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000148339",3.40939184606939e-05,0.00888333865317707,5,1,0.596915449068912,1,1
"ENSG00000100325",8.11490718865175e-11,0.213709413062349,9,0,0.59574448369395,1,1
"ENSG00000146731",2.45325241473194e-15,1.46296447978927e-08,3,2,-0.595515571376803,1,1
"ENSG00000185947",0.00436741810751686,0.0762623954888155,3,0,-0.595394860213927,0.833333333333333,0.666666666666667
"ENSG00000185033",7.65119220430839e-21,1,5,0,0.595311254391571,1,0.833333333333333
"ENSG00000221838",0.00094802218721901,0.000557754163959259,6,1,0.593667251664031,1,1
"ENSG00000033170",8.61721692840502e-06,0.00751052818669572,3,1,0.592424224821893,1,0.833333333333333
"ENSG00000112715",1.56484465212371e-06,7.85137405317723e-05,4,1,-0.592289500691179,1,1
"ENSG00000054282",5.1228837714536e-08,0.00448348738358618,5,1,0.591979642226417,1,1
"ENSG00000104687",1.91657082924531e-13,1,6,0,0.591606122950228,1,1
"ENSG00000105656",0.0129618203019971,1,4,0,0.590030862283959,0.833333333333333,0.5
"ENSG00000166900",0.0117929996070428,0,2,2,-0.589690592544936,0.833333333333333,0.666666666666667
"ENSG00000178719",0.00157019534057216,0.00573830891268106,3,1,0.588482933002992,1,0.833333333333333
"ENSG00000173889",0.00107467904495543,0.0756838583147111,4,0,0.58757332797166,0.833333333333333,0.666666666666667
"ENSG00000140307",2.66352766665987e-53,3.04168773738077e-48,3,1,-0.585096177738417,1,1
"ENSG00000171130",0.0141272690025283,0.271795032522199,3,0,-0.584835544595657,0.833333333333333,0.666666666666667
"ENSG00000148399",2.79799005357141e-10,1,7,0,-0.583504572449803,1,0.5
"ENSG00000130702",1.30398545963372e-14,1,8,0,0.583334302743749,1,0.666666666666667
"ENSG00000092148",1.63656848794597e-12,1,5,0,0.583178785495573,1,0.666666666666667
"ENSG00000028116",0.00273847214910735,0.0138318288798082,3,1,-0.582791614799747,0.833333333333333,0.833333333333333
"ENSG00000249481",0.00794321325054486,1,3,0,-0.580368345927029,1,0.666666666666667
"ENSG00000173486",8.63386712798922e-78,2.9688741289571e-49,4,1,0.580239068005214,1,1
"ENSG00000159166",1.83612506394001e-29,5.39449584170604e-05,3,1,0.578132427736642,1,1
"ENSG00000100296",0.000381812668756001,1,5,0,0.578117859926088,0.833333333333333,0.5
"ENSG00000101266",2.08331466205902e-33,1,9,0,0.577956278222307,1,0.833333333333333
"ENSG00000164105",4.96970643567378e-11,1.16431581483055e-06,4,1,0.577950476605863,1,1
"ENSG00000103044",0.0363793328909055,0.617656447765906,3,0,-0.577929714995028,0.833333333333333,0.666666666666667
"ENSG00000257103",7.35266693630604e-37,0.00385793980933315,8,1,-0.576681224020887,1,0.833333333333333
"ENSG00000141644",4.85522426117669e-05,1,7,0,0.576495074415093,0.833333333333333,0.5
"ENSG00000174718",6.01549739589941e-07,1,6,0,-0.576175608485401,1,0.666666666666667
"ENSG00000141030",9.43097938152436e-14,0.00759265419091672,6,1,-0.57592987846584,1,0.833333333333333
"ENSG00000186409",9.34320074048056e-06,0.00224197811621068,5,1,-0.575757575429895,1,1
"ENSG00000173226",2.4112199985066e-16,0.000196673114702768,4,2,-0.572835035443102,1,1
"ENSG00000179523",0.012319490352951,1,4,0,-0.571700983159739,1,0.666666666666667
"ENSG00000181284",1.06915603230632e-06,0.263005495157363,4,0,-0.570344160303561,1,1
"ENSG00000168765",1.26045644379758e-05,1,5,0,0.570237150611663,1,0.833333333333333
"ENSG00000096093",8.35139375313807e-32,0.0548560192851116,6,0,0.569203180249234,1,1
"ENSG00000204673",0.000132940212284038,0.00614108047200904,4,1,-0.568873036867597,1,1
"ENSG00000103811",1.9190982447196e-06,0.141117312223371,6,0,-0.568529122981188,0.833333333333333,0.833333333333333
"ENSG00000204954",0.000332793159373583,0.144858323217142,5,0,0.568046774748942,1,0.833333333333333
"ENSG00000144560",2.00116679299041e-28,1,6,0,-0.56730437952475,1,0.833333333333333
"ENSG00000284770",1.03184276553341e-05,1,5,0,-0.566154097301303,0.833333333333333,0.833333333333333
"ENSG00000136152",1.69873944918758e-09,1,5,0,-0.565548341954896,1,0.5
"ENSG00000138772",2.9632723981433e-84,1,4,0,-0.564330100411238,1,1
"ENSG00000072364",1.6428865368483e-21,0.0274269186794289,7,1,-0.56410182948189,1,0.666666666666667
"ENSG00000182809",0.0011089874593794,1,5,0,0.563082285246581,1,0.833333333333333
"ENSG00000158545",0.0141272690025283,0.942545528478356,3,0,-0.561865885778958,0.833333333333333,0.833333333333333
"ENSG00000271109",0.0114014759249517,1,5,0,0.561851446339951,1,0.666666666666667
"ENSG00000100650",1.45482696457278e-109,8.47982665259027e-73,5,1,-0.561596579719216,1,1
"ENSG00000115368",0.0253295043103167,1,4,0,0.561326949236321,1,0.833333333333333
"ENSG00000121057",0.0105385984659213,0.0610125197463564,3,0,-0.560721902661647,1,1
"ENSG00000135048",0.000180701522121605,1,4,0,0.559883457172119,1,0.833333333333333
"ENSG00000172785",2.93940421516807e-21,1,8,0,-0.559650773215811,1,1
"ENSG00000166164",1.11984241905735e-24,0.947665332708313,6,0,0.559234318359101,1,0.5
"ENSG00000155749",3.1879769705053e-09,1,3,0,0.5585618634475,1,1
"ENSG00000158863",0.0135956285033153,0.0813297449157791,3,0,-0.556799148453437,0.666666666666667,0.666666666666667
"ENSG00000169220",2.46433559995633e-05,1,5,0,-0.55649644804612,1,1
"ENSG00000178951",2.44995087421366e-42,1,7,0,-0.55639097570259,1,1
"ENSG00000110987",0.000302904383370459,1,4,0,0.556088400503552,1,0.666666666666667
"ENSG00000111907",8.03984843018362e-45,0.000591598378774498,6,1,0.555372744473947,1,1
"ENSG00000176658",4.17711700726149e-08,0.000241470984570342,5,1,-0.55441216117323,1,1
"ENSG00000126522",1.8328961727057e-08,1,6,0,0.55283669012572,1,0.666666666666667
"ENSG00000138443",0.000924651628044458,1,5,0,0.552022739873039,0.833333333333333,0.666666666666667
"ENSG00000167962",4.59252624623526e-05,0.947316049685255,4,0,-0.55139928609368,0.833333333333333,0.666666666666667
"ENSG00000204469",0.0204243144084472,0,2,2,-0.550434042229414,1,0.833333333333333
"ENSG00000240682",9.8436211533661e-11,1,6,0,0.550332942996697,1,0.666666666666667
"ENSG00000172493",3.99576387446404e-05,0.111917263411366,5,0,-0.54999979665238,0.833333333333333,0.666666666666667
"ENSG00000136155",0.000115975287353803,1,4,0,-0.549529896129572,1,0.666666666666667
"ENSG00000068903",0.000891410655933108,0,2,2,0.546154044275198,0.833333333333333,0.833333333333333
"ENSG00000142687",1.88475535103613e-09,1,7,0,-0.545936865763484,1,1
"ENSG00000144802",2.79798151699545e-09,0.00196331572096756,4,1,-0.545836779487297,1,1
"ENSG00000039068",2.07550819116024e-06,0.00172945642662513,4,1,-0.545770976279571,0.833333333333333,0.666666666666667
"ENSG00000278558",0.0141436937719699,0.00283102633535606,3,1,-0.545452823004267,1,0.833333333333333
"ENSG00000122218",0.000417016333047392,0.00552617339760637,5,1,0.543974537930428,0.833333333333333,0.833333333333333
"ENSG00000120992",5.06925914391183e-32,5.1640675882176e-20,6,1,0.543918229839323,1,1
"ENSG00000132470",1.40995406053228e-47,1,6,0,-0.543741423311024,1,0.833333333333333
"ENSG00000185619",0.038660108787707,0,2,2,-0.543480529172038,1,1
"ENSG00000128923",5.75668343763521e-06,7.36778021657009e-05,3,1,0.541227948976887,1,1
"ENSG00000140104",0.00567632900145515,0.015519299334474,4,1,0.540282652932003,1,0.833333333333333
"ENSG00000070190",8.21784696649763e-05,0.0680889741677423,3,0,0.5394511737019,1,1
"ENSG00000121073",7.43003558055044e-20,0.380252486521865,6,0,-0.538914601157118,1,1
"ENSG00000155438",4.57997764411196e-20,0.00825940582563678,5,1,-0.536980209517261,1,1
"ENSG00000119723",0.000356865158042852,0.427327336469643,5,0,-0.536578388105699,1,0.833333333333333
"ENSG00000120533",6.11422697082577e-74,1,6,0,0.5358421947364,1,1
"ENSG00000168078",0.00193715345334327,1,3,0,0.535420100151043,0.833333333333333,0.666666666666667
"ENSG00000105894",3.47001013451163e-07,1.13306839463203e-07,3,1,-0.534525976246089,1,1
"ENSG00000123146",0.00727711567018207,0.392274054384201,5,0,-0.533706278305488,0.833333333333333,0.5
"ENSG00000144524",0.00909567639777093,1,3,0,-0.533199364286531,0.833333333333333,0.833333333333333
"ENSG00000174428",0.000432705587266412,0.000771177515936764,4,2,0.53293623509802,1,0.833333333333333
"ENSG00000100142",0.0418208680612357,0.0533363430177649,3,0,0.53264029843969,1,0.833333333333333
"ENSG00000021355",1.68925518062359e-14,3.2344560935221e-11,5,2,-0.532478426258102,1,1
"ENSG00000151552",2.24620046845097e-08,4.31592496217741e-08,4,1,-0.532173076976384,1,1
"ENSG00000073921",7.01529181079176e-09,1,6,0,-0.531758687001869,1,1
"ENSG00000072518",0.00036801606261495,0.248427717844614,5,0,0.53138110343254,1,0.666666666666667
"ENSG00000017483",2.26062720685116e-06,1,6,0,-0.53124922810117,1,0.833333333333333
"ENSG00000165175",5.85289494985134e-17,1.60807389495261e-11,4,1,-0.531001617835356,1,1
"ENSG00000070756",1.06621772376951e-112,5.33121760189936e-39,6,1,-0.53082043065329,1,1
"ENSG00000113916",0.012812338636352,1,3,0,0.530693602495245,0.833333333333333,0.666666666666667
"ENSG00000118564",1.62866554464931e-06,1,6,0,0.530092391554755,1,0.833333333333333
"ENSG00000143977",7.64481734756162e-70,7.24028747436957e-44,4,1,0.529579379943754,1,1
"ENSG00000113456",6.09345498690852e-06,1,6,0,-0.529563695253458,1,0.833333333333333
"ENSG00000174844",6.72613511024773e-06,1,5,0,-0.528601204798319,1,0.5
"ENSG00000142082",0.0141628827320854,0.201832745105664,3,0,-0.528595091007274,1,0.833333333333333
"ENSG00000072110",1.3157747282983e-32,1,4,0,0.527866881937187,1,1
"ENSG00000136449",6.9116867882894e-06,0.0143646411836795,4,1,-0.527337743580714,0.833333333333333,0.833333333333333
"ENSG00000150779",2.11347540040196e-27,4.11234550482834e-16,6,2,-0.526848974973144,1,1
"ENSG00000165905",0.00404514531155383,1,5,0,-0.526315521882351,0.833333333333333,0.666666666666667
"ENSG00000136425",2.28535254762994e-06,1.52251515833743e-06,4,1,-0.526216249098727,1,1
"ENSG00000167986",2.33478323874533e-12,0.0355989152406826,4,1,-0.524406151988341,1,1
"ENSG00000135838",0.00147740248436699,0.131578625582766,4,0,-0.524178304512229,1,1
"ENSG00000108641",5.46330630279557e-14,0.000247233585074401,6,1,-0.523076923076915,1,1
"ENSG00000107745",0.00737463792477425,1,4,0,0.522809801044672,1,0.666666666666667
"ENSG00000141424",1.8452195263235e-09,0.0105798051031543,4,2,0.522708133733567,1,1
"ENSG00000175110",2.53496220127807e-14,8.23706679666569e-16,4,2,0.521720570402273,1,1
"ENSG00000160271",0.0389809733772698,1,4,0,0.519579614626852,0.833333333333333,0.5
"ENSG00000152942",0.00912389801335709,0.0224679090445698,3,1,-0.51939149149175,0.833333333333333,0.666666666666667
"ENSG00000164828",0.029273232817631,0.0795936270586538,5,0,0.519230735817049,0.833333333333333,0.833333333333333
"ENSG00000143398",4.0532019887164e-07,0.190037550426894,3,0,0.518905463397982,1,1
"ENSG00000112679",8.93608769425768e-08,0.197334697892013,6,0,-0.518869538582995,1,0.833333333333333
"ENSG00000280071",1.08343362952414e-16,1,6,0,-0.518363227479941,1,1
"ENSG00000169228",4.22233155341562e-08,1,5,0,-0.517612354243352,1,0.833333333333333
"ENSG00000107404",0.0147211404001321,1,3,0,-0.516757236429991,0.833333333333333,0.666666666666667
"ENSG00000258890",0.000137740899014617,0.0427391935209275,7,1,0.515942354555922,1,0.666666666666667
"ENSG00000108423",0.000975587767713426,1,5,0,-0.51538960894775,1,0.666666666666667
"ENSG00000109065",0.00266100415028807,0.00506382566463122,3,1,-0.514242301886384,0.833333333333333,0.833333333333333
"ENSG00000170525",0.0289418848574223,0,2,2,-0.513830638627002,0.833333333333333,0.833333333333333
"ENSG00000136305",2.40625520649339e-06,1,7,0,-0.513803075088668,1,1
"ENSG00000005483",5.42771264670628e-07,0.739594659587433,4,0,0.513077933051875,1,1
"ENSG00000268350",0.000182510343224204,1,6,0,0.512446538566588,1,0.666666666666667
"ENSG00000111328",1.38636193939789e-25,0.17129319299894,6,0,-0.512416610155927,1,0.833333333333333
"ENSG00000285437",8.18800876333523e-27,1,12,0,0.511706908813095,1,1
"ENSG00000115677",1.62349001945795e-30,0.013771605149703,4,1,0.51139581865978,1,1
"ENSG00000050130",1.90478488234634e-11,0.230099486764312,6,0,0.510782457051357,1,1
"ENSG00000160972",0.00140439251566099,0,2,2,0.510322360430438,1,0.833333333333333
"ENSG00000177830",1.26012769089915e-11,3.55652124339131e-07,3,1,0.510024824961088,1,1
"ENSG00000112561",0.00224428052461409,1,8,0,0.509995890458448,0.833333333333333,0.833333333333333
"ENSG00000196872",4.21964209842466e-18,0.0461884978837849,7,1,0.509794286276635,1,0.833333333333333
"ENSG00000188191",0.0413568957687138,0.0267587699760018,4,1,-0.509671183608275,1,0.833333333333333
"ENSG00000125744",0.0327996664962952,0.0812881651476265,3,0,-0.509274117234247,0.833333333333333,0.666666666666667
"ENSG00000150403",1.77161791885739e-10,0.525213458594348,5,0,-0.507628074796661,1,1
"ENSG00000124279",0.0186133609979281,0.0193617458863907,3,1,0.50625396463944,0.833333333333333,0.666666666666667
"ENSG00000172845",6.05941507474913e-11,1.3087255241773e-05,4,1,0.505727201977027,1,0.833333333333333
"ENSG00000150093",3.28644813247929e-35,1.24801818593019e-05,5,1,0.505477700261957,1,1
"ENSG00000171793",0.000671286416290488,0.220341488760423,3,0,0.505374873263244,1,0.833333333333333
"ENSG00000101310",0.000318361361756385,0.995071099435036,6,0,0.504459178328375,1,1
"ENSG00000226067",5.36044052042903e-10,1,7,0,-0.504179637851428,1,0.833333333333333
"ENSG00000075539",0.0223348617684977,0.110685655338213,4,0,0.503674345846923,1,0.833333333333333
"ENSG00000188739",4.05142744552857e-15,1,6,0,-0.500175442571364,1,0.666666666666667
"ENSG00000113742",2.25862500754577e-05,1,6,0,0.500005124984376,1,0.833333333333333
"ENSG00000106733",5.62109985518595e-25,0.105472484424213,7,0,0.500001282287603,1,1
"ENSG00000115464",0.00195542873889514,1,3,0,0.5,1,0.833333333333333
"ENSG00000076242",0.000260915157190683,1,5,0,-0.499999619394446,0.833333333333333,0.833333333333333
"ENSG00000133961",0.00292276783557667,0.10275993545119,5,0,-0.499999227170859,0.833333333333333,0.666666666666667
"ENSG00000107968",7.60404546698061e-16,1.23237107054547e-06,6,1,-0.499998653046893,1,1
"ENSG00000175029",2.90538828000611e-23,1,11,0,0.499950171038964,1,0.666666666666667
"ENSG00000124882",0.000577525999714108,0.0035232134343402,3,1,0.498577708182604,1,1
"ENSG00000152154",0.0337859644065933,0,2,2,0.498157826960378,0.833333333333333,0.833333333333333
"ENSG00000259153",0.00355738496554568,1,5,0,0.497210487793374,0.833333333333333,0.666666666666667
"ENSG00000113240",6.16955885532422e-05,1,5,0,-0.497139755366533,1,1
"ENSG00000135775",0.00012410618786549,1,3,0,0.497019084979193,1,1
"ENSG00000103415",9.27975483692689e-24,1.24988506258213e-08,5,1,-0.496609632017975,1,1
"ENSG00000103197",0.0284155179190005,0.0375223483538445,5,1,0.496404045607526,0.833333333333333,0.833333333333333
"ENSG00000168243",0.00175445034902836,0.312064742393394,4,0,0.496347052776742,1,1
"ENSG00000186395",2.49055559406119e-30,1,6,0,0.495876594328018,1,1
"ENSG00000151743",0.000385489975608868,1,5,0,0.493585674265303,1,0.5
"ENSG00000110880",0.00715173131846372,1,5,0,-0.493506027624536,1,0.833333333333333
"ENSG00000120438",4.17415523052666e-34,1.54177128543639e-15,4,1,0.493429276361855,1,1
"ENSG00000079739",3.71442573354375e-10,1.4765575714054e-07,3,1,0.491398212808138,1,1
"ENSG00000140157",0.000678622779685811,1,7,0,0.491209508589804,1,0.833333333333333
"ENSG00000046647",0.00532176082956678,0.00202780287552152,4,1,0.489885654171085,1,1
"ENSG00000156256",4.62862783194676e-09,0.00849161547631952,5,1,-0.4865897185286,1,0.833333333333333
"ENSG00000160226",1.29513632410435e-06,3.98829683584711e-07,3,1,0.486544168525258,1,1
"ENSG00000158023",0.0039992899406605,0.0644600700579858,4,0,-0.486523366315133,1,0.833333333333333
"ENSG00000156171",6.58951815047045e-19,1,8,0,-0.486213355558975,1,0.833333333333333
"ENSG00000065054",2.27219503573329e-27,4.99979779334777e-11,7,1,0.485961251540641,1,1
"ENSG00000154582",6.32851978448465e-49,1,7,0,-0.484110990275222,1,1
"ENSG00000116661",5.25130832659727e-16,0.302321882296645,3,0,0.483755648414233,1,1
"ENSG00000071051",6.08878233336016e-06,0.00411636253557191,5,1,0.48351305990784,1,0.833333333333333
"ENSG00000181163",2.4112199985066e-16,2.15186273759307e-12,3,1,-0.482426979687822,1,1
"ENSG00000154978",0.00364528370214063,0.146100917602504,3,0,0.482281224713469,0.833333333333333,0.833333333333333
"ENSG00000109083",2.29260809934064e-07,6.18367095541244e-09,4,2,-0.480748249367101,1,1
"ENSG00000131746",4.75982280142272e-06,0.890627450968997,5,0,-0.479816050067028,1,1
"ENSG00000182670",1.17582602281951e-76,1,9,0,-0.479729232796932,1,1
"ENSG00000107372",3.54851919529055e-30,0.0610003052264572,8,0,-0.477862442647445,1,1
"ENSG00000102897",4.68311582599168e-09,1,7,0,0.477732204691501,1,1
"ENSG00000168575",1.49843772653492e-20,1,7,0,-0.477442707844935,1,0.833333333333333
"ENSG00000145779",9.68771309375672e-21,1,7,0,0.477433599045854,1,1
"ENSG00000101191",0.0138245869830215,0.00796067693695406,3,1,0.477032548602611,1,1
"ENSG00000173442",1.25412448449518e-06,0.499989857089398,7,0,-0.476830237850754,1,0.833333333333333
"ENSG00000158483",0.00633999164650144,0.452886617631548,3,0,-0.475884683467247,1,1
"ENSG00000105204",0.000544284534958943,0.363310338753405,6,0,-0.475493019021129,0.833333333333333,0.666666666666667
"ENSG00000162777",0.00165305523816362,0.00177454238022556,3,1,-0.475095425609734,1,1
"ENSG00000188243",0.000437797731039005,0.185728363094,4,0,-0.475033971053492,1,0.833333333333333
"ENSG00000067113",1.06556030425576e-11,1,7,0,-0.474001458904369,1,1
"ENSG00000112651",3.84979279573581e-05,0.0388214671543464,5,1,0.47262142726062,1,0.833333333333333
"ENSG00000189377",3.85353507073242e-06,3.51110439819755e-07,3,2,0.472385815637908,1,1
"ENSG00000225138",0.0482427753263332,0.0191617755095635,3,1,0.471402024309077,0.833333333333333,0.833333333333333
"ENSG00000103037",0.0351419283440371,0.0613667759778632,6,0,0.470863670375119,0.666666666666667,0.666666666666667
"ENSG00000183734",1.02108909957369e-06,1,4,0,0.469687832541979,1,1
"ENSG00000198000",7.55564973335118e-07,1,7,0,0.469638044413719,1,0.833333333333333
"ENSG00000125520",5.47920262179371e-10,0.313051456173742,4,0,-0.4695878178174,1,1
"ENSG00000100644",1.42296742813462e-09,6.03988939532345e-05,8,1,0.469441047597383,1,0.833333333333333
"ENSG00000100918",2.62716021328371e-10,1,7,0,-0.469387589721014,0.833333333333333,0.666666666666667
"ENSG00000117335",7.72151964850629e-10,0.00584981025393774,6,1,0.46927856855054,1,1
"ENSG00000134258",4.51213329031646e-05,0,2,2,-0.469225662314553,1,1
"ENSG00000168256",5.70310154102967e-05,1,5,0,0.468434823546448,1,0.833333333333333
"ENSG00000158315",1.69866879185907e-17,0.0550551244048434,4,0,0.468271137468047,1,1
"ENSG00000113649",0.00579332517219492,0.450749454977561,3,0,-0.468017343424447,1,0.833333333333333
"ENSG00000157106",1.94503496712142e-05,1,3,0,0.46781736614232,1,0.833333333333333
"ENSG00000166822",0.00647513252663314,0.130989378865059,3,0,0.467423808440691,1,1
"ENSG00000135925",4.02238892307156e-10,0.612051470261153,6,0,-0.46698466441486,1,1
"ENSG00000147889",5.76457656482221e-118,1,10,0,0.466280033391688,1,1
"ENSG00000003756",4.40159076280931e-05,0.0732123077649431,4,0,0.466169487929417,1,1
"ENSG00000106348",3.3782572033173e-11,1,7,0,-0.465923288406368,1,0.666666666666667
"ENSG00000269343",0.0248672091750489,0.61228611164101,3,0,-0.465318713736847,1,0.833333333333333
"ENSG00000165698",1.04252731109428e-22,1,6,0,-0.464239515791154,1,1
"ENSG00000147454",2.95440090697091e-06,0.811295387821352,4,0,-0.464192282346389,1,1
"ENSG00000170266",3.31604991095043e-07,0.998522448548547,3,0,0.46392998825331,1,1
"ENSG00000105397",0.00147311465628681,1,3,0,-0.463750722013192,0.833333333333333,0.666666666666667
"ENSG00000166411",0.0164087424259159,0.117194239122699,4,0,-0.463546218605616,1,1
"ENSG00000203705",0.00225628532383704,0.00308508586844908,6,1,0.463529342126086,1,1
"ENSG00000196275",9.16906919842169e-05,0.19736774368823,4,0,0.462792821677433,1,0.666666666666667
"ENSG00000185347",0.00840706634017722,0.0122654821438338,5,1,0.462501909525849,1,1
"ENSG00000145730",0.0273200005002325,1,4,0,-0.462501897915375,1,0.833333333333333
"ENSG00000108590",0.0162607158849453,0.258423264890359,3,0,-0.462487285514065,0.833333333333333,0.833333333333333
"ENSG00000176715",0.000302904383370459,1,4,0,-0.462292435642973,1,0.833333333333333
"ENSG00000196312",0.00292858460729868,0.294736599252824,4,0,-0.461637995890583,1,0.666666666666667
"ENSG00000137504",0.000527684196251692,0.793909375404254,3,0,-0.461568252684157,1,1
"ENSG00000168883",4.98101858413312e-08,1,6,0,-0.461423623155618,1,1
"ENSG00000139154",0.000174813386831108,0.000345322657523212,3,1,0.461159268125883,1,1
"ENSG00000105176",1.87337470721457e-25,1.34403155432082e-10,9,1,-0.460484302816369,1,0.833333333333333
"ENSG00000116977",0.0322332552703576,1,4,0,0.459088407501557,1,0.666666666666667
"ENSG00000140511",0.0208339910465313,0.00746355546939593,3,1,-0.458649227315001,1,1
"ENSG00000176974",8.42584197711973e-06,1,5,0,0.457233516326692,1,0.833333333333333
"ENSG00000171055",1.87872944011006e-11,8.33425359300968e-07,4,2,0.457174515507817,1,1
"ENSG00000086475",2.192527291545e-06,0.00159255489783999,4,1,0.456752363830937,1,0.833333333333333
"ENSG00000001084",6.99779571283816e-22,4.42904384124047e-08,7,1,0.456629710297347,1,1
"ENSG00000100083",0.000229065079329875,0.00113172961947631,3,1,0.454995635920915,1,1
"ENSG00000163848",0.00447578327424959,1,4,0,-0.454903063946992,0.833333333333333,0.666666666666667
"ENSG00000105619",1.37718925918484e-09,2.97966824449318e-05,5,1,-0.454545424261939,1,1
"ENSG00000165506",7.98704419173898e-13,0.436782950918921,5,0,-0.454381237879819,1,1
"ENSG00000233223",7.34009128092419e-08,1,7,0,-0.454288615830638,0.833333333333333,0.666666666666667
"ENSG00000166710",1.44183418463292e-109,1,8,0,-0.454257248742705,1,1
"ENSG00000198843",2.21846918697217e-08,0,2,2,-0.454137295590712,1,1
"ENSG00000149929",4.83204222467119e-05,1,4,0,0.453843943018599,0.833333333333333,0.833333333333333
"ENSG00000141504",2.69006777668143e-12,0.00654261749494003,5,1,0.453705423792458,1,1
"ENSG00000117226",2.2330041092284e-10,0.0597196080576464,6,0,-0.453596123838502,1,1
"ENSG00000132376",0.00146727884802012,0.0048110139307833,3,1,0.453470987688636,1,1
"ENSG00000184432",5.43648488080484e-23,1.36420260912837e-05,5,1,-0.452844572299682,1,1
"ENSG00000029363",5.20412834683425e-21,1,7,0,0.452377432341225,1,1
"ENSG00000132463",7.08764261637687e-13,0.000268421616448882,7,1,-0.452135513361171,1,0.833333333333333
"ENSG00000164162",3.7822699233225e-17,1,7,0,0.451141873589364,1,1
"ENSG00000126368",0.0342920780139203,1,4,0,-0.450824191029163,0.833333333333333,0.666666666666667
"ENSG00000149313",0.00179187568585459,0,2,2,-0.450748171584464,1,1
"ENSG00000125107",6.78364475803521e-11,1,6,0,0.450502212250027,1,0.833333333333333
"ENSG00000196628",2.01372433865357e-06,1,8,0,-0.449999999967506,1,0.666666666666667
"ENSG00000170873",5.67623628849958e-08,9.73605094928454e-07,5,1,-0.449955202007006,1,1
"ENSG00000141380",2.23786924637081e-18,0.00030245845102591,7,1,-0.449157349781075,1,1
"ENSG00000133640",0.00275565343010999,0.0159805903258072,4,1,0.449048941068511,0.833333333333333,0.833333333333333
"ENSG00000168961",4.34456964194097e-13,1,6,0,0.448981735641929,1,1
"ENSG00000010244",3.7822699233225e-17,0.0385712759299368,6,2,0.448981275138169,1,1
"ENSG00000185324",5.23845479185789e-09,1,9,0,0.44881519340751,1,0.5
"ENSG00000171428",0.00101153376767993,1,3,0,0.448798592784994,1,0.833333333333333
"ENSG00000134574",7.7233254059168e-13,0.265944006613328,6,0,-0.448301254960061,1,1
"ENSG00000224616",0.0379750631266765,0,2,2,0.447362203588885,0.833333333333333,0.833333333333333
"ENSG00000175591",0.0259637034751217,0.0102051692863574,3,1,0.447007439132054,0.833333333333333,0.833333333333333
"ENSG00000067064",8.29298836816627e-35,2.3822513257266e-21,4,1,0.44682964368679,1,1
"ENSG00000242516",0.00137240540125358,0.12859050613618,4,0,-0.445952956936821,1,0.833333333333333
"ENSG00000139990",0.00444371204308149,0.00170980050883644,3,1,0.445941669814318,1,1
"ENSG00000117395",1.54973850604341e-69,1,5,0,-0.445859868745194,1,1
"ENSG00000104529",5.37006876605709e-77,7.67872944395039e-63,3,3,-0.445687589417798,1,1
"ENSG00000120742",1.49097522154318e-42,2.18986359504289e-05,6,1,-0.444807268306959,1,1
"ENSG00000231312",0.00581648780904556,1,3,0,-0.444785805178152,1,1
"ENSG00000117676",4.06165948006513e-07,0.0914204054146624,4,0,0.444780910672696,1,0.833333333333333
"ENSG00000102144",7.47595538523996e-29,5.87619778653379e-30,3,2,-0.443262531561807,1,1
"ENSG00000115561",3.66953897350413e-79,1,6,0,-0.443147092609033,1,1
"ENSG00000176124",3.83256312511787e-06,1,3,0,-0.442691774494771,1,1
"ENSG00000152642",2.63261580503442e-05,0.220486665499968,4,0,-0.442102556867848,0.833333333333333,0.833333333333333
"ENSG00000143549",2.01614832189336e-76,1.0678649850391e-12,10,1,0.441441537686636,1,0.833333333333333
"ENSG00000178741",1.15289804881686e-77,3.53205683341657e-37,3,1,-0.440600555816433,1,1
"ENSG00000203875",7.23499828235219e-32,1.74572956964796e-32,6,3,0.440403717564386,1,1
"ENSG00000078618",3.6946380908237e-09,1.20929645693908e-06,6,1,0.440299375489452,1,1
"ENSG00000167842",0.000953000031427087,0.136189796149325,5,0,-0.440281749487801,1,0.666666666666667
"ENSG00000185825",2.48017264211581e-58,2.790649804088e-27,4,1,-0.440144736551221,1,1
"ENSG00000140416",1.36148300410262e-20,0.339407700627708,3,0,-0.439858868103698,1,1
"ENSG00000253710",2.15779036563109e-14,1,6,0,0.439800212974177,1,1
"ENSG00000204385",5.20943288536716e-28,1.08273605005256e-05,5,1,0.439602401670688,1,1
"ENSG00000104067",1.85993520374948e-09,0.448027709696526,3,0,-0.439378164465665,1,1
"ENSG00000108963",2.11564146543696e-09,0.0146726734532223,4,1,0.438836384564797,1,1
"ENSG00000113712",1.94456730515829e-96,1,11,0,0.438594390328072,1,1
"ENSG00000254560",0.00984821804617403,0.0298472496480079,4,1,0.438273129476333,1,0.833333333333333
"ENSG00000140527",0.00536811785927234,0.00125761718931193,3,2,0.437514472901075,1,1
"ENSG00000116731",2.2265487032517e-05,0.00514050917757649,7,1,-0.437443734791371,1,0.833333333333333
"ENSG00000204220",2.6544306278837e-09,8.26733638722417e-06,4,2,-0.437040167772725,1,1
"ENSG00000166444",0.000229113049066937,1,3,0,-0.43669046799718,1,1
