"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_UK_72hpi_adult_Infected-Basal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000257727",3.23861142704708e-101,1,5,0,-0.873134034669879,1,1
"ENSG00000204138",1.61777750528574e-06,1,6,0,-0.872936398397694,0.833333333333333,0.5
"ENSG00000172845",5.68156684142469e-12,0.041535895441426,4,1,0.869622392025425,1,1
"ENSG00000169718",5.85614521679785e-14,1,5,0,0.86843192803241,1,0.5
"ENSG00000107959",1.9795060456047e-06,0.0753468568435468,3,0,0.860759602868993,1,0.833333333333333
"ENSG00000111605",5.37620298946029e-19,1,4,0,-0.859642364419333,1,1
"ENSG00000042429",0.000380861953297803,1,3,0,-0.851375086078,0.833333333333333,0.5
"ENSG00000177570",1.14678430439387e-06,1,3,0,-0.847678340328872,1,0.666666666666667
"ENSG00000175575",1.76635840987157e-08,0.363540462270366,4,0,-0.846671533609786,1,0.666666666666667
"ENSG00000165410",2.43166877805399e-06,0.212805566462905,4,0,0.846142130876551,1,0.666666666666667
"ENSG00000214113",4.68461131733062e-11,1,5,0,0.84224472810091,1,0.833333333333333
"ENSG00000138442",3.76684126528445e-07,1,4,0,-0.841382133322508,1,0.666666666666667
"ENSG00000198830",3.92647344832863e-46,1.18508861677695e-07,6,1,0.839671243952827,1,1
"ENSG00000075151",7.60825304051912e-10,1,5,0,-0.838450265681559,1,0.833333333333333
"ENSG00000142675",2.2728322687601e-05,0.744189670182958,3,0,0.8350430254367,0.833333333333333,0.666666666666667
"ENSG00000171603",1.75112043627048e-18,1,5,0,-0.834030696557922,1,0.833333333333333
"ENSG00000011485",2.19342467560104e-05,1,3,0,0.832302734638959,1,0.666666666666667
"ENSG00000178104",7.42342950454839e-10,0.0434218145899899,4,1,-0.831671622827781,1,0.833333333333333
"ENSG00000129353",8.21356292221126e-06,1,4,0,0.830783417939072,1,0.5
"ENSG00000109689",4.54899247721124e-10,0.619310307204245,3,0,0.830277394662415,1,0.833333333333333
"ENSG00000128626",9.86745375549931e-12,0.00264490309940801,4,1,-0.82939451401236,1,1
"ENSG00000168300",7.24015446825965e-12,0.00538161083320741,4,1,0.827750292754605,1,1
"ENSG00000164751",5.27728866793682e-09,0.992655470757674,5,0,0.827504238746127,1,1
"ENSG00000110852",5.52056514047745e-20,3.72828705723677e-17,4,1,0.8270870987315,1,0.833333333333333
"ENSG00000169567",8.77807645683109e-56,1.25850156247618e-26,5,1,-0.82432185767655,1,1
"ENSG00000154001",3.20622790997222e-10,1,5,0,0.818180536879255,1,1
"ENSG00000129235",3.917164239567e-34,5.74089743007111e-15,4,2,0.817766103377968,1,1
"ENSG00000146373",0.000231810597812249,0.214133965268729,3,0,-0.816710157210209,0.833333333333333,0.833333333333333
"ENSG00000068001",1.32954819117886e-20,1,5,0,-0.815355131780116,1,0.666666666666667
"ENSG00000243667",0.000638050209465443,0.0901352136384837,3,0,-0.814882957393658,1,0.833333333333333
"ENSG00000186812",5.50373171490413e-06,0.00935330195002679,3,1,-0.814223177766643,1,1
"ENSG00000167595",1.83357928728513e-05,1,4,0,-0.810545781887599,1,0.833333333333333
"ENSG00000139323",2.41725078116348e-08,1,4,0,-0.809475457549874,1,0.666666666666667
"ENSG00000162599",0.000130334228518863,1,3,0,0.807046225959615,0.833333333333333,0.666666666666667
"ENSG00000164934",2.89228160519843e-21,0.0991193889231795,4,0,-0.806429358783085,1,1
"ENSG00000119537",2.79354946783023e-08,1,3,0,0.804396385404205,1,0.833333333333333
"ENSG00000152904",1.31537333798382e-11,1,6,0,-0.804010110982852,1,0.5
"ENSG00000104133",4.81976453087846e-06,0.162827890949453,3,0,-0.802342033512795,1,0.833333333333333
"ENSG00000166444",0.000459970968852227,1,3,0,-0.798523021039223,1,0.666666666666667
"ENSG00000228727",0.00335678747605053,1,3,0,0.798468352137187,1,0.5
"ENSG00000214253",4.00439220933648e-05,0.869371998442505,3,0,0.796083389105386,1,0.666666666666667
"ENSG00000137692",6.32451702211674e-39,1,6,0,0.795429855405678,1,0.666666666666667
"ENSG00000131375",4.54596051243631e-09,1,5,0,0.794920909564433,1,1
