"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Basal_UK_72hpi_adult_Infected-Basal_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000102144"	"ENSG00000102144"	1.67890447743202e-07	1.03144403774231e-08	3	2	-0.3660745215169	1	1
"ENSG00000127022"	"ENSG00000127022"	7.55401008998071e-17	1.53645999347675e-08	5	1	0.492102419309311	1	1
"ENSG00000163466"	"ENSG00000163466"	3.88989379527609e-30	1.54064737482291e-08	5	1	0.218324195865258	1	1
"ENSG00000116459"	"ENSG00000116459"	1.7552764212753e-18	2.93855631512038e-08	3	1	0.949294441146769	1	1
"ENSG00000132254"	"ENSG00000132254"	7.10530796930817e-10	4.20692653877724e-08	7	1	0.659110244420275	1	1
"ENSG00000063660"	"ENSG00000063660"	4.98839017657009e-11	7.47737446343246e-08	3	1	-0.517892317600523	1	1
"ENSG00000107372"	"ENSG00000107372"	1.78898535225655e-15	8.12077205905709e-08	6	1	-0.547942937442068	1	1
"ENSG00000126581"	"ENSG00000126581"	1.51950679419184e-12	1.12367875307045e-07	6	1	0.471797739312499	1	1
"ENSG00000198830"	"ENSG00000198830"	3.92647344832863e-46	1.18508861677695e-07	6	1	0.839671243952827	1	1
"ENSG00000227036"	"ENSG00000227036"	5.46526037375658e-10	1.38987041490571e-07	8	2	-0.291202941284668	1	1
"ENSG00000108953"	"ENSG00000108953"	1.34743678192468e-13	1.82294433090236e-07	4	1	0.246880074346629	1	1
"ENSG00000110536"	"ENSG00000110536"	8.48073276827086e-13	2.02674201334749e-07	9	1	-0.587899780086359	1	1
"ENSG00000174428"	"ENSG00000174428"	4.75751052495228e-06	2.60042196540095e-07	3	2	-0.67394870027217	1	1
"ENSG00000157778"	"ENSG00000157778"	5.48116523131999e-17	2.66903344125886e-07	6	1	0.586530393139476	1	1
"ENSG00000173171"	"ENSG00000173171"	6.20565257853541e-06	3.36195667107497e-07	4	2	-0.496179018989134	1	1
"ENSG00000115310"	"ENSG00000115310"	1.32876700653309e-35	3.79206967187766e-07	6	1	0.326632356087498	1	1
"ENSG00000143549"	"ENSG00000143549"	2.30983350815346e-34	4.74799305560823e-07	6	1	0.598360655737705	1	1
"ENSG00000171311"	"ENSG00000171311"	5.13789644672269e-09	5.57924034331152e-07	3	1	-0.891509379858552	1	1
"ENSG00000048405"	"ENSG00000048405"	7.62135404464023e-09	6.27627437159527e-07	4	1	0.698543991155017	1	1
"ENSG00000197746"	"ENSG00000197746"	6.07428560735872e-07	6.69936553642018e-07	3	2	0.569747897224243	1	1
"ENSG00000175110"	"ENSG00000175110"	1.59804384525912e-09	8.3046323832397e-07	5	1	0.470392426675029	1	1
"ENSG00000130560"	"ENSG00000130560"	1.34501388772629e-05	8.95703981960839e-07	3	2	0.393948194460846	1	1
"ENSG00000138777"	"ENSG00000138777"	2.04027526456049e-07	9.24451627979449e-07	5	2	0.400354179326689	1	1
"ENSG00000051620"	"ENSG00000051620"	1.98829479028377e-05	1.31737469802241e-06	3	1	0.216934810865142	1	1
"ENSG00000118705"	"ENSG00000118705"	2.56607671788846e-09	1.45023305449852e-06	3	1	-0.334735357465127	1	1
"ENSG00000173801"	"ENSG00000173801"	3.00722757633424e-16	1.88955893458925e-06	8	1	-0.442254193417284	1	1
"ENSG00000132507"	"ENSG00000132507"	2.59251696146018e-10	2.88073192847451e-06	4	1	-0.293075738381743	1	1
"ENSG00000025708"	"ENSG00000025708"	1.29447402637276e-12	2.98456769930378e-06	5	1	0.368823630740672	1	1
"ENSG00000101608"	"ENSG00000101608"	6.13392539898967e-20	3.60338869077261e-06	4	1	0.194608482127029	1	1
"ENSG00000181163"	"ENSG00000181163"	6.59915316195046e-09	3.7293460866882e-06	3	1	-0.527762509754401	1	1
"ENSG00000105568"	"ENSG00000105568"	1.29379515537743e-07	3.94989307576807e-06	3	1	0.293578383747848	1	1
"ENSG00000165949"	"ENSG00000165949"	1.49895360444052e-05	4.13936409219981e-06	3	2	0.209226393660801	1	1
"ENSG00000108963"	"ENSG00000108963"	2.53031463192588e-06	5.53643956442841e-06	6	1	0.641889812641698	1	1
"ENSG00000122644"	"ENSG00000122644"	6.23632473629148e-13	6.00468132441661e-06	6	1	0.328527589038405	1	1
"ENSG00000092820"	"ENSG00000092820"	2.89955582909093e-13	6.65759709931466e-06	4	1	-0.673390379323697	1	1
"ENSG00000011009"	"ENSG00000011009"	3.86658398928932e-08	7.55450603897916e-06	5	1	0.381813675978372	1	1
"ENSG00000170296"	"ENSG00000170296"	1.49980327123131e-28	1.03023832808976e-05	6	1	0.931634139555292	1	1
"ENSG00000186468"	"ENSG00000186468"	5.76801299733525e-05	1.03550479321096e-05	3	2	0.435734238679636	1	1
"ENSG00000263001"	"ENSG00000263001"	1.684247128211e-09	1.08811876955027e-05	4	1	-0.677000910539587	1	1
"ENSG00000164733"	"ENSG00000164733"	7.30991800388217e-62	1.16847054193773e-05	7	1	-0.482758085742482	1	1
"ENSG00000105968"	"ENSG00000105968"	7.55193752203989e-05	1.26235903078818e-05	4	1	-0.23706540717325	1	1
"ENSG00000148908"	"ENSG00000148908"	4.42909461656475e-08	1.29225633011243e-05	3	1	0.537792433401567	1	1
"ENSG00000091542"	"ENSG00000091542"	1.43307085593489e-08	1.37977166415544e-05	3	1	0.874976675727121	1	0.833333333333333
"ENSG00000006625"	"ENSG00000006625"	5.14545620054747e-05	1.90835362577953e-05	3	2	-0.242462746878228	1	1
"ENSG00000151500"	"ENSG00000151500"	0.000230358677404827	2.35555806903168e-05	4	2	-0.327364749347465	1	1
"ENSG00000163584"	"ENSG00000163584"	1.18476313910386e-13	2.58168872960228e-05	3	1	0.247206871991215	1	1
"ENSG00000041357"	"ENSG00000041357"	1.32384275004678e-14	2.67005798788386e-05	4	2	0.665937535642069	1	1
"ENSG00000129625"	"ENSG00000129625"	9.22016732847319e-16	2.67500487425027e-05	3	1	0.287030315309585	1	1
"ENSG00000182670"	"ENSG00000182670"	8.61450754165487e-07	2.68882272035903e-05	7	1	-0.378608049445875	1	1
"ENSG00000172062"	"ENSG00000172062"	2.2068828151197e-06	2.73177856857811e-05	5	1	0.4806654178159	1	1
"ENSG00000164442"	"ENSG00000164442"	0.000264091728857895	2.90453349188152e-05	3	2	0.396785195418635	1	1
"ENSG00000188659"	"ENSG00000188659"	1.22341177955075e-05	3.16725760580984e-05	3	1	0.782782655867847	0.833333333333333	0.666666666666667
"ENSG00000128951"	"ENSG00000128951"	3.00098392879296e-05	3.46891140127094e-05	4	2	-0.476573174250707	1	1
"ENSG00000147010"	"ENSG00000147010"	6.07137736649508e-07	3.4846389961089e-05	3	1	-0.927566554876054	1	0.666666666666667
"ENSG00000049449"	"ENSG00000049449"	3.45987772290811e-15	3.92035186252816e-05	4	1	0.733622986314237	1	1
"ENSG00000197912"	"ENSG00000197912"	1.25260205621217e-06	4.03513199003134e-05	7	1	0.670633874379136	1	0.833333333333333
"ENSG00000028116"	"ENSG00000028116"	2.55743700863851e-05	4.06619055204563e-05	3	1	0.663773385796807	1	1
"ENSG00000172831"	"ENSG00000172831"	1.01893933659061e-08	4.99802609417031e-05	4	1	0.600509167768994	1	1
"ENSG00000119844"	"ENSG00000119844"	6.89428078026099e-08	5.3663644552397e-05	5	2	0.595984634992307	1	0.833333333333333
"ENSG00000104881"	"ENSG00000104881"	1.74027387235727e-09	5.55740759360652e-05	5	1	0.434329963064882	1	0.833333333333333
"ENSG00000168374"	"ENSG00000168374"	8.93801831802441e-07	5.95876422569336e-05	3	1	-0.211430428041353	1	1
"ENSG00000127554"	"ENSG00000127554"	9.2140081954277e-05	7.2117475243702e-05	4	1	0.730768845050727	0.833333333333333	0.833333333333333
"ENSG00000159346"	"ENSG00000159346"	1.26197618467828e-15	8.31443388848693e-05	4	1	-0.345544874997117	1	1
"ENSG00000153015"	"ENSG00000153015"	6.38570665419007e-05	8.54973194995404e-05	3	1	0.565462973965623	1	1
"ENSG00000115641"	"ENSG00000115641"	2.62664990301137e-05	8.55558233282358e-05	5	1	-0.263793614835711	1	1
"ENSG00000171867"	"ENSG00000171867"	4.41186459404632e-10	8.80557945159177e-05	3	1	0.414636698333412	1	1
"ENSG00000166164"	"ENSG00000166164"	3.42917262668252e-08	0.000103941205283185	7	1	-0.542201725996531	1	1
"ENSG00000147889"	"ENSG00000147889"	2.98096107325867e-74	0.000112192393725772	9	1	0.317188566771817	1	1
"ENSG00000153037"	"ENSG00000153037"	2.90288255779151e-09	0.000112566586502351	5	2	0.315414523735794	1	1
"ENSG00000161243"	"ENSG00000161243"	0.000398756822122224	0.000117189970697362	3	2	-0.760189172447472	1	0.833333333333333
"ENSG00000088930"	"ENSG00000088930"	3.65542964384645e-17	0.000121855294612116	4	1	-0.519234941591967	1	0.833333333333333
"ENSG00000157916"	"ENSG00000157916"	0.000728713904675266	0.000133217445353778	4	2	0.239651255240825	1	1
"ENSG00000114779"	"ENSG00000114779"	0.000982427219029377	0.000157057209024505	3	2	0.516504991665933	1	1
"ENSG00000197446"	"ENSG00000197446"	3.70439210096112e-06	0.000169021902237017	11	2	0.186932746808555	1	1
"ENSG00000183431"	"ENSG00000183431"	8.73062713551392e-05	0.000174593844416618	3	1	-0.740773348052942	0.833333333333333	0.666666666666667
"ENSG00000260916"	"ENSG00000260916"	9.69341435314902e-07	0.000175860769856073	4	2	0.470932269409809	1	1
"ENSG00000135766"	"ENSG00000135766"	3.00674999563183e-05	0.000176490660782954	3	1	-0.794144022348212	1	0.666666666666667
"ENSG00000161249"	"ENSG00000161249"	1.67969772319412e-06	0.000179127068826414	11	1	0.256699963293349	1	1
"ENSG00000167526"	"ENSG00000167526"	3.43603287918182e-17	0.000184377920824779	5	1	-0.222080257665349	1	1
"ENSG00000153347"	"ENSG00000153347"	0.000374835174735922	0.000201856534059089	3	2	-0.259328636110912	1	1
"ENSG00000172354"	"ENSG00000172354"	7.8297639295643e-05	0.00021957057439894	5	1	-0.196668816566444	1	1
"ENSG00000257923"	"ENSG00000257923"	0.00104837582751536	0.000243708397442754	4	1	-0.494226712537405	1	1
"ENSG00000141504"	"ENSG00000141504"	3.0854279617359e-07	0.000299113620913232	5	1	-0.277603317953742	1	1
"ENSG00000135387"	"ENSG00000135387"	5.81474362779452e-05	0.000321364830317951	4	1	0.436678071306501	1	1
"ENSG00000123892"	"ENSG00000123892"	0.000146020127413174	0.000343563366779581	4	1	-0.190161739810176	1	1
"ENSG00000182165"	"ENSG00000182165"	1.24243529900167e-05	0.000345386274287529	4	1	-0.195202670574665	1	1
"ENSG00000084090"	"ENSG00000084090"	0.000465734846664476	0.00034926064984215	3	2	0.447916126570016	1	1
"ENSG00000166145"	"ENSG00000166145"	7.69919155695345e-20	0.000372715962473455	8	1	0.276564186256263	1	1
"ENSG00000197982"	"ENSG00000197982"	0.00214065246680023	0.000374279909002401	3	2	0.250544661004454	1	1
"ENSG00000198015"	"ENSG00000198015"	6.58656824755255e-05	0.000381790808560246	3	1	0.333825799733225	1	1
"ENSG00000180398"	"ENSG00000180398"	1.33394037115261e-10	0.000399037326896244	10	1	0.338561802575631	1	1
"ENSG00000204256"	"ENSG00000204256"	1.67546584694417e-06	0.000399161440548752	6	1	-0.430818527298552	1	1
"ENSG00000103197"	"ENSG00000103197"	0.00102182375735753	0.000403797275061948	3	1	-0.664120127584362	1	0.833333333333333
"ENSG00000008952"	"ENSG00000008952"	3.49649187284178e-06	0.000423360520591668	4	1	-0.264104857849784	1	1
"ENSG00000017797"	"ENSG00000017797"	1.97293809213672e-19	0.000427623805181538	3	1	0.932471453000697	1	0.833333333333333
"ENSG00000172785"	"ENSG00000172785"	9.99242134900081e-19	0.000445318250959581	9	1	-0.384615383385618	1	1
"ENSG00000103005"	"ENSG00000103005"	0.000833147869570495	0.000458324552182499	3	1	0.478680114196096	1	1
"ENSG00000160058"	"ENSG00000160058"	2.79666812442544e-07	0.000460327426939134	4	1	-0.763389606178653	1	0.666666666666667
"ENSG00000010361"	"ENSG00000010361"	5.62611009458196e-05	0.000470976263216055	4	1	-0.431791849020316	1	1
"ENSG00000107949"	"ENSG00000107949"	0.00152403602529286	0.000472160262620611	3	1	-0.235676871058766	1	1
"ENSG00000164610"	"ENSG00000164610"	0.00368520487056495	0.000533576382167193	3	2	0.469158293540264	1	1
"ENSG00000169251"	"ENSG00000169251"	2.17254631390238e-05	0.000574575651779642	5	1	0.485829024561726	1	1
"ENSG00000243989"	"ENSG00000243989"	0.000124906245738544	0.000588625209905168	4	1	-0.554452276413821	1	1
"ENSG00000151327"	"ENSG00000151327"	0.00104204242116664	0.000618261278389112	4	1	-0.445718198804298	1	1
"ENSG00000226742"	"ENSG00000226742"	0.00224755719390569	0.000647828405113054	3	2	0.179892100692659	1	1
"ENSG00000116560"	"ENSG00000116560"	4.47109392600626e-07	0.000754896970895789	5	1	-0.620188858961642	1	1
"ENSG00000067182"	"ENSG00000067182"	5.75344672398544e-17	0.000766115983350234	4	1	0.598019626051814	1	1
"ENSG00000089693"	"ENSG00000089693"	5.26238009372428e-08	0.000786357637157118	3	2	0.929648011176437	1	0.833333333333333
"ENSG00000142867"	"ENSG00000142867"	0.00424247771429676	0.000820679020018117	3	2	-0.323679621853074	1	1
"ENSG00000135245"	"ENSG00000135245"	0.00397722975790637	0.000828629362640424	3	1	-0.232704658781763	1	1
"ENSG00000107960"	"ENSG00000107960"	0.00615337441874634	0.000838231356313491	3	2	-0.468536039145383	1	1
"ENSG00000161960"	"ENSG00000161960"	7.08641644609363e-06	0.000849366060268118	3	1	0.19986914554289	1	1
"ENSG00000153113"	"ENSG00000153113"	1.09389383376059e-09	0.000859855001252881	9	2	0.27274857119383	1	1
"ENSG00000136802"	"ENSG00000136802"	0.000793100771830455	0.000901700291569359	3	1	0.52774825493705	1	1
"ENSG00000176153"	"ENSG00000176153"	0.00301408957444192	0.00103797820980821	3	1	-0.189237384006389	1	1
"ENSG00000067836"	"ENSG00000067836"	0.000757057548038363	0.00108381741404195	4	1	-0.272370067989392	1	1
"ENSG00000148719"	"ENSG00000148719"	2.50887500559507e-09	0.00138498582718812	7	1	0.548772158977512	1	1
"ENSG00000204673"	"ENSG00000204673"	0.00656110186614793	0.00150601208795835	3	2	0.556919791265722	1	1
"ENSG00000137965"	"ENSG00000137965"	0.0094450227031441	0.00156310510487296	5	1	-0.613140370178707	1	0.666666666666667
"ENSG00000100359"	"ENSG00000100359"	0.00335678747605053	0.00167729546671642	8	1	0.236282759709044	1	1
"ENSG00000204381"	"ENSG00000204381"	1.73040716451664e-10	0.0016873800814788	5	1	-0.68474877334439	1	1
"ENSG00000168994"	"ENSG00000168994"	0.000732074761101044	0.00171995808379948	4	1	0.483965673637935	1	1
"ENSG00000165175"	"ENSG00000165175"	0.0104209269690254	0.00192815011985175	3	2	-0.347515825383527	1	1
"ENSG00000138744"	"ENSG00000138744"	4.64490660976342e-05	0.00195026451370801	4	1	0.661349656609208	1	0.833333333333333
"ENSG00000112110"	"ENSG00000112110"	0.0083757194728312	0.00196410343997298	3	1	-0.215399976426841	1	1
"ENSG00000044115"	"ENSG00000044115"	3.06438787183745e-13	0.00205878427965302	7	1	0.519608429398861	1	1
"ENSG00000181090"	"ENSG00000181090"	5.80897310033456e-05	0.00207423550244731	3	1	-0.882821614483621	1	0.666666666666667
"ENSG00000171302"	"ENSG00000171302"	0.00502868775255413	0.00209362539429172	3	1	0.635930758290924	1	0.833333333333333
"ENSG00000146282"	"ENSG00000146282"	1.40396534664576e-06	0.0023828273447711	6	1	-0.348374510562938	1	1
"ENSG00000155438"	"ENSG00000155438"	0.00114794835017456	0.00253834182940788	3	1	0.383836069544874	1	1
"ENSG00000128626"	"ENSG00000128626"	9.86745375549931e-12	0.00264490309940801	4	1	-0.82939451401236	1	1
"ENSG00000198466"	"ENSG00000198466"	0.0116069414556535	0.00275360916600806	3	2	-0.669985763842805	1	1
"ENSG00000198276"	"ENSG00000198276"	0.00377815414122118	0.00331204791333518	3	1	0.245754317969715	1	1
"ENSG00000185504"	"ENSG00000185504"	0.000265625995731303	0.00348349982017977	4	1	-0.654117161788034	0.833333333333333	0.5
"ENSG00000069812"	"ENSG00000069812"	0.0101353828930959	0.00352869301159184	3	1	0.730478777588393	1	0.666666666666667
"ENSG00000134779"	"ENSG00000134779"	2.36201612749293e-15	0.00367495156212927	10	1	-0.292245432177152	1	1
