"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Ciliated_UK_72hpi_child_Infected-Ciliated_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000151689",1.20425844253975e-22,1,9,0,-0.20706994448451,1,1
"ENSG00000168884",1.01685278754634e-07,0.0319962803062724,4,1,0.206828037580118,1,1
"ENSG00000124532",0.000266815213964205,0.300155551545195,4,0,-0.206521776276192,1,1
"ENSG00000141971",0.000288537930171605,0.00126857710659349,3,1,-0.205673672539854,1,1
"ENSG00000111912",2.17179293456141e-22,1.46097423134536e-11,6,1,0.205049425628298,1,1
"ENSG00000068079",1.23371515590229e-07,0.0129311582787751,3,1,0.204926063136828,1,1
"ENSG00000182944",7.38429078167631e-13,1,11,0,-0.204890763315098,1,1
"ENSG00000108523",2.04888426542134e-15,1,9,0,-0.204682763103459,1,1
"ENSG00000167671",1.35469716227537e-07,1,5,0,-0.20456687153317,1,1
"ENSG00000167165",0.0477216341100735,0.0162809234050938,3,1,0.204560816531624,1,1
"ENSG00000126602",0.00146375198209587,0.000467095143925246,3,2,-0.204437839726735,1,1
"ENSG00000114942",5.69395997716332e-105,8.0121268726595e-56,3,1,0.204306607499174,1,1
"ENSG00000092020",0.0194945255279626,0.895421957896886,8,0,-0.204301171609833,1,1
"ENSG00000198242",1.05655632485138e-53,1,4,0,-0.203716548640155,1,1
"ENSG00000107960",0.000191185936535606,0.00819416677421027,4,1,0.203670183312515,1,1
"ENSG00000064726",0.0271147768528943,0,2,2,0.203648263643263,1,1
"ENSG00000125898",0.000403824098921364,0.0859399337549097,3,0,0.203450032025504,1,1
"ENSG00000112699",8.80343034346008e-16,1,5,0,0.203204588897161,1,1
"ENSG00000205981",7.34097598113016e-17,1,6,0,-0.203034540367249,1,1
"ENSG00000166352",5.12189321948679e-12,0.0073284917537587,7,1,-0.202897219420765,1,1
"ENSG00000168066",9.56845629733006e-21,0.00023176220679689,5,1,0.20276446513387,1,1
"ENSG00000137818",3.75552175834097e-23,4.30045274715503e-25,3,1,0.202218314273143,1,1
"ENSG00000138069",8.14014752326521e-07,6.38996773729954e-06,5,1,0.201900998404997,1,1
"ENSG00000168476",1.4708002259835e-08,1,4,0,-0.201676189969925,1,1
"ENSG00000187531",1.52329247712882e-05,0.0398103374847413,5,1,-0.201567589455973,1,1
"ENSG00000071553",0.00130614060732227,0,2,2,0.201565638250055,1,1
"ENSG00000205707",0.000113577969156379,0.000110150010516806,3,2,-0.201053394445402,1,1
"ENSG00000196507",0.00100113519482885,0.129954071348754,3,0,-0.200904330917784,1,1
"ENSG00000108244",8.5391507244957e-64,3.0402377953023e-08,5,1,0.200803373735085,1,1
"ENSG00000144566",3.98014698663467e-07,1,4,0,0.200785324702435,1,1
"ENSG00000125652",0.00342775364736162,0.000556990086171618,3,1,0.200581394968201,1,1
"ENSG00000177409",0.00219790477715471,1,9,0,0.200332887949513,1,0.833333333333333
"ENSG00000157429",0.0280408964374525,1,4,0,0.200230198288822,1,1
"ENSG00000163472",3.12669233118383e-08,1,6,0,0.200151000450477,1,1
"ENSG00000111276",1.90417767869946e-06,0.0116256812716643,3,1,-0.200045269534261,1,1
"ENSG00000077380",3.49072454527922e-13,1,8,0,0.199999903944966,1,1
"ENSG00000011198",2.39885020711083e-05,1,5,0,0.19996294329451,1,1
"ENSG00000147883",0.0142532235248148,0,2,2,-0.199819193511374,1,1
"ENSG00000100445",7.66582708560419e-06,1,8,0,0.199787150156597,1,1
"ENSG00000114503",6.30098628438039e-13,0.315902922021112,8,0,-0.199303345833917,1,1
"ENSG00000081154",9.01388005837026e-08,0.00301374738108781,5,1,-0.198863738230981,1,1
"ENSG00000104960",0.000585098774995492,0.371225482779322,5,0,0.198645630753642,1,1
"ENSG00000160688",2.2505016383553e-07,0.0168632904989616,5,1,-0.198580629093502,1,1
"ENSG00000242372",1.23157659177447e-09,1.31567582490753e-09,3,1,0.198568951315139,1,1
"ENSG00000109381",0.0129182922785116,1,3,0,0.198315282223172,1,1
"ENSG00000100372",0.0234858364997724,1,4,0,0.198186004080448,1,1
"ENSG00000163931",1.52992546074202e-22,5.02939509038453e-23,3,2,-0.198068498540807,1,1
"ENSG00000115009",0.0417773674860288,0,2,2,0.198055382834851,1,1
"ENSG00000117868",0.000433087971405799,0.481064218082887,5,0,0.197831899375357,1,1
"ENSG00000110429",0.0151065605802082,0.0944725670094434,4,0,0.197447751180482,1,1
"ENSG00000025293",0.00529662897973878,0.0438197678562262,3,1,-0.196705352060311,1,1
"ENSG00000125457",1.44871945080548e-07,1,8,0,-0.196676407583106,1,1
"ENSG00000178038",0.000344509659609154,1,5,0,0.196567590158371,1,1
"ENSG00000140650",0.026048674776888,0.384965412643691,3,0,-0.196450078606057,1,1
"ENSG00000110011",1.03167110327521e-14,1,8,0,0.19642787278903,1,1
"ENSG00000154518",0.000930200454396376,0.0149664174078283,5,1,0.196377843826916,1,1
"ENSG00000188976",0.0339978301002255,0.152720106802224,4,0,0.196178976370684,1,1
"ENSG00000088970",0.0442453487648284,0.0913192071153681,3,0,0.196021524745903,1,1
"ENSG00000104964",8.89989370355152e-94,1,7,0,0.195952220643803,1,1
"ENSG00000182087",4.42444013079112e-07,0.0454577993329672,8,1,-0.195870977982087,1,1
"ENSG00000143222",7.22978574584871e-65,2.37831042995179e-12,4,1,-0.195866065797947,1,1
"ENSG00000214941",3.18259531492905e-11,1,9,0,-0.195764849162342,1,1
"ENSG00000115310",2.73798216045127e-40,1,4,0,-0.195350024497443,1,1
"ENSG00000150403",0.0327820825486337,0.128795170195892,4,0,-0.195299671257199,1,1
"ENSG00000226328",0.00039537095255151,1,7,0,-0.195258132861035,1,1
"ENSG00000118600",0.0180883107866573,1,5,0,0.195209536754015,1,0.833333333333333
"ENSG00000103591",0.0052190105255383,1,4,0,0.195098552033427,1,1
"ENSG00000167460",7.70208171761659e-20,1,6,0,0.195078101634731,1,1
"ENSG00000152061",0.0029580162911688,1,9,0,0.195073477314939,1,1
"ENSG00000088448",0.00405146959798773,0.688331240990899,4,0,-0.194778136712569,1,1
"ENSG00000125651",0.0157343102990129,0,2,2,0.194329088921669,1,1
"ENSG00000162949",0.00130311179068588,0.00011939451790529,4,1,-0.194326075075419,1,1
"ENSG00000135951",1.12389581606334e-05,1,9,0,-0.194322392778242,1,1
"ENSG00000135924",0.000970232586191538,0.00165580846119385,3,1,0.194015682496574,1,1
"ENSG00000050405",9.91975122546224e-08,1,7,0,-0.193964213227822,1,1
"ENSG00000107372",9.29347367272509e-11,0.0127541815173271,6,1,0.193632582907506,1,1
"ENSG00000186204",0.0496157355658194,0.385627469422671,4,0,-0.193563870177307,1,1
"ENSG00000143870",1.40586267827941e-28,4.7161128999008e-07,3,1,0.193555967403573,1,1
"ENSG00000162076",1.07994469537169e-12,1,5,0,-0.193001479376863,1,1
"ENSG00000117448",2.44832709427857e-08,1.25978533533776e-09,3,1,0.192848549129524,1,1
"ENSG00000183735",0.00250767611307072,0.0149711757178941,7,1,-0.192827928620806,1,1
"ENSG00000065154",8.5235261237265e-13,1,3,0,-0.192673700365829,1,1
"ENSG00000197548",0.000225911358492596,0.565867972066283,5,0,0.192308146485049,1,1
"ENSG00000114686",2.21790024074659e-05,1.39663491045076e-05,4,2,-0.192241551013032,1,1
"ENSG00000173467",2.59653311216721e-16,1,4,0,-0.192186075349808,1,1
"ENSG00000169660",0.000111407815450831,0.6364760760423,9,0,0.192029207539609,1,1
"ENSG00000146701",3.57879641415335e-10,0,2,2,0.191966147233175,1,1
"ENSG00000146007",0.00402735729742051,1,3,0,0.191960612964999,1,1
"ENSG00000005469",1.41468156350517e-07,0.428975711520844,5,0,0.191832842223908,1,1
"ENSG00000167113",4.54920293666924e-11,0.00992389474447213,5,1,-0.191550357618028,1,1
"ENSG00000174808",1.4368261083062e-05,0.234413784783302,5,0,0.191528696745344,1,1
"ENSG00000170619",4.28814098218555e-07,0.120812591319049,4,0,-0.190870027017606,1,1
"ENSG00000108639",0.012971436588593,0.00276068850546399,3,2,-0.190861683352797,1,1
"ENSG00000138002",5.96629103070842e-06,0.211788631766947,5,0,-0.190732072613635,1,1
"ENSG00000177479",0.000119449316145595,1,8,0,0.19047587717803,1,1
"ENSG00000148985",5.03465892176738e-08,0.0137162862039572,12,1,-0.18970479580576,1,1
"ENSG00000100221",2.32813527032107e-07,1,5,0,0.189655427505073,1,1
"ENSG00000104886",8.45677264075923e-22,0.0563641322991476,8,0,0.189377386231254,1,1
"ENSG00000135655",3.07613205095057e-07,1,8,0,0.188981205782229,1,1
"ENSG00000169045",1.75011213272955e-13,1,10,0,-0.188973924217721,1,1
"ENSG00000213782",0.0147864833696391,0.025276963355647,4,1,0.188786595765834,1,1
"ENSG00000186352",5.69392927332416e-10,2.14687098966857e-11,3,1,-0.188554804588727,1,1
"ENSG00000197696",0.00859471916035971,0,2,2,-0.188419647369727,1,1
"ENSG00000140400",1.60721277734558e-05,1,8,0,-0.188405811668505,1,1
"ENSG00000272398",2.80884355477414e-37,1,4,0,0.18821793358827,1,1
"ENSG00000157873",0.000178240290040147,0.372219421556444,5,0,0.188065166185588,1,1
"ENSG00000070423",9.27509693014595e-08,1,5,0,0.187925470510045,1,1
"ENSG00000178761",2.41223192220748e-05,1,10,0,0.187924373464096,1,0.833333333333333
"ENSG00000116729",0.00747714254972847,0.393595312519686,5,0,0.187511953173576,1,1
"ENSG00000112651",2.78796921843742e-05,1,5,0,-0.187439207699249,1,1
"ENSG00000140943",3.12537082893334e-07,0.062895103878798,4,0,0.187407217930747,1,1
"ENSG00000119004",0.0362186527457225,1,6,0,0.187205281279039,1,1
"ENSG00000177106",0.00563862398703768,0.00507962655074061,8,1,0.187158759541618,1,1
"ENSG00000170445",2.88435621319067e-12,1,5,0,0.186812957843627,1,1
"ENSG00000121067",1.18810335333529e-09,1,6,0,0.186726777580507,1,1
"ENSG00000114638",0.000223942066254065,6.20866276372052e-05,3,1,-0.186170127899328,1,1
"ENSG00000163902",2.79896309121351e-09,1,3,0,0.186095699096464,1,1
"ENSG00000111142",1.58025980267208e-20,4.15653322023292e-06,7,1,0.186038787098272,1,1
"ENSG00000104047",0.00349775533454461,1,7,0,0.185911747990626,1,1
"ENSG00000123130",0.0027638130387648,0.0643626402209191,3,0,0.185557728045554,1,1
"ENSG00000080824",2.19481296164893e-07,0,2,2,-0.184993777364603,1,1
"ENSG00000115339",0.000432021213838476,1,6,0,0.184967819634532,1,1
"ENSG00000228723",2.0114349089454e-07,0.0924705929379999,5,0,-0.184803053024462,1,1
"ENSG00000105323",0.00340122872890267,1,6,0,-0.184797909550753,1,1
"ENSG00000135245",0.0045693870904981,0.000928143908198766,3,2,-0.184646442465605,1,1
"ENSG00000174177",0.0339633857076722,0.050051306283576,3,0,0.184311069023451,1,1
"ENSG00000118564",0.00240145425011255,0.0657942527902724,7,0,0.184076070942788,1,1
"ENSG00000242247",0.000665425146614246,0.0185213290404457,3,1,-0.184024243401646,1,1
"ENSG00000128274",3.1828387705574e-08,1,5,0,-0.183922893392691,1,1
"ENSG00000126698",5.67753143897758e-06,0.0013026782080681,3,1,-0.183644994712826,1,1
"ENSG00000093144",6.56514522922516e-26,0.00859150945273847,7,1,-0.183449868827433,1,1
"ENSG00000198839",0.0186517509349512,0,2,2,0.183219903995138,1,1
"ENSG00000137767",4.07076944350522e-14,1,4,0,-0.183118553843527,1,1
"ENSG00000153292",0.000947728952482082,0.285149103687451,7,0,-0.182634984119434,1,1
"ENSG00000122481",0.00073221866729723,0.572947477574273,6,0,-0.182136532382675,1,1
"ENSG00000137575",1.94228279388689e-18,1,4,0,0.181955525155428,1,1
"ENSG00000197451",7.29034199376688e-05,0.00273139342026932,4,1,0.181852244610733,1,1
"ENSG00000120071",0.000579865812625793,0.0699921631553955,4,0,-0.181644614360401,1,1
"ENSG00000138036",1.0708277745322e-09,1,5,0,-0.181635102703154,1,1
"ENSG00000099875",1.19900446188037e-05,0.00977081117022477,5,1,-0.181343408025538,1,1
"ENSG00000158163",0.000207593673210978,1,5,0,0.181159397215065,1,1
"ENSG00000182165",1.44650951854172e-12,3.00809490997065e-06,5,2,-0.18113539152571,1,1
"ENSG00000092531",0.00789801594372862,0.577652736843483,3,0,0.180633949792878,1,1
"ENSG00000175582",1.41693923470436e-06,0.722505969050497,5,0,-0.180394657012533,1,1
"ENSG00000084234",5.75498671132645e-18,1,7,0,-0.180293318317263,1,1
"ENSG00000184436",0.00130473789026908,0.137033196322831,7,0,-0.180124671169532,1,1
"ENSG00000197008",0.0121533683824361,1,11,0,0.179739765174185,1,1
"ENSG00000116212",1.34166243755154e-10,0.181182497973362,7,0,-0.179611588483603,1,1
"ENSG00000156873",0.00562778174496354,1,5,0,-0.179381880670574,1,1
"ENSG00000143198",1.74072394491547e-06,1.49134227188259e-06,3,1,-0.178981165975902,1,1
"ENSG00000002586",2.00320993319116e-05,0.00389436483204036,3,1,-0.178639007807422,1,1
"ENSG00000135926",0.00512719051833186,0,2,2,-0.178517958838631,1,1
"ENSG00000147140",2.12872868454673e-07,0.0142290938201117,5,1,0.178402023300684,1,1
"ENSG00000120963",1.29003303267731e-12,2.75636122875914e-10,3,1,-0.178299866311679,1,1
"ENSG00000124370",5.16949762191669e-07,1,5,0,-0.178141168576676,1,1
"ENSG00000109046",1.39165287332538e-09,0.175052873996451,7,0,-0.178009613357428,1,1
"ENSG00000105427",0.0189061131987794,0,2,2,0.178007159881092,1,1
"ENSG00000103145",1.43522853106132e-08,1,6,0,-0.177901672252804,1,1
"ENSG00000093134",2.24033266291448e-11,1,11,0,0.177778120698589,1,1
"ENSG00000114956",2.48387204124387e-14,1,6,0,-0.177679717544808,1,1
"ENSG00000012211",0.00052778663379633,0.0242478587459557,3,1,-0.17733326988865,1,1
"ENSG00000114353",2.22666425131014e-05,0.000282201911164524,3,1,0.177289850456426,1,1
"ENSG00000214063",0.028672822183598,0.48418679756768,4,0,0.176916238813878,1,1
"ENSG00000144560",8.84054005180696e-10,1,6,0,-0.176451139622327,1,1
"ENSG00000160908",0.00510404759053072,0.324799448619829,5,0,-0.176061152008813,1,1
"ENSG00000100938",1.1575810846776e-21,1,8,0,-0.176049211863037,1,1
"ENSG00000184162",0.00193242799176624,1,5,0,-0.175455071671596,1,1
"ENSG00000103978",7.65517925168568e-06,0.0892026372075917,6,0,0.175221708559987,1,1
"ENSG00000120948",0.0068583479870556,0.121160034358481,4,0,0.175046597517172,1,1
"ENSG00000157911",5.87216406874239e-05,1,4,0,-0.174452420207161,1,1
"ENSG00000116747",7.74337488948926e-07,1,6,0,-0.174153886515402,1,1
"ENSG00000100906",0.000153597283517623,0,2,2,0.174125759235945,1,1
"ENSG00000144048",7.3656244653685e-09,1,3,0,-0.173800310019581,1,1
"ENSG00000011422",0.0488888141136173,0.0751942957909212,3,0,-0.173057082103485,1,1
"ENSG00000095794",8.57516819756302e-09,1,9,0,-0.172985034317563,1,1
"ENSG00000169093",0.0313484623353258,0.0480500866413815,3,1,0.172910287027069,1,1
"ENSG00000140939",1.93017457763053e-06,1,6,0,0.172359227231616,1,1
"ENSG00000123219",0.00702418632766633,1,7,0,0.171967663971003,1,1
"ENSG00000136560",3.06137513206407e-08,0.0586090114429795,7,0,-0.171867128905384,1,1
"ENSG00000134291",9.5652148605912e-05,1,7,0,-0.171613852834287,1,1
"ENSG00000139218",2.11628813205458e-07,0.389800418807279,5,0,-0.171544809343019,1,1
"ENSG00000115484",8.68070683345557e-23,1,5,0,-0.171443443542944,1,1
"ENSG00000204054",7.12975006210308e-07,0.00756945995464216,8,1,-0.171096078530923,1,1
"ENSG00000145191",0.000435233322943688,0.701329517004419,8,0,-0.170641010586077,1,1
"ENSG00000138796",0.000725554379422955,0.116902079260946,3,0,-0.169850330741061,1,1
"ENSG00000160404",0.0194187147830709,0.337340448087725,3,0,-0.169636635332483,1,1
"ENSG00000125648",4.20628441867403e-05,1,4,0,0.169599830370822,1,1
"ENSG00000114416",4.33412819798433e-07,0.00541871520389132,9,1,-0.169520844798599,1,1
"ENSG00000103653",0.0364639439136608,0.707073676925246,3,0,0.169206470195006,1,1
"ENSG00000102710",0.0341379541566922,1,7,0,-0.169081830294282,1,1
"ENSG00000122359",1.21341288926318e-23,1,4,0,0.168754897868867,1,1
"ENSG00000125952",0.0142532235248148,1,8,0,-0.168730614635554,1,1
"ENSG00000215187",0.00103894858420861,0.250126218727934,9,0,-0.168339515531286,1,1
"ENSG00000078140",2.99055150637789e-10,1,4,0,0.168075322433079,1,1
"ENSG00000168374",1.72749467692391e-08,0.00157680392288682,3,1,-0.167874981771928,1,1
"ENSG00000007392",0.0107590935872829,1,5,0,-0.167796147958539,1,1
"ENSG00000103496",1.97020075242776e-08,1,5,0,-0.167577123369617,1,1
"ENSG00000177311",2.8621024498482e-09,0.0188049445219703,7,1,0.167480076908621,1,1
"ENSG00000160767",0.00842989731031112,0.181355476470694,4,0,0.167342737047591,1,1
"ENSG00000114861",1.1157205663886e-16,0.0293696909567931,14,1,-0.167269940818186,1,1
"ENSG00000117419",0.00476963523935704,1,5,0,-0.167260332737367,1,1
"ENSG00000177200",4.04574913690814e-06,0.0559129510919338,8,0,0.167222766529167,1,1
"ENSG00000138668",8.88168217230174e-11,0.00199430050317725,7,1,0.167051660626135,1,1
"ENSG00000122490",0.0088513480036364,0.416646073647019,7,0,0.16691881911444,1,1
"ENSG00000172830",0.00624434312836787,1,5,0,-0.166634070127537,1,1
"ENSG00000179262",6.42204732549399e-12,1,3,0,0.166471402538343,1,1
"ENSG00000154102",0.0126563558472676,0.0029093773299106,3,1,0.166242475088363,1,1
"ENSG00000103942",6.88891166161142e-06,0.00837925830137033,4,1,-0.165507892889043,1,1
"ENSG00000100219",1.82533893039995e-26,1,5,0,-0.1650229656777,1,1
"ENSG00000135932",0.0309484382761059,0.00712482549427108,3,1,-0.164714685218378,1,1
"ENSG00000177410",0.00150090656024352,0.00698500794118284,4,1,-0.164340403794431,1,1
"ENSG00000144029",0.0418992512783585,1,3,0,-0.164239604856252,1,1
"ENSG00000123395",7.43305432230245e-09,1,4,0,0.164178208440306,1,1
"ENSG00000070526",1.13820458903701e-12,1,6,0,0.164114273172645,1,1
"ENSG00000178028",0.0394261570851179,0.0684100947384945,3,0,0.16403998716947,1,1
"ENSG00000011638",0.00336314404896467,0.110450259479883,8,0,-0.163883395532503,1,1
"ENSG00000140497",0.0396261323425737,0,2,2,-0.163847165361463,1,1
"ENSG00000124214",1.14933545141597e-19,0.0012699928168964,7,1,-0.163287622847986,1,1
"ENSG00000163832",8.17442124197844e-09,1,8,0,-0.163235088911682,1,1
"ENSG00000186594",2.12056932581741e-06,0.107925204728579,10,0,0.163070245992432,1,1
"ENSG00000183513",0.0230252214796632,1,3,0,-0.163004527625066,1,1
"ENSG00000181885",0.00167804351885567,0,2,2,0.162636250003355,1,1
"ENSG00000141524",0.0085994459992962,1,8,0,0.162469395164393,1,1
"ENSG00000168385",0.000512031786490437,1,9,0,-0.162370909812094,1,1
"ENSG00000136247",0.0486612301277722,0.0092060700441988,5,1,0.162142835467472,1,1
"ENSG00000130733",6.57724460792713e-09,1,9,0,-0.161961545159931,1,1
"ENSG00000197070",1.85378079265362e-05,0.102482322184757,6,0,0.161835219997947,1,1
"ENSG00000198663",0.0158555103148008,0.332945405677335,4,0,-0.161250943803649,1,1
"ENSG00000168827",0.0126659561528112,1,4,0,-0.161191249862578,1,1
"ENSG00000164733",5.49155275610109e-08,1,4,0,0.161088174919298,1,1
"ENSG00000070540",0.0085994459992962,0,2,2,-0.16105899028591,1,1
"ENSG00000065054",2.19425435588278e-11,0.0263855197320834,7,1,-0.161052497591257,1,1
"ENSG00000078674",3.55267062630874e-23,1,11,0,-0.160878120251074,1,1
"ENSG00000184731",0.000493950547325991,1,3,0,-0.160813608328059,1,1
"ENSG00000167642",3.63640845178053e-12,1,3,0,0.160719452909069,1,1
"ENSG00000184432",3.52002089069289e-06,0.00623136061112471,3,1,-0.160697793735044,1,1
"ENSG00000172262",0.000551278796923313,0.200136431824228,8,0,-0.160489652061029,1,1
"ENSG00000124535",0.00302879642647195,0.916005306980603,4,0,0.160453756948576,1,1
"ENSG00000068745",1.24586608297858e-07,1,5,0,0.159661186576656,1,1
"ENSG00000127838",0.0201100564098385,1,4,0,0.1595029861843,1,1
"ENSG00000163734",0.000425317456339143,0.0569380978016611,3,0,0.159287236451836,1,1
"ENSG00000188938",1.22809811801243e-06,0.325562831762152,7,0,0.159227654762458,1,1
"ENSG00000161999",3.34172508341738e-09,1,10,0,0.159091044371149,1,1
"ENSG00000179526",6.21579969369129e-05,0.893798852222228,4,0,-0.159018126654769,1,1
"ENSG00000152795",1.25648194631795e-16,1,5,0,-0.159006282831443,1,1
"ENSG00000124733",2.41223192220748e-05,1,3,0,-0.158982548256571,1,1
"ENSG00000090621",3.21852835183279e-26,1,9,0,-0.158749821250801,1,1
"ENSG00000196704",0.0329491688355192,0.0928701545044195,5,0,-0.158354921967343,1,1
"ENSG00000166869",7.76313865769959e-09,0.0762682382024496,4,0,-0.158325665522611,1,1
"ENSG00000113851",0.0180032332345878,0.505021147116596,5,0,-0.158208785594795,1,1
"ENSG00000137309",2.96589190202986e-25,1,7,0,-0.15817318429174,1,1
"ENSG00000111906",0.00283944927787647,0.0202534115195761,7,1,-0.157790672870774,1,1
"ENSG00000106853",1.28628747478922e-08,1,7,0,-0.157671280384302,1,1
"ENSG00000143819",4.32023519804529e-77,1,4,0,-0.157418312214366,1,1
"ENSG00000206562",0.0109840777865591,1,7,0,0.157400616946967,1,1
"ENSG00000225733",0.0276592463790208,0.230456484626952,6,0,0.157329425380295,1,1
"ENSG00000131446",0.0113107412595003,1,4,0,-0.157285870654914,1,1
"ENSG00000131495",5.24830695489321e-27,1,3,0,0.157031321972598,1,1
"ENSG00000130202",0.000342039023893955,1,4,0,0.156974214042603,1,1
"ENSG00000145014",7.13767799182374e-14,1,11,0,0.156776066339695,1,1
"ENSG00000170473",0.0225976011548083,1,6,0,0.15660269554016,1,1
"ENSG00000116871",0.00662864327227256,1,7,0,0.15632695932585,1,1
"ENSG00000074696",0.00254939811422348,0.0313608788881757,3,1,-0.155400046827244,1,1
"ENSG00000069345",0.011242320492574,1,4,0,0.155022151128732,1,1
"ENSG00000167523",0.0109081241646353,1,8,0,-0.154954506661421,1,1
"ENSG00000104231",2.02643366189873e-05,1,8,0,0.154882459260514,1,1
"ENSG00000204220",1.62385601858272e-08,1,6,0,0.154789446307633,1,1
"ENSG00000166145",1.57963873071935e-11,0.0668005335092194,8,0,-0.154337542962047,1,1
"ENSG00000142273",0.000188174976300438,1,3,0,0.154170158991867,1,1
"ENSG00000171307",2.17101745695369e-08,1,9,0,-0.153845981083732,1,1
"ENSG00000168906",1.99584518263054e-05,1,4,0,0.153819166229822,1,1
"ENSG00000162851",0.00918697789065526,0.206817599742606,3,0,-0.153492570575531,1,1
"ENSG00000169689",0.00960706775142302,0,2,2,0.153279389848206,1,1
"ENSG00000135374",0.00750468196660299,1,4,0,-0.15323328638405,1,1
"ENSG00000114850",0.000104952433085245,1,3,0,0.152929394351501,1,1
"ENSG00000187118",0.000394189741375089,0.0876487466945891,4,0,-0.152847044418906,1,1
"ENSG00000137409",0.0449729914470963,1,6,0,-0.152663078055267,1,1
"ENSG00000152492",0.0193097497730184,1,5,0,-0.15236361081586,1,1
"ENSG00000002822",0.000997560062442976,1,6,0,-0.152223591439495,1,1
"ENSG00000138381",0.00437295765103176,0.56734309360608,4,0,0.151335631166642,1,1
"ENSG00000099622",8.11225757249176e-10,1,3,0,-0.151237643348235,1,1
"ENSG00000139579",0.0313720710557766,1,4,0,-0.151076623011999,1,1
"ENSG00000157514",4.9113264513599e-07,0.646869811957622,7,0,0.150245964876082,1,1
"ENSG00000142409",0.0200165109487017,0,2,2,0.149869912217755,1,1
"ENSG00000100360",7.7487919002482e-19,1,5,0,-0.149717686972381,1,1
"ENSG00000104824",6.518293845415e-10,0.49184832250777,6,0,0.149577028639375,1,1
"ENSG00000239467",0.0488691878915602,1,9,0,0.148808463500969,1,0.833333333333333
"ENSG00000132471",0.000306631915062326,1,3,0,-0.148743525968853,1,1
"ENSG00000169314",5.4286131660642e-08,0.0153926901193675,6,1,-0.148505495004094,1,1
"ENSG00000141905",5.25424453955921e-06,1,8,0,-0.148480825986605,1,1
"ENSG00000175279",5.65600650360822e-08,1,8,0,0.147786327260229,1,1
"ENSG00000158552",0.0213438942668365,1,3,0,-0.147547747945409,1,1
"ENSG00000245532",1.85813675124146e-09,1,4,0,-0.147506947356216,1,1
"ENSG00000107521",0.000248310587642308,1,8,0,0.147502786443545,1,1
"ENSG00000198492",1.57735284108083e-14,0.0188199070996784,5,1,0.147449755392717,1,1
"ENSG00000096746",0.00100193101518491,1,7,0,0.14694254999712,1,1
"ENSG00000127837",9.69562411029124e-05,1,4,0,-0.146914037500383,1,1
"ENSG00000136240",1.01737613172929e-06,1,3,0,-0.146816660141249,1,1
"ENSG00000180822",0.000166112081739407,1,4,0,0.146750799050932,1,1
"ENSG00000180964",4.28424689591278e-05,1,3,0,-0.146672784408439,1,1
"ENSG00000214078",1.33615624899408e-13,0.0402435806553983,10,1,0.146552087012514,1,1
"ENSG00000181061",8.71598864095004e-15,0.00921971362181285,4,1,-0.146494058065515,1,1
"ENSG00000166441",0.00458551535195191,0.394730103948454,5,0,0.146425816703615,1,1
"ENSG00000115875",1.08148714540138e-57,1,6,0,-0.14557854251709,1,1
"ENSG00000069849",1.30553854662779e-27,1,3,0,0.145490726584891,1,1
"ENSG00000204619",0.0312492106588961,1,3,0,-0.145291669213765,1,1
"ENSG00000184584",2.11578961913853e-11,1,9,0,-0.145101758600425,1,1
"ENSG00000188690",8.699516903014e-10,1,4,0,0.145076761556343,1,1
"ENSG00000143303",0.000281536209295774,1,8,0,0.144843817207448,1,1
"ENSG00000136425",0.00536468659760461,1,6,0,-0.144797214142083,1,1
"ENSG00000136826",0.0175717517382122,1,5,0,-0.144743073952967,1,1
"ENSG00000011295",0.000571516114608305,1,6,0,-0.144577837324541,1,1
"ENSG00000213085",0.0011984271175322,0,2,2,-0.144479873656897,1,1
"ENSG00000126456",1.6014881664052e-06,0.604949497945328,8,0,0.144462956129818,1,1
"ENSG00000171700",0.012091088597855,0.100369367827382,4,0,0.144212597704417,1,1
"ENSG00000230937",9.04196141074578e-24,1,8,0,0.143828644249445,1,1
"ENSG00000132823",0.0358242518931858,0.0604502676831811,3,0,0.143701742807889,1,1
"ENSG00000135535",7.48016575517489e-31,1,9,0,-0.143468937461467,1,1
"ENSG00000166669",0.0175665997693194,0.275145262484533,3,0,-0.143428091504664,1,1
"ENSG00000117143",0.00151941230392358,0.185644082440482,5,0,-0.143118294528116,1,1
"ENSG00000095066",8.5235261237265e-13,1,6,0,0.14302807596882,1,1
"ENSG00000160813",1.09857704177318e-11,1,6,0,-0.14267545205103,1,1
"ENSG00000105854",3.87143117193384e-28,1,5,0,-0.142613130236234,1,1
"ENSG00000032389",2.85710174565611e-05,1,6,0,-0.142580528380071,1,1
"ENSG00000151893",0.0190089970410386,1,3,0,-0.142272099294637,1,1
"ENSG00000139146",0.00984022612591294,1,8,0,0.141922199674884,1,1
"ENSG00000166183",0.00090662056291447,1,17,0,0.141762147125401,1,0.833333333333333
"ENSG00000005001",6.84916236916599e-18,1,6,0,0.141640945554879,1,1
"ENSG00000023191",6.75997094445818e-05,1,6,0,-0.141459636672476,1,1
"ENSG00000166598",6.21721659492887e-10,1,5,0,0.141445176510158,1,1
"ENSG00000176209",3.6539640816766e-06,1,6,0,0.141260822325203,1,1
"ENSG00000163565",2.65486539987391e-53,1,15,0,0.141194289477958,1,1
