"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_UK_72hpi_adult_Infected-Secretory_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000119537",1.43472549318516e-17,0.00105770925473574,4,1,-0.815780433617195,1,1
"ENSG00000178104",2.70421282684473e-21,1,4,0,-0.814465275323417,1,1
"ENSG00000169718",6.28390905515811e-30,1,5,0,0.813069806143178,1,0.833333333333333
"ENSG00000198157",2.19391975264638e-12,0.591443594263891,4,0,0.812795073310763,1,0.833333333333333
"ENSG00000182095",4.7944150781835e-09,0.367886687564258,4,0,-0.81277069607321,1,0.666666666666667
"ENSG00000263001",1.67661950818583e-18,2.45769399029527e-11,5,1,-0.810936145265544,1,0.833333333333333
"ENSG00000167535",6.80911845140845e-05,1,4,0,0.810105529247734,1,0.833333333333333
"ENSG00000124074",7.4315610711534e-19,0.0349520296512013,3,1,0.807644518650403,1,1
"ENSG00000147010",6.77316177337873e-10,4.84862905625352e-07,4,1,-0.807370058118459,1,1
"ENSG00000171552",3.09873349258298e-32,1,5,0,0.802762912409075,1,1
"ENSG00000175387",1.46226731216071e-05,1,4,0,0.8020923865288,0.833333333333333,0.5
"ENSG00000110852",9.70856245276067e-22,2.52857499130939e-18,4,1,0.796414889485173,1,1
"ENSG00000164294",0.00120660686123068,0.718549693469389,3,0,-0.79404501157515,1,0.666666666666667
"ENSG00000104343",1.0386002843735e-07,1,4,0,-0.792470219645233,1,0.666666666666667
"ENSG00000181090",0.000935278555494055,0.0159748730491164,3,1,-0.792143483146618,0.833333333333333,0.666666666666667
"ENSG00000143379",1.32287771596877e-05,1,4,0,0.786861417312535,1,0.666666666666667
"ENSG00000129219",0.000139222991691474,4.21909306192506e-05,3,1,-0.785907102181588,1,0.833333333333333
"ENSG00000197782",0.000199963187708489,0.584608682887525,3,0,-0.782404965392734,1,0.666666666666667
"ENSG00000068001",1.48572397233094e-34,1,6,0,-0.781951377041212,1,0.833333333333333
"ENSG00000163882",1.29666213685151e-17,1.18252991544104e-05,5,1,-0.781292951114978,1,1
"ENSG00000162599",3.94658121955515e-11,1,4,0,0.78103812983198,1,1
