"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Suprabasal_VIC01_72hpi_child_Infected-Suprabasal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000123240",4.31361222484162e-08,0.396833718439395,9,0,-0.42096364014551,1,0.666666666666667
"ENSG00000198492",5.54954309164582e-09,1,6,0,-0.420479885333123,1,0.833333333333333
"ENSG00000187492",2.63968483854448e-05,1,4,0,-0.420296511804984,1,1
"ENSG00000177459",0.000201608986437012,0.00309721791561285,3,1,0.418855450726541,1,0.833333333333333
"ENSG00000158423",0.00181557448776111,1,7,0,-0.416667115066472,1,1
"ENSG00000136235",0.0147690389246347,0.668569357653623,6,0,0.416666580032148,1,0.833333333333333
"ENSG00000114354",1.60990062445447e-05,0.00134284847816541,5,1,-0.416142988636098,1,1
"ENSG00000011009",0.00615433400883347,0.25242886865061,3,0,-0.41406588306663,1,1
"ENSG00000011198",0.00809659864867611,0.223692272704678,4,0,-0.414025029529681,1,1
"ENSG00000168259",1.83969320623184e-05,0.0178115641386098,4,1,-0.413974610891108,1,1
"ENSG00000113712",6.65787536104891e-23,0.0291203581151239,13,1,-0.409862267791347,1,0.666666666666667
"ENSG00000136279",0.000107304405552983,0.0381082144020637,6,1,0.409421483214275,1,1
"ENSG00000145779",2.28164304519392e-06,0.989796729927015,5,0,-0.409090457398732,1,1
"ENSG00000234465",0.00829066703377705,1,4,0,0.408762289627391,1,1
"ENSG00000125944",8.51621720554131e-17,1,8,0,0.408737885830909,1,1
"ENSG00000100129",4.23761536747396e-15,1,6,0,0.40853671947764,1,1
"ENSG00000185825",2.33848200150694e-07,0.000103741395481229,4,1,-0.408015446484077,1,1
"ENSG00000064490",6.85002639254667e-06,1,5,0,0.407996611305888,1,0.833333333333333
"ENSG00000120860",0.0144642582193341,0.0713933968879303,4,0,0.407655824673492,1,1
"ENSG00000025708",4.46303058162133e-19,4.7355809106325e-07,5,1,0.407465025813949,1,1
"ENSG00000204580",4.12921250603197e-06,1,8,0,0.40742417227991,1,0.833333333333333
"ENSG00000089356",1.18743532881376e-42,6.22133728109346e-43,3,2,0.406975853275933,1,1
"ENSG00000245694",1.05340816563955e-15,0.00010358025988294,9,1,-0.406750415226231,1,1
"ENSG00000160752",1.24429799367208e-18,0.686872557911772,8,0,-0.405306561522866,1,1
"ENSG00000146963",0.00157706702067416,1,5,0,-0.401821605436561,1,1
"ENSG00000151327",0.000227999117386195,1,6,0,-0.400063466475204,1,1
"ENSG00000172845",0.016863045072901,0.806607946371788,6,0,-0.400000000000016,1,0.5
"ENSG00000100592",0.00313886624165233,1,4,0,0.396788265539772,1,1
"ENSG00000073584",0.00584279564462062,1,7,0,-0.395835961027929,1,0.833333333333333
"ENSG00000107372",0.000253768226686966,0.00710416427677245,4,1,0.394597826243649,1,1
"ENSG00000198736",0.000139056379510708,0.0319928262242841,4,1,-0.393443077022658,1,1
"ENSG00000132581",1.67923923374266e-06,0.33583984179286,4,0,-0.39108314807788,1,1
"ENSG00000137098",0.00469931472245729,0.00173259293890274,5,1,-0.390025121358596,1,1
"ENSG00000105176",0.00202930633172595,0.991083531182575,5,0,-0.388752677570885,1,0.833333333333333
"ENSG00000049656",0.0290793887489144,0.875461184149779,3,0,-0.38669717433377,1,1
"ENSG00000162772",5.2655492105809e-07,0.0760829838885766,4,0,-0.38607100977865,0.833333333333333,0.666666666666667
"ENSG00000133606",2.4175673074882e-06,1,9,0,-0.384614608635457,1,0.833333333333333
"ENSG00000174243",0.0101578093280258,1,4,0,-0.382824915341583,1,0.833333333333333
"ENSG00000135363",0.0311566128649844,1,6,0,0.379450688541334,1,1
"ENSG00000206053",3.96460375382065e-06,0.427333497897814,4,0,-0.379017313761505,1,1
"ENSG00000124074",0.0144205190135916,0.136427133216124,3,0,0.378270019007529,1,1
"ENSG00000104450",0.0123415363248256,1,6,0,-0.375429628019784,1,0.833333333333333
"ENSG00000122482",0.0128705464261593,1,6,0,0.374999690708781,1,0.833333333333333
"ENSG00000138119",1.61922203407115e-09,1,5,0,0.37264062631503,1,1
"ENSG00000168036",1.39571671441375e-05,1,7,0,-0.372590386255238,1,0.833333333333333
"ENSG00000184012",0.0394234857741792,1,5,0,-0.372562810363636,1,0.666666666666667
"ENSG00000117620",1.59933207175719e-06,1,10,0,0.369468690965779,1,0.666666666666667
"ENSG00000007174",8.0700048892411e-05,1,5,0,-0.367006733828911,1,1
"ENSG00000115685",0.0128955099514012,0.00120018461538023,5,1,0.364642149926431,1,1
"ENSG00000169926",0.0164437397462103,1,4,0,-0.364610924999765,1,1
"ENSG00000197748",0.0115543451588611,0.422331886902285,4,0,-0.364519219630487,1,1
"ENSG00000082153",7.89417782674053e-09,0.0408749064093133,4,1,0.363978893078904,1,1
"ENSG00000197119",0.00479632228554099,0.491298564903222,6,0,-0.36363594865708,1,0.833333333333333
"ENSG00000221978",0.0306670622667227,1,8,0,-0.363634576526538,0.833333333333333,0.833333333333333
"ENSG00000169398",0.00187343726042978,1,7,0,0.363557457513421,1,0.666666666666667
"ENSG00000110958",6.25408213549576e-13,0.00421419041403445,4,1,0.362250756139056,1,1
"ENSG00000104695",0.00206783084313065,0.00490518016746142,3,1,0.360279174146799,1,1
"ENSG00000183742",0.00229125234661812,1,7,0,-0.35460317833122,1,0.666666666666667
