"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Basal_VIC01_72hpi_child_Infected-Basal_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000073584",1.14427979049283e-05,1,11,0,-0.391304201512979,1,0.833333333333333
"ENSG00000110321",1.23231112968997e-06,0.0200257901007311,7,1,0.390485591150251,1,1
"ENSG00000107164",0.0389400335539009,1,3,0,-0.387911545340005,1,1
"ENSG00000108523",0.0231713139014869,0.735951448334988,7,0,0.382912307699446,1,1
"ENSG00000203985",0.000654273981244556,1,8,0,0.382393419586156,1,0.666666666666667
"ENSG00000103005",0.0320117263398037,1,3,0,-0.379296790092483,0.833333333333333,0.833333333333333
"ENSG00000007174",0.000612578279959232,0.451350634253224,7,0,0.378683654660161,0.833333333333333,0.833333333333333
"ENSG00000103495",0.0274376568289057,0.518964496628592,5,0,0.377481768250418,1,1
"ENSG00000113163",0.00508985278720521,1,5,0,0.376017046334953,1,1
"ENSG00000175756",0.0313104837984451,0.00611544703131846,4,1,0.375052424250707,1,1
"ENSG00000186594",0.0306509660085253,1,6,0,0.374971236718549,1,0.833333333333333
"ENSG00000175324",2.70050690653735e-07,1,3,0,-0.374228943278939,1,1
"ENSG00000167965",0.0255884668039859,1,4,0,0.368747782423976,1,1
"ENSG00000160752",2.54649770810053e-14,1,6,0,-0.368465965423066,1,1
"ENSG00000165644",0.00129625509306202,0.336522589781382,3,0,-0.3639075250715,1,1
"ENSG00000122359",1.02666411177099e-07,0.000495641262230826,7,1,-0.362179017197173,1,1
"ENSG00000117616",0.0389400335539009,0.147264138434959,6,0,-0.36096299960484,1,0.833333333333333
"ENSG00000113712",2.11904441126295e-25,1,10,0,0.360458972884125,1,0.5
"ENSG00000119801",0.000164324976290305,1,7,0,-0.359121684296011,1,0.833333333333333
"ENSG00000166598",0.000110471289444998,0.00252645597854315,4,1,0.355363826791243,1,1
"ENSG00000171314",2.95464370545282e-21,1,3,0,-0.352393916655436,1,1
"ENSG00000160799",0.00027193289296249,0.0384167384661744,6,1,0.349524899477614,1,1
"ENSG00000072110",4.4149719813288e-06,1,5,0,-0.349465548387131,1,1
"ENSG00000128309",6.96622126837422e-09,0.11303076237019,5,0,0.348431584423071,1,1
"ENSG00000148334",0.0118817688250892,1,5,0,0.34789930887448,1,1
"ENSG00000146457",0.0196806687272651,1,8,0,0.344266329506263,1,0.666666666666667
"ENSG00000281649",0.00922413348516708,0.117980347701317,6,0,-0.342879365033276,1,0.833333333333333
"ENSG00000182670",0.00140870727001748,1,7,0,-0.338447474186304,1,1
"ENSG00000100129",4.1558958331328e-08,1,6,0,0.337986711045238,1,1
"ENSG00000158864",0.000253173950894841,0,2,2,0.336773834315156,1,1
"ENSG00000140943",0.0375123308769392,0.52192024037343,3,0,0.335742098793641,1,1
"ENSG00000178057",3.54694419549155e-07,1,6,0,0.334718637513036,1,1
"ENSG00000196344",2.59520178229374e-07,1,4,0,-0.33341032677538,1,1
"ENSG00000124596",0.00109847571416209,1,10,0,-0.333332495121098,0.833333333333333,0.666666666666667
"ENSG00000203666",0.000535659088014077,1,6,0,-0.332193533339497,1,0.833333333333333
"ENSG00000079999",0.0102354755159815,1,4,0,-0.331762447516282,1,1
"ENSG00000072042",0.0157139061392089,0,2,2,0.328870185744821,1,1
"ENSG00000175866",0.0222237815452921,1,7,0,0.328065385100369,0.833333333333333,0.666666666666667
"ENSG00000141504",0.00211357023273823,1,5,0,-0.327182171661307,1,1
"ENSG00000156508",2.79725211887868e-289,0,2,2,0.326941783646971,1,1
"ENSG00000147676",0.00926877359000841,0.00429040836914062,3,1,-0.32292873466028,1,1
"ENSG00000161921",0.000289680412705262,1,5,0,-0.321901393359778,1,1
"ENSG00000179403",0.019848892109297,0.986787411921697,3,0,-0.320564164560035,1,1
"ENSG00000154582",7.30861675833598e-05,1,10,0,0.320020196794565,1,0.833333333333333
"ENSG00000125826",0.00322016523196959,0.95562268463149,6,0,-0.319332795556479,1,1
"ENSG00000052802",0.0126756719297348,0.0138999104862819,4,1,0.318968463011357,1,1
"ENSG00000111328",0.0117153268952655,1,5,0,-0.318696581036274,1,1
"ENSG00000063854",1.08046406998616e-10,0.00825023287018498,5,1,-0.318580300686903,1,1
"ENSG00000133318",0.00586813684679106,1,5,0,0.317072903950875,1,1
"ENSG00000168036",0.00480016681639493,1,8,0,-0.316822002564903,1,0.833333333333333
"ENSG00000117362",0.0109125556729009,0.0054826501224479,3,1,-0.315301462450126,1,1
"ENSG00000189067",0.00341417931635316,0.169254658616094,5,0,0.314735230464383,1,1
"ENSG00000090060",0.000188665640910723,1,5,0,0.314446569023052,1,1
"ENSG00000082153",7.75717895673216e-05,0.760694353397426,4,0,0.31330942470498,1,1
"ENSG00000147654",0.000130621547744227,1,6,0,-0.312235829304432,1,1
"ENSG00000173812",3.78066165581536e-15,5.02920919798609e-16,3,1,-0.311758993705379,1,1
"ENSG00000136147",0.00810086322898793,1,6,0,0.310605994084273,1,0.833333333333333
"ENSG00000169062",0.00268577405642299,0.54770212651189,7,0,-0.30831646704104,1,1
"ENSG00000137752",0.0291808080279805,0.218077679701961,5,0,-0.30769884448315,1,1
"ENSG00000141905",0.00127710928425641,1,7,0,-0.307694093070896,1,0.833333333333333
"ENSG00000138674",0.0400193251225805,1,6,0,-0.307692307692298,1,0.833333333333333
"ENSG00000101940",1.16105027496757e-05,1,5,0,-0.304347889016675,1,1
"ENSG00000204385",6.81074035410027e-08,0.345941132518513,4,0,-0.300899625717903,1,1
"ENSG00000110958",2.43566517154444e-09,0.751561020902193,4,0,0.300680372751219,1,1
"ENSG00000104611",0.0231713139014869,0.901996419117072,6,0,-0.300307106456699,1,0.833333333333333
"ENSG00000162949",4.05611549121037e-05,0.0411151835457208,6,1,-0.300140671708956,1,1
"ENSG00000100650",2.27336168772043e-10,1,5,0,-0.297245545541888,1,1
"ENSG00000131051",8.05464990150566e-05,1,12,0,-0.297236139923749,1,0.833333333333333
"ENSG00000146223",0.00524590890077273,1,7,0,0.295614392630088,1,0.833333333333333
"ENSG00000176393",0.00366397681982331,1,4,0,-0.295452257849183,1,1
