"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_UK_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000132561",3.85233898737179e-05,1,5,0,-0.788212571469375,1,0.5
"ENSG00000074603",0.00290417600846573,0.892748237908022,4,0,0.782037397990743,0.833333333333333,0.5
"ENSG00000169118",8.85006371392516e-06,5.22042407712792e-05,3,1,0.779327135642838,1,0.666666666666667
"ENSG00000159658",2.2859394205308e-08,2.96922111864706e-08,4,1,0.779074379170172,1,0.666666666666667
"ENSG00000156471",6.90207172863546e-06,1,3,0,0.777287960174331,1,0.833333333333333
"ENSG00000196505",7.23202141396898e-07,1,3,0,-0.776975244189441,1,0.666666666666667
"ENSG00000132356",7.23183573649759e-08,2.42690913306095e-08,3,1,0.773529761634085,1,0.833333333333333
"ENSG00000170425",2.38445488864979e-08,0.264212471651207,3,0,-0.77352746392253,1,0.666666666666667
"ENSG00000102030",1.86101044651998e-07,0.00378210670254897,4,1,-0.771985329114736,1,0.666666666666667
"ENSG00000268350",0.000759129995729957,0.000442444606895021,4,1,0.771657171906303,1,0.833333333333333
"ENSG00000248092",0.0321505264093397,0.1841062665704,3,0,0.769936677408735,0.666666666666667,0.5
"ENSG00000124243",6.31304923611119e-10,1,5,0,-0.766372024741737,1,0.5
"ENSG00000168758",0.000322381845019645,1,3,0,0.766275907587196,0.833333333333333,0.666666666666667
"ENSG00000142166",2.99849542305752e-08,1,3,0,0.764316162390438,1,0.833333333333333
"ENSG00000184887",2.41269768876008e-10,7.03312840034388e-10,7,1,0.764028213788461,1,0.666666666666667
"ENSG00000271133",6.79767843605044e-07,0.0656569486232745,4,0,0.763482380114535,1,0.833333333333333
"ENSG00000076554",7.67984035361646e-51,1,7,0,0.762270723353903,1,1
"ENSG00000150630",0.0077923352344577,0.386808419810602,3,0,0.761734171439442,1,0.5
"ENSG00000137692",1.10441196541417e-48,1,7,0,0.760416474417614,1,1
"ENSG00000113387",1.36492547989267e-51,2.50396422502154e-33,3,1,-0.757920971449118,1,1
"ENSG00000162231",3.17802821346487e-06,0.671591778768659,4,0,0.757860475246152,1,0.833333333333333
"ENSG00000196312",4.44343839959704e-06,1,5,0,0.756255784043745,1,0.5
"ENSG00000129534",3.36521536052792e-18,1,6,0,-0.754912997667289,1,0.666666666666667
"ENSG00000284770",0.000304106798292058,1,3,0,0.752460648847956,0.833333333333333,0.666666666666667
"ENSG00000117592",7.03286749026438e-266,1,3,0,0.75218215821,1,1
"ENSG00000171161",0.00141153703976802,0.926963767914357,3,0,0.751763514379599,0.833333333333333,0.833333333333333
"ENSG00000164855",0.000572691114659526,1,5,0,0.749998391846364,0.833333333333333,0.666666666666667
"ENSG00000141030",4.29254986537773e-21,1.61706595235587e-07,5,1,0.749695307035509,1,0.833333333333333
"ENSG00000090263",6.12700739242019e-76,1,6,0,0.749218926815831,1,1
"ENSG00000110987",0.00230987786937774,1,3,0,0.74845303716248,1,0.5
"ENSG00000113732",9.81557770239523e-168,1.14230351478283e-43,3,1,-0.747948508586616,1,1
"ENSG00000164331",8.74896290178067e-05,0.0899187723581349,3,0,-0.747089348313838,1,1
"ENSG00000008130",0.00857182802605263,1,7,0,-0.74692618068705,0.833333333333333,0.5
"ENSG00000158747",9.38644509193053e-22,6.85799994769753e-11,5,1,0.746568421987571,1,0.833333333333333
"ENSG00000158089",0.00720013855081188,0.740090117108623,3,0,0.745286360593623,0.833333333333333,0.666666666666667
"ENSG00000138286",0.00137692367390271,1,4,0,-0.745175712968994,1,0.833333333333333
"ENSG00000257815",0.00173250052148166,1,3,0,0.744475705893342,0.833333333333333,0.5
"ENSG00000148700",1.68375806709675e-11,5.80871897016949e-12,3,2,-0.742211407423825,1,1
"ENSG00000130702",1.04180999061697e-11,1,6,0,-0.740445426577859,1,0.666666666666667
"ENSG00000170222",0.000748772033518503,0.881300594505456,3,0,-0.739596628309249,0.833333333333333,0.833333333333333
"ENSG00000130787",3.20087236272438e-05,1,3,0,0.736058872646693,0.833333333333333,0.666666666666667
"ENSG00000104064",0.000384385191606225,3.30532140303566e-05,5,1,0.735713392116275,1,0.666666666666667
"ENSG00000070831",5.185264099592e-148,1,3,0,-0.734477576290896,1,1
"ENSG00000162896",7.638080317483e-40,1,4,0,0.732570899533458,1,1
"ENSG00000187017",6.4109582824862e-08,1,6,0,-0.732345973574231,1,0.5
"ENSG00000189377",7.57084265670486e-13,0,2,2,0.730765035978961,1,1
"ENSG00000128595",1.80449098856423e-10,1,5,0,-0.730356836398996,1,0.833333333333333
"ENSG00000165905",9.32641654309016e-05,0.807708049752556,3,0,0.729549594113973,0.833333333333333,0.833333333333333
"ENSG00000171566",8.86641505828908e-10,5.73527240772814e-06,4,1,0.727183543364154,1,1
"ENSG00000165209",2.97988963614489e-06,1,5,0,-0.726017299489708,1,0.666666666666667
"ENSG00000068796",2.41760147061033e-08,1,6,0,-0.724724961527215,0.833333333333333,0.5
"ENSG00000177683",1.05223288286414e-09,1,6,0,-0.723797777698108,1,0.833333333333333
"ENSG00000170876",4.15477482829118e-08,5.47146912431118e-07,3,1,-0.723532173077211,1,1
"ENSG00000213024",0.000572468725927734,0.000268468000560291,4,1,-0.721352106459697,1,0.666666666666667
"ENSG00000171155",9.00705599810692e-19,3.23233639568146e-05,3,1,-0.716396800678791,1,1
"ENSG00000113161",5.61064710859722e-11,1.01204535080583e-07,4,1,-0.714999606242698,1,1
"ENSG00000165410",2.64459924211215e-06,1,3,0,0.714502827053957,1,0.833333333333333
"ENSG00000176597",9.89593009878222e-06,0.543470071315464,5,0,0.714285247997282,1,0.666666666666667
"ENSG00000174547",1.71617941819229e-67,8.21409353688715e-43,4,2,0.712787681884128,1,1
"ENSG00000086504",0.0491158646949704,0.0686028369765789,3,0,0.712659757229572,0.833333333333333,0.666666666666667
"ENSG00000122877",0.00485735062680963,0.00604851764979817,4,1,-0.712348295147765,1,0.666666666666667
"ENSG00000107404",0.00155968651104046,0.673473207581182,3,0,0.711769261004299,0.833333333333333,0.666666666666667
"ENSG00000183426",4.05962765589943e-06,0.037732417052256,4,1,-0.710793461993385,1,1
"ENSG00000149809",5.58629131010639e-51,1,6,0,-0.710271611547818,1,0.833333333333333
"ENSG00000178307",3.15868895205286e-11,0.0410773739448568,3,1,-0.709899050897098,1,0.833333333333333
"ENSG00000100979",1.89850288200115e-18,7.01170468829575e-09,5,1,-0.707746425095609,1,1
"ENSG00000116285",9.25507727001559e-15,1.02329795607063e-14,3,1,0.705293718916105,1,1
"ENSG00000067365",0.00115559071601889,1,3,0,0.704255142024035,1,0.833333333333333
"ENSG00000130349",1.59914116856565e-05,0.000471898866419572,3,1,0.702732950758931,1,1
"ENSG00000169926",1.9404579502027e-07,2.47510917456408e-05,5,1,0.702569834915095,1,0.833333333333333
"ENSG00000101782",4.27123904579091e-19,0.434766465656935,4,0,-0.702342077417112,1,1
"ENSG00000100425",0.000500044845702728,0.446728922315882,3,0,-0.701811399687536,1,0.833333333333333
"ENSG00000004961",4.80490677240656e-23,0.00131533995944623,5,1,0.701723795993177,1,1
"ENSG00000185049",1.70820267399945e-07,7.7266776639909e-06,4,1,0.700000649401618,1,1
"ENSG00000035681",5.74300861080891e-07,1,4,0,-0.700000050777047,0.833333333333333,0.666666666666667
"ENSG00000230124",4.06001595145937e-23,0.720704335095874,4,0,0.697483708744004,1,1
"ENSG00000071539",4.23853619643982e-05,1,3,0,0.697124895771836,0.833333333333333,0.666666666666667
"ENSG00000198960",2.2262467616581e-10,0.0039619290519077,5,1,-0.696985934183977,1,1
"ENSG00000164904",4.92682887515327e-41,0.000843274592293915,7,1,0.696763122516,1,0.833333333333333
"ENSG00000154845",2.52457764417251e-09,1,4,0,-0.696705742122157,1,1
"ENSG00000099810",1.66397515061248e-07,1,4,0,-0.694265986210475,1,0.666666666666667
"ENSG00000166037",4.66092905264669e-11,3.40460276605881e-06,5,1,-0.689655152055709,1,0.666666666666667
"ENSG00000137274",4.84177568386494e-16,0.00948864353886186,6,1,0.688307613976454,1,0.833333333333333
"ENSG00000183751",8.14445777422599e-11,1,3,0,0.688294289496132,1,1
"ENSG00000104164",1.2482581862666e-09,0.0431796075342494,5,1,-0.688215150397417,1,1
"ENSG00000168936",0.000946226433622138,1,4,0,0.688192466959035,1,0.833333333333333
"ENSG00000081307",2.03482339257041e-06,1,5,0,0.6875,1,1
"ENSG00000125743",6.28104946935814e-06,0.00119124373835198,3,1,-0.686972986759377,1,0.833333333333333
"ENSG00000016402",1.4393463948794e-06,1,4,0,0.686630551926918,0.833333333333333,0.666666666666667
"ENSG00000266412",1.81240755718825e-60,1,9,0,-0.686119240765916,1,0.833333333333333
"ENSG00000163634",1.5086390104028e-20,3.90551778736473e-11,4,1,-0.684798972639971,1,1
"ENSG00000186522",1.03450642459585e-11,0.00951156958488114,6,1,-0.684210414305568,1,0.833333333333333
"ENSG00000005436",0.0157254078265905,0.00686322891453421,4,1,0.684004621883437,1,0.833333333333333
"ENSG00000174227",0.0229514369191642,0.0187304692352724,3,1,-0.683117792519339,0.833333333333333,0.5
"ENSG00000128510",9.09551497071798e-16,0.00178374702134409,5,1,0.681358678431857,1,0.833333333333333
"ENSG00000104205",1.7037043675503e-05,1,4,0,0.681147993765684,1,1
"ENSG00000039319",0.0118339819178658,0.961508036939995,3,0,-0.679275723477955,1,0.666666666666667
"ENSG00000136770",3.68874872551711e-06,0.000130134849459321,3,1,0.678553703959637,1,0.833333333333333
"ENSG00000085224",2.93271954647355e-08,1,5,0,-0.677866318896474,0.833333333333333,0.666666666666667
"ENSG00000160613",0.0252027605740237,0.789642047661259,3,0,-0.677100479053017,0.833333333333333,0.666666666666667
"ENSG00000134058",7.52162673555923e-14,1,6,0,-0.676469997171555,1,1
"ENSG00000130560",1.17115263757712e-33,1,6,0,-0.675388542233177,1,1
"ENSG00000127952",6.02891450520771e-12,0.06225364842484,5,0,0.675328254104235,1,0.833333333333333
"ENSG00000137996",1.07578503769017e-17,0.000157599346941465,6,1,-0.673875760675962,1,1
"ENSG00000173848",2.87777002517556e-29,4.23341681827575e-20,3,1,0.673518582652866,1,1
"ENSG00000176715",0.00104446371322411,0.758599620502942,3,0,0.673169933975285,1,0.833333333333333
"ENSG00000151726",0.00657429503500626,0.00186998877146348,6,1,-0.672672509186911,1,1
"ENSG00000173039",0.00506448641839517,0.296705065464743,4,0,0.672425682496922,0.833333333333333,0.833333333333333
"ENSG00000124444",0.000287871089283058,0.000379072012328655,4,1,0.671898280151964,0.833333333333333,0.666666666666667
"ENSG00000170788",0.000492883611280737,1,6,0,0.670481350950645,0.833333333333333,0.333333333333333
"ENSG00000100092",0.000381319289314557,0.78495181882627,5,0,0.668076122442571,0.833333333333333,0.833333333333333
"ENSG00000156958",0.0334070733579348,1,6,0,-0.666666666666692,0.833333333333333,0.666666666666667
"ENSG00000099899",0.00484538095528591,0.239693544085396,4,0,-0.666666288642073,0.833333333333333,0.666666666666667
"ENSG00000069966",0.00376071685835541,1,3,0,0.665836751243979,1,0.666666666666667
"ENSG00000103342",1.04305382774867e-29,1,3,0,-0.66499632953684,1,1
"ENSG00000050130",3.52087071922559e-08,1,5,0,0.664679943502853,1,0.833333333333333
"ENSG00000160298",6.67819966371097e-07,0.837081027568016,7,0,-0.66427480561409,1,0.5
"ENSG00000092108",3.22768775759114e-31,1,7,0,0.663063850582619,1,1
"ENSG00000234465",0.00984975687529163,0.0502383272372963,4,0,-0.662993095277633,1,0.666666666666667
"ENSG00000066697",0.000477603048465654,1,5,0,0.662033255451804,0.833333333333333,0.5
"ENSG00000168487",4.84273952847023e-05,1,5,0,0.661807420480869,1,0.5
"ENSG00000136436",4.44343839959704e-06,0.00143920957632997,4,1,0.661159679363883,0.833333333333333,0.666666666666667
"ENSG00000065150",0.00158034173431297,1,3,0,-0.659228932563783,1,0.666666666666667
"ENSG00000183889",0.000846037267800544,0.537446541508411,4,0,-0.659190392134344,1,0.666666666666667
"ENSG00000185104",3.12250765477732e-16,5.36673859419912e-09,5,1,-0.658410148968749,1,1
"ENSG00000152439",0.00153777543738859,0.0692654091437017,3,0,-0.657773778861521,1,0.666666666666667
"ENSG00000168003",1.96897476562108e-72,3.08505914393926e-60,4,1,-0.65774795749336,1,1
"ENSG00000117394",3.64602114531564e-17,4.29015220261264e-09,5,1,0.657550040693532,1,1
"ENSG00000169682",0.000459133121268827,0.000171954980650082,4,2,-0.657540827765728,1,0.666666666666667
"ENSG00000175221",1.11929596304928e-10,0.0352157389093688,4,1,0.656519521912169,1,1
"ENSG00000186812",0.0016546491593491,0.483419634224598,4,0,-0.655035620677731,1,0.666666666666667
"ENSG00000141759",0.00341474472118583,0.334295346873493,4,0,0.654545236754508,1,0.666666666666667
"ENSG00000056972",0.000409681170226848,0.00636741028648211,4,1,-0.653935920260703,1,0.666666666666667
"ENSG00000138442",1.78183255497786e-07,0.601386108530763,3,0,-0.653630338637637,0.833333333333333,0.833333333333333
"ENSG00000148187",1.02720454843403e-05,1,6,0,0.652172735632447,1,0.666666666666667
"ENSG00000090447",0.000674689341542119,1,3,0,0.651828843415507,1,0.666666666666667
"ENSG00000137693",2.27656077365203e-13,1,9,0,-0.651328897648733,1,0.833333333333333
"ENSG00000113649",0.00618607820828313,0.20296100944226,3,0,0.650812801356469,1,0.666666666666667
"ENSG00000163848",7.65271676068871e-07,1,4,0,-0.649999999999974,0.833333333333333,0.833333333333333
"ENSG00000198589",9.38534534695127e-06,1,5,0,-0.647741841550491,1,0.833333333333333
"ENSG00000136068",2.1713854795711e-09,1,3,0,0.647719294962267,1,1
"ENSG00000067167",4.61246802917751e-14,7.66392370284455e-07,5,1,-0.64719474411354,1,1
"ENSG00000100325",1.57310385821534e-05,0.0028489800141596,5,1,-0.645103360304916,1,1
"ENSG00000156413",2.60177515405809e-06,1,5,0,-0.642911042637435,1,0.5
"ENSG00000183474",2.6149166544329e-06,1,6,0,-0.642856007209422,1,0.5
"ENSG00000088930",2.47392085036299e-12,0.268326268772537,4,0,0.639098512483615,1,0.833333333333333
"ENSG00000070476",1.48748946096254e-05,2.75675769960605e-05,4,1,0.63839731719153,1,0.833333333333333
"ENSG00000139990",0.028709528695955,0.0103926017019319,3,1,-0.638273961586188,1,0.833333333333333
"ENSG00000167986",1.51050989744633e-08,7.45223337392812e-09,4,2,-0.636402877464479,1,1
"ENSG00000152894",4.13835312808008e-11,1,5,0,0.63636301598407,0.833333333333333,0.833333333333333
"ENSG00000117528",0.00338824895686296,0.131249961650628,4,0,0.636299178819907,0.833333333333333,0.833333333333333
"ENSG00000127720",0.0007602675725993,0.0588748904499216,3,0,0.633739494815385,0.833333333333333,0.833333333333333
"ENSG00000165219",1.84028097867437e-05,1,5,0,0.633614957844616,1,0.833333333333333
"ENSG00000168259",1.66075802992615e-39,3.08386793291096e-29,3,1,0.632432332006442,1,1
"ENSG00000128606",0.0106187900425225,0.292633504186894,3,0,-0.632030367536978,1,0.833333333333333
"ENSG00000166387",0.0165298756391793,1,3,0,0.631316626753751,0.833333333333333,0.5
"ENSG00000168615",0.00486067707959119,0.0599365101102161,3,0,0.629819643620413,0.833333333333333,0.666666666666667
"ENSG00000144579",0.000355281770815247,0,2,2,0.629386822027736,0.833333333333333,0.833333333333333
"ENSG00000146072",9.3646820017925e-11,1.40883515751761e-07,3,1,0.628527817354766,1,0.833333333333333
"ENSG00000245648",0.00807975601715829,1,3,0,0.628452115217481,1,0.833333333333333
"ENSG00000178104",0.000396992426112237,0.000396229556371634,3,1,0.627812050777719,1,1
"ENSG00000159216",4.04899871986911e-12,1,7,0,0.625800429180046,1,0.5
"ENSG00000147454",0.00010568126393094,1,3,0,0.625332242872799,1,1
"ENSG00000170881",4.52698776808469e-06,0.0491040872132052,4,1,-0.622865622961626,1,0.833333333333333
"ENSG00000072518",0.00262108863515063,1,5,0,-0.622512670658732,1,0.666666666666667
"ENSG00000145495",0.000347791528897359,0.0513443005304634,5,0,0.62245555943395,1,0.833333333333333
"ENSG00000125520",4.08740170456815e-13,0.224196377461736,5,0,-0.622327106393548,1,0.833333333333333
"ENSG00000211460",5.51521763750581e-12,1,5,0,0.621975840878575,1,0.5
"ENSG00000183684",4.74316265249537e-11,1.33130990588456e-07,3,1,-0.621648435767988,1,1
"ENSG00000079246",3.54750529682715e-28,1,3,0,0.621553836430626,1,1
"ENSG00000155660",5.02031313160974e-16,0.000450003182480041,5,1,0.621111026490449,1,1
"ENSG00000168216",4.93139923325907e-14,1,7,0,-0.619743946270759,1,0.5
"ENSG00000137185",0.0197358504627539,0.0107703559625868,3,2,0.61953764308423,0.833333333333333,0.666666666666667
"ENSG00000185246",0.00725469323783963,0.0325011604541162,4,1,-0.618791784369612,0.833333333333333,0.666666666666667
"ENSG00000134363",1.90091652527848e-05,6.45850362234264e-06,3,1,-0.618611097537695,1,0.833333333333333
"ENSG00000163399",2.83537226747873e-31,2.3372207850631e-18,5,1,-0.617982938105626,1,1
"ENSG00000069509",2.5118238700204e-09,0.897791594508608,4,0,0.617757340838475,1,1
"ENSG00000263001",1.40242533503937e-38,1,6,0,0.616086172845807,1,1
"ENSG00000106484",0.000108994819078916,0.0928886547065538,4,0,0.614564633490038,1,0.5
"ENSG00000140931",0.00100066569097815,1,3,0,0.614490298812732,1,0.833333333333333
"ENSG00000164808",0.000898119700019579,0.0486302045509044,3,1,0.614199559954139,1,1
"ENSG00000060237",1.33341756534184e-23,1,9,0,-0.611764752162492,1,0.833333333333333
"ENSG00000155026",0.0121721708226794,0.00440181229580654,4,1,0.611421233557254,1,0.833333333333333
"ENSG00000146731",2.50504451739403e-16,0.160859093532566,4,0,0.611241171884023,1,1
"ENSG00000164062",1.1290290239381e-10,1,4,0,0.609695210605299,1,1
"ENSG00000151929",8.23249346250662e-06,0.000110873746800854,5,1,-0.608257021744491,1,1
"ENSG00000115170",0.000106570951440623,1,5,0,-0.608071188035699,0.833333333333333,0.666666666666667
"ENSG00000182809",1.60202080966325e-05,1,5,0,-0.607540767924771,1,0.666666666666667
"ENSG00000164889",0.00022033956612625,0.00119769882458674,4,1,-0.60688720097988,1,1
"ENSG00000149273",2.90315300976363e-211,2.54106429682739e-52,6,2,-0.606709388911919,1,1
"ENSG00000141385",0.000234638847407485,1,3,0,0.602401921103184,1,1
"ENSG00000121073",1.76067393578558e-10,1,6,0,0.602381174273044,1,0.833333333333333
"ENSG00000114019",5.96333819618758e-05,0.415120815873693,4,0,-0.601519578172921,1,0.833333333333333
"ENSG00000154642",0.000238108642946401,1,4,0,0.601411507503353,1,0.666666666666667
"ENSG00000148339",0.00079289495709353,0.10921022871022,5,0,-0.600121213237599,1,1
"ENSG00000145675",0.000199311357544954,0.541202456505443,5,0,-0.60000000023758,1,0.666666666666667
"ENSG00000119636",2.38445488864979e-08,1,8,0,0.599395410657177,1,0.833333333333333
"ENSG00000159445",0.0408577128376462,0.38927960772921,3,0,0.598824747824611,1,0.666666666666667
"ENSG00000067082",2.20445057013848e-12,2.99677461105138e-07,4,1,0.597764437973919,1,1
"ENSG00000143409",0.0346485147902151,1,4,0,-0.597512754912931,0.833333333333333,0.666666666666667
"ENSG00000049656",1.95114628511345e-10,1.58066734312658e-07,4,1,-0.595083694309293,1,1
"ENSG00000104687",3.51640109535812e-07,5.12348743140646e-06,3,1,-0.591959656789077,1,1
"ENSG00000135829",0.0102498198369953,1,5,0,-0.591911136279507,0.833333333333333,0.666666666666667
"ENSG00000258890",6.04897854286322e-06,0.072376072179917,5,0,-0.591774559103417,1,0.666666666666667
"ENSG00000129194",9.35497221799442e-07,0,2,2,0.591772246649865,1,1
"ENSG00000115457",4.13326676639631e-67,5.27254335845811e-53,5,2,-0.591472589140628,1,1
"ENSG00000161013",1.47411042397882e-14,1.91156300444205e-15,4,2,0.588613591992118,1,1
"ENSG00000121413",1.91716754737225e-16,1,7,0,-0.58827291935607,1,0.666666666666667
"ENSG00000163435",6.0520274847936e-317,1.27791427120858e-74,5,1,0.588132725601534,1,1
"ENSG00000204954",1.21640186352142e-06,0.00127568764559741,4,1,-0.586834779025593,1,0.833333333333333
"ENSG00000196872",4.07506954428098e-09,0.553858647546992,6,0,0.586724100657103,1,0.666666666666667
"ENSG00000109083",4.83283865342764e-11,1.17799052370329e-11,5,2,0.586020915721099,1,1
"ENSG00000144645",1.53699801162152e-08,0.00771643471308718,4,1,0.58573842255263,1,1
"ENSG00000172062",2.4546267316641e-05,0.124578594165453,3,0,-0.584676900033958,1,1
"ENSG00000101447",0.0308123542884033,0.373104847919213,3,0,-0.584347876814652,0.833333333333333,0.666666666666667
"ENSG00000141644",1.71660969591851e-05,1,7,0,-0.583331372253303,0.833333333333333,0.666666666666667
"ENSG00000123096",0.000405649924080093,0.639558806463731,4,0,-0.58306809325371,1,0.833333333333333
"ENSG00000184709",1.18365100485758e-09,0.319829901366641,3,0,0.582599232492038,1,1
"ENSG00000213676",0.0204838980184661,0.00538745000937306,3,2,-0.582532352525049,0.833333333333333,0.666666666666667
"ENSG00000231160",0.00252992595329899,0.00119096239355699,3,1,-0.58227847092647,0.666666666666667,0.666666666666667
"ENSG00000173486",4.41474962599292e-57,4.63849475806178e-33,4,1,-0.581070646085986,1,1
"ENSG00000163001",8.43938430607119e-08,0.000104938718440128,4,1,0.580750718369691,1,1
"ENSG00000149084",1.0886054232391e-18,1.5971298281985e-05,4,1,0.580090425646023,1,1
"ENSG00000119431",4.28184468671742e-13,0.896088394413863,5,0,0.579708309590027,1,1
"ENSG00000162073",0.000118556327622343,0.000251300682004528,3,1,-0.578760487115266,1,1
"ENSG00000257103",7.3465358305023e-44,4.05170366823231e-05,9,1,-0.578491909821856,1,0.833333333333333
"ENSG00000079462",1.17115263757712e-33,8.40264538752009e-20,4,1,-0.577960336921156,1,1
"ENSG00000111371",2.14029887787287e-14,1,4,0,-0.577052416204314,1,1
"ENSG00000184640",1.71709769682473e-17,0.112420179036676,7,0,0.576892115627809,1,1
"ENSG00000107581",1.31557055018679e-09,0.0105275063931241,4,1,-0.576195224855137,1,1
"ENSG00000065882",2.5975190617598e-05,0.000904520678852492,4,1,0.575897842633003,0.833333333333333,0.833333333333333
"ENSG00000039068",4.3704294049461e-08,0.00145649550433354,5,1,0.575699602068406,0.833333333333333,0.833333333333333
"ENSG00000122884",0.00174368518043701,0.242401509729776,5,0,0.574303898587649,1,0.666666666666667
"ENSG00000260136",0.0159158103860106,0.0166452247318266,3,1,-0.572880050750789,1,1
"ENSG00000137269",0.0153905046954828,0,2,2,-0.572772305119545,1,0.833333333333333
"ENSG00000115540",3.66098256491721e-05,0.0022350030894756,3,1,-0.572390769645432,1,1
"ENSG00000135048",0.00133688082459063,1,3,0,-0.571067000914786,1,0.833333333333333
"ENSG00000106617",4.35519188041562e-07,0.00055593965274453,5,1,0.570821267884231,1,0.833333333333333
"ENSG00000132254",1.42412133220062e-13,0.220441339744658,6,0,-0.57079351953447,1,1
"ENSG00000040341",8.42504881923667e-05,0.00385135785616465,3,1,-0.570205862868464,1,0.833333333333333
"ENSG00000196576",1.22159079530498e-23,0.0493965318838557,7,1,0.569767368936966,1,1
"ENSG00000172663",0.00415384488679764,0.613737208893031,3,0,0.56965626558096,1,0.833333333333333
"ENSG00000186952",8.93869642825594e-05,0.00989221797368279,7,1,0.569432277791035,1,0.5
"ENSG00000157106",0.000706938121714203,1,3,0,0.569222999552913,1,0.833333333333333
"ENSG00000142733",3.85520295113991e-06,0.312569076746019,5,0,0.56821199946726,1,0.833333333333333
"ENSG00000111802",3.1014653135026e-10,0.0259854209814781,3,1,0.567454423910862,1,1
"ENSG00000203950",1.72839103943339e-19,5.31958723777955e-11,3,1,0.566567589954314,1,1
"ENSG00000102897",2.34766096650446e-07,0.434391705375159,6,0,-0.565215815079435,1,1
"ENSG00000177082",1.72971872101284e-10,0.314166532686741,5,0,-0.564720628337086,1,1
"ENSG00000143153",3.88197422756983e-59,1,4,0,0.564091359289468,1,1
"ENSG00000123268",5.14551038304515e-09,0.563966789395012,3,0,-0.563339306139143,1,1
"ENSG00000112561",0.00113154824258436,1,6,0,-0.563080467461716,0.833333333333333,0.833333333333333
"ENSG00000161642",0.00203577819047447,0.93872406440617,4,0,-0.562535018024879,0.666666666666667,0.5
"ENSG00000001630",1.47774295214082e-16,2.81860943300298e-08,4,1,0.562483108827718,1,1
"ENSG00000197063",3.57463377599441e-05,1,3,0,0.56230110037218,1,0.833333333333333
"ENSG00000168765",9.61409932473343e-06,1,5,0,-0.562006044208226,1,0.833333333333333
"ENSG00000159166",3.09918043526091e-22,0.0893122359692488,4,0,-0.561893263516521,1,1
"ENSG00000134186",0.00014287330641233,0.323558364913047,5,0,0.561127348625333,0.833333333333333,0.666666666666667
"ENSG00000137500",3.07519237512878e-13,1,8,0,0.560907353336156,1,1
"ENSG00000044115",5.12041076066657e-17,1.08996454005825e-10,6,1,0.560421191639689,1,1
"ENSG00000177459",1.08588368227175e-11,7.14340144696652e-07,3,1,-0.560277596811453,1,1
"ENSG00000158234",1.96589149380564e-18,1,6,0,0.56002256792402,1,1
"ENSG00000087903",3.90051224284204e-05,0.817478781051961,4,0,-0.556887289025149,1,1
"ENSG00000054282",0.00698237186530039,0.087566971920561,3,0,-0.556736116164903,1,1
"ENSG00000163517",7.11483465901463e-05,0.0208011782218235,5,1,0.556603413329669,1,0.833333333333333
"ENSG00000165275",0.0237588542672619,0.416523875757832,3,0,-0.556404764629407,0.833333333333333,0.666666666666667
"ENSG00000136830",3.0389179732944e-12,0.0040383395265441,6,2,0.556177081708219,1,1
"ENSG00000101310",5.38843745839708e-07,1,8,0,-0.555185081184678,1,0.833333333333333
"ENSG00000135968",7.48669009795425e-13,3.35816223636815e-06,7,1,-0.554216015251791,1,0.833333333333333
"ENSG00000100413",2.31400757106726e-05,1,5,0,-0.552292347997388,1,0.666666666666667
"ENSG00000140400",0.0136282358045577,0.00911125629868762,5,1,-0.550759723673778,0.833333333333333,0.666666666666667
"ENSG00000157778",4.21670076738824e-22,7.55313693143024e-05,7,1,0.550392626426476,1,1
"ENSG00000186395",2.24485105535602e-24,3.07076511934696e-14,5,1,0.5500981609314,1,1
"ENSG00000157349",7.65759172338872e-13,1,7,0,0.548386997390743,1,0.833333333333333
"ENSG00000214253",1.37846669771417e-05,1,5,0,0.547408641115728,1,0.666666666666667
"ENSG00000036054",8.75487802929399e-15,1,6,0,0.54706157218706,1,0.833333333333333
"ENSG00000110880",1.39407881267072e-05,1,6,0,0.54680675953337,1,0.666666666666667
"ENSG00000153560",0.000301011498924573,1,4,0,-0.545118024403997,0.833333333333333,0.666666666666667
"ENSG00000236502",1.04099757772722e-06,0.252072874562993,3,0,-0.545025111071991,1,1
"ENSG00000166479",6.20132786154309e-08,4.38085791872576e-05,3,1,0.544792573239992,1,1
"ENSG00000070190",0.000115293861776551,0.0769006327580453,3,0,-0.544662633351697,1,1
"ENSG00000166275",7.48648520501383e-38,1,5,0,0.544611050759811,1,1
"ENSG00000133275",0.000122838269781749,0,2,2,-0.543830688617232,1,1
"ENSG00000149115",4.78693038672521e-15,0.342501064753943,8,0,0.543376397547058,1,0.833333333333333
"ENSG00000057663",4.92735488983934e-11,7.55560509034754e-07,8,1,-0.543035548084785,1,0.833333333333333
"ENSG00000177565",6.63868924302332e-11,0.282513050728822,7,0,0.542857074904269,1,1
"ENSG00000160752",1.01390385931096e-57,1,4,0,0.541039596347183,1,1
"ENSG00000152422",0.0429851411159025,0.023097421752402,3,1,0.54035597363169,1,0.833333333333333
"ENSG00000168256",8.31185785027024e-05,1,6,0,0.540292579414731,1,0.833333333333333
"ENSG00000169221",0.0108423136523008,1,3,0,0.539979420146006,1,0.666666666666667
