"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Secretory_UK_72hpi_child_Infected-Secretory_uninfected_child_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000115084",9.29063696993245e-13,0.709477042566305,5,0,0.837272746742753,1,0.5
"ENSG00000183172",3.10066841300912e-15,3.6738320392302e-12,3,1,-0.836695656653766,1,0.833333333333333
"ENSG00000142627",5.15087553502372e-37,1,4,0,-0.834829212981174,1,0.833333333333333
"ENSG00000132274",1.06388510122314e-31,7.42165606744334e-24,5,1,0.832599760418221,1,0.833333333333333
"ENSG00000185033",1.31505929678325e-19,0.0361131234305764,4,1,0.830471113656661,1,0.833333333333333
"ENSG00000111670",0.000406105499370747,1,5,0,0.829263391975585,0.833333333333333,0.5
"ENSG00000139083",1.24686791186721e-06,5.800507408905e-06,3,1,-0.828212635569309,1,0.666666666666667
"ENSG00000016602",3.30006382757314e-06,0.0339084311773313,4,1,-0.826551479070702,1,0.666666666666667
"ENSG00000172037",3.45718555221042e-20,1,6,0,-0.825120228579018,1,0.5
"ENSG00000177427",6.19661609449833e-07,0.700937359494845,3,0,-0.823078962142896,1,0.5
"ENSG00000164919",5.94922591909843e-177,1.54703470219062e-177,3,2,0.821985982396355,1,1
"ENSG00000206140",1.75088877678004e-08,1,5,0,0.819875273647756,1,0.5
"ENSG00000064199",1.72025939813763e-07,0.000615737294930463,3,2,0.813668974974463,1,1
"ENSG00000127580",0.000706938121714203,0.065419397392272,3,0,-0.812007972992611,1,0.833333333333333
"ENSG00000242802",5.96127971372149e-06,1,3,0,-0.811048552349876,1,0.666666666666667
"ENSG00000059122",7.44503025136635e-07,1,3,0,0.807881012203243,1,0.666666666666667
"ENSG00000126778",7.17928439495345e-10,0.122699986401437,3,0,0.806350330456572,1,1
"ENSG00000155506",2.03835517835828e-06,1,4,0,0.803427899006793,0.833333333333333,0.5
"ENSG00000231566",2.56797211941434e-09,2.53938582290582e-09,4,1,-0.801025851961578,1,0.833333333333333
"ENSG00000174748",6.0520274847936e-317,3.3199576296227e-30,5,1,-0.800999165056927,1,1
"ENSG00000196754",6.0520274847936e-317,9.75240909715782e-199,4,1,0.800377836295127,1,1
"ENSG00000170017",2.8743590375851e-31,1,5,0,-0.800260332854707,1,0.833333333333333
"ENSG00000113916",7.24858345372654e-10,0.0167820281547998,4,1,0.795293565691679,0.833333333333333,0.833333333333333
"ENSG00000100568",1.28751132469086e-75,5.44173203792357e-08,4,1,0.794182383993516,1,1
"ENSG00000103544",0.00459820901939422,1,5,0,-0.794019710147326,1,0.5
"ENSG00000136021",5.76537828408332e-05,0.94804972790678,3,0,-0.793195242052141,0.833333333333333,0.666666666666667
"ENSG00000205084",2.84327486219761e-05,1,3,0,0.792896468909702,1,0.5
"ENSG00000204574",2.66145605687872e-07,0.113403257807233,4,0,0.791577260348967,1,0.666666666666667
"ENSG00000171206",2.68005213892188e-11,0.000240942506856755,3,2,-0.790420676847452,1,1
"ENSG00000180104",3.51478424267907e-06,0.0815805770717953,3,0,-0.789334291513017,1,0.833333333333333
"ENSG00000197321",9.0096076967522e-05,1,4,0,-0.788994860687293,1,0.5
