"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Goblet_uninfected_child_Uninfected-Goblet_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000160401"	"ENSG00000160401"	0.0311083699965454	0.0202473411536362	4	1	0.338793341122111	1	1
"ENSG00000159388"	"ENSG00000159388"	0.00115252033070627	0.020359847525423	3	1	-0.260365124782728	1	1
"ENSG00000103260"	"ENSG00000103260"	0.034719523233044	0.0210524451340813	3	1	0.318388667968904	1	1
"ENSG00000166598"	"ENSG00000166598"	3.343369580091e-08	0.0213551649143389	5	1	-0.173529465981575	1	1
"ENSG00000120948"	"ENSG00000120948"	0.0325628510714968	0.0218887026613506	3	1	-0.405986091133534	1	0.833333333333333
"ENSG00000127022"	"ENSG00000127022"	2.07830269095741e-06	0.02224959218019	4	1	-0.222681333454793	1	1
"ENSG00000114126"	"ENSG00000114126"	7.16498412223317e-05	0.0227888708548905	5	1	-0.531249877785255	0.833333333333333	0.666666666666667
"ENSG00000149547"	"ENSG00000149547"	0.00115252033070627	0.0234679724032213	5	1	0.451246843394092	1	0.833333333333333
"ENSG00000109339"	"ENSG00000109339"	6.33080697850283e-05	0.0241300520263124	6	1	0.355554769992651	1	1
"ENSG00000169592"	"ENSG00000169592"	0.0364712512191391	0.0246346547470467	3	1	-0.492599439832071	0.833333333333333	0.833333333333333
"ENSG00000139146"	"ENSG00000139146"	0.00803017518824842	0.024693420324691	3	1	-0.520274995160575	1	0.833333333333333
"ENSG00000180881"	"ENSG00000180881"	1.94265142966636e-06	0.0259560709269484	5	1	-0.542436327870871	1	0.5
"ENSG00000100592"	"ENSG00000100592"	8.44294127836199e-07	0.0259719849729694	4	1	-0.349381313179816	1	1
"ENSG00000071553"	"ENSG00000071553"	0.000493954133769628	0.026788600923826	3	1	0.183453045544434	1	1
"ENSG00000115129"	"ENSG00000115129"	0.000412206545226347	0.0272945693255679	5	2	0.381467671303366	1	1
"ENSG00000254505"	"ENSG00000254505"	0.0188616207966305	0.0281027743204155	3	1	-0.164217052152328	1	1
"ENSG00000161677"	"ENSG00000161677"	0.000203706604202269	0.0291076332930334	4	1	0.162873171576106	1	1
"ENSG00000124074"	"ENSG00000124074"	0.000188768733231514	0.0298448410310774	4	1	-0.442461684947506	1	0.666666666666667
"ENSG00000196344"	"ENSG00000196344"	1.526958791827e-07	0.0312792064671339	6	1	-0.216932261506737	1	1
"ENSG00000054282"	"ENSG00000054282"	0.00584742005247903	0.0312917920523889	3	1	0.586375508142575	0.666666666666667	0.5
"ENSG00000146733"	"ENSG00000146733"	3.01824962289895e-05	0.0314411375776631	3	2	-0.798538391014277	0.666666666666667	0.666666666666667
"ENSG00000257727"	"ENSG00000257727"	3.55150289999177e-07	0.031554392644262	5	1	-0.8028829435329	1	0.666666666666667
"ENSG00000231721"	"ENSG00000231721"	0.0173780665410541	0.0316055243917054	5	1	0.64189315326893	1	0.666666666666667
"ENSG00000147889"	"ENSG00000147889"	1.04613771133012e-49	0.0327479782978943	12	1	0.413701797982137	1	0.833333333333333
"ENSG00000204385"	"ENSG00000204385"	1.5519785146533e-14	0.0330839851316409	6	1	0.416165437922542	1	1
"ENSG00000107949"	"ENSG00000107949"	0.0132981995881813	0.0342904749375284	4	1	-0.410993776976259	1	0.833333333333333
"ENSG00000143337"	"ENSG00000143337"	0.0289762410199014	0.0344859642238706	3	1	-0.596981657328937	0.833333333333333	0.666666666666667
"ENSG00000146731"	"ENSG00000146731"	0.000969340529886441	0.0351830705344871	3	1	-0.520142405761954	1	1
"ENSG00000108588"	"ENSG00000108588"	1.1105745225419e-06	0.0354618951925035	4	1	0.576717306215325	1	0.833333333333333
"ENSG00000061794"	"ENSG00000061794"	0.0492077606917998	0.0358850852071064	3	1	0.293128032163075	1	1
"ENSG00000196961"	"ENSG00000196961"	0.00689154880139608	0.0361753225234167	3	1	0.504052591062477	0.833333333333333	0.833333333333333
"ENSG00000176974"	"ENSG00000176974"	0.0476091214112761	0.0383217976446352	3	1	-0.509926640007363	1	0.833333333333333
"ENSG00000140416"	"ENSG00000140416"	2.67973845583869e-11	0.0392143897330619	6	1	-0.389207606633073	1	0.833333333333333
"ENSG00000132463"	"ENSG00000132463"	0.00316917339266782	0.0404170046170483	4	1	-0.543477987153776	1	1
"ENSG00000115310"	"ENSG00000115310"	3.26233311043453e-12	0.0408247162575366	5	1	-0.280751229589601	1	1
"ENSG00000196507"	"ENSG00000196507"	0.0116927489952866	0.0412662376166563	3	1	0.313333101708357	1	1
"ENSG00000105699"	"ENSG00000105699"	0.000297421885119219	0.0439648644183497	5	1	-0.244529286928116	1	1
"ENSG00000108590"	"ENSG00000108590"	0.0465367092324988	0.0451591624267129	3	1	0.637750309149499	0.833333333333333	0.5
"ENSG00000107372"	"ENSG00000107372"	1.42996136815583e-12	0.0456891300306361	5	1	-0.55384549312843	1	0.833333333333333
"ENSG00000102854"	"ENSG00000102854"	1.09529176573565e-11	0.0471246796838556	7	1	-0.241176468854628	1	1
"ENSG00000106263"	"ENSG00000106263"	1.6900681527539e-05	0.0471814266823403	5	1	0.285714842073437	1	1
"ENSG00000148090"	"ENSG00000148090"	0.0237863001363296	0.0474645753137826	4	1	0.406002652262139	0.833333333333333	0.833333333333333
"ENSG00000104973"	"ENSG00000104973"	0.0122734355616616	0.049146506435275	3	1	-0.404866142436577	0.833333333333333	0.833333333333333
"ENSG00000197746"	"ENSG00000197746"	0.0114409251284573	0.0495033053462709	3	1	0.368461045705922	0.833333333333333	0.833333333333333
