"gene_ID"	"gene_qvalue"	"minimal_tx_qvalue"	"number_tx"	"number_significant_tx"	"max(Goblet_uninfected_child_Uninfected-Goblet_uninfected_adult_Uninfected)"	"pct_gene_expr"	"max_pct_tx_expr"
"ENSG00000266412"	"ENSG00000266412"	1.01920997788226e-13	3.64670986976576e-06	7	1	0.80859601650732	1	0.666666666666667
"ENSG00000158864"	"ENSG00000158864"	5.87586886632812e-05	3.8480786904388e-06	3	2	0.340633741715097	1	1
"ENSG00000111639"	"ENSG00000111639"	3.6396866927583e-20	5.48996684712715e-06	4	1	0.229182351404336	1	1
"ENSG00000117523"	"ENSG00000117523"	0.000100426436252279	9.76831667499692e-06	5	1	0.826219605351796	0.666666666666667	0.666666666666667
"ENSG00000122359"	"ENSG00000122359"	1.17995988076696e-15	1.05830025965687e-05	6	1	-0.21324984076441	1	1
"ENSG00000160789"	"ENSG00000160789"	8.78573188827986e-05	1.23943001421175e-05	3	2	-0.273373458621031	1	1
"ENSG00000165175"	"ENSG00000165175"	9.78588822603835e-07	1.27548842060976e-05	4	1	-0.604034885716511	1	0.833333333333333
"ENSG00000181163"	"ENSG00000181163"	2.61934338117624e-05	1.29468569009723e-05	3	1	0.462962906856532	1	1
"ENSG00000160838"	"ENSG00000160838"	0.000158143166942411	1.73836975599668e-05	3	2	0.49812478061942	1	1
"ENSG00000177830"	"ENSG00000177830"	6.09398873093754e-06	2.03273414769285e-05	3	1	0.56405781805733	1	1
"ENSG00000245532"	"ENSG00000245532"	0.000264844991732684	2.24105249677508e-05	4	1	0.317786128706417	1	1
"ENSG00000136261"	"ENSG00000136261"	2.57293012365471e-13	2.33645714054533e-05	7	1	-0.416666433365935	1	1
"ENSG00000115963"	"ENSG00000115963"	1.58096954137336e-05	2.67858192828421e-05	5	2	-0.447455237189587	1	1
"ENSG00000105176"	"ENSG00000105176"	2.88974767549707e-07	2.7962282589647e-05	6	1	-0.656410327002581	0.833333333333333	0.666666666666667
"ENSG00000168268"	"ENSG00000168268"	6.85701443223659e-07	3.68248801543965e-05	4	2	0.60041303791189	1	0.833333333333333
"ENSG00000108848"	"ENSG00000108848"	0.000151088993744496	4.59118597211555e-05	4	1	-0.572364427118079	1	0.666666666666667
"ENSG00000106617"	"ENSG00000106617"	0.000306815280805353	4.79374091709621e-05	4	1	-0.69944935645938	1	0.833333333333333
"ENSG00000162949"	"ENSG00000162949"	0.000152457825567013	5.89701449111789e-05	5	1	0.26698539497406	1	1
"ENSG00000102738"	"ENSG00000102738"	4.37257788105868e-08	5.96417809169608e-05	3	1	-0.359761763148339	1	1
"ENSG00000227036"	"ENSG00000227036"	8.90280283558071e-05	6.1051682828269e-05	8	1	0.231399428406414	1	1
"ENSG00000263001"	"ENSG00000263001"	4.49744196987531e-10	6.40353285614352e-05	5	1	0.44193581736862	1	1
"ENSG00000163931"	"ENSG00000163931"	7.07386799753479e-10	6.47604525604516e-05	3	1	-0.211030644891857	1	1
"ENSG00000100979"	"ENSG00000100979"	3.480539836556e-09	6.61628107886867e-05	5	1	0.897218458976464	1	0.666666666666667
"ENSG00000166803"	"ENSG00000166803"	5.49551569693701e-07	0.000108500595459652	4	1	-0.64956599805991	0.833333333333333	0.833333333333333
"ENSG00000065154"	"ENSG00000065154"	3.9624057836134e-05	0.000111480605905222	3	1	-0.287468861158747	1	1
"ENSG00000118849"	"ENSG00000118849"	0.00105570136239044	0.000136939739879288	3	1	0.203678261478251	1	1
"ENSG00000137274"	"ENSG00000137274"	0.000180893479203138	0.000158151877474458	3	1	-0.697322850887525	1	0.666666666666667
"ENSG00000184432"	"ENSG00000184432"	1.59843690386106e-13	0.000159409530570891	5	1	-0.549876536459157	0.833333333333333	0.833333333333333
"ENSG00000099875"	"ENSG00000099875"	1.64011803674293e-11	0.000159827787036111	5	1	-0.624233879007835	1	1
"ENSG00000143549"	"ENSG00000143549"	2.3859256503858e-31	0.000175138823929373	9	1	0.744068652327723	1	0.666666666666667
"ENSG00000157916"	"ENSG00000157916"	0.000850484357700292	0.000200490962168552	4	1	0.327552582692564	1	1
"ENSG00000276422"	"ENSG00000276422"	0.000519877627574205	0.000203274210134576	4	1	0.252850546277339	1	1
"ENSG00000021355"	"ENSG00000021355"	2.27930163792965e-08	0.000203585486957355	5	1	0.569782471082627	1	1
"ENSG00000128699"	"ENSG00000128699"	1.34671062321449e-08	0.000204602553858431	4	1	-0.621211745597988	0.833333333333333	0.666666666666667
"ENSG00000093010"	"ENSG00000093010"	4.20583470613144e-17	0.000213288391843546	6	1	0.830410530884059	1	0.833333333333333
"ENSG00000170296"	"ENSG00000170296"	1.16962661056626e-21	0.000230827572493913	6	1	0.883632875026799	1	0.833333333333333
"ENSG00000101447"	"ENSG00000101447"	0.00033778997291353	0.00030492704817046	3	1	0.781787278914466	0.833333333333333	0.666666666666667
"ENSG00000141380"	"ENSG00000141380"	4.60915473119736e-05	0.000310352307098705	6	1	0.711038354725668	1	0.666666666666667
"ENSG00000051620"	"ENSG00000051620"	0.00175136489383224	0.000329786477207304	3	2	0.194975967685289	1	1
"ENSG00000168615"	"ENSG00000168615"	3.33691204770555e-06	0.000343039616964033	4	1	0.714735400683858	0.833333333333333	0.5
"ENSG00000029993"	"ENSG00000029993"	0.000226700399274208	0.000376213170136293	3	1	0.465104631166263	1	1
"ENSG00000130826"	"ENSG00000130826"	1.77887815379649e-15	0.000411157150963417	3	1	0.834876480521865	1	0.833333333333333
"ENSG00000104660"	"ENSG00000104660"	0.000197977648341829	0.000683377648631693	4	1	-0.648564093483682	1	0.833333333333333
"ENSG00000168310"	"ENSG00000168310"	7.59951713415958e-07	0.000800713865432554	5	1	-0.55129590000024	1	0.833333333333333
"ENSG00000245694"	"ENSG00000245694"	2.20957752781297e-14	0.000819684773003413	7	1	0.269461390615895	1	1
"ENSG00000101361"	"ENSG00000101361"	0.00280548901769071	0.000852777413004093	3	2	-0.302197604315485	1	1
"ENSG00000073737"	"ENSG00000073737"	0.00571809329087598	0.000911774650069895	5	1	0.209143440815261	1	1
"ENSG00000198830"	"ENSG00000198830"	2.62404232036321e-36	0.00112591030869603	5	1	0.977901261214035	1	0.666666666666667
"ENSG00000025708"	"ENSG00000025708"	1.3179013119892e-11	0.00119881355030084	6	1	0.365387176433307	1	1
"ENSG00000129235"	"ENSG00000129235"	0.00490309851527518	0.00122214718144986	5	1	0.367219040423178	1	1
"ENSG00000198843"	"ENSG00000198843"	0.00483218412579053	0.00127994896324847	3	2	0.487315777495753	0.833333333333333	0.833333333333333
"ENSG00000205609"	"ENSG00000205609"	1.24935269329906e-05	0.00153117016584324	3	1	-0.81034410267501	0.833333333333333	0.833333333333333
"ENSG00000164751"	"ENSG00000164751"	2.06874735718467e-06	0.00154837931536295	4	1	0.749261276030772	1	0.666666666666667
"ENSG00000134779"	"ENSG00000134779"	3.24719847296219e-13	0.00159133962726467	8	1	-0.452830188679245	1	0.833333333333333
"ENSG00000175354"	"ENSG00000175354"	0.000432229533014711	0.00165157243918576	5	1	0.495010653109613	1	1
"ENSG00000185499"	"ENSG00000185499"	8.10234936341433e-13	0.00173187388599015	6	2	-0.273313805727879	1	1
"ENSG00000092820"	"ENSG00000092820"	0.00574677005783245	0.00175270647503022	4	2	0.233784928822375	1	1
"ENSG00000178950"	"ENSG00000178950"	5.03888707906418e-05	0.00211561374753185	4	1	-0.714839131882841	1	0.666666666666667
"ENSG00000205336"	"ENSG00000205336"	0.000885230042550091	0.00262907718284988	5	1	0.659090903368803	1	0.833333333333333
"ENSG00000183207"	"ENSG00000183207"	0.00260634992708545	0.00277730250921611	4	1	-0.185173041432805	1	1
"ENSG00000147010"	"ENSG00000147010"	0.000165030836718013	0.00281453852561589	3	1	-0.905846066495099	0.833333333333333	0.5
"ENSG00000151239"	"ENSG00000151239"	9.59968924223861e-06	0.00288026320749823	5	1	-0.50667695942891	1	0.833333333333333
"ENSG00000114209"	"ENSG00000114209"	1.79847016238666e-11	0.00288727824505763	5	1	0.401965708014614	1	1
"ENSG00000135363"	"ENSG00000135363"	1.08846880214854e-05	0.0029415231250344	5	1	0.500000034709308	1	0.833333333333333
"ENSG00000157778"	"ENSG00000157778"	1.15570666382711e-08	0.00302924345862334	6	1	-0.316282136249706	1	0.833333333333333
"ENSG00000136826"	"ENSG00000136826"	0.000528510612960833	0.00309239257984221	3	1	0.338971758349631	0.666666666666667	0.666666666666667
"ENSG00000123179"	"ENSG00000123179"	0.0165738969187252	0.0032907657532682	3	1	0.141799547868211	1	1
"ENSG00000174780"	"ENSG00000174780"	0.0181314643415143	0.0033414055781237	3	1	0.220379062178358	1	1
"ENSG00000138777"	"ENSG00000138777"	1.64596209158765e-08	0.00346487879349383	5	1	0.728458067764886	0.833333333333333	0.666666666666667
"ENSG00000185650"	"ENSG00000185650"	1.3705284415178e-13	0.00384374287375384	6	2	0.544932441575987	1	0.833333333333333
"ENSG00000129654"	"ENSG00000129654"	1.73700665703431e-06	0.00396672838758327	3	1	0.544559075087884	0.833333333333333	0.833333333333333
"ENSG00000258752"	"ENSG00000258752"	9.91059529594581e-06	0.00400558833463153	3	1	0.447508508406406	1	1
"ENSG00000117419"	"ENSG00000117419"	0.0163838041383342	0.00409476192842291	4	1	0.537129061448078	0.833333333333333	0.833333333333333
"ENSG00000189377"	"ENSG00000189377"	0.0167115401696056	0.00430374890808614	3	2	0.487673079983282	1	1
"ENSG00000167460"	"ENSG00000167460"	0.0396158262095512	0.00439623831053892	5	1	-0.332391970526194	1	1
"ENSG00000120860"	"ENSG00000120860"	1.72866470185658e-05	0.00450573036752107	3	1	-0.320266091221474	1	1
"ENSG00000167523"	"ENSG00000167523"	0.0176708527960122	0.00465018108589619	5	1	0.630419194875209	1	0.666666666666667
"ENSG00000179152"	"ENSG00000179152"	0.00329294931790948	0.00468792804509276	4	1	0.663084871170657	0.833333333333333	0.833333333333333
"ENSG00000114125"	"ENSG00000114125"	2.41506794971761e-05	0.0049515945056026	6	1	-0.313213127905395	1	1
"ENSG00000133104"	"ENSG00000133104"	0.00241600861322827	0.00520754916729993	5	1	-0.447805637252529	1	0.833333333333333
"ENSG00000165644"	"ENSG00000165644"	0.0059407330613153	0.00566793725811583	3	1	0.366738081412917	1	1
"ENSG00000243955"	"ENSG00000243955"	5.35107674753183e-19	0.00581115558968709	3	2	-0.291942913930416	1	1
"ENSG00000151715"	"ENSG00000151715"	0.0172188624371831	0.00584715221019094	4	1	-0.335807089245994	1	1
"ENSG00000176945"	"ENSG00000176945"	9.85406501644291e-06	0.00590383350680304	8	1	0.341383222031168	1	1
"ENSG00000084754"	"ENSG00000084754"	0.00522314906007477	0.00609617080847487	3	1	-0.335369563840366	1	1
"ENSG00000238142"	"ENSG00000238142"	0.0291329614797042	0.00615930689610558	3	1	-0.429485733093139	0.666666666666667	0.666666666666667
"ENSG00000225470"	"ENSG00000225470"	7.0863131688311e-09	0.00630481691675796	6	1	0.384029615739498	1	0.833333333333333
"ENSG00000134058"	"ENSG00000134058"	0.00881288745580069	0.00648026745196212	4	1	0.530697001512318	0.833333333333333	0.833333333333333
"ENSG00000100926"	"ENSG00000100926"	1.11811682983921e-07	0.00653305716068623	6	1	0.337408084633881	1	1
"ENSG00000168066"	"ENSG00000168066"	3.82010931552365e-05	0.00667335940604874	7	1	-0.323327210160032	1	1
"ENSG00000132274"	"ENSG00000132274"	0.000406820198326994	0.00674288689016336	4	1	-0.575743478835339	0.833333333333333	0.833333333333333
"ENSG00000173511"	"ENSG00000173511"	0.00572918868693003	0.00685201308813732	4	1	-0.527634164849683	0.833333333333333	0.666666666666667
"ENSG00000087903"	"ENSG00000087903"	0.00078846212914471	0.00692982621411715	3	1	-0.587755163540436	0.833333333333333	0.833333333333333
"ENSG00000086666"	"ENSG00000086666"	1.11855652621941e-06	0.00710413538579762	6	1	-0.481968040112887	1	1
"ENSG00000155438"	"ENSG00000155438"	4.6786076295005e-13	0.00718445056923699	5	1	-0.589815928199119	1	0.833333333333333
"ENSG00000178057"	"ENSG00000178057"	0.000395546555474589	0.00733150423132408	5	1	-0.294448276138612	1	1
"ENSG00000213246"	"ENSG00000213246"	0.0111570581454887	0.00754019551479687	3	1	-0.272309012490454	1	1
"ENSG00000114439"	"ENSG00000114439"	2.31888738264833e-07	0.00788335735645706	7	1	-0.615384615154105	0.833333333333333	0.5
"ENSG00000280071"	"ENSG00000280071"	7.11492022331886e-11	0.00799986208525191	5	1	-0.579085426698449	1	1
"ENSG00000243660"	"ENSG00000243660"	0.0176708527960122	0.00803415661418185	3	1	0.742068936501181	0.833333333333333	0.666666666666667
"ENSG00000050130"	"ENSG00000050130"	0.0023724571512611	0.00883750259046653	4	1	0.578754305423937	0.666666666666667	0.666666666666667
"ENSG00000175582"	"ENSG00000175582"	0.0411194855243067	0.00884658919796053	4	1	0.574707166921271	1	0.666666666666667
"ENSG00000198954"	"ENSG00000198954"	0.0143160102603899	0.00894694103368885	3	1	0.662538768616125	0.833333333333333	0.666666666666667
"ENSG00000064199"	"ENSG00000064199"	4.5057358941835e-10	0.00925142979720343	3	1	-0.983862197161963	0.833333333333333	0.5
"ENSG00000185187"	"ENSG00000185187"	0.00889912506220246	0.00928178646654603	4	1	-0.259308486956686	1	1
"ENSG00000106052"	"ENSG00000106052"	7.98296363194617e-05	0.00934919668677451	6	2	-0.344058476341463	1	1
"ENSG00000198431"	"ENSG00000198431"	0.00243803649829274	0.0095815483314923	4	1	-0.475538221405676	1	0.833333333333333
"ENSG00000122218"	"ENSG00000122218"	0.00843964901771885	0.00960457914503788	4	1	0.692968957153421	0.666666666666667	0.5
"ENSG00000131746"	"ENSG00000131746"	0.0225598941433968	0.00999687008274913	3	1	0.668421431729494	0.833333333333333	0.666666666666667
"ENSG00000184983"	"ENSG00000184983"	0.0324929251578709	0.0100440937991036	3	2	0.289239510138826	1	1
"ENSG00000112981"	"ENSG00000112981"	0.000585121012691496	0.0100902889723372	4	2	0.242441749679231	1	1
"ENSG00000125166"	"ENSG00000125166"	0.00209807882784523	0.0101641554444523	4	1	-0.352752760127528	1	1
"ENSG00000081277"	"ENSG00000081277"	0.0284063747508497	0.0111207980427596	3	1	0.574648066141496	0.666666666666667	0.666666666666667
"ENSG00000182093"	"ENSG00000182093"	0.000511774140206147	0.0112412401864678	5	1	0.364547701419861	1	1
"ENSG00000144161"	"ENSG00000144161"	0.00713375850967716	0.0115556437397326	4	1	-0.744247715788194	1	1
"ENSG00000172775"	"ENSG00000172775"	0.0243516676557227	0.0117511708934957	5	1	0.650948073361481	1	0.666666666666667
"ENSG00000172270"	"ENSG00000172270"	0.000652111912054508	0.0128099585842014	3	1	-0.126297302876728	1	1
"ENSG00000213676"	"ENSG00000213676"	0.0011687343634358	0.0131831719819398	3	1	0.4801964354047	1	0.833333333333333
"ENSG00000143622"	"ENSG00000143622"	0.0325628510714968	0.0132807930358101	5	1	0.340255738429177	0.666666666666667	0.666666666666667
"ENSG00000204618"	"ENSG00000204618"	0.000256652494929936	0.0133042312944721	4	1	0.294494164063024	1	0.833333333333333
"ENSG00000130254"	"ENSG00000130254"	8.33670689725443e-06	0.0135996556337987	4	1	-0.51872936255216	1	0.833333333333333
"ENSG00000171155"	"ENSG00000171155"	1.88137890884234e-05	0.0139550961062974	3	1	0.708008683740263	1	0.833333333333333
"ENSG00000168300"	"ENSG00000168300"	3.43960174569875e-12	0.0142031139033255	4	1	0.895084587744032	1	0.833333333333333
"ENSG00000023572"	"ENSG00000023572"	0.00187096179441419	0.0142409767956769	3	1	-0.461723649341946	0.833333333333333	0.833333333333333
"ENSG00000087460"	"ENSG00000087460"	1.86724147252685e-23	0.0153961298722606	10	1	-0.240550899537172	1	1
"ENSG00000141027"	"ENSG00000141027"	8.7671802310833e-05	0.0155646679919609	7	1	0.26204276043531	1	1
"ENSG00000167881"	"ENSG00000167881"	0.000256288002974275	0.0157009510113445	5	1	-0.562499748274259	0.833333333333333	0.666666666666667
"ENSG00000108946"	"ENSG00000108946"	9.44929452662951e-06	0.0159615848086587	8	1	0.342040969931467	1	0.833333333333333
"ENSG00000151287"	"ENSG00000151287"	0.0416569674601563	0.0161850662788914	3	1	0.602610650881766	0.833333333333333	0.666666666666667
"ENSG00000160799"	"ENSG00000160799"	0.00285080660667935	0.0163679554975252	5	1	0.245990252434335	1	1
"ENSG00000184584"	"ENSG00000184584"	0.00106164793141326	0.0167344497752592	8	1	0.414272628730285	0.833333333333333	0.833333333333333
"ENSG00000119333"	"ENSG00000119333"	0.000162225442186849	0.0167565195632748	3	1	0.231284424123691	1	1
"ENSG00000145901"	"ENSG00000145901"	0.00246633757881509	0.0170118146548595	4	1	-0.546687276546311	0.833333333333333	0.833333333333333
"ENSG00000139644"	"ENSG00000139644"	4.87066053997795e-07	0.0175722852805997	3	1	0.227418657856956	1	1
"ENSG00000149658"	"ENSG00000149658"	0.0282319239600333	0.0187746678911136	3	1	-0.600177505285359	1	0.666666666666667
"ENSG00000141759"	"ENSG00000141759"	0.000568395741922087	0.0189220924376149	3	1	-0.843137238799692	0.833333333333333	0.666666666666667
"ENSG00000039068"	"ENSG00000039068"	0.00561914121426648	0.019563246405719	3	1	-0.517693279493831	0.666666666666667	0.666666666666667
"ENSG00000116350"	"ENSG00000116350"	0.000190770475975267	0.0196861412477994	3	1	-0.338066132439326	0.833333333333333	0.833333333333333
"ENSG00000198467"	"ENSG00000198467"	0.0234872983308618	0.019729993305815	3	1	0.270935814171567	1	1
"ENSG00000003402"	"ENSG00000003402"	1.54680575988452e-13	0.02002359192208	9	1	-0.267441406911819	1	0.833333333333333
"ENSG00000090238"	"ENSG00000090238"	0.000168132460350914	0.0201782963979307	5	1	0.194120479725708	1	1
