"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Goblet_uninfected_child_Uninfected-Goblet_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000188895",0.0343342528835923,1,4,0,-0.524146221313687,0.833333333333333,0.666666666666667
"ENSG00000196502",0.0399176852151896,1,4,0,-0.523935392100068,1,0.666666666666667
"ENSG00000101940",9.09148669087334e-12,0.0669492203860456,5,0,0.522840472904319,1,1
"ENSG00000139146",0.00803017518824842,0.024693420324691,3,1,-0.520274995160575,1,0.833333333333333
"ENSG00000146731",0.000969340529886441,0.0351830705344871,3,1,-0.520142405761954,1,1
"ENSG00000144645",0.0106439290851162,0.512546170774235,4,0,0.519790644059289,1,0.666666666666667
"ENSG00000130254",8.33670689725443e-06,0.0135996556337987,4,1,-0.51872936255216,1,0.833333333333333
"ENSG00000156171",3.73538800357899e-10,1,7,0,-0.518518511928001,1,0.5
"ENSG00000039068",0.00561914121426648,0.019563246405719,3,1,-0.517693279493831,0.666666666666667,0.666666666666667
"ENSG00000115561",5.76292613894311e-52,1,5,0,-0.515923553022627,1,1
"ENSG00000178951",1.50283731652266e-15,1,6,0,-0.513530175249536,1,0.833333333333333
"ENSG00000164054",0.00522878658290129,0.420146271797766,4,0,-0.512389976452858,1,1
"ENSG00000155621",0.0287574001800763,0.525546032266551,3,0,0.510423368256142,1,0.833333333333333
"ENSG00000176974",0.0476091214112761,0.0383217976446352,3,1,-0.509926640007363,1,0.833333333333333
"ENSG00000197748",0.000738877762703531,1,4,0,0.509918161300485,0.833333333333333,0.666666666666667
"ENSG00000159166",8.04842695771597e-21,1,3,0,0.509694030660853,1,1
"ENSG00000035681",0.0325628510714968,1,4,0,0.509476024226364,0.833333333333333,0.5
"ENSG00000159714",0.000105767211333768,1,5,0,0.509369574083217,1,0.666666666666667
"ENSG00000151239",9.59968924223861e-06,0.00288026320749823,5,1,-0.50667695942891,1,0.833333333333333
"ENSG00000196961",0.00689154880139608,0.0361753225234167,3,1,0.504052591062477,0.833333333333333,0.833333333333333
"ENSG00000089737",0.00633111170359871,1,4,0,0.503773557910814,0.833333333333333,0.666666666666667
"ENSG00000157110",0.000144209048521285,1,3,0,-0.501367791837449,1,1
"ENSG00000203875",3.85521474277141e-18,2.34637544560066e-17,6,3,0.500088335108487,1,1
"ENSG00000135363",1.08846880214854e-05,0.0029415231250344,5,1,0.500000034709308,1,0.833333333333333
"ENSG00000119801",2.29368354389831e-05,1,4,0,0.5,1,0.833333333333333
"ENSG00000198131",6.5133801614424e-05,1,8,0,0.49999999820933,0.833333333333333,0.5
"ENSG00000160838",0.000158143166942411,1.73836975599668e-05,3,2,0.49812478061942,1,1
"ENSG00000150779",6.81797464912744e-14,5.78121949534758e-07,5,2,-0.497101050793129,1,0.833333333333333
"ENSG00000070756",3.97077489506446e-52,6.30778663259281e-17,6,1,-0.496489791735253,1,1
"ENSG00000125107",5.436420317203e-05,1,6,0,-0.495696859035311,1,0.666666666666667
"ENSG00000175354",0.000432229533014711,0.00165157243918576,5,1,0.495010653109613,1,1
"ENSG00000169592",0.0364712512191391,0.0246346547470467,3,1,-0.492599439832071,0.833333333333333,0.833333333333333
"ENSG00000133640",0.0324929251578709,0.254476295131263,4,0,0.492108238315091,0.833333333333333,0.666666666666667
"ENSG00000204397",0.00219207307392605,1,5,0,0.491269343570405,1,0.833333333333333
"ENSG00000132424",0.000440058256782787,1,6,0,0.488518257552944,1,0.833333333333333
"ENSG00000174243",0.00482050759703194,0.586622773168236,3,0,0.488336976280131,0.833333333333333,0.666666666666667
"ENSG00000189377",0.0167115401696056,0.00430374890808614,3,2,0.487673079983282,1,1
"ENSG00000198843",0.00483218412579053,0.00127994896324847,3,2,0.487315777495753,0.833333333333333,0.833333333333333
"ENSG00000119431",9.44929452662951e-06,1,4,0,0.486210837846541,1,0.833333333333333
"ENSG00000120533",1.57665175269112e-24,1,6,0,0.483076249307294,1,0.833333333333333
"ENSG00000086666",1.11855652621941e-06,0.00710413538579762,6,1,-0.481968040112887,1,1
"ENSG00000213676",0.0011687343634358,0.0131831719819398,3,1,0.4801964354047,1,0.833333333333333
"ENSG00000112679",0.0449280657115106,1,4,0,0.478914214481729,0.833333333333333,0.666666666666667
"ENSG00000006715",0.0473827674880795,0.0864537407628834,3,0,0.476753977664771,1,0.833333333333333
"ENSG00000157601",2.6762456291158e-05,1,3,0,0.476125714121788,0.833333333333333,0.666666666666667
"ENSG00000198431",0.00243803649829274,0.0095815483314923,4,1,-0.475538221405676,1,0.833333333333333
"ENSG00000100918",0.0035001367213303,1,4,0,-0.475401840515981,1,0.666666666666667
"ENSG00000206199",3.19749518813825e-06,1,5,0,-0.474921952550707,1,1
"ENSG00000138119",8.9626929456497e-14,1,5,0,0.47453363339177,1,0.833333333333333
"ENSG00000175938",0.002730695384015,0,2,2,-0.471689822986446,1,0.833333333333333
"ENSG00000072110",6.79540002765083e-12,1,4,0,0.467752095672407,1,1
"ENSG00000029363",2.9291533154726e-11,1,7,0,0.467390289952726,1,0.666666666666667
"ENSG00000169814",0.0205098573310412,1,4,0,-0.46666649487217,0.833333333333333,0.833333333333333
"ENSG00000112539",0.00327497496789208,1,5,0,0.466359593267689,1,1
"ENSG00000029993",0.000226700399274208,0.000376213170136293,3,1,0.465104631166263,1,1
"ENSG00000147526",0.0364712512191391,0.64385780831729,4,0,-0.464550594975921,1,1
"ENSG00000132664",0.019982309334037,0.280580702992867,3,0,0.46378895691433,0.833333333333333,0.666666666666667
"ENSG00000234545",3.0304252091605e-08,1,6,0,0.463572603948969,0.833333333333333,0.666666666666667
"ENSG00000181163",2.61934338117624e-05,1.29468569009723e-05,3,1,0.462962906856532,1,1
"ENSG00000117335",0.000642595794522899,1,6,0,0.462962814445706,1,0.833333333333333
"ENSG00000023572",0.00187096179441419,0.0142409767956769,3,1,-0.461723649341946,0.833333333333333,0.833333333333333
"ENSG00000102225",0.0226902507732082,0.549944861952185,4,0,0.461565013236303,1,0.666666666666667
"ENSG00000104529",2.19777416790528e-44,1.40931108107196e-38,3,2,-0.45963293874721,1,1
"ENSG00000150093",8.24257278799424e-09,0.166413998196085,4,0,0.458595256543055,1,0.833333333333333
"ENSG00000126581",1.07646634215459e-07,1,8,0,0.458481254808084,1,0.666666666666667
"ENSG00000276170",0.000971306993754793,1,5,0,0.457892224387337,0.833333333333333,0.833333333333333
"ENSG00000111907",6.41083571702045e-19,1.90228130326151e-08,5,2,-0.457229501272407,0.833333333333333,0.833333333333333
"ENSG00000154845",7.82829504252171e-07,1,5,0,0.457142816612618,1,1
"ENSG00000165929",0.0364712512191391,1,3,0,0.456452519949867,0.833333333333333,0.666666666666667
"ENSG00000125779",0.0127337246386355,0.201459571116061,5,0,-0.45483756618104,1,0.833333333333333
"ENSG00000187954",1.41310366249591e-07,1,7,0,-0.454545459643609,1,0.833333333333333
"ENSG00000177479",0.00768480084180171,1,6,0,-0.454545340600661,0.833333333333333,0.5
"ENSG00000178741",1.9047842283082e-43,1.42223291701411e-17,3,1,0.454048279025029,1,1
"ENSG00000013374",0.00595730102531012,1,3,0,0.453300715241617,0.833333333333333,0.666666666666667
"ENSG00000134779",3.24719847296219e-13,0.00159133962726467,8,1,-0.452830188679245,1,0.833333333333333
"ENSG00000149547",0.00115252033070627,0.0234679724032213,5,1,0.451246843394092,1,0.833333333333333
"ENSG00000122490",0.00778402698980262,0.740333921762189,4,0,-0.450650592426501,1,0.833333333333333
"ENSG00000073584",1.06560197607162e-10,0.704839432666026,9,0,0.449709620157998,1,0.833333333333333
"ENSG00000132481",0.00557051289082251,1,4,0,-0.448275859671017,0.833333333333333,0.833333333333333
"ENSG00000133104",0.00241600861322827,0.00520754916729993,5,1,-0.447805637252529,1,0.833333333333333
"ENSG00000258752",9.91059529594581e-06,0.00400558833463153,3,1,0.447508508406406,1,1
"ENSG00000115963",1.58096954137336e-05,2.67858192828421e-05,5,2,-0.447455237189587,1,1
"ENSG00000128510",0.0065731417451572,0.0518670218034161,4,0,-0.445608834354417,0.833333333333333,0.833333333333333
"ENSG00000145736",0.0197828741847921,1,5,0,0.444444338409485,0.833333333333333,0.666666666666667
"ENSG00000168936",0.00197913247361224,0.39898016201444,6,0,0.444386530008272,1,0.833333333333333
"ENSG00000124074",0.000188768733231514,0.0298448410310774,4,1,-0.442461684947506,1,0.666666666666667
"ENSG00000263001",4.49744196987531e-10,6.40353285614352e-05,5,1,0.44193581736862,1,1
"ENSG00000226067",0.00720050816867348,1,6,0,-0.440000000000033,0.833333333333333,0.666666666666667
"ENSG00000138668",8.87248240222541e-10,1,6,0,0.438491744075579,1,0.833333333333333
"ENSG00000156313",0.000978350777402004,1,6,0,0.434782378892369,1,0.833333333333333
"ENSG00000067113",7.95911718648906e-06,0.0908219722796014,5,0,0.434461475558178,1,0.666666666666667
"ENSG00000135925",0.000470169057833023,1,6,0,0.432427774458997,1,0.666666666666667
"ENSG00000102144",8.03565861986341e-09,0,2,2,-0.430309581336785,1,1
"ENSG00000238142",0.0291329614797042,0.00615930689610558,3,1,-0.429485733093139,0.666666666666667,0.666666666666667
"ENSG00000185164",0.0335632849781168,1,5,0,0.428572206376472,0.833333333333333,0.666666666666667
"ENSG00000102897",0.00420519040847676,1,7,0,0.425083975724472,1,0.5
"ENSG00000115380",0.00882046116404465,0.488343850009463,6,0,-0.423295705660877,0.833333333333333,0.833333333333333
"ENSG00000120742",6.03880993346712e-18,1,6,0,0.423164754484299,1,0.833333333333333
"ENSG00000125944",5.25675038809353e-26,1,10,0,-0.423010083605413,1,0.833333333333333
"ENSG00000129480",0.0179232132137432,1,4,0,0.421429724305809,0.833333333333333,0.666666666666667
"ENSG00000175756",1.0073664923145e-07,2.75412526971183e-09,4,3,-0.421335092803176,1,1
"ENSG00000131375",0.0204414958742816,0.052552039118967,4,0,0.419943737981954,1,1
"ENSG00000100129",7.71713388525395e-27,1,5,0,-0.419799413898831,1,1
"ENSG00000133665",8.09832114858956e-05,0.0766300011104661,4,0,0.416840020203375,1,1
"ENSG00000169609",1.2468310408776e-08,1,9,0,-0.41666666666668,1,0.5
"ENSG00000130702",2.1630457216608e-05,1,9,0,0.416666666604606,0.833333333333333,0.833333333333333
"ENSG00000136261",2.57293012365471e-13,2.33645714054533e-05,7,1,-0.416666433365935,1,1
"ENSG00000105479",0.02492828492227,1,5,0,0.416492964469374,0.833333333333333,0.833333333333333
"ENSG00000204385",1.5519785146533e-14,0.0330839851316409,6,1,0.416165437922542,1,1
"ENSG00000015479",0.00765173079540647,1,6,0,-0.415944800665626,0.833333333333333,0.833333333333333
"ENSG00000166710",1.30152467519606e-59,1,8,0,-0.415662725517428,1,1
"ENSG00000072210",4.06532092856603e-17,1,7,0,-0.41463361678944,1,1
"ENSG00000184584",0.00106164793141326,0.0167344497752592,8,1,0.414272628730285,0.833333333333333,0.833333333333333
"ENSG00000147889",1.04613771133012e-49,0.0327479782978943,12,1,0.413701797982137,1,0.833333333333333
"ENSG00000107949",0.0132981995881813,0.0342904749375284,4,1,-0.410993776976259,1,0.833333333333333
"ENSG00000106105",0.00116860379019847,1,5,0,0.41073073588235,1,0.833333333333333
"ENSG00000100083",0.0201667570393991,0.786507937948022,4,0,-0.408100708496501,0.833333333333333,0.833333333333333
"ENSG00000148090",0.0237863001363296,0.0474645753137826,4,1,0.406002652262139,0.833333333333333,0.833333333333333
"ENSG00000120948",0.0325628510714968,0.0218887026613506,3,1,-0.405986091133534,1,0.833333333333333
"ENSG00000104973",0.0122734355616616,0.049146506435275,3,1,-0.404866142436577,0.833333333333333,0.833333333333333
"ENSG00000158234",0.00516150998346791,0.503138501150242,4,0,-0.404372137363628,0.833333333333333,0.833333333333333
"ENSG00000142599",0.00191816546267845,0.315269661249194,4,0,0.403284235458552,1,0.833333333333333
"ENSG00000001084",4.87495293326919e-09,1,6,0,0.402434494945694,1,1
"ENSG00000114209",1.79847016238666e-11,0.00288727824505763,5,1,0.401965708014614,1,1
"ENSG00000111328",5.47223954641503e-06,1,4,0,-0.40135563633119,1,1
"ENSG00000122417",2.28255517340862e-07,1,7,0,0.401310773316668,1,0.666666666666667
"ENSG00000100722",2.91987365907907e-05,1,6,0,0.399366965082715,1,0.666666666666667
"ENSG00000214022",1.72430167604313e-06,1,7,0,-0.398482448374141,0.833333333333333,0.666666666666667
"ENSG00000106733",2.87254584100631e-08,0.144105606998423,8,0,0.397466965332268,1,0.833333333333333
"ENSG00000169926",0.00473604011494986,0.748287557012369,6,0,-0.394561871071665,1,0.5
"ENSG00000152558",0.00311075378473635,0,2,2,0.39328587369425,1,1
"ENSG00000117395",9.40505886254761e-19,1,5,0,-0.392860229078453,1,1
"ENSG00000113811",0.00652987410967362,0,2,2,0.392295425964963,1,1
"ENSG00000122026",8.36118939389669e-78,1.14918302220532e-29,3,1,-0.390968346885709,1,1
"ENSG00000198363",0.0465367092324988,0.409448753258182,5,0,0.390692942215755,0.833333333333333,0.666666666666667
"ENSG00000140416",2.67973845583869e-11,0.0392143897330619,6,1,-0.389207606633073,1,0.833333333333333
"ENSG00000162772",1.85230027911466e-05,1,5,0,0.387647227534694,1,0.833333333333333
"ENSG00000181038",0.00196973159479166,0.894054022438744,6,0,-0.386650553398166,0.833333333333333,0.666666666666667
"ENSG00000204954",0.0465292954463052,0.438527121551336,4,0,-0.3859542359508,1,1
"ENSG00000180398",2.01912218178464e-06,1,12,0,0.385507628514006,1,0.5
"ENSG00000225470",7.0863131688311e-09,0.00630481691675796,6,1,0.384029615739498,1,0.833333333333333
"ENSG00000120802",0.0257275253387516,1,5,0,0.383722723232008,0.833333333333333,0.666666666666667
"ENSG00000260136",0.0353934705686976,1,5,0,0.383045768390564,0.833333333333333,0.666666666666667
"ENSG00000131238",0.0272325962968391,0.0587259686224908,5,0,0.382352359417325,0.833333333333333,0.833333333333333
"ENSG00000115129",0.000412206545226347,0.0272945693255679,5,2,0.381467671303366,1,1
"ENSG00000007376",0.0153622368073457,0.465312476504966,4,0,-0.380952557467706,0.833333333333333,0.833333333333333
"ENSG00000079462",4.1053838603478e-06,1.9679777763944e-07,3,2,0.379815451647305,1,1
"ENSG00000187492",2.90391376302234e-08,0.539354366767802,6,0,-0.377777685455967,1,1
"ENSG00000176623",6.0952754700563e-06,1,7,0,0.377595482485218,1,0.833333333333333
"ENSG00000148719",0.000344266470418307,0.273873080892563,8,0,0.376335749985939,1,0.833333333333333
"ENSG00000185825",6.9122864458225e-18,1.5695375429513e-08,4,1,-0.3755337652505,1,1
"ENSG00000135951",0.000653435216982553,0.234359653383341,5,0,0.375000110698734,0.833333333333333,0.666666666666667
"ENSG00000130640",1.46102868141231e-08,1,9,0,0.375000051307998,1,0.833333333333333
"ENSG00000137500",2.05547486670119e-07,1,7,0,0.375000001338464,0.833333333333333,0.666666666666667
"ENSG00000158315",1.66555906106535e-06,1,5,0,0.373732815650405,1,1
"ENSG00000173113",8.13921332226854e-07,6.3067812181855e-08,3,2,-0.372398006516282,1,1
"ENSG00000125826",3.12900071260724e-05,0.912351744151341,4,0,0.372053834567572,1,0.833333333333333
"ENSG00000072682",6.84300363156834e-07,1,7,0,-0.371567169284593,0.833333333333333,0.833333333333333
"ENSG00000153310",1.0097200823588e-06,0.693606977500409,8,0,0.369674583731678,1,0.666666666666667
"ENSG00000197746",0.0114409251284573,0.0495033053462709,3,1,0.368461045705922,0.833333333333333,0.833333333333333
"ENSG00000114670",0.0199167986999432,1,6,0,0.367928578149549,0.833333333333333,0.666666666666667
"ENSG00000065357",0.00456906846832493,0.190008542238282,7,0,-0.367709582397468,1,0.833333333333333
"ENSG00000129235",0.00490309851527518,0.00122214718144986,5,1,0.367219040423178,1,1
"ENSG00000165644",0.0059407330613153,0.00566793725811583,3,1,0.366738081412917,1,1
"ENSG00000025708",1.3179013119892e-11,0.00119881355030084,6,1,0.365387176433307,1,1
"ENSG00000111011",0.0020964622446648,0.0960033527896817,6,0,0.364813469685955,1,1
"ENSG00000182093",0.000511774140206147,0.0112412401864678,5,1,0.364547701419861,1,1
"ENSG00000083896",2.8091177381932e-06,0.416865304106628,8,0,0.362534641314839,1,0.5
"ENSG00000141504",1.52974348915322e-08,0.0845296549960916,6,0,0.362319718964816,1,0.833333333333333
"ENSG00000103429",0.00402077579411,0.114061323039423,5,0,-0.361196197593338,1,0.833333333333333
"ENSG00000102738",4.37257788105868e-08,5.96417809169608e-05,3,1,-0.359761763148339,1,1
"ENSG00000164713",4.90465400076858e-13,3.86074155188383e-12,3,1,0.358460123433974,1,1
"ENSG00000057663",1.23142726688561e-05,0.826130335173144,7,0,-0.357531016518951,1,0.5
"ENSG00000188313",7.6785838188517e-07,0.506381751457625,8,0,-0.356988144805904,1,0.833333333333333
"ENSG00000090060",5.96268828399829e-17,1,8,0,0.355767041510915,1,1
"ENSG00000109339",6.33080697850283e-05,0.0241300520263124,6,1,0.355554769992651,1,1
"ENSG00000176720",8.48357985312651e-05,1,4,0,-0.353769417675756,1,0.833333333333333
"ENSG00000164405",8.99666910642615e-08,0,2,2,-0.352860697511603,1,1
"ENSG00000125166",0.00209807882784523,0.0101641554444523,4,1,-0.352752760127528,1,1
"ENSG00000177426",4.91745670531163e-13,1,11,0,0.352663951160945,1,0.666666666666667
"ENSG00000167615",0.00827908730144684,0.737527577679613,4,0,-0.352472080332967,0.833333333333333,0.833333333333333
"ENSG00000013275",1.58096954137336e-05,1.60860221526496e-06,3,2,-0.35172566839333,1,1
"ENSG00000005486",0.0466843176602141,1,6,0,-0.34958724236052,1,0.833333333333333
"ENSG00000100592",8.44294127836199e-07,0.0259719849729694,4,1,-0.349381313179816,1,1
"ENSG00000106682",0.000379826805950828,0.197116869837729,3,0,0.349315521424524,1,1
"ENSG00000265190",0.000671267131686635,0.859879430370508,4,0,0.347217956041054,1,0.833333333333333
"ENSG00000153113",0.000268274012410681,0.908134110685586,10,0,-0.346938775510204,1,0.833333333333333
"ENSG00000182087",3.01673478488875e-05,0.57151190346811,7,0,0.345938011198386,0.833333333333333,0.833333333333333
"ENSG00000175550",1.91929347752807e-11,0.110608843096391,3,0,-0.345836561452285,1,1
"ENSG00000173272",1.06560197607162e-10,6.96829641731005e-08,5,2,0.345744036207948,1,1
"ENSG00000109180",6.7643881556162e-08,7.39368547068894e-07,6,1,0.34517455151413,1,1
"ENSG00000124155",0.000859194056247285,0.0903044161061469,4,0,-0.344555994472444,0.833333333333333,0.666666666666667
"ENSG00000106052",7.98296363194617e-05,0.00934919668677451,6,2,-0.344058476341463,1,1
"ENSG00000108946",9.44929452662951e-06,0.0159615848086587,8,1,0.342040969931467,1,0.833333333333333
"ENSG00000176945",9.85406501644291e-06,0.00590383350680304,8,1,0.341383222031168,1,1
"ENSG00000162076",0.000180984083153046,0.4470965354936,3,0,0.340654609459072,1,1
"ENSG00000158864",5.87586886632812e-05,3.8480786904388e-06,3,2,0.340633741715097,1,1
"ENSG00000182944",5.66559205636099e-06,0.18741737609801,13,0,0.340385519411653,1,0.833333333333333
"ENSG00000103145",0.000228841586778327,1,7,0,0.340318648608364,1,0.833333333333333
"ENSG00000143622",0.0325628510714968,0.0132807930358101,5,1,0.340255738429177,0.666666666666667,0.666666666666667
"ENSG00000136826",0.000528510612960833,0.00309239257984221,3,1,0.338971758349631,0.666666666666667,0.666666666666667
"ENSG00000160401",0.0311083699965454,0.0202473411536362,4,1,0.338793341122111,1,1
"ENSG00000116350",0.000190770475975267,0.0196861412477994,3,1,-0.338066132439326,0.833333333333333,0.833333333333333
"ENSG00000100926",1.11811682983921e-07,0.00653305716068623,6,1,0.337408084633881,1,1
"ENSG00000215068",0.0476091214112761,0,2,2,-0.336860607611829,1,1
"ENSG00000123159",3.13109430336741e-35,1,6,0,0.3366304855441,1,1
"ENSG00000151715",0.0172188624371831,0.00584715221019094,4,1,-0.335807089245994,1,1
"ENSG00000084754",0.00522314906007477,0.00609617080847487,3,1,-0.335369563840366,1,1
"ENSG00000124422",0.0300803051214466,1,4,0,-0.334927921311004,0.833333333333333,0.833333333333333
"ENSG00000154582",2.93786698342561e-18,1,10,0,-0.334864751251719,1,1
"ENSG00000133606",5.0814936988657e-08,1,6,0,0.334471304844047,1,1
"ENSG00000125505",0.0164723253105523,0.603012748126792,4,0,-0.334366187164646,0.833333333333333,0.666666666666667
"ENSG00000197343",0.0035001367213303,1,7,0,0.33333333334652,1,0.833333333333333
"ENSG00000144061",0.0210396265877608,0.662483301172767,4,0,0.333333130809205,1,1
"ENSG00000168036",0.00713860723763184,1,7,0,0.333329009669684,1,1
"ENSG00000141551",0.00144747983431702,0.545580288930728,4,0,-0.333228802022011,0.833333333333333,0.833333333333333
"ENSG00000088930",0.00888341364380755,1,4,0,0.332627304065512,0.833333333333333,0.666666666666667
"ENSG00000167460",0.0396158262095512,0.00439623831053892,5,1,-0.332391970526194,1,1
"ENSG00000156508",5.16140591441143e-207,0,2,2,-0.331327963136886,1,1
"ENSG00000070087",0.00313527875026104,1,5,0,0.328420124589559,1,0.833333333333333
"ENSG00000094755",0.00186963441305192,0.558794163088583,6,0,-0.327586200465103,1,1
"ENSG00000157916",0.000850484357700292,0.000200490962168552,4,1,0.327552582692564,1,1
"ENSG00000108244",2.78962224353975e-28,2.08533729123989e-15,3,1,-0.327275487103567,1,1
"ENSG00000204580",2.48620820089181e-10,1,8,0,0.32541538865459,1,0.666666666666667
"ENSG00000188690",1.62641639791874e-05,1,6,0,0.325015895341044,1,1
"ENSG00000119979",0.0294941076348526,0.234034476976314,5,0,0.32438866907403,1,1
"ENSG00000168066",3.82010931552365e-05,0.00667335940604874,7,1,-0.323327210160032,1,1
"ENSG00000112096",1.8216681091438e-12,0.86613555723171,6,0,0.322444398130029,1,0.833333333333333
"ENSG00000115806",0.0187018527450181,0.372994163653393,3,0,0.322337182201578,1,0.833333333333333
"ENSG00000163597",6.84300363156834e-07,1,7,0,0.321752482389334,1,1
"ENSG00000136147",0.00266751959918096,0.285663859892074,4,0,0.320580898273951,1,1
"ENSG00000120860",1.72866470185658e-05,0.00450573036752107,3,1,-0.320266091221474,1,1
"ENSG00000116212",0.027022478061837,0.0573816123762892,5,0,0.319879640351759,1,1
"ENSG00000152240",0.00336067472742816,1,3,0,0.319086555315523,1,1
"ENSG00000103260",0.034719523233044,0.0210524451340813,3,1,0.318388667968904,1,1
"ENSG00000245532",0.000264844991732684,2.24105249677508e-05,4,1,0.317786128706417,1,1
"ENSG00000090686",0.00805836708255723,0.521810027701535,4,0,-0.317072291792717,1,0.833333333333333
"ENSG00000157778",1.15570666382711e-08,0.00302924345862334,6,1,-0.316282136249706,1,0.833333333333333
"ENSG00000149182",0.0347487482211191,1,6,0,-0.315964240828201,0.833333333333333,0.666666666666667
"ENSG00000157578",0.0202124623504242,1,4,0,0.313933069564095,1,1
"ENSG00000155660",0.0363573536508836,0.127962791300555,4,0,0.31381567640984,1,1
"ENSG00000214941",0.00213511074513524,1,7,0,0.31359829860181,1,0.833333333333333
"ENSG00000105519",1.24725983329367e-23,7.07101516650448e-09,7,1,-0.313498330129152,1,1
"ENSG00000084764",0.0162417246304303,1,7,0,0.31339001465389,1,0.666666666666667
"ENSG00000196507",0.0116927489952866,0.0412662376166563,3,1,0.313333101708357,1,1
"ENSG00000114125",2.41506794971761e-05,0.0049515945056026,6,1,-0.313213127905395,1,1
"ENSG00000167136",0.000158846645752788,0.220271353757483,3,0,0.313185040432451,1,1
"ENSG00000137818",1.85057847986828e-12,3.13339160041129e-14,3,2,-0.312115058837187,1,1
"ENSG00000117859",0.0174953375208932,1,8,0,0.311215599717463,1,0.833333333333333
"ENSG00000204344",0.000180893479203138,1,7,0,0.310343443995658,1,0.833333333333333
"ENSG00000147996",4.3308515494579e-06,0.115327278753446,7,0,0.309090884693347,1,1
"ENSG00000160752",1.21572700464704e-11,1,6,0,0.308567788361704,1,1
"ENSG00000129636",0.00114815245019705,0.553449973542033,5,0,0.308222034266047,1,1
"ENSG00000100138",7.98533356698775e-17,1,5,0,0.307693419248139,1,1
"ENSG00000147274",0.00756774692003063,0.232842309954014,5,0,-0.307304214647957,1,0.833333333333333
"ENSG00000164050",0.00013943157559682,1,3,0,0.306127932553531,1,1
"ENSG00000130600",0.0486358703071518,1,4,0,0.304873586513426,1,0.666666666666667
"ENSG00000177731",0.0199167986999432,0.114004452375731,4,0,0.304587291520488,1,1
"ENSG00000134330",0.00584742005247903,1,4,0,0.304481370393101,1,0.833333333333333
"ENSG00000137699",3.3369872764342e-05,0.196018406353977,5,0,-0.30393168392295,1,0.833333333333333
"ENSG00000281649",0.00140343584212839,1,7,0,0.303030302957414,1,0.833333333333333
"ENSG00000152795",1.71933051647859e-15,0.238152612379951,6,0,-0.302486603320543,1,1
"ENSG00000101361",0.00280548901769071,0.000852777413004093,3,2,-0.302197604315485,1,1
"ENSG00000103876",0.0106439290851162,1,4,0,-0.30095369368907,0.833333333333333,0.833333333333333
"ENSG00000167671",0.00342965934164418,0.588319795397762,4,0,0.300253366989847,1,1
"ENSG00000159346",0.000115342217942634,0.0595556292465314,5,0,0.298890151108306,1,1
"ENSG00000148334",0.000171284907106435,1,4,0,-0.296675815216642,1,1
"ENSG00000170477",3.71479670210516e-05,0,2,2,-0.295616532311083,1,1
"ENSG00000169045",0.017658627000429,1,8,0,0.295496024165549,0.833333333333333,0.666666666666667
"ENSG00000204618",0.000256652494929936,0.0133042312944721,4,1,0.294494164063024,1,0.833333333333333
"ENSG00000178057",0.000395546555474589,0.00733150423132408,5,1,-0.294448276138612,1,1
"ENSG00000061794",0.0492077606917998,0.0358850852071064,3,1,0.293128032163075,1,1
"ENSG00000243955",5.35107674753183e-19,0.00581115558968709,3,2,-0.291942913930416,1,1
"ENSG00000138796",0.00729406489172512,0.075314006044421,3,0,-0.291085730847546,1,1
"ENSG00000184983",0.0324929251578709,0.0100440937991036,3,2,0.289239510138826,1,1
"ENSG00000065154",3.9624057836134e-05,0.000111480605905222,3,1,-0.287468861158747,1,1
"ENSG00000076554",8.7144336675085e-14,1,6,0,-0.287175735096814,1,0.833333333333333
"ENSG00000147654",0.0046764107118405,0.167496199662329,3,0,-0.286753139235398,1,1
"ENSG00000015475",0.00198682311454862,1,4,0,-0.28671427776647,1,0.833333333333333
"ENSG00000128309",4.46630273969995e-14,1,5,0,-0.286693802710569,1,1
"ENSG00000104886",4.39831762791188e-18,1,9,0,-0.286580594070635,1,0.833333333333333
"ENSG00000106263",1.6900681527539e-05,0.0471814266823403,5,1,0.285714842073437,1,1
"ENSG00000171720",0.000940448989466161,1,5,0,0.28495558056618,1,0.833333333333333
"ENSG00000110011",0.0181314643415143,1,4,0,0.282461261059783,1,1
"ENSG00000170540",0.00371819107366823,0,2,2,-0.282321048916921,1,1
"ENSG00000198729",0.000141879862863601,1,4,0,0.28080737389402,1,0.833333333333333
"ENSG00000115310",3.26233311043453e-12,0.0408247162575366,5,1,-0.280751229589601,1,1
"ENSG00000111142",0.00432505818189915,1,3,0,0.280289144203856,1,0.833333333333333
"ENSG00000100243",0.00101267460847366,1,4,0,-0.279999999999999,1,1
"ENSG00000198176",0.000598293216815782,1,5,0,0.27950130066822,0.833333333333333,0.833333333333333
"ENSG00000121310",0.0225756274272113,0.644283883489401,7,0,-0.279363576879967,1,0.666666666666667
"ENSG00000186891",0.0462680510869417,0.974591198336463,3,0,-0.279196725675275,0.833333333333333,0.833333333333333
"ENSG00000163932",0.000207873808141729,1,6,0,0.279139322967713,1,1
"ENSG00000171928",2.13405691875673e-06,0.872277074414276,3,0,0.277940981272481,1,1
"ENSG00000140280",0.000256652494929936,1,5,0,-0.274764016277286,1,1
"ENSG00000139218",3.38625471972044e-05,0.102826063214858,6,0,0.273793752254131,1,0.833333333333333
