"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Cycling_basal_UK_72hpi_adult_Infected-Cycling_basal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000204843",0.0145161713615952,1,3,0,0.778918232146017,1,0.666666666666667
"ENSG00000119537",0.00151498040296991,1,3,0,-0.776279328804599,0.833333333333333,0.666666666666667
"ENSG00000041357",1.74097968830627e-11,0.000302765761666428,3,2,0.772219381249319,1,1
"ENSG00000128383",0.0194793276469311,0.00612285846671536,3,1,-0.766703873733159,0.666666666666667,0.666666666666667
"ENSG00000128739",1.36741198308613e-23,1,3,0,-0.766429914852055,1,1
"ENSG00000110852",1.69818185684002e-07,8.20492786882508e-07,3,1,0.763722145190211,1,0.833333333333333
"ENSG00000116560",2.55976800711534e-05,1,5,0,-0.763282920209914,0.833333333333333,0.833333333333333
"ENSG00000130414",1.20422946402827e-29,2.91369661388628e-25,3,1,-0.763152991141532,1,1
"ENSG00000114439",0.000117150799511626,1,4,0,-0.750614509210001,1,0.5
"ENSG00000117523",0.000107095056740409,1,4,0,-0.749999864101975,1,1
"ENSG00000087903",0.000173268510406147,1,4,0,-0.749994325634025,0.833333333333333,0.833333333333333
"ENSG00000185033",1.70570017578361e-05,1,5,0,0.74883201457175,1,0.5
"ENSG00000115084",2.95665205090797e-05,1,5,0,0.748150602081359,1,0.5
"ENSG00000149196",7.58813747334195e-21,0.0653132082195219,3,0,0.743495058230682,1,1
"ENSG00000100129",5.5905612422846e-50,1.59919720366826e-12,4,1,0.742035857392259,1,1
"ENSG00000142687",4.7027013500014e-06,0.00164155373527209,4,1,-0.741377257454701,1,0.833333333333333
"ENSG00000103342",0.000691006011798931,0.402860943654272,4,0,-0.738508085086041,1,1
"ENSG00000164934",3.10056215855412e-10,0.0514032836801608,3,0,-0.738066931629378,1,1
"ENSG00000167595",0.000418582613711633,1,3,0,0.736773938634268,1,0.666666666666667
"ENSG00000168300",7.98514449756067e-06,1,5,0,0.724618022900145,1,0.833333333333333
"ENSG00000141380",0.0124660276157709,1,7,0,0.724400986451216,0.833333333333333,0.5
"ENSG00000124074",5.35454841180331e-06,1,3,0,0.724231072582785,1,0.666666666666667
