"gene_ID","gene_qvalue","minimal_tx_qvalue","number_tx","number_significant_tx","max(Cycling_basal_UK_72hpi_adult_Infected-Cycling_basal_uninfected_adult_Uninfected)","pct_gene_expr","max_pct_tx_expr"
"ENSG00000115661",1.81602166171229e-09,1.24018782095147e-09,4,1,0.724129664739142,1,1
"ENSG00000142327",0.0176778507184937,0,2,2,0.720950128816628,0.833333333333333,0.666666666666667
"ENSG00000108641",3.40198484576395e-08,1,6,0,-0.717148866252129,1,1
"ENSG00000185104",0.00333491736473572,0.98059897882294,3,0,-0.715806588187391,0.833333333333333,0.666666666666667
"ENSG00000122970",0.0103651567990338,0.369799455259969,3,0,0.714829697316103,0.833333333333333,0.666666666666667
"ENSG00000130202",8.83871892585644e-19,1,6,0,-0.712616304224539,1,0.833333333333333
"ENSG00000108963",1.84782473411301e-06,0.00785339179567678,4,2,-0.711414217219415,1,0.833333333333333
"ENSG00000129636",1.32648648426608e-06,0.0147326217796444,3,1,0.710214906291332,1,0.833333333333333
"ENSG00000106617",0.00010272213349295,0.00294170958407669,4,1,-0.708359423695717,1,0.666666666666667
"ENSG00000134759",5.53554484295567e-05,1,4,0,-0.708294334995261,1,0.666666666666667
"ENSG00000142627",1.06037110291261e-10,1,4,0,0.701801683433432,1,1
"ENSG00000085491",0.000106506991719689,1,5,0,0.699999417052372,1,0.5
"ENSG00000139323",0.00300051034804302,1,4,0,0.698190859984278,0.833333333333333,0.666666666666667
"ENSG00000085224",8.27453614746661e-06,1,5,0,-0.694328512289693,1,0.666666666666667
"ENSG00000088808",0.017604755070326,1,3,0,-0.693497677769817,0.833333333333333,0.5
"ENSG00000196576",4.37032971720326e-10,1,6,0,0.692306497782023,1,0.666666666666667
"ENSG00000204220",9.33517107886753e-14,1.3248597336783e-09,5,1,-0.686429534306939,1,1
"ENSG00000100918",0.00116206347548823,1,4,0,-0.685540299196258,1,0.666666666666667
"ENSG00000105176",0.00694123381906954,1,5,0,-0.684324985357022,1,0.5
"ENSG00000157150",0.0116498228108212,1,3,0,-0.681419562066325,0.833333333333333,0.833333333333333
"ENSG00000136802",1.88176981187798e-05,1.66975282024512e-06,4,2,0.679591389066488,1,0.833333333333333
"ENSG00000117602",0.0236716814963406,0.249047709733244,3,0,-0.67931676396832,1,0.833333333333333
"ENSG00000187118",3.16938283954658e-16,1,5,0,0.674845417095892,1,1
"ENSG00000163634",1.13194076444103e-27,0.63316247800496,4,0,0.672827557906958,1,1
"ENSG00000185049",0.0256277556932435,0.018592909895482,3,1,-0.670084404965846,1,0.833333333333333
"ENSG00000047457",2.28111063390267e-06,1,4,0,-0.667211421593817,1,0.666666666666667
"ENSG00000105204",0.00045820704365803,1,5,0,0.667082744647504,0.833333333333333,0.5
"ENSG00000049449",4.63036823216272e-06,0.0603897205049065,4,0,0.666666680326124,1,1
"ENSG00000077312",1.61770526586172e-09,1,4,0,-0.666334847950613,1,0.833333333333333
"ENSG00000166200",3.49367332284689e-07,1,3,0,-0.664562901070773,1,0.833333333333333
"ENSG00000102225",0.0006952890718107,1,5,0,0.663433643551246,0.833333333333333,0.5
"ENSG00000185860",0.000605583346591612,1,5,0,0.663177439410779,1,0.5
"ENSG00000187609",0.00565925003382417,0.0385283030075787,3,1,0.661413829408052,1,0.666666666666667
"ENSG00000176715",0.00557923740030444,1,4,0,-0.660208561034563,1,0.666666666666667
"ENSG00000053770",0.0125642098148069,1,4,0,0.656741370047147,1,0.833333333333333
"ENSG00000110536",1.89792301333881e-06,5.00940354243372e-05,7,1,-0.64999827866138,1,1
"ENSG00000177459",3.58530486790412e-07,2.3465766729688e-06,3,1,-0.649162135586705,1,1
"ENSG00000174428",0.0161909855516838,0.00750664451387799,4,1,0.647403381649286,0.833333333333333,0.666666666666667
"ENSG00000214253",2.06679516063982e-06,1,5,0,-0.641681723000789,1,0.833333333333333
"ENSG00000125107",0.000130999586973212,1,5,0,0.639638603915572,1,0.5
"ENSG00000170266",6.19354358427622e-05,1,3,0,-0.639542421580386,1,0.833333333333333
"ENSG00000175279",0.00135332598961831,1,6,0,0.638884555841966,1,0.666666666666667
"ENSG00000144659",0.000517240222573277,0.00460949014286977,4,1,0.638801729128496,1,0.833333333333333
"ENSG00000044115",3.10056215855412e-10,0.000102711840199684,5,1,0.634491061250185,1,1
"ENSG00000140526",0.000180024762641961,1,3,0,0.63338756626621,1,0.666666666666667
"ENSG00000163435",1.23332814111708e-118,3.81460079036402e-25,5,1,0.630871405436149,1,1
"ENSG00000148925",0.000158698714093954,1,3,0,-0.626819139961258,0.833333333333333,0.666666666666667
"ENSG00000189403",5.15821219162031e-165,1,7,0,-0.626472974705719,1,1
"ENSG00000172830",0.0181104740007304,0.00756017369700082,4,1,-0.625672155120285,1,0.833333333333333
"ENSG00000163141",0.0459153123176222,0.0358619940929668,3,1,0.624996730165389,1,0.666666666666667
"ENSG00000164830",5.5823021797193e-07,0.622576732391155,5,0,0.619226209477419,1,0.666666666666667
"ENSG00000156171",5.5400983151492e-05,1,5,0,-0.618003568344331,1,0.833333333333333
"ENSG00000231925",8.45523930041883e-08,1,7,0,0.617645985460133,1,0.833333333333333
"ENSG00000152558",2.82274725387395e-05,0.644919574548175,3,0,0.614906834566149,1,1
"ENSG00000121413",0.00010568180707336,0.746129044744849,5,0,0.610354850830988,1,0.666666666666667
"ENSG00000147813",6.1669636849422e-17,1,5,0,0.610193186314688,1,1
"ENSG00000204385",2.09699902883474e-16,9.80002033874472e-07,6,1,0.609756546457604,1,1
"ENSG00000148341",1.34261582701073e-07,0.233614688521733,5,0,-0.608335901941416,1,1
"ENSG00000101782",2.32494086689585e-07,0.347561201811412,4,0,-0.607142749751371,1,1
"ENSG00000169251",0.000657641701716119,0.000933009667450944,5,1,0.601673883141917,1,0.833333333333333
"ENSG00000095787",0.000136281122192328,1,7,0,-0.601659059190563,1,0.5
"ENSG00000006747",2.92502588851565e-06,1,6,0,0.600000359193772,1,0.666666666666667
"ENSG00000113240",0.0023422556493291,1,6,0,-0.599670170716554,0.833333333333333,0.5
"ENSG00000260916",4.42306995712075e-09,7.29637622809847e-07,4,1,0.598040118495577,1,1
"ENSG00000189077",0.0337345598178731,0.0222659211186337,4,1,0.597178384933977,1,1
"ENSG00000106733",0.000600535998769972,1,7,0,0.59562509834887,1,0.666666666666667
"ENSG00000172785",8.97500213893515e-10,0.000713455070053976,9,1,-0.595091930230197,1,1
"ENSG00000127952",0.0280077533944175,1,5,0,0.59396185624115,1,0.666666666666667
"ENSG00000100364",0.00113700654927334,0.0609935677531555,4,0,-0.593279583863059,0.833333333333333,0.5
"ENSG00000167986",3.69482369127223e-12,0.293998029238916,6,0,-0.592592592592593,1,0.833333333333333
"ENSG00000092820",3.56434588517515e-06,0.00529598508293291,4,1,-0.592140564214342,1,1
"ENSG00000134058",0.00141981721841845,1,4,0,-0.591903796023773,1,0.833333333333333
"ENSG00000163093",0.00304496977165238,1,3,0,-0.59065171092081,1,1
"ENSG00000183421",7.55525326240142e-07,1,4,0,-0.589826977046124,1,1
"ENSG00000176124",0.000882302245863108,1,3,0,0.589481079915098,1,0.666666666666667
"ENSG00000130734",0.0396782418779839,0.511380664973979,3,0,0.588342499434013,0.666666666666667,0.666666666666667
"ENSG00000143153",1.80434668573548e-17,1,4,0,0.58824806963296,1,1
"ENSG00000137824",1.05225438857352e-06,1,4,0,0.586780612997978,1,1
"ENSG00000168591",0.00892359808565254,1,5,0,-0.586530669450118,1,0.5
"ENSG00000120533",5.65011590419069e-39,0.00554873795412503,7,1,0.585450619416335,1,1
"ENSG00000127022",7.7809444220916e-13,7.73698578187147e-09,4,1,0.584375141103463,1,1
"ENSG00000107164",0.000106224791137368,0.0093386803396507,4,1,0.583294030172508,1,1
"ENSG00000266412",3.6665012636949e-08,0.000794273785522864,8,1,0.582348130923877,1,0.666666666666667
"ENSG00000213676",0.0139942691129873,0.00230488634689114,3,1,0.581629585294118,1,1
"ENSG00000280071",0.00303911057924601,1,4,0,-0.58051151600942,1,0.833333333333333
"ENSG00000181163",1.65703166256982e-06,4.29641636465812e-07,3,1,0.578909364821354,1,1
"ENSG00000197461",1.03299438869693e-06,0.247374850117238,4,0,-0.573720692239712,0.833333333333333,0.833333333333333
"ENSG00000133665",6.35806295783337e-12,1.85079468528136e-09,5,1,-0.573132750219409,1,1
"ENSG00000177409",0.000517240222573277,1,7,0,-0.571424408550915,1,0.5
"ENSG00000105063",0.0189457529213782,1,3,0,-0.568306926409288,1,0.833333333333333
"ENSG00000173588",1.54015762489541e-05,1,6,0,-0.568053387271399,1,0.666666666666667
"ENSG00000026025",0.00995082877180691,0.0196015644981213,3,1,-0.567849034825678,1,0.833333333333333
"ENSG00000172831",0.000509668801316704,0.00115365360742976,3,1,-0.567464499643342,1,0.833333333333333
"ENSG00000079246",5.70535220165677e-17,1,3,0,0.567397991293711,1,1
"ENSG00000165698",6.44849624690959e-11,1,6,0,-0.567309266561371,1,0.666666666666667
"ENSG00000197226",0.00987644258883576,0.032459348201363,5,1,0.566179038830468,1,0.833333333333333
"ENSG00000178951",3.4721876540386e-19,1,8,0,-0.565890716774894,1,0.833333333333333
"ENSG00000123240",2.84424768043927e-37,1,8,0,0.565507286711017,1,0.833333333333333
"ENSG00000173442",0.0220202157772853,0.15007933357367,5,0,-0.564916317139527,1,0.666666666666667
"ENSG00000136270",0.00957840391568713,0.009058948809334,4,1,-0.563710439736349,1,0.833333333333333
"ENSG00000159166",3.13836667519996e-30,1,4,0,-0.561403269720499,1,1
"ENSG00000188603",1.92271563566948e-12,1,6,0,0.55842098372313,1,0.666666666666667
"ENSG00000165526",0.031205604728597,1,4,0,-0.556887944278711,0.833333333333333,0.666666666666667
"ENSG00000178057",4.40693234456782e-15,0.574032229997034,5,0,-0.556769977670632,1,1
"ENSG00000128699",2.35966029418226e-05,0.221229049561815,4,0,-0.551942075996689,1,1
"ENSG00000071539",0.00152081173820757,0.0249690280865198,5,1,-0.550419958940595,0.833333333333333,0.833333333333333
"ENSG00000105619",0.00291904265126618,0.0660228500788237,3,0,-0.548649865933836,1,1
"ENSG00000160180",9.83365601663309e-26,7.8465991094743e-22,3,1,0.547680485055177,1,1
"ENSG00000023572",0.000108330770116318,1,3,0,-0.545860263136549,1,0.833333333333333
"ENSG00000244754",0.000109538595899997,0.157383994290821,6,0,0.543743944921087,1,1
"ENSG00000115677",1.11814049761362e-08,1,4,0,-0.543159884332231,1,1
"ENSG00000057935",0.00265683147550342,0.0320098074006731,3,1,0.543016489529083,0.833333333333333,0.833333333333333
"ENSG00000115694",0.000161946705615839,0.412081586654642,9,0,-0.54035407811277,1,0.666666666666667
"ENSG00000156110",0.00318750104373776,0.127862704832262,5,0,0.539388292462637,1,0.833333333333333
"ENSG00000121067",1.19795501968963e-06,1,11,0,-0.538461538136388,1,0.833333333333333
"ENSG00000156313",0.00421183509637997,0.119692448760637,4,0,-0.538459741270811,1,0.666666666666667
"ENSG00000246067",0.000108330770116318,1,6,0,-0.53774050173045,1,0.666666666666667
"ENSG00000073578",3.56885498076465e-20,0.0434404797597413,6,1,-0.537633654506989,1,1
"ENSG00000067182",1.52301019410218e-07,0.0020897415517239,3,1,0.536621130078196,1,0.833333333333333
"ENSG00000155090",3.04734081796863e-05,1,3,0,-0.534788863585964,1,1
"ENSG00000145495",0.0186440085104153,1,3,0,0.534310589407511,1,1
"ENSG00000158234",8.01287806353778e-12,1,6,0,-0.533537916223645,1,1
"ENSG00000065548",3.57377226584202e-13,1,3,0,0.533192456487178,1,1
"ENSG00000258752",2.29235873888971e-05,1.23797743814998e-05,3,1,-0.531213397302363,1,1
"ENSG00000138772",3.1171269460645e-15,0.778726879134456,4,0,-0.530743753043768,1,1
"ENSG00000132470",4.67575668358989e-16,0.315154854669095,8,0,-0.528457837278257,1,0.833333333333333
"ENSG00000185808",0.0160603990868672,0.326921115522296,3,0,0.522979184321915,1,1
"ENSG00000162231",4.99214904064769e-05,0.0395409714110544,4,1,-0.521688691615123,1,0.666666666666667
"ENSG00000072110",5.69102881268989e-18,1,6,0,-0.521316549320056,1,1
"ENSG00000173171",0.0276291416386491,0.00388202373116062,4,1,-0.518400588354027,1,1
"ENSG00000213145",1.50981178382453e-32,1,7,0,-0.517503112455202,1,1
"ENSG00000038274",0.0414399243618634,0,2,2,-0.516955320368684,1,1
"ENSG00000004455",1.1068091165172e-06,7.92005106679775e-05,6,1,-0.515545609073166,1,1
"ENSG00000151923",0.00027841155654565,1,7,0,0.51515187705938,1,0.833333333333333
"ENSG00000176261",0.000408799050248045,1,7,0,-0.514274211005621,1,0.833333333333333
"ENSG00000121289",0.0238179134324021,0.191701694215739,3,0,0.511867719668054,1,0.833333333333333
"ENSG00000079974",3.48147904152016e-13,1,8,0,0.511627878465414,1,0.833333333333333
"ENSG00000153187",0.0198432702632888,0.107643363404954,4,0,0.511510496910454,1,1
"ENSG00000132254",1.16884810403508e-06,0.0321340784745624,7,1,-0.509803768920716,1,0.833333333333333
"ENSG00000135925",6.32878525296066e-05,0.0447467332275398,5,1,-0.508719006484381,1,0.833333333333333
"ENSG00000203814",0.0495304118312601,1,4,0,-0.507294528169648,0.833333333333333,0.666666666666667
"ENSG00000173226",0.00088669658810612,1,4,0,0.506539675972165,1,0.833333333333333
"ENSG00000073921",0.0126263109897186,1,3,0,-0.505491337619215,1,1
"ENSG00000157778",3.48147904152016e-13,5.48174961496306e-05,6,2,0.503525027116397,1,1
"ENSG00000132424",1.44907205366911e-08,1,7,0,-0.501278032420671,1,0.666666666666667
"ENSG00000204256",1.03420391481081e-06,0.249101674008866,5,0,0.500310911017311,1,0.833333333333333
"ENSG00000137497",0.0297840214761489,1,5,0,0.5,1,0.666666666666667
"ENSG00000159884",0.0391868604592683,1,4,0,0.499998399378144,0.833333333333333,0.833333333333333
"ENSG00000093000",0.000192332752108381,1,5,0,0.49952372473546,1,1
"ENSG00000173715",0.0226527600874557,1,4,0,-0.499362180297428,1,0.666666666666667
"ENSG00000204859",0.000220110803088773,1,7,0,-0.498448997249146,1,0.5
"ENSG00000110328",0.00259278105144558,0.0329453400219258,3,1,0.497649363117379,1,1
"ENSG00000001630",0.00462563950042204,0.470157190582041,4,0,-0.495488802627946,0.833333333333333,0.666666666666667
"ENSG00000135535",9.33525748765785e-19,1,6,0,0.485252434015023,1,1
"ENSG00000285437",1.00305559779671e-08,1,10,0,0.484565046373974,1,0.5
"ENSG00000010361",1.7158891462299e-05,1,6,0,0.481047643309338,1,1
"ENSG00000012061",0.0242868538173683,0.123839816623234,6,0,-0.48087398079708,1,0.833333333333333
"ENSG00000111642",0.000255789662387848,1,7,0,-0.479562257039784,1,0.666666666666667
"ENSG00000137996",1.0335653916131e-05,0.0350218816619817,5,1,-0.478815808032253,1,1
"ENSG00000278259",0.0394052466041703,1,4,0,-0.476654902320368,1,0.666666666666667
"ENSG00000170477",1.02374699523049e-26,6.95583427632179e-22,5,2,-0.475926636164732,1,1
"ENSG00000107372",1.04660209656884e-07,0.0016035593806514,6,1,-0.475755008653227,1,1
"ENSG00000154845",0.0010020413468064,1,5,0,-0.474777758891678,1,0.5
"ENSG00000105519",7.39903061463402e-20,3.02738075761654e-12,6,3,-0.473825333266716,1,1
"ENSG00000144161",0.00491770963470721,0.198897519775642,4,0,-0.473586555675746,1,1
"ENSG00000015479",2.69636737323419e-06,1,6,0,0.473583782084514,1,0.5
"ENSG00000221914",0.000381447769869341,0.354730606364073,6,0,0.47191082877988,1,0.833333333333333
"ENSG00000128731",0.0490021112955833,0.276842896118129,5,0,0.470892680531892,1,0.833333333333333
"ENSG00000092201",0.00251801812184496,0.234900943558729,3,0,0.47023475979686,0.833333333333333,0.833333333333333
"ENSG00000104529",5.65862768858981e-26,1.6600437614684e-27,3,3,-0.468932519751682,1,1
"ENSG00000143393",0.0161880166216058,1,4,0,-0.468464900241645,1,0.5
"ENSG00000135363",3.33907868880464e-06,1,6,0,-0.467415763251464,1,1
"ENSG00000143549",5.15863257009714e-11,0.0368967845570099,9,1,0.464158381081874,1,1
"ENSG00000139218",1.75806655642892e-06,8.53516966969218e-05,8,2,0.463461538469803,1,0.833333333333333
"ENSG00000197989",0.0187798300214243,0.155973674555475,6,0,0.462952643758239,0.833333333333333,0.666666666666667
"ENSG00000149115",5.43332513684083e-09,1,11,0,0.461855642325179,1,0.5
"ENSG00000161642",0.00105882830929521,1,5,0,0.461793447985861,1,0.666666666666667
"ENSG00000100644",5.21687400283293e-06,1,7,0,0.461538461538463,1,0.666666666666667
"ENSG00000111371",0.0108950674261358,1,5,0,-0.460929640604011,0.833333333333333,0.5
"ENSG00000215301",0.00492039909347848,0.01737580533753,7,1,-0.460739070223263,1,0.833333333333333
"ENSG00000100083",0.00064135007879143,0.433103150139519,4,0,-0.460068453264113,1,1
"ENSG00000140416",0.019005595704571,0.0419736802226846,3,1,-0.459430423235472,1,1
"ENSG00000063660",4.93177166345563e-05,0.000373281225246073,3,1,-0.458833483438695,1,1
"ENSG00000119335",0.00941035385731092,0.25413268202331,3,0,0.458397188828254,1,1
"ENSG00000089737",0.00934047823821376,1,3,0,0.458136127825575,1,1
"ENSG00000048140",0.0339097943073623,1,5,0,0.458070010019955,1,0.833333333333333
"ENSG00000177425",0.000107808390144106,1,8,0,-0.457220530892084,1,1
"ENSG00000117335",4.20910677103654e-06,0.239663532576572,5,0,0.457142865358269,1,1
"ENSG00000114544",0.0440480757865834,0.0725686031680545,4,0,0.455756643085472,1,1
"ENSG00000129226",0.0314286168680774,0.608393089260384,3,0,0.455449915189598,1,0.833333333333333
"ENSG00000107521",0.00127670908450684,0.0494436182274823,6,1,0.453872861210461,1,0.833333333333333
"ENSG00000088930",4.03728057402965e-06,0.280554868001554,4,0,-0.4537297622946,1,1
"ENSG00000169220",0.019882884376295,1,4,0,-0.451689425010168,1,1
"ENSG00000067225",1.46112735602664e-68,1,4,0,-0.451341713455683,1,1
"ENSG00000165506",9.30037517462804e-05,0.255315643869637,5,0,0.450725283891008,0.833333333333333,0.5
"ENSG00000104881",1.11015274253675e-05,0.0348959825245519,6,1,0.44969513647857,1,1
"ENSG00000111328",6.29621837413853e-08,1,5,0,-0.449318090849617,1,0.833333333333333
"ENSG00000172590",3.10773417210076e-05,1,8,0,-0.448203701474267,1,0.833333333333333
"ENSG00000173801",0.00492039909347848,1,6,0,0.447481515891306,0.833333333333333,0.666666666666667
"ENSG00000130702",1.40585779404812e-08,1,9,0,0.447367462316453,1,0.666666666666667
"ENSG00000012822",0.0436901580646313,0.093907473149787,5,0,-0.447221164125312,1,0.833333333333333
"ENSG00000115816",0.000905731595945095,0.7602734686811,4,0,-0.44635027750868,1,1
"ENSG00000171462",0.00669065020526766,0.11957983289597,5,0,0.446173389749363,1,0.666666666666667
"ENSG00000132581",3.23914296955424e-07,0.137665112089539,4,0,-0.444565454424721,1,1
"ENSG00000203875",2.19165644620437e-13,5.34109840864285e-16,5,3,0.443611245150609,1,1
"ENSG00000140043",0.0317619337144388,1,5,0,-0.443401283642376,0.833333333333333,0.666666666666667
"ENSG00000114770",0.00330454481618499,1,6,0,0.443149437956925,1,0.833333333333333
"ENSG00000125868",4.70701377208624e-12,8.17892138468667e-08,3,1,0.442914305879032,1,1
"ENSG00000105357",3.16101340935763e-09,1,8,0,0.442693445442917,1,1
"ENSG00000178935",0.0169225152889802,0.00567999952349227,4,1,0.442483002535086,1,1
"ENSG00000157916",3.62356011965944e-05,2.05478791737032e-06,3,2,0.442465984342814,1,1
"ENSG00000225470",5.86308799886105e-07,1,8,0,-0.442348998348016,1,1
"ENSG00000122545",5.02375827925115e-29,2.56972197310765e-06,5,1,-0.44207361134545,1,1
"ENSG00000164930",0.00134800163197042,1,4,0,0.442059227959226,1,1
"ENSG00000101940",1.49805995430483e-08,0.03515911359757,6,1,0.440287793696961,1,1
